milliseconds,G0,G1,rR,I,rI,R,RI,R2,G2,G3
0,1.0001017823984748,-0.0001216409231485867,-0.003144084784451342,0.6895469717016675,0.004373876396737671,1.6595848874158372,1.310983162205734,-0.2146686774332027,0.0,0.0
100,1.0001186355827065,-5.739277866064566e-06,0.034541046580390776,-0.5474080484416204,0.074983824660893,0.3568129290489151,-1.2606424638518028,-0.25446119968682424,0.0,0.0
200,1.0000223269669748,5.555105937631016e-05,0.18336069910664937,0.6807627529723719,0.1523911529409771,0.3209523606325204,1.265707740843201,0.30850047256809837,0.0,0.0
300,1.0001312458667155,-3.837496925910733e-05,0.3186989716866541,0.5984084838533352,0.1377512378111232,-0.8414421075667826,0.7272991512196869,0.0021493275993322816,0.0,0.0
400,1.0000133583144617,7.725203082175853e-05,0.3477421244903567,-0.17388405834749632,0.2118116879250595,1.7947492445597288,-0.783182364701824,-0.21763105039686734,0.0,0.0
500,0.9999269145220154,2.337563157005423e-05,0.3643856414173281,1.0875698723846943,0.20944729401950551,0.48414382150295343,-1.4835915415911176,-0.16775743822631203,0.0,0.0
600,0.9999529680163859,-0.0001396306939123692,0.576686048656492,0.7162530128618003,0.32887550859448694,3.699198555062975,-1.1698468776639286,0.2598373733969801,0.0,0.0
700,0.9999649874288704,-1.670982350966773e-05,0.621905959830308,1.501351649021226,0.3697516090286383,4.688553733043797,0.9601419051248188,0.4043927766899288,0.0,0.0
800,0.999923883114388,3.217917977357047e-05,0.797328464327436,2.4873623796294124,0.42780665274148066,4.848285596944346,-0.3644948015424317,-0.11871752370306587,0.0,0.0
900,1.0000785228999298,8.915750993343355e-05,0.9018426398224203,2.2604517889479263,0.45010331423907207,3.17811131510759,0.3828777807629167,0.5116295465484723,0.0,0.0
1000,0.9998729256829664,-1.1788630815875385e-05,0.8557386741149503,2.417317549228066,0.4250739012586007,7.1991941850207075,0.6701217635341675,0.04855328186048464,0.0,0.0
1100,1.0000330498753862,-0.00014422677408735626,1.0515098212969738,4.137960836174288,0.55190171341516,6.8661232680812585,0.9072614007465322,-0.17112086292603096,0.0,0.0
1200,0.9998831236743204,-4.05319672058692e-05,1.15544347766901,4.3977294354627015,0.5124090850874042,8.820132708950322,1.961380210733821,-0.20412168476135178,0.0,0.0
1300,0.9999336041510715,0.00016002602703273346,1.2370461639596875,5.950622435929473,0.5450913057496621,10.591815478278965,-0.5570533024540589,0.4720087285640144,0.0,0.0
1400,0.9998972430700305,-7.159022043688284e-05,1.1506716612303758,6.347209260389415,0.6643965063947257,9.828410913789357,-0.33584676259391727,0.09134825176317668,0.0,0.0
1500,1.0000060452565547,-7.846761582650429e-05,1.431401777789229,6.635242107462927,0.6775282413288737,11.163700104808388,-0.4578935521401274,0.13122941357041784,0.0,0.0
1600,0.9998033596238044,3.879333824502405e-06,1.351471829972493,7.38231983635303,0.8015347723140005,14.242302330117928,0.9262929981689006,0.5179572502649626,0.0,0.0
1700,1.0000543623442444,0.00018951221276189921,1.6201950220004113,7.674880252046663,0.7879275787900093,13.945820426875919,2.9287780391227445,0.5831585651536244,0.0,0.0
1800,0.9997861876926915,9.540030663212181e-05,1.512935908196854,9.115484899098833,0.8146620492637842,16.61222345708741,-0.016303356867504615,1.2080640993986425,0.0,0.0
1900,1.0000315342302002,9.342723233273229e-05,1.6841549479917595,9.420539498871161,0.8355179614889449,17.848825611608785,2.084179727858136,1.273364748303774,0.0,0.0
2000,0.9999271270722544,0.00018586034765319384,1.845753218629982,10.443400330609565,0.9029370526545323,20.455672766710897,2.262244538896277,0.9145553769080641,0.0,0.0
2100,0.9998016909066189,0.0002941699025350811,1.7266043378112441,10.617548801777634,0.9809806984507419,22.08411137608827,2.3460567549695552,1.9717135223900168,0.0,0.0
2200,0.9996730976123243,6.190902310043844e-05,1.8579739165243365,11.801127579637138,0.9955722693678601,21.109520477840743,1.9766429830983503,1.6621643344239523,0.0,0.0
2300,0.9997133755310792,0.00039450650507323907,2.122178370994705,12.53141800181021,1.097253435261181,22.45148550016861,4.152321587080673,1.7428078573436063,0.0,0.0
2400,0.9996327947149702,0.00016454461905193867,2.212586828516835,14.045216469597447,1.1280178220874406,25.343845687611843,5.009480828383564,2.5822359436553657,0.0,0.0
2500,0.9996013245247125,0.00023751972975744886,2.0951546143678397,14.668203015806245,1.159929693293288,29.07472668083289,7.42109873113405,2.585139948192773,0.0,0.0
2600,0.9996836893588199,0.0005692346725352671,2.2588897568184017,15.243496295419394,1.1826364509663991,27.116096955967667,7.071979125526841,2.7164192599656025,0.0,0.0
2700,0.9994933002506629,0.00045969223851757796,2.444060260415207,15.793301302527931,1.1752416860172852,28.50006651169152,8.599530608814874,3.469924965276034,0.0,0.0
2800,0.9995198066016432,0.00044557022359268495,2.4094975779088412,15.499508167224251,1.3379559955845328,29.961589164265767,10.986733490160667,3.927842092292454,0.0,0.0
2900,0.9992404672452149,0.0006512528456857721,2.485434742794579,16.977623767637986,1.2755609872220695,35.1680990484676,11.628381293992408,3.6661144419696434,0.0,0.0
3000,0.9993211375696582,0.0006399508126266632,2.6789201941121905,17.77762985629791,1.4294534739896745,36.57318688212524,11.524248763648776,4.580839789264304,0.0,0.0
