milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,116.0,93.04208632703639,154.94251338369043,235.99999791491632,973.0002421419506,5177.999996273226,0.41783633638257256,0.04564871170786245,0.00028585224191716524,0.0001695840267577251,2.205061624152742e-06,-6.723257633946094e-08,-1.946915049360385e-05,6.868170358808516e-07,0.0001698804379297207,1.0458038487163664e-05,-1.2275764428222192e-05,16.6
100,116.0,92.89262793900241,155.00821784692224,236.00000794097338,973.0002008695014,5178.000005959779,-0.054089935442891646,-0.026703833754756344,0.00021385834579286655,4.667426846236458e-05,1.7304541449101135e-06,-9.951257969475815e-09,-9.627852437775924e-06,-8.484180859611806e-05,3.3680378863007064e-05,7.148505951055506e-06,-7.443277249357034e-06,16.6
200,116.0,92.19441328685976,155.00433827185128,235.9999993513914,972.9999697901883,5177.999996385604,1.2487319854552241,-0.020861882785859667,-0.00020514891879789025,-3.7860955863528046e-05,-7.529300405891978e-07,-6.311719598492146e-08,-1.2085628373793109e-05,-0.00010251316553553837,9.220253019003017e-05,3.2025280854113186e-07,-7.048844957215711e-06,16.6
300,116.0,92.28526910191692,154.9539790532677,236.0000174395437,973.0000194171209,5178.000005065251,0.9856206877984326,-0.017269141973851283,-0.0001628656096363443,0.00010312803869826316,4.214593043499023e-07,-1.050694461273178e-08,1.9905296016180253e-05,-0.00013441347382243225,0.0001837138523013976,-1.1345881166440277e-05,-9.092141795103567e-06,16.6
400,116.0,90.89218349727379,154.95982014961507,236.00000166656648,972.9998610006198,5177.999990009945,1.1460844784408641,0.06589003664010548,0.00019950819747339537,0.00010094875439411945,3.7689990371041554e-07,1.0328115848805893e-07,5.8301149512175265e-06,0.0002645781210368237,-0.00011730999828322523,-4.0503820536013254e-08,-4.7242235832583545e-06,16.6
500,116.0,91.16451195847684,155.03641711034274,235.9999948116335,973.0000611010394,5177.99999122739,1.5933875858207591,0.08246132080582178,0.0007663644857306976,-9.671393994987363e-05,1.7946859165642606e-06,1.0224068622997439e-08,1.213393792121852e-05,0.00023494453296935493,-0.00010682622623806953,-7.565397974612895e-06,3.559283318409492e-06,16.6
600,116.0,90.09555237949704,154.90988057319544,236.0000027032378,972.9997616409498,5177.99999165243,2.50157439575756,0.05291256079077471,6.63142812578981e-05,-3.492794160282131e-05,-1.0657434617057438e-06,-3.07206775802219e-09,-3.4896129751879123e-06,-2.0839310220018746e-05,-0.00012362128644877182,1.158844189637419e-05,1.526839224204793e-05,16.6
700,116.0,90.0106389995868,154.93100389426817,235.9999833261784,972.9998754437421,5177.99999922309,2.7298590357612786,0.10857151827312694,0.000499407320256616,-1.2081199555118357e-05,1.3683686350164836e-06,-1.9533272236977863e-08,-1.0746252367507414e-05,-0.00019060637514242676,-0.00015538020369137165,1.2716286203267713e-05,-1.4224834090843483e-05,16.6
800,116.0,89.99884091651938,154.85479329946986,236.00001626651678,973.000119189411,5177.999999468646,3.5138502158924143,0.044300466045351865,0.00043044342472714535,-0.00010341131389415866,1.945075707733392e-06,4.0096079329048966e-08,1.966554744307292e-05,-0.00017522688086833824,0.00026575786543048865,-4.532486019900055e-06,3.853545453024277e-06,16.6
900,116.0,88.82759402313386,154.95476537674216,236.00001516203474,973.0000835762874,5178.000000910516,3.260346896302101,0.0770003746720431,0.0009328098266145631,7.076063386744872e-05,6.359532016185027e-07,-3.7483968007492823e-08,-3.162855937312483e-07,-0.0001287115191540889,-9.500562774214016e-05,-9.377412009916754e-06,-6.040067832066544e-06,16.6
