milliseconds,X,Y,Z
0,15.0,0.0,0.25
100,14.179972917185538,0.24538215171279884,0.12415333439847821
200,13.401002901844768,0.3910401391221026,0.1254574567588232
300,12.69525928761007,0.5294110594300387,0.1302995669503591
400,12.056933062519814,0.6613662004876806,0.1361915073155161
500,11.480841997438857,0.7854864629009609,0.14340441723001984
600,10.963236163260065,0.8994308609843384,0.15264966773229766
700,10.503026245871835,0.9986106510933553,0.16573703352157196
800,10.107662203701954,1.069421235870636,0.18981497320906418
900,9.993986065415898,0.8464596448797732,0.44236208759667994
1000,12.861831965567283,0.48668355896577153,0.48160786758375734
1100,13.224365762939849,0.6592215485304826,0.22979462879085577
1200,12.596829850293126,0.8264607102958891,0.1554444570658962
1300,11.987788756280086,0.9393989897172934,0.15828005440972825
1400,11.445518252062362,1.0305421542189617,0.17321291004455877
1500,10.990814870330912,1.0764600766277654,0.21040705495574732
1600,12.169861408287693,0.4913711974876557,0.6593509442935119
1700,14.14283258063744,0.5294597095492438,0.37707029026120503
1800,13.76193195811406,0.7378745401948313,0.17863531681505213
1900,13.053786031994496,0.8734351591601046,0.15410142313794392
2000,12.406635749437326,0.9779122792345502,0.16298224610399006
2100,11.837089325369343,1.0574940727764601,0.18275295041496745
2200,11.406751522039169,1.0323380183373634,0.2694509350682063
2300,13.792285853502802,0.47690181664657955,0.5439464488429984
2400,14.582150126159862,0.6082618112555879,0.27667921088110603
2500,13.8862094412175,0.7978022254568483,0.15931062275707544
2600,13.160673374298957,0.9166512803139601,0.15626099370228005
2700,12.509352539625054,1.012935735461976,0.16906797227067233
2800,11.946532137107614,1.074806497575034,0.19734582839741155
2900,12.209166224737983,0.584019208445653,0.6534398008457581
3000,14.704056931570767,0.5012913169066843,0.43457929762255765
3100,14.576807628043735,0.6968353871133702,0.2018789836387033
3200,13.806304936818053,0.8478606556230766,0.1542129768518868
3300,13.089066743642936,0.9568618147556511,0.16020435654086806
3400,12.452283273981152,1.0433495659008019,0.17704129507160596
3500,11.925997170409884,1.0692240763503231,0.22684287611741683
3600,13.63670470980558,0.47714866235312076,0.610307634320844
3700,15.016330463560774,0.5604311222599526,0.33164917753531203
3800,14.397217221795797,0.7661862000625477,0.16739000319431968
3900,13.627072380677571,0.8929852197782234,0.154770683179717
4000,12.930243933928615,0.9939195962389613,0.16549190718924467
4100,12.319881058750815,1.0667591000203551,0.1883235248275431
4200,11.951195925363942,0.9143077005838189,0.38022388245570515
4300,14.622090667791541,0.48395774903314287,0.49393113519320936
4400,14.92651675156932,0.6490359867985966,0.23834515307181375
4500,14.152177771825826,0.8208167349385543,0.15598676646164011
4600,13.402381302220997,0.9348472435879078,0.15783257727469513
4700,12.732456134021033,1.0270881718599227,0.17231723377199898
4800,12.16050873704336,1.0768502759120766,0.20726172926798506
4900,13.07454655674283,0.49964867117814127,0.6684811292107713
5000,15.085996269519532,0.5227741883800405,0.388711254260148
