miliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011800971697157419,0.037983051557583546,0.0039282034802899145,0.002000327981826892,1.5835981382056878e-05,2.2934480716023307e-08,1.3534175333716881e-05,9.351633579892356e-06,3.335168125477935e-08,0.0002868447185174573,0.0030393995971709727
100,0.011825735567557295,0.037980621577815794,0.003960854534252223,0.0020003230214791267,1.606869839517879e-05,2.3577569455522476e-08,1.3278071217742604e-05,9.364313409595579e-06,3.225985109663452e-08,0.00028684250338778473,0.0030336467749084023
200,0.011806476378878463,0.03798393143214551,0.003996409026972648,0.0020004868808181,1.6338621459949536e-05,2.4057610023284004e-08,1.2925605535987188e-05,9.416094184458112e-06,3.132492726731453e-08,0.0002868602055618563,0.003031692260970596
300,0.011871490527622817,0.03797782568052783,0.004012087443533267,0.0020009879428360675,1.657963941118818e-05,2.4471162253726976e-08,1.267123452343777e-05,9.457150093869351e-06,3.063506791585024e-08,0.0002868162595942436,0.0030172914561289754
400,0.011959067463604211,0.03797405791366123,0.004061168656944087,0.0020011814603976205,1.673970875600328e-05,2.499836386217782e-08,1.2473079722420391e-05,9.486533920829854e-06,3.012417830260746e-08,0.0002868003114199498,0.0030034029257129916
500,0.012022027888726139,0.037975539717035704,0.004157905228144542,0.002000293864264863,1.6889675425924568e-05,2.543704007045489e-08,1.2302117544226258e-05,9.507366987930698e-06,2.9695289444422254e-08,0.00028680130904497114,0.0029909322019354883
600,0.0121050305315569,0.037980003249431314,0.004172949254328694,0.0020015408483849925,1.700918364539155e-05,2.5707744965358062e-08,1.2165756277095217e-05,9.523986298772599e-06,2.934741827895634e-08,0.00028678136097063566,0.0029740616430723008
700,0.012183313373998259,0.0379766489994863,0.004282641428106189,0.0020025742621347996,1.710409921119601e-05,2.6138633559024906e-08,1.2067656910556664e-05,9.537814057037148e-06,2.910129709093808e-08,0.0002867544155284818,0.002956431328683748
800,0.012288456001166431,0.03797517282173553,0.004306432026583419,0.0020022903075102676,1.715527603618839e-05,2.6524371259094017e-08,1.1987561104447924e-05,9.54438956942015e-06,2.8824688759404644e-08,0.00028671642110464335,0.0029356962241380846
900,0.01233222099203397,0.03796505738032992,0.00438161516547639,0.002003672056832126,1.721293152763393e-05,2.6696864610813988e-08,1.1913198224602174e-05,9.554625936564088e-06,2.86709253170762e-08,0.0002867350775809615,0.002918925436886731
1000,0.012418111742035698,0.03796811480644291,0.004461405951568813,0.0020031022839508915,1.7277850013293683e-05,2.7044309540334145e-08,1.1889600541022148e-05,9.559031626945713e-06,2.8552296001421415e-08,0.0002867230738616542,0.0029069963671451418
1100,0.012444013900742061,0.03796128838763258,0.004501836561890427,0.002004828403217083,1.7311820156185625e-05,2.7205247173074454e-08,1.1825627205322627e-05,9.562454158597957e-06,2.8525368607275997e-08,0.00028670692032026066,0.0028912234013302603
1200,0.01252602217337589,0.03795663260286048,0.004585086554878296,0.0020043091759487544,1.7337161377773554e-05,2.742839525149095e-08,1.1807162559913896e-05,9.564447990233782e-06,2.8382361703355002e-08,0.000286707789903459,0.002878771238465356
1300,0.012587959629495698,0.03795333965166942,0.004612033501816028,0.002006121769358667,1.7339080101856454e-05,2.771460980222257e-08,1.1772197786085067e-05,9.568548853739178e-06,2.839394476445786e-08,0.0002866855921063882,0.0028717825295843367
1400,0.012741722402291565,0.037942749712390623,0.0046934402649050555,0.002006314105942014,1.73579027939789e-05,2.801613722768199e-08,1.177236589593271e-05,9.572904208070766e-06,2.8310035727940354e-08,0.00028669015421417136,0.0028524285627874553
1500,0.012774121469682927,0.037939051060027006,0.004731614399602744,0.0020084617425422733,1.735698640664575e-05,2.804093691914238e-08,1.1749429637373921e-05,9.57423391086042e-06,2.827246635646035e-08,0.0002867131677359067,0.00284299679098084
