milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
3500,0.01444989543714585,0.03780551573342472,0.0053064351549536835,0.002034667203996982,1.725570149160792e-05,2.998002740921628e-08,1.1880382752293545e-05,9.561758046435102e-06,2.8553560693906696e-08,0.0002873616758407255,0.002781055363902883
3600,0.014494869637371975,0.03780045532933971,0.005350155876458298,0.0020357105259394474,1.724976622165742e-05,3.007375859860221e-08,1.1859133688292688e-05,9.564926889814405e-06,2.8635861805721702e-08,0.0002874385347947754,0.0027780253897231773
3700,0.014637720172256353,0.03778544087887269,0.005338169423284752,0.002037311557123408,1.7242918213378936e-05,3.0124960875057456e-08,1.1867549749382024e-05,9.56260071035236e-06,2.859009833231637e-08,0.00028749966050338856,0.002780116924154468
3800,0.01465053404283634,0.037784700726113535,0.00536455837987924,0.0020399727531879687,1.725650517597463e-05,3.020302970066224e-08,1.190750153703145e-05,9.559200184382903e-06,2.8694972353335957e-08,0.0002875214061395622,0.002779589907134067
3900,0.01470931491886012,0.03777140537845595,0.005362915747751798,0.0020403883287997727,1.7235486569640597e-05,3.008510968259508e-08,1.1894129126326293e-05,9.562079117232216e-06,2.870711516937982e-08,0.00028758306043508706,0.002776615140930589
4000,0.014793775099426991,0.03776925296376762,0.005408087347946845,0.0020429373476515814,1.7221107938478627e-05,3.018087915498322e-08,1.1889607303496734e-05,9.561912794159394e-06,2.868050481554197e-08,0.00028767860669436454,0.0027822173300980023
4100,0.014860211527139245,0.037763630255003816,0.00538040289805641,0.002044102708468172,1.7214949372985437e-05,3.012645681459038e-08,1.190043776962888e-05,9.558787663064386e-06,2.8747697917164175e-08,0.0002877386683465241,0.002781812472275418
4200,0.014987563718093778,0.037749387939177065,0.0054167740267912065,0.0020456499063265937,1.722769713503824e-05,3.01865482872983e-08,1.1937046034958566e-05,9.556214027359879e-06,2.8699137600858635e-08,0.00028775632471009384,0.002784055429616237
4300,0.014977114833583723,0.037749600221054794,0.005396072029134487,0.0020480968426304608,1.7217597789862148e-05,3.023952296215586e-08,1.192688193542299e-05,9.55528401040227e-06,2.8746491565681917e-08,0.0002878396449260229,0.002782912065674025
4400,0.015151274667818144,0.037742676414008136,0.005428970678239884,0.002048156769287628,1.7192693313619193e-05,3.0314206815784164e-08,1.1933155221201165e-05,9.554873757849814e-06,2.8778066199527034e-08,0.000287908197795713,0.0027823917670968287
4500,0.015124346433161904,0.037732160592228225,0.005446952382706708,0.0020514602117119377,1.720200649304113e-05,3.037326549873904e-08,1.1942200391345858e-05,9.553920577188704e-06,2.8799289406110305e-08,0.00028796284832216014,0.002779892436275587
4600,0.015207286777031315,0.037721178490210124,0.005435188691180725,0.002051574318609222,1.7180656264015426e-05,3.02424602771751e-08,1.1943780976667599e-05,9.55717420599679e-06,2.8833984373558097e-08,0.000288025794896419,0.002780304924462843
4700,0.015365898541674194,0.037715434592177376,0.0054640561731357454,0.002054597647414735,1.7190286072298177e-05,3.040124710231572e-08,1.1961380261968457e-05,9.55611496955267e-06,2.87966765696972e-08,0.00028810976500750986,0.0027817386611675857
4800,0.015400136443534836,0.0377110098209491,0.0054287755435424865,0.002055027417073111,1.7170485572314677e-05,3.033005307463007e-08,1.196659305111946e-05,9.55166925452218e-06,2.881798677538558e-08,0.0002881489158552448,0.002789954080348839
4900,0.015483235983204491,0.03770725132447068,0.005446096822460709,0.00205674652608558,1.7186995487306694e-05,3.045683689845234e-08,1.196259348383672e-05,9.553360463683199e-06,2.8921420832427574e-08,0.00028822608197288246,0.002786084057461837
5000,0.015550417816383283,0.037697963082702894,0.005450081724063288,0.002058044276847586,1.717456919097226e-05,3.036212239028003e-08,1.1984203323405495e-05,9.550398645433772e-06,2.8934227655049736e-08,0.0002882900785393014,0.0027862491583585704
