milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_13,species_14,species_15,compartment_1
0,180000.00876499314,0.32800004969960783,0.006816696129958485,0.1213413096674534,0.00013068320556813495,0.04328760851466828,0.04542665813951415,0.03400000191725646,0.047285057569738644,0.13104142523988438,0.00011608836274682015,1800.004137408141,0.025527866749773007,0.025527866743563846,29.49999857626312
100,180000.0083624391,0.32800004870755567,0.006816696143095952,0.12134130944659452,0.00013068321856614013,0.04328760850654136,0.045426658042525346,0.03400000161046313,0.047285057216603914,0.13104142499173815,0.00011608836258738337,1800.0047778086605,0.02552786674581978,0.025527866758592224,29.499998619968192
200,180000.0080855019,0.328000048476514,0.006816696084632528,0.12134130935140229,0.00013068321352522423,0.04328760844502691,0.04542665799627074,0.034000002008299675,0.04728505724715059,0.13104142481516545,0.00011608836285580419,1800.0093934683534,0.02552786674474497,0.02552786675690357,29.49999865026774
300,180000.00806255557,0.3280000484480022,0.0068166960601630435,0.12134130921490008,0.000130683233214617,0.04328760836026171,0.0454266579532713,0.03400000194832962,0.04728505731131139,0.13104142462998863,0.0001160883626095286,1800.013648962145,0.02552786673785884,0.025527866764398603,29.499998691377424
400,180000.0077977717,0.3280000474995138,0.0068166961484959305,0.12134130898978397,0.00013068325012013875,0.043287608322761614,0.04542665791316115,0.03400000112329626,0.04728505750763047,0.1310414244968859,0.00011608836262269196,1800.0170726098015,0.025527866727739674,0.025527866770474403,29.49999872889834
500,180000.00765762856,0.32800004715555486,0.006816696121576637,0.12134130884573202,0.00013068324936805345,0.04328760831224294,0.04542665784504243,0.03400000162141157,0.047285058063761945,0.1310414244662184,0.00011608836264507635,1800.0290414771393,0.025527866731058294,0.025527866774146174,29.499998754424674
600,180000.00740742515,0.3280000470333832,0.006816696124753179,0.12134130879979176,0.00013068325469298985,0.043287608228666286,0.045426657807325396,0.03400000154069401,0.047285057273259795,0.13104142433402652,0.00011608836245583294,1800.0272831659588,0.025527866718217274,0.02552786677464077,29.499998773105336
700,180000.00717636076,0.3280000469715779,0.00681669610775884,0.12134130864646854,0.00013068327351634378,0.04328760818618298,0.045426657800547256,0.0340000013911506,0.047285057919085834,0.131041424190734,0.00011608836280058167,1800.0403748437075,0.02552786672508792,0.0255278667808784,29.499998794832496
800,180000.00716665003,0.3280000465422209,0.006816696146505274,0.12134130858243995,0.00013068328335917261,0.04328760818479293,0.045426657724578684,0.03400000192810111,0.04728505758221471,0.131041424043101,0.00011608836296810787,1800.036306220189,0.025527866713439713,0.025527866779096985,29.499998848639095
900,180000.00702780046,0.32800004605692235,0.006816696119617523,0.1213413083730902,0.00013068328071081205,0.043287608143516586,0.04542665770606752,0.03400000152785263,0.047285058023139044,0.13104142387498616,0.00011608836279349332,1800.0389680072544,0.025527866709925944,0.02552786678274559,29.499998865231426
