milliseconds,CaER,Ca_Cyt,p3
0,-0.0009649769852802261,0.0002081622882578753,0.9516871300902431
100,-0.030203171683893363,0.02892502580446074,0.9524547195122768
200,-0.03833026053425199,0.039441100052841745,0.9492476372750712
300,-0.04644522055895578,0.04799280593331953,0.949173019664117
400,-0.049385607439064234,0.04974615710008676,0.9485466010576651
500,-0.055183405936924196,0.05418515336676066,0.9500312018688775
600,-0.05864163559643901,0.05463259480146129,0.9472802297952168
700,-0.060231217809767895,0.0593353707080974,0.9486429658468938
800,-0.0600842302932412,0.05864957013131627,0.9459231465639317
900,-0.06300093616964182,0.06333599606899432,0.9460423064710484
1000,-0.06507699832354805,0.06188939885135097,0.9427044783757026
1100,-0.0661592814664243,0.06591346846968316,0.9427650249946944
1200,-0.07032595550043343,0.0650947344578058,0.9417788676566246
1300,-0.06893080461735612,0.06835325645748597,0.9413196793927248
1400,-0.07110947250357072,0.07261039030033614,0.9404602764655158
1500,-0.07157022096581322,0.07341763900597106,0.9404326357080989
1600,-0.07462795190691118,0.072345162601157,0.9374881812377638
1700,-0.07836119385125337,0.07369370174871379,0.935115209874995
1800,-0.07533458708705752,0.07731843663755608,0.9338541981733285
1900,-0.08143761952947759,0.08159915871438432,0.9330371485710329
2000,-0.07875266177296661,0.07877157046334812,0.9315780638193286
2100,-0.08230390310734248,0.08445254630636821,0.9322179600205704
2200,-0.08565778203823397,0.08265968777126127,0.9293885125265527
2300,-0.08480674507724066,0.08391596871015874,0.9260890877514371
2400,-0.08888610893921933,0.08917949197120868,0.9263443635928336
2500,-0.09153549640867202,0.08878053361205747,0.9246159492974597
2600,-0.08790969912059728,0.08902564666863005,0.9231495630334762
2700,-0.09448612329442799,0.09174653475391048,0.923906429488317
2800,-0.09375031402237213,0.09384865754710606,0.9194229640582338
2900,-0.0956005015577751,0.09557002692682176,0.920253100511708
3000,-0.09512972741208983,0.09935185001264209,0.9193951943700752
3100,-0.10060158898168149,0.09850646030071931,0.917603828447295
3200,-0.10149294448952054,0.1025441405662231,0.9156183643218765
3300,-0.10118835991310027,0.10234395348458947,0.9123677144541872
3400,-0.10347737703544263,0.10175832787688403,0.91088612010916
3500,-0.10718913911855586,0.10728998073628311,0.9103125006081668
3600,-0.10525431826617229,0.10448513408178636,0.906911216316821
3700,-0.10768367528143699,0.10660626653229709,0.9065972026912893
3800,-0.10946858392707558,0.11055500185615856,0.9055936432692772
3900,-0.11408290679924592,0.11148503098893968,0.9016860251232129
4000,-0.11540225651606938,0.113303748745589,0.9011413315664926
4100,-0.11541461587766268,0.11762364646091221,0.9015988146909364
4200,-0.11743144612343198,0.11974900859102662,0.8978943724773886
4300,-0.11640481576396829,0.11971518500203607,0.894188459653241
4400,-0.12324723622835147,0.11874093566964161,0.8952541180098583
4500,-0.12125976917999542,0.1240123729850624,0.8931874840287786
4600,-0.1262622580672605,0.12442999064867862,0.8926948770742157
4700,-0.12371213585586804,0.12460524006621991,0.890171012193502
4800,-0.12721045568363848,0.1252965906063231,0.8889960365838545
4900,-0.12898546125739907,0.13275469142398125,0.8857533581113783
5000,-0.13317709355881496,0.13069493361292045,0.8839926509725926
