miliseconds,Th,T,Cs,Cp,C
0,9.615214126491849e-06,84781.71889766186,-0.00016848217652754127,-0.0008781906064299427,2.8173604653956823e-05
100,1.90194858036827e-05,110480.16140886971,0.027450325845656078,0.028259245972979737,0.027244512344137783
200,4.936351750567943e-05,99961.07953744185,0.028407329937974204,0.029513690325004113,0.028169406900151413
300,4.697272915169762e-05,107340.54146005481,0.028226742997606098,0.030511491874085365,0.02815526376416741
400,7.06002243174969e-05,128464.85539670431,0.02836844127890102,0.035485390360444014,0.028259564014734208
500,0.00010994764120209333,114172.28963589747,0.028429726525947434,0.031644175337923075,0.028158308614787592
600,0.00012032160534312402,125020.25365154109,0.028219733202478642,0.03337734099192781,0.0283418022691644
700,0.0001551835961082525,155617.500556288,0.028229624425622216,0.03330087432732695,0.028091230731496795
800,0.0001666240687167838,149219.06819833175,0.02824783455416193,0.03838368518570741,0.028090841798126147
900,0.00017639831065030672,146702.54577065012,0.02812583629705738,0.03519082050983389,0.02826842554889219
1000,0.00020254035760255184,174204.92815770823,0.02819294826346254,0.03488297148481876,0.028296233913674664
1100,0.00022059341654836502,187693.4953723244,0.028346945908783144,0.03669572788226681,0.028287324511331844
1200,0.0002510815129918837,179041.71240060928,0.028178333482363167,0.04189317225055767,0.028150789582505695
1300,0.0002764894686120925,179492.82048745797,0.02838059816577121,0.03745375776349761,0.0282752713758222
1400,0.0002974473640637163,193190.99674666487,0.028041290190726573,0.03843721331768501,0.028331479791661483
1500,0.00031072231220331825,233769.65900808648,0.027976155197936014,0.04455093485166093,0.027965219297378708
1600,0.0003319061932829041,244499.21860800637,0.02826403187655051,0.04463412659482391,0.02794058266686912
1700,0.0003604492912544765,234301.36107648772,0.028266505224226916,0.043183670834820734,0.028017956599892604
1800,0.0003660081375382732,249112.28548588912,0.028178100160042505,0.049663640539237816,0.02798384794274891
1900,0.00039518962297773537,253144.32095232242,0.028238943687093558,0.047184158283722986,0.027934575173867764
2000,0.00040196238268811797,280659.0720331508,0.028092653346660182,0.05285244348021086,0.02797450510089355
2100,0.0004217838673775795,297577.35378724453,0.028025687787814797,0.05081238780296475,0.02786160852411999
2200,0.0004557092080189228,302331.38754872617,0.027887939552086193,0.054230886714533875,0.027931574538961387
2300,0.0004673337005108757,327874.9168077021,0.028020967454315916,0.05532891721751711,0.027698829234932252
2400,0.000481749638859499,362766.24865974195,0.027673555659701136,0.06002544147209574,0.027761376978894647
2500,0.0005073105872969422,368369.3002362614,0.027531703360902465,0.06268798689608371,0.027721711845717707
2600,0.0005252310706777855,406839.4972598512,0.027536026957018025,0.06728845793766897,0.027706404958832562
2700,0.0005441004321260297,394785.865772998,0.027404804943781724,0.07074203802127343,0.027594467759822456
2800,0.0005575442061760545,428178.8197729456,0.027441405287946058,0.07529404458920574,0.027524592705757613
2900,0.0005712824622042062,468804.68991824787,0.02727087968950715,0.07550304489008619,0.027399229354976205
3000,0.0005987182521034655,466599.00740717346,0.02706900456379089,0.08012724185536986,0.027043567966142823
3100,0.000596301308796996,514397.71204078785,0.027036403672890917,0.08772368374070912,0.026926823576015325
3200,0.0006168627986797913,540525.1539394433,0.026961788363268013,0.09313241830656098,0.026823899508251568
3300,0.0006288990294653874,565478.7655824468,0.026803138424982758,0.1008941385535316,0.026887941782124825
3400,0.0006470614146144901,581889.1348833083,0.026887370442890326,0.1026381417892853,0.026534762133030642
3500,0.0006550243345283261,623638.2577704943,0.02669997376577655,0.11045147223018718,0.02639162833809659
3600,0.0006829482819136612,651527.1840886152,0.026514542290115167,0.11989612263936093,0.026333595324699793
3700,0.0006836125859127754,718741.6323143516,0.026204352191166513,0.12649380974138894,0.02626763585077149
3800,0.0007035390575351775,740487.0515685899,0.026257591153914885,0.13380628012144472,0.026175810736947185
3900,0.0007195788931240233,778016.1915577919,0.025975129545429198,0.1419467030484724,0.026026155629807878
4000,0.0007319342772039124,831172.8891430678,0.025846841262280013,0.14884168089473074,0.02571056866855221
4100,0.0007304013362333852,907724.2801151298,0.025641355130256602,0.15599830839266973,0.02564829604785645
4200,0.000756120902632079,952530.5483382589,0.025383051105046458,0.16305434790154152,0.025453512468625403
4300,0.0007499702347831222,1003585.3676511963,0.02518135817738578,0.1739810483087432,0.02507148838207732
4400,0.0007597608729726286,1050954.678999303,0.025224313213867866,0.18400522620554605,0.025089168628963536
4500,0.0007554058351724907,1113933.4894854685,0.025060553397017803,0.19247912965608172,0.0249107144107985
4600,0.0007634478371762846,1188889.8382094563,0.024580430486309972,0.19766045447119368,0.024535604539590767
4700,0.0007704207381979139,1258173.0584164453,0.02468874309641902,0.20519268976562655,0.0246184850924807
4800,0.000771241139719979,1352544.6559549165,0.024296207195761792,0.21859647655691503,0.02413075397857872
4900,0.0007812683228967994,1414121.9939063864,0.02420333043557474,0.22227829414378292,0.024229722784732392
5000,0.0007947184193094204,1541557.995812132,0.02395713301819917,0.2308135124554855,0.02398630228716761
