milliseconds,Th,T,Cs,Cp,C
0,1.30335584520619e-06,113503.90380610927,-0.00016198340847599599,0.00045386052004518757,0.00014297752677618772
100,2.3087524617599584e-05,92912.71798714985,0.027276082962875536,0.03240065858822302,0.027446981688391856
200,2.8157588058658587e-05,124407.88550833461,0.028145053525466538,0.03439964353775747,0.028111923475877383
300,5.7153178341519564e-05,105764.67922516877,0.028100166326216876,0.030315884812568396,0.028341900262266916
400,8.633467992525518e-05,142445.88429616197,0.028332363956335017,0.03617857798469038,0.02843606130542144
500,0.00010844020899651554,130333.28306661018,0.028179654383253216,0.03456527836471158,0.028248234637350142
600,0.00011880361669352422,146325.09523684066,0.02837174941085659,0.03503897524488093,0.028257807350527693
700,0.00014121687546057304,162435.9150073412,0.028420985463917827,0.03561929753641518,0.028258825545731444
800,0.00015352856800847112,146129.8587541627,0.028368512338576818,0.03464719144219927,0.028193678788718042
900,0.00019242501752383948,150421.4223668671,0.02819845538651773,0.036088794153428756,0.028110003262180307
1000,0.00021752488632618505,163090.28198487384,0.02839036921489644,0.03818587346745236,0.028313276878488558
1100,0.0002380410782413676,169583.5029146049,0.028414164472980497,0.037998691841029254,0.028336105595042398
1200,0.0002458091412920757,184439.38916434403,0.028112848383062647,0.03659157028131654,0.028184129234422907
1300,0.00026871572168114317,199908.34581602341,0.028104655782089143,0.04067104973848043,0.0282906120937212
1400,0.0002947459114528614,205578.80530694276,0.02814650680103599,0.04268447326361699,0.028038713302179035
1500,0.00032382435730724093,233159.32906831283,0.02822804161399107,0.044359567329141314,0.02807436395847171
1600,0.0003218029047155702,240017.8006769746,0.02800653202103388,0.04430365160731622,0.02819811332594821
1700,0.00035422563438875583,245104.9995179699,0.02807603888777854,0.04268211567197162,0.028147142638369965
1800,0.0003669560933756328,236546.02503069298,0.02821691125476698,0.0477005153739766,0.028147544833174987
1900,0.00037959532617833417,260682.0790993644,0.02790595269223303,0.05063491287038587,0.02796282341405511
2000,0.0004204661024202327,301987.91732799634,0.028179001367331518,0.0499465836827693,0.027981984545238155
2100,0.0004370238011099162,283472.3991416622,0.02808990590385857,0.053305536080260674,0.028117850406257597
2200,0.00046069728520418783,324108.8343839372,0.028016701491036793,0.05691104683838161,0.02772119952654151
2300,0.0004600873385236765,312437.57980642346,0.027992815315501764,0.05732654888764296,0.02797107497181279
2400,0.0004866835576610735,351763.5424358314,0.027842123407739325,0.05923536998033707,0.027739650517364864
2500,0.0005000722975871733,351327.6046959568,0.027544515844170607,0.06196725662594125,0.027736416302003547
2600,0.0005344742994022768,378599.4852539271,0.027507364530946165,0.06893339966685068,0.027777221391653395
2700,0.0005500339599191039,391570.79531995836,0.02747654606084077,0.06983947511923691,0.027402344944610416
2800,0.0005488947177393372,450224.6088793411,0.027302693075915284,0.07596808246844954,0.027263837876822544
2900,0.0005788693318223556,437608.5858184872,0.027513147855901903,0.07960187514995674,0.0274304905823114
3000,0.0006028813021953073,486858.41916469455,0.02728822128427388,0.08562316098557896,0.027313461537890486
3100,0.0006083952385131351,488581.7228558873,0.02722923005245739,0.09047448347864323,0.027034820370877413
3200,0.0006315909360206549,549640.7503076189,0.02693297310444361,0.09402041164951475,0.027061861290614418
3300,0.0006350686666144302,571980.4171529701,0.02701739387107077,0.10183313635724789,0.026881373713935883
3400,0.0006415192110745089,588887.4724192045,0.02684150782016369,0.1051191949252322,0.026810598494986872
3500,0.0006694436025941616,640186.13147117,0.02652424166714167,0.11180941922421024,0.026627013567713503
3600,0.0006917732250988444,657427.4211128356,0.026501958342980268,0.11730089253219435,0.026332178265025687
3700,0.0006991335930587897,718302.8119212496,0.026150347042974604,0.12335547163636325,0.026111305994393444
3800,0.0007045532429615782,746899.7181400044,0.026167722655849743,0.1330070451279899,0.026200941113175388
3900,0.0007255429094717728,783625.4005417741,0.02602033188510527,0.13759491691347503,0.025725801252519467
4000,0.0007264587781836408,823337.348637687,0.02573551194890837,0.14589918860680431,0.02578743437016131
4100,0.0007259878813977992,907308.2008451653,0.025634074916694113,0.15774376728522654,0.02574162328381595
4200,0.0007462798664985914,956780.4025344554,0.025553765271998735,0.1673854503336813,0.025536496790022144
4300,0.0007634642883070191,990880.4915431218,0.025244953502751414,0.17206572152996577,0.025135768038201972
4400,0.0007545914166630344,1061785.6759990875,0.02507022214328754,0.18513722204486094,0.024962624575338224
4500,0.0007653190880377957,1133588.8949061707,0.024913381715830983,0.19023268072894267,0.02469036209789949
4600,0.0007802874137327202,1193583.4460778818,0.0245482342312477,0.19702819178902792,0.024685804163279652
4700,0.0007705775201411854,1285078.6750346706,0.024444611754624833,0.20712652038115537,0.024381538514530107
4800,0.0007772373087059088,1359473.9329199851,0.024312982994228623,0.21603968096937512,0.024418531808475717
4900,0.000774469198029496,1429228.1034987816,0.02411521497000248,0.227698432573258,0.024314717553213915
5000,0.0007829904003783194,1531188.4368430404,0.02412144999317348,0.2310321699569324,0.023885455864741462
