miliseconds,Th,T,Cs,Cp,C
0,-2.7279827554450025e-06,96178.98934714077,7.968539849636833e-05,-0.0012632206468729831,0.00015258710491282364
100,7.18924301993923e-06,114248.48877694731,0.027203626979489363,0.03231322225974077,0.027287893657769843
200,4.7479278552228007e-05,96986.06059512017,0.028191185492085137,0.029848923270718773,0.028278279103172026
300,6.953030738228525e-05,106870.32076233103,0.02822588023847775,0.03089062885511278,0.0281509334567484
400,7.103065347109133e-05,125191.25856171054,0.028132564217292367,0.032960587059323906,0.028076725004455513
500,0.00010289236608084925,138972.89590205436,0.028185246010055846,0.03372167348712892,0.028402876619639007
600,0.00012918969434340028,125845.35984274256,0.028407644113464643,0.03412988861109947,0.028346042607558783
700,0.0001530646650951191,150648.4334633014,0.02834946379135285,0.031968866514559845,0.028383276520450553
800,0.0001680298493005075,154995.16778445325,0.028359910046312182,0.03409697479028059,0.028058332669652762
900,0.0001970787870488592,170910.215904232,0.02840176777912629,0.03325596429937875,0.02820420783014085
1000,0.0002085867975071644,154935.11398609407,0.028296139279793804,0.03889189057280403,0.028405691388863036
1100,0.00022331357988837692,193958.03921807214,0.02840602305824937,0.03884130005946355,0.028277724594895932
1200,0.00024000344125120447,171691.04943523085,0.028226880865437745,0.03883068599163033,0.028266305386759182
1300,0.0002603175201140208,198695.85179112625,0.028319528918630987,0.03934308961695894,0.028242557279391702
1400,0.00029255151281266565,220910.7735768578,0.028365641343215252,0.038927871268748616,0.028084021058470517
1500,0.0003102207030220831,217522.1327189262,0.028105758053942612,0.044084369604499345,0.02797047666244246
1600,0.00033213037892274196,224307.889649432,0.028169065892747282,0.04310853201035383,0.02825943986918424
1700,0.000357936363244123,249591.00006077424,0.02794160360682505,0.04417899865772239,0.02797885728356934
1800,0.0003687697517982665,266794.1938451934,0.028206794608923346,0.04767059651589603,0.0279610612088775
1900,0.00039951036737432107,248357.11979504634,0.027966138427068982,0.04640796166314204,0.02792008136081012
2000,0.0004156718743408509,292426.80868500896,0.02793486088270717,0.0474131637712234,0.027913573359639364
2100,0.0004326542788420958,285089.2284417261,0.028148826739250933,0.04982923044865421,0.027998765655263158
2200,0.0004553726789672975,312105.43763457803,0.02778280684190401,0.05561586379441392,0.027994577171776773
2300,0.0004636376169094009,318305.45346240816,0.027924234781648405,0.0567910376602737,0.027844655046670823
2400,0.0004863321182273604,363877.3975174545,0.027989454387441888,0.059476942111042666,0.027750201350397585
2500,0.0004995127449122721,369493.2277542404,0.02778748870475534,0.06432581482081096,0.027545597240871616
2600,0.0005295198515421819,401735.69266469183,0.027466490344479132,0.06426907197612418,0.027769833832141374
2700,0.0005403086245167243,398273.8707010763,0.027722167616765978,0.06867290462138248,0.027362049851895665
2800,0.0005678900880147937,448013.26941908244,0.027579939717883785,0.07426450864557566,0.027454759126946875
2900,0.0005707395074437459,445571.6884660521,0.027402315461590974,0.07925588732172907,0.027508858011201533
3000,0.0005867501618727796,473598.08376368484,0.027416321271691385,0.0843882403024338,0.02732474953766144
3100,0.0006015197643274991,497533.125913576,0.027130024458721813,0.0904002620791918,0.02718300718359965
3200,0.0006341116258205562,524252.85853117186,0.026847784084515623,0.09438647518223416,0.02685080446143034
3300,0.0006262484686924857,573965.7962709427,0.026726067187897887,0.10111850496915865,0.026826820304379134
3400,0.0006409674394165342,592649.0169762856,0.026680825503597554,0.10575957153683557,0.026566851790998238
3500,0.0006685240373801767,631958.9163127232,0.026618990295055583,0.11369276635127197,0.026675266539981132
3600,0.0006712152301547917,675615.9840694206,0.02643159919366793,0.11872580347701638,0.026283231929705785
3700,0.0007045435608346778,689295.3500967292,0.026172567261822998,0.1274821237217101,0.026221121465951742
3800,0.0006942536776046517,753176.0202035867,0.026254362625532882,0.13169580442437073,0.02594999618845739
3900,0.0007239019037056519,789074.8788397693,0.026066423851319673,0.1400626374879501,0.02585126150336641
4000,0.0007164605814555157,823177.9544032234,0.025986880440367517,0.1516070639178328,0.025843056543863388
4100,0.0007313883723667975,889948.0886743387,0.025609538583117798,0.1559093873287076,0.025748031917640125
4200,0.0007453685761543959,961570.1370451531,0.025359600321531804,0.1676139673344842,0.02519326701918177
4300,0.0007521006751930604,1012082.5676169625,0.02506531119353612,0.17122921455326853,0.025354170657361275
4400,0.0007564476748899539,1051325.8501446964,0.0251433323844902,0.18462882992360727,0.025041789693011674
4500,0.0007613431337435899,1139910.2549447368,0.02491077374882858,0.1928018231970238,0.024963294199204938
4600,0.0007794656936462102,1179610.728149843,0.02490577117511709,0.1973013269032092,0.024809068671308797
4700,0.000777086426764984,1263310.0110761998,0.02463941853354079,0.2056160454745951,0.02455215568444731
4800,0.000786809310181743,1352833.859688989,0.024479641149028654,0.2171275932726412,0.024453394557742893
4900,0.0007839871521730606,1436021.9436911973,0.02401365708470682,0.22334377427365362,0.024319448895613487
5000,0.0007787797997493868,1519659.7348362163,0.024045881334618064,0.2320402839428709,0.023819355650504918
