milliseconds,Th,T,Cs,Cp,C
0,-3.2981429385158443e-06,95924.65268435558,6.808120434807497e-05,0.00250161735491291,-5.252493940435915e-05
100,7.198760904576344e-06,119979.4093462709,0.02719067697047307,0.029534813292697432,0.027390469996008287
200,3.379156175099093e-05,130375.89209681108,0.028146244070211504,0.03246576271104088,0.028284516026005582
300,7.071508980684035e-05,101934.67725696162,0.02819042973896284,0.03371435775098676,0.028258107606902255
400,9.039206702014379e-05,131610.64119041662,0.02839677527697313,0.0325978526561588,0.028288081629476457
500,9.896454550835574e-05,144502.25553586913,0.02820631264424915,0.03152934964062524,0.028141476563996334
600,0.00012403741016504865,150767.55268616587,0.02814530957140364,0.03683415395138989,0.028373341496600396
700,0.0001515474034583369,156550.15330873884,0.02818313374420941,0.03463890768846002,0.028433785494641886
800,0.00015637085617960028,142657.15082230914,0.028097718216715546,0.036688888572065974,0.02812331936308187
900,0.00019023382043455983,158362.68136104397,0.028152280038162322,0.035534758206525185,0.028092196217845818
1000,0.00020530474759313384,170496.83873344766,0.02842028156200634,0.03495815203000811,0.02825268506363685
1100,0.0002207241820666339,182537.51210736475,0.028342005674465282,0.037677057809157526,0.02839936092630831
1200,0.00025146223764431816,167995.42132791356,0.02807436112833225,0.04105536459660087,0.028004233799318958
1300,0.00026445025689480974,197254.2861351657,0.028322956228888987,0.04243245306858112,0.028141354337770225
1400,0.00028827680516065615,188971.76132613167,0.02829587061573322,0.04371360938896581,0.028225001490995247
1500,0.00030120625184068187,204383.69299824582,0.028000941371463372,0.03975267976270941,0.028170090137232928
1600,0.00033330287217742203,241338.28219408836,0.027996471017104105,0.041970236875376835,0.028067071844630115
1700,0.00036398293015479964,247552.10825927395,0.028076584868577437,0.04651933500171186,0.028184302334995602
1800,0.000371540069060056,260600.44333020732,0.027914566932658463,0.04887632711180812,0.027941892282554205
1900,0.00039638122988201047,287105.5646920578,0.028087570857360484,0.05122031363339454,0.02801531751309732
2000,0.000422722553787349,290689.944377639,0.027991817317428946,0.04771007678363499,0.027930805634550124
2100,0.0004183506858331573,289099.9214004568,0.02810156158179745,0.05149056143728519,0.027908573562298932
2200,0.00045364688946597634,313102.3865517853,0.02806502726251483,0.05222477681652413,0.02786542364189621
2300,0.0004566444845360905,319475.1188983119,0.027999833139405784,0.056397460006256894,0.027811515147589647
2400,0.0004759979504195382,343236.4166464208,0.02787709009478927,0.06113862827061063,0.027821892747888426
2500,0.0005098441183915397,371329.98334120313,0.027625782323711198,0.06116638682853723,0.027751286136976253
2600,0.0005335823816306413,377482.7826033996,0.02780450755566137,0.0677207231104102,0.02779511223958026
2700,0.0005447311377359799,408325.83343404916,0.027685406130734325,0.07330448627340928,0.027653571611114498
2800,0.0005579579417297599,443880.8528842058,0.027321416783604384,0.0746139253088271,0.027587264787374336
2900,0.0005632249501350169,437809.4322651494,0.02717655555414032,0.08111044038991944,0.027413171875272164
3000,0.0005837247404137305,490769.1835321414,0.027395734280857672,0.08367103487076409,0.027258243676529723
3100,0.0006150830335004648,510769.4899255919,0.027079060138552095,0.0876692144446493,0.026926212979290064
3200,0.0006211882964825908,531739.3410468864,0.02716115869272399,0.09485419497419294,0.027165164255394274
3300,0.0006461631492960852,556643.3086967119,0.027018441370209593,0.10150432326873361,0.027006022747470722
3400,0.0006459222326623922,610135.5225468532,0.026938450931029066,0.10320499736214615,0.02668335626620954
3500,0.0006713677823788348,641055.012218474,0.026640188922563254,0.10838139354003061,0.026597049837191883
3600,0.0006828355226071015,656502.7298453621,0.026302196086218258,0.11819696962066414,0.026572395592738732
3700,0.0006856465885926888,705658.1733416094,0.02628175167875353,0.12402233871691527,0.026176447019990154
3800,0.0007076284543545247,758128.6797046434,0.02603455158268822,0.1299787703769742,0.02622118947922472
3900,0.00071408805170824,788582.2561093636,0.02578825360843728,0.13930186698729427,0.02575282442469885
4000,0.0007203065459224303,845668.9410071474,0.025809472524418935,0.1472910183393489,0.02589812231795829
4100,0.0007303907438341051,873861.6941868609,0.0255211943862042,0.15378207356333043,0.025553577254148956
4200,0.0007499662631187387,941464.9810309142,0.025262429455015733,0.1673340937755178,0.025400085074249495
4300,0.0007526475747082613,998574.5604927939,0.02528924035229178,0.17624559027326983,0.025267084593493774
4400,0.0007675917842186969,1054804.4097914498,0.02494875217052012,0.18098208541929425,0.025069384130962973
4500,0.000772457358908735,1128943.687616177,0.024751683435700347,0.19274538802091426,0.024681963765223525
4600,0.0007821758402061543,1184649.5925952399,0.024605354586120173,0.19876341599879263,0.024727066378914045
4700,0.000777052008731154,1266141.2318131384,0.024359034550079497,0.20808580043990071,0.024534224760646966
4800,0.0007946344539918278,1367228.9880044658,0.02452990054089871,0.21461249769333662,0.024439274924817705
4900,0.0007731463405906304,1442064.004446998,0.024376930856891185,0.22222755471467492,0.024043968173392098
5000,0.0007800430770334529,1518473.5130153573,0.023882980650271307,0.23214679821454207,0.023858437673708894
