miliseconds,a,b
0,49.99377602512558,0.008559011165355507
100,49.99997319965067,0.007913331744779135
200,49.99611548262853,0.024048605315580323
300,49.99279103729414,0.03848992010653545
400,49.993199899609166,0.046033965459531034
500,49.9985048878657,0.051335049948773956
600,49.99673027210551,0.07639943042637691
700,49.982156909696215,0.0800557059811389
800,49.98557777551178,0.09678208827918712
900,49.98788341928047,0.11044967243446667
1000,49.98027785918853,0.11432269969819225
1100,49.97506774577839,0.1320530427167494
1200,49.962082270669555,0.14573576916769176
1300,49.96833892463856,0.15386861187351167
1400,49.956886405824214,0.16522859383978267
1500,49.95676406450194,0.17049595384122335
1600,49.93984747478199,0.19504618930777395
1700,49.94273072005947,0.20763390901122938
1800,49.93299375460865,0.20869159983678148
1900,49.91998386410322,0.22844797238414985
2000,49.92132012631394,0.2335331939690664
2100,49.90566905016885,0.248286809343014
2200,49.89439559485435,0.2689806149269637
2300,49.88332464663609,0.27998234126336985
2400,49.87243188274965,0.2797901030501491
2500,49.87094848174765,0.29552287941600386
2600,49.8539091919581,0.3091852729076048
2700,49.843147952214686,0.31430868981345145
2800,49.83515978722731,0.33983547400620734
2900,49.831211287810795,0.34832917568515576
3000,49.810420561342276,0.3614939241180145
3100,49.79736840569263,0.37476590674139193
3200,49.78924286434529,0.3867061336492841
3300,49.7772188150655,0.38253887486234567
3400,49.75995123440142,0.40513615657991187
3500,49.739638955926225,0.40538292159406836
3600,49.72622645331042,0.42151029401878887
3700,49.72105197305494,0.4437584716790839
3800,49.707488120749446,0.45445641590138636
3900,49.67982355900744,0.45808473723909593
4000,49.66762698962137,0.4655214911861824
4100,49.64890480302673,0.49149434848268475
4200,49.63616554506761,0.49876495417705297
4300,49.62111505513636,0.5060638542860579
4400,49.60062485491366,0.515852629123688
4500,49.58594108256447,0.5262159606279453
4600,49.569789239812565,0.5446572111359622
4700,49.54870968888998,0.562664474121575
4800,49.528337973493045,0.5674157616719526
4900,49.50287180663542,0.5839490090148111
5000,49.47889179918647,0.5822216045644666
