miliseconds,a,b
0,50.00592357851335,0.006099211840576167
100,49.996815013186364,0.005984053899241852
200,50.002796198049225,0.0267582382739754
300,49.995534980361114,0.03615595022303243
400,49.99714528211974,0.05461144333507574
500,49.99334462359966,0.05879737959762166
600,49.993729784782666,0.0709300061064228
700,49.98641311782228,0.08161244329823593
800,49.99222653254428,0.09578235606878704
900,49.98060614569146,0.10518847076877126
1000,49.976709045561435,0.12731678900465246
1100,49.970505169821315,0.1275072919443861
1200,49.9764317091457,0.14968657376969358
1300,49.971992873656355,0.1617279037129825
1400,49.95824468658073,0.1661152076281349
1500,49.954061362908405,0.18366119507539133
1600,49.942343826288976,0.19600351351820697
1700,49.94531421662792,0.20554315188721278
1800,49.928179580287875,0.20559112443821753
1900,49.92618163660623,0.22277002379350216
2000,49.922335025093695,0.23261951827203647
2100,49.910071579241134,0.24349309265197766
2200,49.897746105177255,0.2596968852670543
2300,49.88789999861643,0.27664450047587175
2400,49.8764954301576,0.2821470720420795
2500,49.874571620449956,0.2970825041857125
2600,49.86112608400354,0.3008275647490894
2700,49.8404790004636,0.3271608664934927
2800,49.83151334972435,0.3309540282631363
2900,49.83250959732117,0.338325457227408
3000,49.81454587536127,0.35913846493810325
3100,49.800631924733636,0.37451513302507505
3200,49.79337170072376,0.37957188519643403
3300,49.76691290276315,0.3874044461434725
3400,49.75285828802724,0.3977654187294968
3500,49.7384303403375,0.4064853249471987
3600,49.726573240079645,0.4207686392869898
3700,49.72081772498881,0.43551498625010737
3800,49.70386949966827,0.442298555488308
3900,49.68704805666654,0.4617276722838322
4000,49.66183347941289,0.46382125372004956
4100,49.656631756883776,0.4813293373965154
4200,49.63325317410158,0.49384607510331485
4300,49.617706367995545,0.5079168968561744
4400,49.59792790590513,0.5200618884500652
4500,49.586993405643476,0.5382659045870536
4600,49.558073971773176,0.546989957043001
4700,49.54567378852569,0.5528224662414803
4800,49.52002451312113,0.5569724802620901
4900,49.50156696090343,0.5798402315139151
5000,49.48684140888606,0.5814320058739512
