milliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.5,1.5
100,4.488799607308902,1.4962665357696343
200,4.477685995137969,1.4925619983793228
300,4.466661581664172,1.4888871938880575
400,4.45572565047631,1.4852418834921035
500,4.444878073480192,1.4816260244933974
600,4.43411730597099,1.4780391019903303
700,4.423443701693963,1.4744812338979876
800,4.4128552480583565,1.4709517493527855
900,4.4023526196398475,1.4674508732132823
1000,4.391933530137812,1.46397784337927
1100,4.381598830516657,1.4605329435055516
1200,4.371346581835889,1.4571155272786285
1300,4.361176757815395,1.4537255859384637
1400,4.35108876386727,1.4503629212890885
1500,4.341081362224513,1.4470271207415026
1600,4.331154118679965,1.443718039559987
1700,4.321306262733653,1.440435420911216
1800,4.3115369953448095,1.437178998448268
1900,4.301845616630455,1.4339485388768165
2000,4.29223152439445,1.4307438414648146
2100,4.282693984927745,1.4275646616425797
2200,4.273232258067545,1.4244107526891796
2300,4.263845623814622,1.4212818746048719
2400,4.254533529857475,1.418177843285823
2500,4.245295372398831,1.4150984574662753
2600,4.236130382623538,1.412043460874511
2700,4.227037880930532,1.4090126269768422
2800,4.218017266437025,1.4060057554790066
2900,4.209068063019828,1.4030226876732743
3000,4.2001895122502555,1.4000631707500837
3100,4.191380971038997,1.397126990346331
3200,4.1826418109279215,1.3942139369759725
3300,4.173971647079072,1.3913238823596894
3400,4.1653697466387625,1.3884565822129198
3500,4.156835504814261,1.385611834938086
3600,4.148368317945462,1.382789439315153
3700,4.1399675835048875,1.3799891945016283
3800,4.131632700097688,1.3772109000325619
3900,4.123363220779924,1.3744544069266402
4000,4.115158582156228,1.3717195273854084
4100,4.107018160052342,1.36900605335078
4200,4.09894139212313,1.366313797374376
4300,4.090927719909873,1.3636425733032904
4400,4.082976588840265,1.360992196280088
4500,4.075087474969625,1.3583624916565413
4600,4.067259920568851,1.3557533068562833
4700,4.059493340844596,1.3531644469481985
4800,4.051787213382028,1.3505957377940092
4900,4.044141021113918,1.3480470070379726
5000,4.036554252320642,1.345518084106881
