milliseconds,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr
0,-0.002849195068855089,0.356940509900026,0.17699399501405977,0.05282408965805294,6.345368573843451,3.888117604480161e-05,6.552896496519881e-05,0.00565869703605154
100,0.028316963481091993,0.3569405098999741,0.17699135546123518,0.05288381417443219,6.335058533555099,0.01010406766247045,6.31516846572167e-05,0.005664785287704584
200,0.026224096743788297,0.3569405099000978,0.1769900523532847,0.052866356618084,6.335222809482304,0.009970262000842474,6.335536267281555e-05,0.005659615043120585
300,0.049589442530532,0.35694050990035014,0.1769931229832447,0.052812594424525905,6.344066264164807,0.009863917769179765,6.554160128006671e-05,0.0056623821318891165
400,0.049263604243938594,0.3569405099004575,0.17698912722119434,0.05156857380348563,6.337116828478208,0.009788067153726493,6.618946265831457e-05,0.005661746504367548
500,0.07505035347324446,0.3569405099006395,0.17699431532313376,0.05268747365795261,6.341813091148855,0.009983105766096333,6.519822736364375e-05,0.005674817840429522
600,0.07730633321967888,0.35694050990061366,0.1769941899062195,0.053921340969503885,6.343781107955906,0.009839849885230895,6.428225102023366e-05,0.005663211859877825
700,0.10147932048209078,0.3569405099007661,0.17699036688950068,0.053777696802809465,6.339985669252093,0.009813595747073803,6.629386326257188e-05,0.0056724110848087655
800,0.09126695851105436,0.3569405099007215,0.176993808164483,0.054177804576313104,6.346430672513345,0.009734181928797398,6.680905299561525e-05,0.005676012086836988
900,0.12189306864195719,0.3569405099009573,0.17699277873864613,0.053939036223616905,6.34715731486359,0.009774977978218153,6.690491441622791e-05,0.00567121084223169
1000,0.11716647208505965,0.356940509900911,0.17699644221939947,0.05401633661806541,6.353931323169001,0.009623700969650793,7.022544730288917e-05,0.0056731235661106666
1100,0.13693723873981875,0.35694050990120785,0.17699494712262995,0.054909445903841565,6.354124948940632,0.009710772109596743,6.638957954099669e-05,0.005661348232779785
