milliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,39.145316324703415,15.341904867714666,30.57468258089889,33.85063901424163,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0180383886332,143.91643145030181,0.0,0.0,0.1033110724689415,0.6721641187798199,12.424323107678699,0.0,0.0,0.0,189.76147011561696,203.58933537413213
100,24.394334238806053,0.06362102469922966,30.79608355794291,34.01545191556981,99.99637316990602,0.0015010503956739204,0.5847357210201505,7.746514642265881,0.37142682311643344,6.410399597088824,0.15015216385379743,1144.4942645582976,143.23049177006646,0.6844879135169903,0.002766057513420669,0.1033110724689415,0.6721641187798199,6.0143096215938385,0.0038077184246481373,0.005991488399254303,2.05567498234219e-05,189.73833431274363,203.58624741917583
200,24.218165113350878,0.049289536371078004,31.64517401198487,34.873810783414385,99.99275408948594,0.005005108545450782,0.41935677111999453,5.370505940682221,0.5973381819971054,7.881008928347641,0.20143168405356782,1140.6062730320607,141.30858829776668,2.5952461154002133,0.015068533779561894,0.1033110724689415,0.6721641187798199,4.544450325961895,0.009638734935787669,0.051426115027018104,0.00025356841594949834,189.59767547004984,203.56310333338112
300,24.156479146579027,0.04204224324766125,32.59781306175997,35.87056987149935,99.98913513491956,0.009380910698319044,0.33279319940707547,4.094165195894072,0.7381024727710792,8.112612396026298,0.23586531776039704,1135.3859413507826,138.70353782269356,5.172962332685351,0.037604545865866,0.1033110724689415,0.6721641187798416,4.313670932887281,0.01661548386572865,0.16115038173173146,0.0009911156148308799,189.295158202688,203.50804758225215
400,24.152625177550235,0.03742070402507309,33.509249501776424,36.85763558860922,99.98551630360545,0.014113227032953594,0.27598407191018953,3.2484741997053677,0.8272744877463205,7.942360523249383,0.26295016758991074,1129.3760912089501,135.6948221070599,8.134478054772798,0.07047855301029463,0.1033110724689418,0.6721641187804783,4.484746604502603,0.02438878618596631,0.34901596250435424,0.0025376362976146745,188.82994336028068,203.41458198857197
500,24.187591054344633,0.03419799081703767,34.33100109814195,37.78169077380941,99.98189759532414,0.0189034655297198,0.23535534643800293,2.6418448114102477,0.8813306892127214,7.613517365414231,0.2857508014495161,1122.9180173254756,132.4609192146825,11.299239274221307,0.11372969252611458,0.10331107246894666,0.6721641187883144,4.814386743903515,0.03259367244046277,0.6224741577250194,0.0052066730206353,188.2198513243422,203.27940713920904
600,24.251109319564783,0.03189205075773841,35.0467699382533,38.621283271023124,99.97827901052506,0.023564581485174357,0.20553985792482843,2.1963909726739033,0.9106512864558571,7.220911135345885,0.3056997434575485,1116.2407270379124,129.12408965150058,14.54397378704797,0.16736923662568962,0.10331107246899013,0.6721641188447949,5.207752407729335,0.041044518878173196,0.9846064172074463,0.009320463952874789,187.49010047745517,203.10146498043747
700,24.335791450899414,0.030245502506223248,35.65402578133308,39.36890957237137,99.97466054988477,0.027979878717669614,0.1836384476080926,1.869239049172617,0.9225692473551982,6.81075737351269,0.32361422591860967,1109.499354437311,125.7690017122019,17.783736227586882,0.23140295458990287,0.10331107246925184,0.6721641191283645,5.618624138324518,0.049625835016069764,1.435515889849215,0.015209624203975019,186.66746280388833,202.88120650531522
800,24.435619130198592,0.02908418700208825,36.1572406270499,40.02448671350351,99.97104221414835,0.032080974178437534,0.16766156660597403,1.6307995161346314,0.9224667505732147,6.409521128251853,0.34000841887749855,1102.7971739351372,122.45338745871936,20.96102281871013,0.30584727806892154,0.10331107247043997,0.6721641202261726,6.020536563173879,0.05825975125463316,1.9732842424627957,0.02321289011288309,185.7771791610753,202.6200934774202
900,24.545545251111406,0.028275909364135477,36.564756116033664,40.592334164110916,99.96742400405807,0.03583333716668445,0.15607920869302983,1.4583454908215956,0.9142948717490478,6.0333291864719465,0.35522537075915656,1096.200593464685,119.21541225171482,24.03823601651198,0.3907344691775222,0.1033110724747995,0.6721641237231454,6.39736470742981,0.06689112857280824,2.5946614357613025,0.033676863349797484,184.84145784623678,202.32024030252703
1000,24.661387228477455,0.02771833674020225,36.88694712881818,41.079381473592306,99.96380592031771,0.03922578659504256,0.14769246303893907,1.3340916746963045,0.9009081037522652,5.691490130098756,0.36949962454751295,1089.750150544125,116.07918821218651,26.992050950955218,0.4861104767217817,0.10331107248836502,0.6721641333015923,6.739803083521395,0.0754812744602046,3.295562561625789,0.046955620925930475,183.87891981183247,201.9841573868327
1100,24.779768600933554,0.02733427866228079,37.134970286308274,41.49391446578507,99.96018796357292,0.04226268810872218,0.14158502688026825,1.2444265231937508,0.884326088767851,5.388307932381818,0.38299349366766344,1083.4686360853104,113.05893244943121,29.809171839179506,0.5920275059656116,0.1033110725253788,0.6721641565678632,7.043551496445706,0.08400226620536098,4.0714206426821065,0.06341012320421614,182.90460048558205,201.6145690548384
1200,24.898042688039805,0.02706777931650768,37.31988327499844,41.84466137395091,99.95657013440228,0.04495822864455711,0.13708197119000745,1.1792777051117977,0.8659496103251906,5.124459928836143,0.39582041633430626,1077.3669918269713,110.1620502870712,32.4831892059224,0.708534680713467,0.10331107261613838,0.6721642078302985,7.307936632449502,0.0924346946618043,4.917430799902418,0.08340736290120328,181.93025265971718,201.2142884888523
1300,25.01419513470921,0.026879848993819278,37.452065382588906,42.14016158906249,99.95295243331441,0.047332363362215926,0.133703189877714,1.1314244171126528,0.846733467535776,4.8981940425370185,0.4080606939477544,1071.4484474839194,107.39134841153836,35.012326224451904,0.8356691104734195,0.10331107281974765,0.672164312005116,7.5347145259559625,0.10076450216524807,5.82871604071639,0.10731928946619537,180.96478433705911,200.78613296204495
1400,25.126737493077368,0.02674416865354658,37.54088101724224,42.38836768750327,99.94933486074984,0.049408015690939014,0.13111572896574444,1.0958058973903142,0.8273199752238091,4.706336979541436,0.41977231866090536,1065.7113711817442,104.74660011386712,37.397846122409526,0.9734484526760143,0.10331107324376462,0.6721645098654652,7.727062167510504,0.10898149654802826,6.8004377629870945,0.13552153344767365,180.0147359033671,200.33286803920157
1500,25.234606801002233,0.026643399813283328,37.594537026956274,42.59643965706622,99.9457174170856,0.0512092572098426,0.12909237891094452,1.0689235614906698,0.8081352525681168,4.545046874010943,0.43099823368662304,1060.1511392627046,102.22560456547089,39.64297520514201,1.1218655137045002,0.10331107407255585,0.6721648646690302,7.888824754931993,0.11707817521492318,7.827866295256628,0.1683920647442048,179.08473066744767,199.85717243825943
