milliseconds,x2,x6,x5,x7,x8,x16,x15,x9,x11,x10,x12,x29,x30,x39,x46,x40,x45,x41,x44,x18,x17,x14,x22,x32,x13,x20,x21,x23,x27,x24,x25,x34,x36,x42,x37,x47,x48,x52,x51,x50,x53,x54,x55,x60,x59,x57,x61,x62,x63,x65,x68,x35,x28,x31,x56,x43,x58,x4,x26,x49,x33,x64,x19,x38,x66,x67
0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,85.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,41667.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16667.0,0.0
100,0.030322197532321536,1.9314012251944495e-06,0.09537676621646189,2.224389261286871e-15,1.3613115206940255e-19,1.5790713309113023e-22,100.0,1000.0,1.3356468192808055e-20,6.181130482589715e-23,2.6419951318026936e-46,1.434211771298861e-69,8.721143041269339e-93,1.0857444109768097e-23,3.5273488248235296e-26,9.84481341595355e-26,6.047449638654205e-28,1.0079651088213372e-27,1.4249902654033405e-29,3.3585970238455496e-26,50.0,1.3434804012995238e-28,6.865547229819047e-64,2.845744863378831e-97,4.399379930864575e-49,1.578625746919086e-53,2.2590477914251774e-56,60.0,6.770137425519189e-57,2.4119862668685378e-61,2.824996776291183e-60,83.7335612569408,19000.0,2.8112856993208284e-27,1.3614991083703755e-29,67.0,8.50211127422847e-33,6.592808397666635e-37,1.529165951648622e-35,67.0,41667.0,6.16619648693731e-35,1.9040162850850213e-36,2.7293212370698718e-40,67.0,2.0360109707694295e-77,35000.0,4.6009706324165943e-79,3.0995070986827318e-80,2.759613782851175e-166,1.6624063528068272e-80,32.7335612569408,9.65755736524344e-60,4.44597129857877e-94,1.11358932238118e-75,4.178029257136119e-29,1.256833101503768e-79,11.904621302382335,2.0157631862512162e-65,1.6198988756829363e-31,9.120139313818062e-103,1.6372526612486806e-164,1.5781395820487678e-52,1.2664387430592023,16667.0,3.881863044674323e-166
200,0.06048171127047995,1.5337929399529446e-05,0.18951019240709469,2.71873745030239e-13,2.9456631572023725e-17,6.103934285373673e-20,100.0,1000.0,5.400373274550388e-18,4.653794836151705e-20,9.493736478173734e-41,2.6656109767781558e-62,6.086220367768226e-83,7.758165147622756e-21,4.616870637595536e-23,1.2688880182895077e-22,1.4084220694733872e-24,1.6586859529472703e-24,6.340542380757344e-26,4.640794975179363e-23,50.0,1.8564223449034888e-25,1.272826764463333e-56,7.898396936858677e-87,5.625780103226525e-43,3.9849400350885015e-47,1.1163528125930895e-49,60.0,3.3423318715330503e-50,2.3123542176906506e-54,1.3965800438188482e-53,82.53197934904406,19000.0,8.693529896058904e-24,7.767115768230133e-26,67.0,8.720668695241991e-29,1.3441152894880565e-32,1.7529110525165572e-31,67.0,41667.0,1.238305112003328e-30,6.828178033842729e-32,1.7382605672841802e-35,67.0,3.568900974864713e-68,35000.0,1.4825172338253238e-69,1.4871833438336295e-70,4.9304415675352285e-147,1.597288644021171e-70,31.53197934904407,9.267238329061135e-53,6.175205420416015e-84,9.929686203684814e-67,1.306235047428921e-25,4.4107788676142136e-70,11.810474469663044,1.9376732512013844e-58,9.350607210899066e-28,5.062662681449516e-92,2.2870439810626334e-145,3.9825353819262926e-46,2.46802065095593,16667.0,1.436852019851259e-146
300,0.09046821968071886,5.138048376836581e-05,0.28240511319647715,4.7073005511230785e-12,7.344584610914372e-16,2.2853423768958334e-18,100.0,1000.0,2.150175177550162e-16,3.1559978293545845e-18,1.4739765491946826e-36,2.2273969442069062e-55,1.1829176283744435e-73,4.826650973496634e-19,5.1090456173318536e-21,1.372222939990746e-20,2.9016918389299317e-22,1.8364050067038398e-22,2.524477728378567e-23,5.723465071467124e-21,50.0,2.2896409240360225e-23,1.0508803265458358e-49,1.8449368257838733e-76,4.3653441955506676e-38,9.703214537772999e-42,8.712305724992032e-44,60.0,2.596678379642785e-44,5.807677355939644e-48,1.0919111700594285e-47,81.3906981931808,19000.0,1.8344295960195024e-21,3.535289215359435e-23,67.0,9.1792636240822e-26,4.1298723800618976e-29,2.140494486350847e-28,67.0,41667.0,3.599069110919929e-27,5.459399376223212e-28,3.9442180030490884e-31,67.0,3.738537461134203e-59,35000.0,3.7745240125331815e-60,5.828524285462211e-61,1.3174607390603156e-129,2.1210929222183e-60,30.390698193180814,2.3377882339629365e-46,4.114741591688135e-74,3.255926128477693e-58,2.8312766808966704e-23,1.5602074776204973e-60,11.71754350631037,4.928390322075623e-52,4.425167921470746e-25,4.1741935482677904e-81,4.902960422989916e-128,9.684371068858746e-41,3.609301806819193,16667.0,1.3383696489769376e-128
400,0.12027179767997578,0.0001208739661594133,0.374066557133946,3.637117821937058e-11,7.377658846456411e-15,3.052632615576048e-17,100.0,1000.0,3.0492941486939267e-15,6.400579762178227e-17,1.8020755877178487e-34,4.297134858597541e-53,2.3954726464381467e-70,9.097125397084522e-18,1.3414899905055542e-19,3.5418406984482773e-19,1.0031658975484102e-20,4.996125818572999e-21,1.1162547105971493e-21,1.615959494073016e-19,50.0,6.464797320896923e-22,2.0265530152689252e-47,3.752242384386965e-73,7.494970011981236e-36,1.7264086411941858e-39,1.5969342669203285e-41,60.0,4.7587845205938676e-42,1.0927029745538544e-45,2.001574063046585e-45,80.30557357295345,19000.0,6.544197431300057e-20,1.6101297582277114e-21,67.0,5.025454366606149e-24,2.651125310933384e-27,1.2049673196849807e-26,67.0,41667.0,2.289190065602505e-25,3.860223957217708e-26,3.0233409455689816e-29,67.0,5.557095964753724e-56,35000.0,5.620456153700821e-57,8.685005587735967e-58,7.871399014111087e-121,3.169788997051977e-57,29.30557357295347,4.3991934345880514e-44,8.350328980417968e-71,4.8262236353377224e-55,1.0237435165224063e-21,2.3259095729845628e-57,11.625812568827058,9.276846090251861e-50,2.044721976656596e-23,8.508160857966934e-78,2.9293592331448984e-119,1.722954163654523e-38,4.694426427046538,16667.0,7.996323005828699e-120
500,0.1498829169080007,0.00023428517846378957,0.4644997490373391,1.6752877718264153e-10,3.927995952178711e-14,1.8833436131205638e-16,100.0,1000.0,1.953024315318064e-14,4.915461008148142e-16,4.647885253283012e-33,1.621199833455809e-51,1.8428873688155647e-68,6.684567641752968e-17,1.1608463173890412e-18,3.0416591358761508e-18,9.972909422118323e-20,4.131013457806866e-20,1.2171611234849586e-20,1.4609873747760035e-18,50.0,5.844953989020948e-21,7.639245437714007e-46,3.07804042147152e-71,2.2723744446006903e-34,5.557745794598695e-38,5.438095480491231e-40,60.0,1.6199379430954062e-40,3.9194320214119257e-44,6.817017204101865e-44,79.27283276338666,19000.0,6.310424079423228e-19,1.7978530898873226e-20,67.0,6.351584334613268e-23,3.815366916907026e-26,1.5575959341924344e-25,67.0,41667.0,3.2626651103018976e-24,6.098730080026362e-25,5.229949808813064e-28,67.0,3.4719781777569644e-54,35000.0,3.596009296657021e-55,5.608493514550408e-56,2.3863818382991426e-117,2.1260824951634663e-55,28.27283276338667,1.578471611754114e-42,6.633956949978465e-69,2.900743022046466e-53,9.967422295678168e-21,1.5112389001410715e-55,11.535265965449035,3.3306599394925625e-48,2.3104162861855925e-22,7.201065517296845e-76,8.880055502828426e-116,5.5459783613231335e-37,5.727167236613337,16667.0,2.4264081430344652e-116
600,0.1792924458444497,0.0004017307575271466,0.5537101121180794,5.754700471957453e-10,1.4964868023644684e-13,7.974761022297154e-16,100.0,1000.0,8.53859881082697e-14,2.470623081743417e-15,7.698952561824329e-32,3.821192139818135e-50,1.414732409897043e-66,3.2332060511547236e-16,6.382602944191809e-18,1.6680779908916677e-17,6.148398097870608e-19,2.0318955837550205e-19,7.773549583337126e-20,8.351278546323869e-18,50.0,3.3411584666279615e-20,1.7995712409469012e-44,2.3499479026517095e-69,4.8113847303870456e-33,1.2047152379194996e-36,1.2100950962686914e-38,60.0,3.603991241789522e-39,8.965908010543661e-43,1.5170570997810395e-42,78.28903696746835,19000.0,3.555461033842437e-18,1.1584814455475515e-19,67.0,4.591110101800965e-22,3.121774396969367e-25,1.1514128297189029e-24,67.0,41667.0,2.6424947141580583e-23,5.4577160769955586e-24,5.1157102125942565e-27,67.0,2.1082320789111336e-52,35000.0,2.1782845077896093e-53,3.394603049760229e-54,3.305618209272713e-114,1.2845098889765814e-53,27.289036967468366,3.611566555065421e-41,5.075736156183878e-67,1.770156705943007e-51,5.672415728223554e-20,9.14604335559325e-54,11.445888155976299,7.623471350661343e-47,1.5079079979008846e-21,5.492146198034888e-74,1.2299357533068657e-112,1.2020962622521934e-35,6.710963032531641,16667.0,3.3641185626263095e-113
700,0.2084916494053929,0.0006329751795271674,0.6417032699874181,1.6322938627827429e-09,4.616191822789974e-13,2.676294690824833e-15,100.0,999.9999999999998,2.9485730287361664e-13,9.562482268034724e-15,9.491769194530377e-31,4.7520870676051444e-49,1.0285582207019084e-64,1.2077475080493687e-15,2.6449815199359097e-17,6.819360838690591e-17,2.771507159247226e-18,1.0104009072960985e-18,4.05505948630963e-19,3.5859934912145157e-17,50.0,1.4347029927777607e-19,2.238467312884686e-43,9.907068972799377e-68,7.408624748013472e-32,1.6930469970330851e-35,1.5999141240633055e-37,60.0,4.766288817834911e-38,1.1410067579979546e-41,2.0055399106848489e-41,77.35103953951844,19000.0,1.749905574222731e-17,5.9086918249330205e-19,67.0,2.469841087062179e-21,1.807624770358693e-24,6.2775944553081985e-24,67.0,41667.0,1.5193252265379417e-22,3.3491342184644604e-23,3.3353145669630153e-26,67.0,6.810430774615153e-51,35000.0,6.247049837825575e-52,9.30972119446824e-53,5.878377812865995e-110,3.0448368505672024e-52,26.351039539518474,4.595377075568141e-40,2.774151805668484e-65,7.027170831149893e-50,2.799696028690957e-19,2.4693876916519544e-52,11.35766375157408,9.697304402528389e-46,7.744027423103518e-21,1.8521292630101164e-72,2.2908110239585747e-108,1.6895851960444525e-34,7.648960460481534,16667.0,4.1711234319721964e-109
800,0.23747218766301056,0.0009374296766800815,0.7284850477185636,4.038779603024731e-09,1.2284976417995167e-12,7.658397983562947e-15,100.0,999.9999999999991,8.670643418972488e-13,3.1122495570801194e-14,9.278053407756485e-30,5.1759582743633343e-48,2.738404826905631e-63,3.7963994730795284e-15,9.112557972984945e-17,2.3095760670092773e-16,1.0239831338962658e-17,3.806507630664478e-18,1.757012076516999e-18,1.279718928838163e-16,50.0,5.120062463667669e-19,2.4399759802274156e-42,3.228292707530644e-66,8.8877472885091e-31,2.058742545743527e-34,1.8990441591941075e-36,60.0,5.659011856068545e-37,1.3008083037337246e-40,2.3802415031206553e-40,76.45595306438283,19000.0,7.326270202072174e-17,2.6139426855162084e-18,67.0,1.1361937079129002e-20,8.72936212145829e-24,2.91436590412002e-23,67.0,41667.0,7.300017204148016e-22,1.6832696646414085e-22,1.753126489688322e-25,67.0,1.7459477214819686e-49,35000.0,1.6311661223995646e-50,2.438403020411491e-51,1.4262073469218208e-107,7.739942573194071e-51,25.455953064382868,5.23740493177385e-39,8.401859337004396e-64,1.6934414916116263e-48,1.1775699158178945e-18,6.404066487643767e-51,11.270577514530592,1.1045957503964729e-44,3.4438776971767244e-20,6.1611323022245835e-71,5.5233285228403815e-106,2.0546345226446622e-33,8.544046935617144,16667.0,1.05723631188264e-106
900,0.2662261136948045,0.0013241518430394679,0.814061472110699,9.017694566033264e-09,2.9332756253305096e-12,1.9551260790713703e-14,99.99999999999999,999.9999999999976,2.276659441641984e-12,9.022537256549282e-14,7.113962554158952e-29,5.952580646120961e-47,7.928926585172736e-62,1.0613878349129149e-14,2.787768998713317e-16,6.974394569568232e-16,3.365499958734171e-17,1.1967356764871634e-17,6.43415073018421e-18,4.0643962306652206e-16,50.0,1.626168942901231e-18,2.805816735088734e-41,9.429921132048601e-65,8.26995845302692e-30,2.0720481751105854e-33,2.0405351955921978e-35,60.0,6.078780221204938e-36,1.4609874606126005e-39,2.5578989431539783e-39,75.60112165571623,19000.0,2.546499946314124e-16,1.0090882342913973e-17,67.0,4.726320348101456e-20,3.8910873396904846e-23,1.2295224462287936e-22,67.0,41667.0,3.2342651121603687e-21,7.852651938265374e-22,8.564826364634955e-25,67.0,3.8590992076537197e-48,35000.0,3.690490236467361e-49,5.573543939724198e-50,7.128132752379282e-105,1.842013068603354e-49,24.601121655716266,5.883245216429363e-38,2.4137505132418343e-62,3.64517921012525e-47,4.131900543514632e-18,1.4707082079317651e-49,11.184614358007515,1.2411658654926417e-43,1.3431096040209616e-19,1.8526523248982452e-69,2.764556267851498e-103,2.0676328660257413e-32,9.398878344283743,16667.0,5.232388727014825e-104
