milliseconds,T,N
0,0.9584081595107345,1.0980335488981177
100,1.0346493969999386,1.0754452054827637
200,1.093015931887863,0.9953626868808418
300,1.0465148028794777,1.1082211656529246
400,1.1047651636298828,1.274140837877283
500,1.2016499271181154,1.277935979925038
600,1.2345780706604221,1.3749764681803962
700,1.1980056224136857,1.2537558932019561
800,1.2391939301279968,1.3495932742647394
900,1.2674433722805911,1.5098183188633598
1000,1.3005329922718238,1.6181685929483836
1100,1.409569407692364,1.6657089368305564
1200,1.4422140812566286,1.5833209878554781
1300,1.4371947732275343,1.8037841339086653
1400,1.540122286782964,1.7934798620528791
1500,1.5214381659146021,1.9008038450697473
1600,1.5763743282264542,1.8806513289856477
1700,1.6245196759435239,2.1155086593739814
1800,1.6959002482334804,2.2347776245358593
1900,1.7988361151010765,2.287226492538187
2000,1.7989689736559373,2.439616794448665
2100,1.8740069679838534,2.418649262040784
2200,1.8846151569726177,2.492066423516358
2300,1.9925253277196313,2.5890942942099544
2400,2.0252823340868957,2.865740023137994
2500,2.095421360969141,2.9723622640215823
2600,2.156672477250309,3.018624579700555
2700,2.2318307398031583,3.0360765792575886
2800,2.3220043897059655,3.329252448612564
2900,2.400553552863402,3.399614577378871
3000,2.5004101010162323,3.5383062377182135
3100,2.5658799609093914,3.6131927288436403
3200,2.615739340609796,3.952905348409423
3300,2.6925660116318757,4.021964943452788
3400,2.7939937514428963,4.2162426852035235
3500,2.86089883562034,4.379941347643159
3600,2.925486290481726,4.483988255895043
3700,3.0405879615530007,4.799017156711012
3800,3.1380569354102947,5.023024408801259
3900,3.2557455022773625,5.159697722144487
4000,3.349579121707545,5.388003486639797
4100,3.3829399915509475,5.681426469675398
4200,3.5014288421769644,5.90180242779404
4300,3.589966086120383,6.134409370766828
4400,3.730132881610945,6.30306443833812
4500,3.828982048769787,6.660826171429289
4600,3.9832726781829773,6.902046266334532
4700,4.039416514409916,7.323121224015497
4800,4.162078251162421,7.646154736743468
4900,4.299803445575149,7.789197537725044
5000,4.430826137626193,8.177764477917762
