miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
0,0.5015708922947605,0.49591027025514095,0.8011419591308883,0.800584162660799,0.7978159013253228,0.8021360961664993,0.9983134515638329,0.9997990433584328,0.9985441409627631,0.9999540825677359,0.9988636476428545,0.9996897192766676,0.9997841044429487,0.9995704187457894,0.9990412989447622,1.0002307572409417,1.0011586683294589,0.998535420599725,0.9994591199177463,0.9986284911528917,1.000116459905251,1.0022972295565258,1.0018581937859399,0.998704444669319,0.9998900749846474,1.200844093309664,1.199193390541429,1.4970179448684289,1.5004366393997852,1.200501309330834,1.200218943647999,1.2005170644297611,1.2000939930491805,1.5029822476638928,1.5004974488525504,1.1999142775509515,1.2002150243122462,1.1991142468638893,1.1989307577076556,1.199691661415645,1.2003842226777917,1.1992160007285733,1.2004340732831913,1.2000083017983285,1.201008592264997,1.498375153098264,1.7996160903055385,2.007658888548507,2.1929298007120672,2.5083935896070346,1.0000259070554565,0.9993322813010227
100,0.5755158561224575,0.581026680522622,0.7899184819659931,0.7681338444639828,0.8047031367894354,0.8070150389471642,0.9356914213753715,0.9943314077347912,0.9868785105292844,0.9993974918312359,0.9815649032944243,1.0001083241682762,0.982047573993342,1.0000871621457261,1.0017142255892189,1.005904870275401,1.010047633507379,1.0076173552902117,1.0004503546127606,1.0137568270154915,1.233553732991427,1.0280092488535388,1.0744599198348572,1.0689945094015827,1.0934887483277391,1.1734435096537743,1.270727956673356,1.4691602593614317,1.5462097263634125,1.1646309537982804,1.2700565579477958,1.189332859338678,1.2716869607658783,1.4644670562414017,1.539342126477259,1.189612237290218,1.2726150031823495,1.189611374655894,1.2730770497356565,1.1776266675401248,1.272281280452401,1.1779485361887252,1.2723005252845594,1.1786350374624588,1.2714011148123479,1.510700461847887,1.760393732678736,1.916524926050902,2.097083320371264,1.723632524993363,1.0112995697729648,1.0159846197903601
200,0.6335555975142975,0.6342758151783828,0.7838199210944543,0.7510154713542783,0.8058709522127653,0.8151252454253137,0.894194466321925,0.985431906283707,0.9791445342482454,0.9994151738080231,0.9682657469762872,0.9986455831010557,0.9658150427910375,0.9985960913572897,1.0033480901578957,1.0139303297445672,1.0239419384831163,1.0226590590522888,0.997960919248456,1.035584024950536,1.3070289364282015,1.0558461521693097,1.1161366496939338,1.1137243819102753,1.1440190769920804,1.165207712184708,1.2920963238249006,1.4606898210358519,1.539525872709549,1.159546108152185,1.2915526186019006,1.1898093001844678,1.2949957893989197,1.4358416293300467,1.539462069587141,1.1885659652123481,1.293406026857491,1.1904969241767824,1.2942369753557867,1.1754620944160878,1.2914651395542454,1.1755808259359446,1.29273147135175,1.1760185786887165,1.2934353814802264,1.4966317275189651,1.7021521069885093,1.8442409568797842,1.962050625109141,1.522013603651911,1.038516226467044,1.0393131929576922
300,0.6665874379215728,0.6757005727699977,0.7819211205322626,0.7479217799424123,0.8117936205449847,0.8186633449113244,0.8665373894120917,0.9761580754845213,0.9783768855717252,0.9976965782191366,0.9593013492686646,0.9966163457843458,0.9547296846261902,0.9982494929756054,1.0128273734440492,1.022445490249739,1.0418102674125242,1.0386581993609287,0.994810413848673,1.057634516893394,1.3242768246342098,1.0830894347878701,1.1396776145360266,1.1416067319971237,1.167347004372182,1.165840912536421,1.2992867082638377,1.4528370074396972,1.5266531175521023,1.1655759674976258,1.2967504639254124,1.1938407221345375,1.3022292213565347,1.4206065721427046,1.5281393295010481,1.1939083841471032,1.3033555399148455,1.1946795027289918,1.303861503868953,1.1802376259133824,1.2994688827599092,1.1800519528998168,1.2994259328860926,1.180679189146629,1.30017518257052,1.4816665415629076,1.645014111892485,1.7612226294047526,1.8617363846834907,1.4718390520161582,1.0645776463370558,1.0663820456171629
400,0.7010957583238719,0.7009883196185502,0.7778787160781273,0.7498526566408721,0.8195016552970307,0.8295196393867801,0.8504552774295098,0.9681804765494666,0.9807824278123422,0.9942836734080505,0.9498739023095657,0.9943320678058559,0.9420207515760681,0.9974401084849965,1.022406403835043,1.0365425492100924,1.057164247498879,1.050139368577174,0.9944103775521524,1.0792130770198953,1.3243344414873508,1.1024074174567817,1.1549245456108022,1.1582691413827289,1.1833562662000159,1.1701340097215687,1.3005061381066916,1.451007673965611,1.5136053698991179,1.1757167369897406,1.2995850063948273,1.199982431407416,1.306972984864543,1.4063177561375464,1.5110475803562813,1.199631983566463,1.307226572721631,1.2008687226343373,1.3069246495694284,1.1875009765005173,1.3032944639644781,1.187074660053479,1.3046561223158089,1.1884321696978533,1.3042083563397342,1.4675541206936686,1.6008378570542132,1.6815433557937243,1.7760643751527416,1.4429376426350682,1.0905159688098847,1.0866976478127965
500,0.7201189266527062,0.7291430699656658,0.779996952877564,0.7520100046897131,0.8251925536993464,0.8321132932368233,0.8433484190757361,0.9632787817979921,0.9869638958009077,0.9921805117742271,0.9457949205130852,0.9926644560229656,0.9345775427721402,0.9962287376176654,1.0321638110602858,1.0460162343673116,1.0735049309861497,1.0661189049668711,0.9922500302769599,1.0973157681672814,1.3184074018565723,1.119106568742352,1.16776593915961,1.171703393843905,1.1923114672296815,1.1743516653508694,1.3003906862251526,1.4446056799788256,1.4975056868532246,1.1839998922540969,1.3005959556814934,1.205837582708745,1.3096006251600383,1.3989922722871164,1.4915108926209715,1.2073999452746351,1.3088872680097385,1.2064479544607345,1.3090511621027452,1.195152415475734,1.304548739910462,1.1956881181651013,1.3054854583228326,1.1948477228323402,1.3057307899388697,1.451613415730968,1.5637843205808164,1.642422186771864,1.6958210065361632,1.433424509736093,1.1094075897993436,1.1103642221171228
600,0.7405080423498029,0.75058938801162,0.7832770293892054,0.7561941880341614,0.8304935140320271,0.8390913455311562,0.8380649344052058,0.9593611694069717,0.9901192533818663,0.9891631525392461,0.9402597964093404,0.9891697757698563,0.9268234524159249,0.9971307031506885,1.0393364032399064,1.0605122694929114,1.0849521326823799,1.0735469026655757,0.9908173552942361,1.1094023852816899,1.3104240114475922,1.1305870733804086,1.174446684402451,1.181091191751514,1.20033018537705,1.1809551480497098,1.2995956444854946,1.4385127484618285,1.4851638695387186,1.1926671536891356,1.3011418519707862,1.2135570657633878,1.310083024877259,1.3895619929399263,1.4805510597113571,1.2124950854812493,1.309721115516069,1.2133804688745269,1.3093122037306428,1.203288676434692,1.3050097504243294,1.20289029855105,1.305938052362762,1.2031080805565042,1.3055182551001236,1.4325935815878814,1.5270179331868299,1.5802794694346005,1.6396627181696044,1.4025765551369012,1.1292171749783584,1.1302018438716515
700,0.7557060205741875,0.7669529392118392,0.7803764131668277,0.7592882970728442,0.8331408204338039,0.8465845842926397,0.8364066455142386,0.9543951842346879,0.9970491428085332,0.9854337389488926,0.9371355388154404,0.9866661694162534,0.9220092368328368,0.9983926978075951,1.0484747709831355,1.0671808359346346,1.0940156615836956,1.0838277104025718,0.9902435977554965,1.1237819652915924,1.3067840913903335,1.141819714413727,1.1812056635328239,1.1903698345579425,1.2061108627507302,1.187583305596685,1.2990730014927272,1.4310393213477024,1.477284390081995,1.2014995073070711,1.3017590433337154,1.21867803864365,1.308965662676809,1.3751712905005355,1.4618784966312985,1.2187376568831343,1.3095528770064337,1.219052006861863,1.3098420193065898,1.2104416402622193,1.3054167952376874,1.209755024598606,1.305520374050399,1.2097396692797586,1.304821804249171,1.4203610853485935,1.4962513646510585,1.5352576636954156,1.5890680840734723,1.3911386691491132,1.1512988027934954,1.1453572291888878
800,0.7623434753646833,0.7740478337971699,0.7869842675074482,0.7694457213427618,0.838364972016055,0.8501814812974009,0.8357260639669127,0.9524102269924217,1.0052230577291514,0.9833541165942876,0.9334981786244759,0.9829203238476129,0.9151081629474036,0.9986642488161708,1.052943511416307,1.078412803012673,1.104036905104632,1.095868664144562,0.9923682227151062,1.1314465165302208,1.3000191184348793,1.1480697607291213,1.190159916121112,1.195166242718004,1.2111471511374623,1.193620195506037,1.2987946151281673,1.4221703556054799,1.4627426851940457,1.2082061182458155,1.3017216110653962,1.22596278196564,1.3088192863590076,1.366307384097722,1.442986355184114,1.224205656116826,1.3090134029649547,1.2238922087394961,1.3098294326440392,1.2168437016649245,1.3053153117356562,1.2154128940911149,1.3037713809960056,1.216237319740837,1.305915174145178,1.409858234949245,1.4642038183645554,1.5087980525083844,1.559026834577857,1.3904253866984029,1.1601030874247031,1.1605049012900241
900,0.7760521132378904,0.7865250926680387,0.7857834404961365,0.7749568560528759,0.8428411869172938,0.860923545213196,0.8404563193638637,0.9517347641783098,1.011493814929308,0.9795507852755185,0.9338062138846036,0.9805858962082654,0.9120464791895042,0.999228087790102,1.0634192427401625,1.0861753643510963,1.1117243206716818,1.1001829509395278,0.9927498429324045,1.1397421537252335,1.2956413386407981,1.1552356098545462,1.194777967176498,1.1995113525244656,1.2155362301294375,1.2010642913907161,1.2954174698981693,1.4126951529182488,1.4494962110969996,1.2130668396815627,1.2989373453834354,1.2309449177897538,1.3087333891053177,1.3628045337644574,1.4374356686087546,1.229674442299708,1.3073939309832703,1.2294425736188468,1.30797807951595,1.2216255690116946,1.3040429854032254,1.2211055252232554,1.3044581615551698,1.2208676792035404,1.303286659510944,1.392143296151965,1.4491442850246912,1.4708490174321098,1.5062118254707295,1.3771906705472388,1.1761495778110314,1.1763064618787011
1000,0.782036372065901,0.796123044004854,0.790801694230007,0.7806935552374722,0.8465727379450723,0.8654144133866549,0.8423613004439385,0.9507122364309004,1.0151671413933787,0.9780290398976791,0.9319344855683599,0.9767760341586816,0.9088678646944243,1.0016963273318307,1.065622415900332,1.0949924442209102,1.1207047074871634,1.1093382362285902,0.9935659339254277,1.1498497519080335,1.290340826327212,1.1616295533231118,1.2019902511269696,1.2067376647811092,1.2182093437893706,1.206037017185288,1.2947000248684963,1.406580030293669,1.4395831410585633,1.2190812040809935,1.2982441424787028,1.235431180326568,1.307162013419158,1.3556169929174662,1.4210198514141654,1.2349296101209966,1.3076989093115583,1.2327206600443914,1.3068231411997755,1.225875295236404,1.3034966202145608,1.2265470104536795,1.3023559795060675,1.2263420493365416,1.303180928426983,1.3826969155156328,1.4259753567162081,1.4437340819941742,1.4671010496420802,1.3605057041150346,1.1855789716521132,1.187157791117871
1100,0.7896038795384619,0.8051867172782395,0.7948104764304432,0.7916344585881763,0.8498229019311664,0.8703017240508457,0.8432779879875634,0.9520049632636446,1.023199341625897,0.9754154794735129,0.9320573094714892,0.9749139123626667,0.9079432646417627,1.0022713708176723,1.074039531053132,1.1003102779730745,1.1235451289122536,1.1130325748437289,0.9960848726360382,1.1545284489987402,1.2853710045490665,1.1679186950613065,1.206237190917834,1.2087148672577699,1.2199148903994492,1.2089959406444204,1.292148029487895,1.3949030149999955,1.4280669582687209,1.2230163026903118,1.2970988614938253,1.239586331813884,1.3051914906874906,1.3480673167391637,1.4058636926010066,1.2397580137233515,1.3056604735242117,1.236728278900465,1.305683601369226,1.2302350553312935,1.300659787556424,1.2290887622689701,1.3005921969178882,1.2290231296999896,1.3001206905172609,1.3753358211751507,1.407965494561531,1.4234781190980028,1.4443210053593665,1.358247971718112,1.1976010622939826,1.1977762849226368
1200,0.7903743146460569,0.8198423641235602,0.801524420195923,0.7964312472940148,0.8541850468910318,0.8777917516667745,0.8484509353737076,0.9506851693130893,1.0277492491381222,0.9727718174302121,0.9306197411957005,0.9729186731054263,0.9056926580492224,1.004932850916187,1.0786218906439589,1.106766818746512,1.1304318257400117,1.1212477865089703,0.9951922390389996,1.1571946408356006,1.2851861959789872,1.1744298862593028,1.210289658081963,1.2143840958421122,1.2223201238330716,1.2138133182703206,1.2895870897620882,1.3875958910439508,1.416435219064009,1.2275004245952315,1.2954887896874576,1.2419338871298427,1.3035639618779622,1.3398691150857949,1.3958843367017082,1.2418065084362389,1.304031922105726,1.2407696200579108,1.304422828132449,1.2339554036256442,1.299610605475186,1.2330590073484002,1.299309193372595,1.232696065216629,1.2986095588113467,1.3601069249800843,1.3916677697420876,1.3994957638575722,1.4366746911726918,1.3561705738715744,1.2026528173867155,1.2054502335323753
