milliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
0,0.5019107191464104,0.49543400332717297,0.7988539262381903,0.8007670625830737,0.8017283343725556,0.7975990175481658,0.9982376155471595,1.0002154793719087,1.0010688892966526,0.9994891916191379,1.0003801486967623,0.9999118951336706,0.9998012705488617,0.9993936495433046,1.0011113304796428,1.0002215185735979,1.000459320395655,0.99836829065323,0.9989338613793949,0.9991957677265936,1.0000602765266482,0.9991502348516081,1.0007040222343158,0.9989395103964672,1.0013983543326912,1.1999080003761813,1.19913802609279,1.5013395598718013,1.5020545413819424,1.1992350262659164,1.1998830214929537,1.1999882522389276,1.1989617716438155,1.5020839739196894,1.5031550879670152,1.19921773400467,1.20072870524337,1.2004403747882535,1.1996010206708914,1.1992391489341496,1.1992310917889508,1.2003829374607833,1.2010341442291028,1.199339628219686,1.2001682411660695,1.499856085285917,1.8012748258016147,1.9919120693544174,2.2099332891855665,2.4948924363453835,1.0006588587979834,0.9977571712100891
100,0.5718525480009478,0.5748068690530127,0.792584365101905,0.7707185335833184,0.8028245946715888,0.8082239589016307,0.9357500222055982,0.9959638935725401,0.9842699738717748,1.0004663445364992,0.9837530854463626,0.9992699772672181,0.9808954517721309,1.0011499061801017,1.002159935011685,1.0054520391906512,1.0068912483620334,1.0061836881073625,1.0002583377661307,1.0148207616212837,1.235050876428452,1.0298170181550985,1.074373071541083,1.0696484842533653,1.0949019178255353,1.1734241929190743,1.2725834328116654,1.4700346775124378,1.546723119863423,1.1660541694266644,1.2712395734662114,1.1895379833598545,1.272356269215552,1.463474462249855,1.5455550578347612,1.1887311044374262,1.2724062362735165,1.189451779738504,1.272785619832404,1.1784906313242738,1.2713416207672978,1.1775962992846774,1.270667544196856,1.1782391610899994,1.2722212377591506,1.5139730516461918,1.764887995761618,1.9154890176620543,2.0907727439045614,1.7205374730479877,1.010525198092607,1.0121021810678135
200,0.6305908507830249,0.6304695548228255,0.7830857350756564,0.751248579099276,0.8064953611834388,0.8166288535141031,0.8922503771368079,0.9852808989619922,0.9794445858917423,0.9983906395551588,0.9687576402559873,0.9990131618395677,0.9671415372537214,0.9998150769692756,1.0045199487235046,1.0136274662677551,1.0235852465828343,1.0239399160800784,0.9960294542209488,1.0386192084397252,1.3039804313465158,1.0581535740550676,1.1162535142037597,1.110680662556187,1.1428219688049361,1.1645420002091404,1.2913712948745024,1.4621847977132065,1.5373278204713567,1.1605962890622457,1.2896284022049722,1.1889494831557719,1.2947978144101568,1.439225387835163,1.5396420400698783,1.1890989451359186,1.2934478486421301,1.1908933395165167,1.2942052370082715,1.1744934769486473,1.292663791979596,1.1755826764216284,1.2921985386400276,1.1757543856288883,1.2928339949549286,1.4963226048554068,1.7014820950697054,1.8290914614789548,1.9795707346734848,1.5256228926585722,1.036826409191012,1.0415312732307522
300,0.6705925015422398,0.6718322386146325,0.7807906576362773,0.7471794519102011,0.8148949712550402,0.8187903066016069,0.867840226867345,0.9768614760187307,0.9774334941413896,0.9970493769953886,0.9580878330426812,0.9970603430522136,0.9531133843533199,0.9982426544697885,1.0116412752841708,1.0229451217402092,1.0431759021931557,1.0351017643481633,0.9959027688734122,1.0596709647591604,1.3238669674607135,1.080379665168226,1.1376789497543152,1.1395631879830213,1.1686796389374716,1.165201517127166,1.2975868584983288,1.4518113849525929,1.5293541037247302,1.166627897332115,1.2978800798158414,1.1936554945483457,1.3035713512998257,1.4210359898880824,1.5295903017186208,1.193046982725283,1.3026966757952998,1.1951780781900465,1.3035347097272187,1.1809464799189326,1.3003039058663663,1.1794806172518075,1.2993560179876467,1.1810678557106788,1.299633766749408,1.4833846690509904,1.6466193400238902,1.7654641870168006,1.8773188670843615,1.4769620439274767,1.065201595774714,1.0674648909164755
400,0.6958158848309409,0.7013504204841057,0.7786249481599459,0.7473096860688744,0.8210014023043383,0.8296695872517018,0.850361008722911,0.9680070732201477,0.9796406853637769,0.9955528795691081,0.9510942585027451,0.9946157182024331,0.9432614297518549,0.9982271628299546,1.022249137183751,1.0346681585645603,1.0571346508242596,1.051464122157559,0.993180720927052,1.0801843574285288,1.3229491507841777,1.101692193825149,1.1571573347132809,1.1565177119687684,1.1827474688842923,1.1693814523053643,1.3008355344882558,1.4449843327781053,1.5120660069181542,1.1758053325111946,1.2989484842338646,1.2006907509234017,1.3071216119995606,1.4105463011739447,1.5054698959353499,1.199048481283556,1.3058457502916045,1.200223290825858,1.3065141310417725,1.1880614987071312,1.3037677170359132,1.1870816240441602,1.302444926724553,1.186873335721446,1.3031747938460978,1.4636637930540306,1.6033599571213797,1.690880013404583,1.7746748162686485,1.4439564895055568,1.0917867768451281,1.0894253221641397
500,0.7232919684231702,0.7327750600826475,0.7818827699712527,0.7525856393850084,0.8225878889173999,0.8307428573059848,0.843231148440689,0.9635142540835039,0.985253944645249,0.9921840411704909,0.9447452335802382,0.9922248199684169,0.9330831553474753,0.9975664454481828,1.0302666293290836,1.048220108790879,1.072581325023712,1.0651450200369492,0.993074695599804,1.0980037705531966,1.3175546876952209,1.117621298565099,1.1665302477379536,1.1706669108760621,1.1931453229226283,1.1747822058052884,1.3007642397252932,1.4401301273234088,1.5007468593528925,1.184700306428162,1.3015858930527897,1.2055849152149491,1.3080100255558085,1.3956010653517954,1.493407397198587,1.2057922990368106,1.309036157627646,1.2072055227133782,1.3080317510967745,1.195921124920447,1.3056310928815482,1.1955960710658797,1.3044019857101012,1.1950103437502868,1.3058834543003597,1.4496439331331867,1.5669102217109454,1.6243478402286335,1.7023291357468167,1.415737709348805,1.114382686486615,1.1122152410435069
600,0.733896885320858,0.7486012432337117,0.7834916512992428,0.7542670202642857,0.8312934229886331,0.837161404239705,0.8397744732923309,0.9582645872142067,0.9889043732506799,0.989042769276906,0.9409534086019884,0.9896704280875943,0.9276888669931838,0.9972780819245193,1.0407893725445916,1.060905312426647,1.0851222584207831,1.0752065458082227,0.9905515091497534,1.1125766601097153,1.3138067336859303,1.1331041194274871,1.1755685457649474,1.183127224098663,1.198439895427494,1.1812691757357807,1.3014743828753907,1.4384428573000727,1.4924745917086928,1.194083304055918,1.301841159123848,1.2128757035497657,1.309769515868058,1.384727997395864,1.4752215483316573,1.2140876457240772,1.3107342391742147,1.2134925132491325,1.310427444766778,1.203099127709552,1.3049478962959957,1.2027439198532754,1.305899863382249,1.203952360358273,1.3067990598783967,1.433503709607984,1.5208055793768378,1.585121595417911,1.6456546871797313,1.4031823862308415,1.1332489452167576,1.1304014434287775
700,0.7533757654338599,0.768446251231466,0.7816626333934124,0.7637193092215228,0.8317926493356225,0.8438652622379198,0.8361926762317985,0.9547759839658306,0.9981217259180847,0.9862388671804242,0.9366240801627307,0.9861290216078982,0.9198732445083284,0.9971283326755689,1.0488903420036773,1.0680550861869917,1.0936169723136708,1.0855604481110714,0.992462197254611,1.1230497590581443,1.30621043264529,1.1424139044062325,1.1826294969154028,1.188176386823231,1.2070428036317833,1.187920103800876,1.2998306157161494,1.4288054043885856,1.472492406545338,1.2021478778091537,1.300681489121741,1.218576186831915,1.310669659289803,1.3755267158805538,1.4599702097091236,1.2189399601138808,1.3097033496364845,1.2192971273920088,1.310259895554164,1.2100308385478025,1.3064799076130824,1.209998398834386,1.3052511838948642,1.2102000832111832,1.306501398666645,1.4170879842031465,1.4933284226249626,1.549208875359731,1.5826751526225213,1.3970780642410099,1.1505257110650986,1.150927563151577
800,0.763744623213246,0.7790697984372923,0.7851461551957039,0.7691356541910265,0.8391261605909052,0.8512620536916778,0.83860520031555,0.9522369922259541,1.0015162107619777,0.9835235016234681,0.934737614782579,0.9836246308516287,0.9157248583004471,0.9990570498776711,1.0530012697448536,1.0762506102576603,1.1021819436674902,1.0947136432116449,0.9916812141775909,1.1305311618364422,1.2995715610238194,1.148365628685446,1.1894100455151124,1.1953373640549456,1.2109838935625712,1.1950966886005372,1.2977945665655273,1.4231185426155826,1.4669139841199212,1.2087288141200658,1.3008097672692482,1.2258394206559604,1.3092292616346293,1.3666205491672325,1.4492117154496265,1.2248494668532384,1.3088107011214052,1.2236411211575497,1.3101007516478365,1.2152208557387043,1.3045940829105533,1.215875494170608,1.30398390887335,1.2157709378559103,1.3042204190493933,1.4031241184305487,1.4673066860134607,1.5142166582108378,1.5503212843615932,1.3806032158476327,1.1609122776738428,1.1645280985300077
900,0.7691106055168705,0.7907941071470872,0.7865432086107321,0.7755744013870053,0.8390725654858444,0.855838697808899,0.8407878472823292,0.9526460831304455,1.010884842992807,0.9798350761603019,0.9325334667242824,0.9807118085116784,0.9111632146889639,0.9994759646600132,1.061205621289873,1.0878365300353572,1.112392875034269,1.0997448041467321,0.9922642687610348,1.139797314386727,1.2940011980815975,1.1568730228395578,1.195449104984185,1.1999799519554766,1.2156229561439547,1.1997178256864665,1.2956397166206046,1.4142608331363085,1.4490585889879937,1.2137151333133978,1.2991180042983594,1.2301153103441502,1.3085813667036517,1.36306718409541,1.4318409150065725,1.2300857414231143,1.3083448630404009,1.2284570604427731,1.3078408225202771,1.2210212431804677,1.3047404271975986,1.2216939580905462,1.3050392207715664,1.221909971133357,1.3029586870508325,1.3944289093042288,1.4372735489040718,1.4694501679224112,1.5189209862786386,1.371922115205343,1.1733544771005358,1.1755806752778366
