miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
1000,0.7770209968840229,0.7956413070285366,0.7931212390959467,0.7821592294098112,0.8446951322469531,0.8635970163631419,0.8404940537175923,0.9510031746140453,1.0162359312461249,0.9769197951527784,0.9329032924602116,0.9779489380718054,0.9105989796399628,1.002673944270271,1.0674628973771985,1.095832350384862,1.1187555558987843,1.1094295973007875,0.9942442427076176,1.1467472749681293,1.2893664339375281,1.162623653857202,1.1985106384971695,1.2040584802296628,1.2179930223902276,1.2043506758596236,1.2938202053794512,1.4050550929253778,1.4396974760973016,1.2196068535063598,1.2983595711332478,1.2348772216804291,1.3071753089061828,1.3529898848748936,1.419446753638392,1.2340987343515133,1.306934468940936,1.232396616056084,1.3055459805424754,1.2264684559532957,1.303717127210647,1.2253440333718806,1.302664861421215,1.2254586375517291,1.3016531734096877,1.3863956020810866,1.4259305153560462,1.451058751954946,1.488115902236948,1.3620295899892105,1.1845271605727514,1.1840670604172057
1100,0.7904679137393099,0.8123702959696902,0.7953588753209409,0.7911286629114898,0.8479457151839289,0.8719664036052908,0.8450497333106858,0.9508826203780955,1.0231089096749932,0.9752136345066552,0.9308228649872338,0.9751372140424268,0.9090988284215568,1.0029810100189946,1.075196182047123,1.1004030419112631,1.1249814655398682,1.1143540802517264,0.994855039669768,1.153038682001567,1.2889008422734942,1.1692222347370054,1.2040264137108085,1.211106807537904,1.2187241521825898,1.2097678410465549,1.292055569499194,1.3952743803545158,1.4254902796037339,1.224114517633562,1.2978063925281562,1.2381817000022257,1.3046675036581574,1.3496657402940893,1.4085657111026693,1.2397834065696114,1.3055692351523058,1.2365400105559805,1.3047468765500456,1.230495749725514,1.3011061434862066,1.2297207195332764,1.2999132947131042,1.2303493629377262,1.300225429733274,1.3752292669728556,1.4050650600368177,1.436309236829505,1.4536892952147256,1.351709532059743,1.1967161637519725,1.1947887873010317
1200,0.793460745921951,0.8193391760220566,0.7984983505707219,0.8000931797442125,0.8542470574166818,0.8781413433036941,0.8481100850510368,0.9506831814531866,1.0278279986007552,0.9725066377661801,0.931618399393854,0.9731250123756542,0.9072441965617253,1.0057592805856184,1.07757412539394,1.1102840868429062,1.1304698876339276,1.1201363287204635,0.9967396826141011,1.1597731648443084,1.284499535236012,1.1737345736639413,1.2104349673317638,1.2136028468644413,1.2241324556018338,1.2145013019992579,1.2912510782538198,1.3875916474644063,1.422138282296956,1.2269058234110672,1.295194984731022,1.241538727375895,1.3037555290720164,1.3409974974540324,1.3953327129814885,1.243284190645808,1.3032660179274103,1.239904707289306,1.3021684900712072,1.232626647293384,1.2985094353320517,1.2330589266920147,1.2984607476416417,1.2337708308936155,1.2987913855751088,1.3637997049343624,1.383814181345308,1.4151908711570313,1.4166143993895781,1.3455114581684016,1.2071742031556087,1.2078468890166945
1300,0.8032488179009486,0.8225258710557204,0.8029229986731327,0.8023256527572327,0.8578721986353985,0.886028243560364,0.8542756257584959,0.9512376590978717,1.0315441698760688,0.9700773949041996,0.9327867761144787,0.9706024907306904,0.906283974427838,1.0064100330771388,1.0846587205029656,1.1158365103747223,1.1369786287249475,1.1237161115708612,0.9977823249433774,1.1637080894879144,1.2811054369410206,1.1750872974640447,1.2106415630911096,1.2156484883544227,1.2256071456607442,1.2162352790921775,1.288106931943918,1.3845294457903363,1.4077169340866718,1.229641885931941,1.294736137455037,1.2449934285120485,1.3030729192320338,1.3370646276175349,1.38554068141799,1.2447757551688146,1.302413225059261,1.242733538276438,1.300952542960972,1.2367451239696396,1.2987545239958354,1.2360693443799011,1.2977975633455958,1.2361012395974087,1.2977530170926197,1.350836693295839,1.3694695906274228,1.3948930983775423,1.4147640885891095,1.337853462469331,1.2116303394953551,1.2138066324937544
1400,0.80298905852304,0.8331489704931199,0.8112880270503562,0.8101248985383328,0.8603419338550229,0.8886920432393468,0.8575790715269557,0.9532087085751764,1.037167713727259,0.9687747501667633,0.9324911178840232,0.969518112492387,0.9047264887840617,1.0084702826793184,1.0875832067160187,1.1195403545394933,1.1391986370584886,1.1303748481367466,1.0006784723232287,1.1663891639347208,1.276216729663365,1.1816616476410138,1.213429043042437,1.221243217178156,1.224544912419958,1.2201540771557946,1.2867989811163874,1.3709314920360205,1.4040134643215492,1.2324364774970982,1.2923081806354992,1.2473186914038603,1.2991856346691806,1.329579386712463,1.3814692122166197,1.2473511246476592,1.2996068675302872,1.2459262313978865,1.300217130336008,1.237502274676137,1.2951759278655135,1.2386034467309275,1.2966075605394687,1.237565287687853,1.2947849368238835,1.3465925530839877,1.3694473828106426,1.3834985665850628,1.3817887645348488,1.343512177103359,1.217097840839725,1.2178760342603867
1500,0.8165112040253737,0.8353000993544206,0.8135939879348104,0.8160395835191013,0.8622815973070126,0.8966101081618516,0.8602462383040266,0.9535246400688389,1.0433425882130651,0.967612183707262,0.9339380812064565,0.9680175343577724,0.9061046103464226,1.0109720114574257,1.0925362205605647,1.1242935439000514,1.146705941230551,1.1359122986353736,1.002436097684178,1.169735606338827,1.2757704103061576,1.1862018479112408,1.2147425107194956,1.2229380153293592,1.2281268140972428,1.2221516113276507,1.2852739325207938,1.3655891786746577,1.3878232237882866,1.235281110690115,1.291036706828143,1.250514413659787,1.298405242456834,1.3229937717573956,1.3708779396672883,1.249835293164633,1.2990332924801178,1.2482967393083193,1.297347914233401,1.2402830485652427,1.293403891737815,1.2402382065544135,1.2938411363343625,1.2400897775654225,1.2940147820352976,1.3378818676266582,1.35289378778269,1.3599866082237855,1.370084002030794,1.3192330942096488,1.2238067435471724,1.2269490087560193
1600,0.8172365935263473,0.8398767662525097,0.8167753692789497,0.8206394847658842,0.8675379122154926,0.8986028747958542,0.8652174972197716,0.954388378822844,1.0438412596980065,0.9661873161696727,0.9353163399039843,0.9658613208452272,0.9079455862909068,1.0149366993479112,1.094422388155368,1.125923892371818,1.147715867392831,1.1394050871182102,1.0039279639610097,1.1721231550605729,1.2695034854623302,1.1886214654017047,1.218714559229075,1.2241421284326996,1.228455149711604,1.2246877369300269,1.2824957268122212,1.357037032337737,1.380765370861723,1.2372272971141502,1.2876375556511153,1.2525154831509382,1.2970068745856083,1.3217627347675636,1.3605157642154926,1.2525566195287428,1.2964605104455864,1.2499823155022975,1.2968251602407495,1.2418177007313629,1.2923904191981916,1.2417584062561333,1.2907173391444136,1.2409975212236148,1.2930049405486428,1.3341776723877175,1.3439612122995617,1.3490190915054725,1.366429149640737,1.314791874124448,1.2262628747741628,1.2261694607513642
1700,0.8246652328014736,0.8452364009246475,0.8253567690408505,0.8258891038341708,0.870315075983755,0.9057463746811792,0.8690802714425151,0.9557967629085146,1.0503697721482523,0.9657631014763326,0.9386631840614226,0.9658075121743522,0.9066419839571994,1.0163482709798473,1.0963996524646011,1.1323284898641455,1.150428354411581,1.1426545283531382,1.0059777815188093,1.1727516493126309,1.2676687806100277,1.1892356208099195,1.2191820433045457,1.2251957338798696,1.2301982900577488,1.2264251906340644,1.2815259556247802,1.3540486468679052,1.3760229737223182,1.237110621851718,1.2857864283285652,1.2530190632114406,1.2954553044405386,1.314268723476847,1.3543262040968918,1.25440484255825,1.2952119828205733,1.2504598665931586,1.2937127903532801,1.2429879493779206,1.289806389786741,1.2429793261317623,1.2899300910038145,1.2429137517722735,1.2889353607127094,1.3229737982856806,1.33109072985996,1.3390533013582968,1.3365896007316298,1.3103906260988738,1.2335038690881384,1.2302873057726706
1800,0.8320143202204494,0.8496118210325867,0.8300839350854364,0.8323664386858539,0.8719814089254829,0.9119395618435152,0.871737665989761,0.9586358771908993,1.051853105820587,0.9650430006742323,0.9413901894820381,0.9642484550054576,0.9083429933703625,1.0177417082249658,1.1028893375674038,1.133296578692698,1.1532093833351988,1.1467839590873676,1.0091711298346993,1.1773004425856597,1.2685644512200571,1.190895907317839,1.2220176955230535,1.2294151140740022,1.2282815351231213,1.2281235172102702,1.280098131817381,1.348594938507943,1.36451901213308,1.239609114564599,1.2843476454069906,1.2540093511563117,1.2936363738187169,1.3115490598141188,1.348647124170444,1.254426248375974,1.293562135818437,1.2524886529911612,1.2923699804972373,1.243962570975533,1.2870634245157515,1.2435096170874134,1.288549263459779,1.2448955246852236,1.2887807930000337,1.3174525089054074,1.3212063593106833,1.3333842750343357,1.3315475112374062,1.3111662624521752,1.2360483207407116,1.2357785287162444
1900,0.837484441791301,0.8548987685554508,0.8306925452377493,0.8406142477745214,0.8781379412365327,0.917963960530149,0.8780537551828228,0.9607003633592379,1.0567480833594896,0.9645104763698894,0.9420607371696501,0.9645650322229121,0.9112068093864129,1.020415419803398,1.103852899651041,1.1370869266056636,1.1569985528358728,1.1478428406200065,1.0102362263696671,1.1749381492423594,1.2649359109599472,1.1944524212818945,1.2249980531867644,1.2286813086327444,1.2299853304707333,1.2299024672862227,1.2767366631040857,1.342128083988793,1.364030168979442,1.2389405405461387,1.2838568598232307,1.2563810189955957,1.2910255178483043,1.3036222669826751,1.3370782682233033,1.2554790293690838,1.291984979548715,1.253136215218039,1.2905374265901814,1.244612672368843,1.28724368709609,1.2452682047929604,1.2868153509590081,1.2449524406899586,1.2865587909454141,1.3136333181763757,1.3140004757096058,1.3306785140272415,1.3286299699350341,1.313492972202326,1.2367158522621295,1.2371678620519428
2000,0.8344534926801971,0.8616304405194605,0.8343149909919275,0.8429256411062155,0.8818168509880541,0.9173708787747091,0.878841273182421,0.9620544833390625,1.0607522651053056,0.9638627256389768,0.9442231617163142,0.9640189261975648,0.9126354353311494,1.0227892436058548,1.1072952155614193,1.1392980932590553,1.1576664373956445,1.1511842144604014,1.013614978781756,1.1794893996679825,1.2619858276608982,1.1958168803687663,1.2222630124922194,1.2307883233994887,1.2292775072186852,1.2301554269759567,1.2753349125666522,1.3388311735986527,1.3552903342260827,1.2392738312592826,1.2815580111362128,1.2567403994647515,1.288788241413774,1.2989632079159659,1.3298034976735111,1.2566556495967547,1.2882365162891782,1.2539773975630104,1.2869262955348806,1.2446400639753372,1.2841449534420615,1.2447250513877086,1.283471576961588,1.2442575880839426,1.2833486789170234,1.3079995645450568,1.3083581380455522,1.3117231273745389,1.3272557451277716,1.2956908437317287,1.238545604982742,1.2412673312671985
2100,0.839175273804216,0.874893062444679,0.8430345339904426,0.8482497660196575,0.8870344943723208,0.926847626274413,0.8848135449790644,0.9623585496888483,1.0637325441721537,0.9639821751628627,0.947187298674891,0.9630234911350349,0.9133546057204639,1.0251797451905758,1.107811100663911,1.1420237335189736,1.1622551117788646,1.1511448520373246,1.0150888370669466,1.181340446387068,1.258901708610683,1.1954284998870632,1.2236778567002355,1.2286430454599515,1.2311354805601467,1.2310667332637466,1.273021006332762,1.3283543622681173,1.3505848832239704,1.2400450479437393,1.2791001220711267,1.2572799444805465,1.2879375692892097,1.2953191911215347,1.3309868986764721,1.2568599361398316,1.2872777990774273,1.253638394369127,1.2872538269278828,1.2454845388891769,1.281802052107497,1.2459046872640245,1.2812921343039902,1.2454874945295862,1.2814169729292617,1.3027903519503663,1.3131667697419958,1.3188222289743923,1.319500118428906,1.2999015479537224,1.245259562722493,1.2452554962572657
2200,0.8446915396511862,0.8703977326928994,0.8474093843791273,0.8541426708780494,0.8905064796533291,0.930168418584282,0.8898653150274584,0.9651239772112512,1.0673551101755483,0.9638440409664318,0.9490985694553181,0.9641268776042956,0.9167879438216976,1.0283681910565452,1.1097452792717053,1.1445611692649198,1.1607097969321776,1.1517655224408243,1.0184139945044794,1.1792533949373223,1.2577262680184784,1.1976684680532736,1.2262784676544891,1.2324938611953533,1.2319547489826248,1.2318541237135712,1.2714582121342044,1.3287274125648951,1.338681719046155,1.2403629286974585,1.277594522607631,1.2578904942066533,1.2858539682178198,1.2943789623085484,1.3240721983330803,1.2570874358346074,1.2858938524453052,1.2545056436101603,1.2844054409530354,1.2457396660375029,1.2799662488656074,1.2452667726299704,1.280031961665155,1.24570209149889,1.2793771208070917,1.2977478889653262,1.2983562477776587,1.313889696002342,1.3036231349090104,1.298378593315165,1.2473718718689588,1.2468496991801823
2300,0.8471554746491743,0.8808519151724141,0.8507269625451664,0.8591760522197789,0.8931374961858588,0.9322383979751432,0.8941833325416427,0.9667591006671565,1.0695477830227802,0.9637116263724603,0.9514837407738783,0.9638961704891114,0.9173564034328112,1.0284485059129804,1.113062369800918,1.1468828039729289,1.163609905755832,1.1568465721808041,1.0214329901604466,1.1800460907283448,1.2573987358306207,1.1990793360855636,1.2269343853316976,1.2337117640730482,1.2294397833052484,1.2315591590286261,1.2701130269995116,1.3229347256548378,1.3368747985354896,1.2403921329438345,1.2768252600533467,1.2573370176830392,1.2842241476721623,1.2916955474549003,1.3188483573461298,1.2571461854698895,1.2829215100645952,1.2544064437986138,1.2826681903873562,1.2451952405615367,1.2796210405669135,1.2458916463533727,1.2777000015333246,1.246196986667807,1.2786991769539395,1.2922804412667932,1.3014812452935722,1.3044283504639897,1.3109983673357466,1.2951412030100988,1.2435206210595415,1.247896319006433
2400,0.852741884915698,0.8856744235841356,0.8532242161144081,0.8642400907770202,0.8943677538092993,0.938429793288437,0.8957856643934385,0.9696016807279116,1.0694267736695637,0.9638490515665321,0.9528210896273557,0.9638307513733659,0.9214391005879806,1.0307315641421617,1.1172036010385593,1.1490305306202229,1.165058870956322,1.154846517831607,1.0228978422807293,1.18065548792753,1.258077973610479,1.1993743210715402,1.2275312704160821,1.2313573375062237,1.2315960698451087,1.2319256126884846,1.270058165562889,1.314616422041305,1.3278351689091954,1.2416538771192036,1.2743303296295307,1.2582492908593537,1.2826109272223365,1.287875885340607,1.3086774024947407,1.2572362157391386,1.2834662274283593,1.2534882995130314,1.28204194079704,1.24470414283437,1.2778543054439726,1.246134149975196,1.2760118191704624,1.2444150568049377,1.2779809700248952,1.2896243723575407,1.2945454812231194,1.291145225649919,1.288065441773751,1.2987421317841923,1.2471128201850108,1.2459419032850274
2500,0.8574519082702043,0.8899708650825194,0.8574732877020758,0.866561206808714,0.8985249465627634,0.9380831938149788,0.9015904316570434,0.9717812701633557,1.0742139831529502,0.9641408662413674,0.9559024433313578,0.9641617316494041,0.9227992666461204,1.0330809931559537,1.1174334565210176,1.152276697071539,1.1655813992083186,1.1588688040672637,1.0267119662360216,1.1817745385012346,1.2531357473426923,1.1977348845382505,1.2255107167477222,1.2319830958798355,1.2307213072748378,1.2327478442350472,1.2683351981159887,1.3133490839543576,1.3248260926819935,1.2414220490656092,1.2724203123899323,1.2563757889704046,1.2802958743827109,1.281751538646116,1.3035218821008607,1.2573198265311523,1.2818400542162265,1.2540744447901766,1.2781754013265727,1.244844966046124,1.27394956383163,1.24445148945984,1.2747140616941626,1.2451959234096175,1.2745809037191524,1.289861282441654,1.2904564831581884,1.2861276090209144,1.2840104593054145,1.2896252343814107,1.2478726241683786,1.2465745889897173
2600,0.8648704799029826,0.8955181395179841,0.8615061554199652,0.8741922903897971,0.9024357659253003,0.9419563448394261,0.9045961797379711,0.9718538652072863,1.0756664573157415,0.9650306023052017,0.9603719207969417,0.9648744704785406,0.9239064627450086,1.036514831864338,1.1187052295532895,1.1551288809620017,1.1675403455467461,1.1597474731583832,1.0268776121057424,1.1825652035197391,1.2523923615045178,1.2025154153519255,1.2266353215148427,1.2311153284510659,1.229057513947295,1.2332813914010734,1.2660395444925494,1.3063620313639894,1.3166335486546432,1.2395879765335034,1.2701724539100299,1.2574499385303257,1.2782920823447421,1.2793594922434535,1.3006103230079609,1.2578641728431956,1.2790804988572668,1.2538760271062448,1.276674553716282,1.2441195892182517,1.2733978842774556,1.2441496701908594,1.2724074643102554,1.2446546595593533,1.2737214382529074,1.2846204845839613,1.293068071891376,1.2866027961744293,1.2951609199858183,1.283970756584242,1.2496778743260806,1.2481164879443605
2700,0.8661561523972504,0.9003228296548642,0.8664245019708748,0.8755074018569858,0.905983761748831,0.9490747626726235,0.9080816295573481,0.9737446596377661,1.075993891663398,0.9665795383837481,0.9629944079226928,0.9668296890263997,0.9288492424736342,1.0387700663912038,1.1185545263472436,1.1534372997713274,1.1703966653173195,1.1605434499660092,1.0301139806543678,1.182862498095068,1.2495228617379757,1.201539838732385,1.224782769343753,1.233646434123304,1.2300418792951484,1.2337708093261237,1.2651059626611227,1.3006196228129356,1.3137191203574643,1.2402529386672856,1.268920973720175,1.2574809076195568,1.2764916484831392,1.27811741580259,1.2997076002362908,1.2573473246324818,1.277353190811946,1.2525662421940469,1.2748367898771762,1.2432642017460813,1.2720477255013516,1.2434969682582917,1.2708757260733257,1.2432948717096648,1.271186544287382,1.2777379353495275,1.2799532809614063,1.2840898240247387,1.27834519609867,1.282435216470502,1.2512056707816304,1.2483446129325972
2800,0.8721457309571499,0.8996060871492618,0.8726349982343334,0.8836459198655398,0.9075105082065531,0.9549406637587704,0.9130093959539296,0.9760024699689575,1.0787265216230049,0.966708682762571,0.9644415661663598,0.9676942688275051,0.9295002212115113,1.039229830560795,1.1231574639341848,1.1577869567671943,1.1697573628257019,1.161594341335832,1.0312456515043942,1.1837693372424862,1.2482168081879466,1.2003275548972834,1.2257583835618244,1.231836504400204,1.2276375625730698,1.232988357031257,1.2638603062832252,1.2981486236665818,1.3089810286342018,1.2390953903767272,1.2674124002175977,1.2569538594895948,1.2752173304707481,1.2782477731211148,1.2967614999685995,1.25538806275578,1.275398842209528,1.2524172427931688,1.2752013802894475,1.2434087360054198,1.269153846033549,1.2430887366823666,1.2695027048760477,1.2434518141923647,1.2697705451831858,1.2754702603742207,1.2804056340481835,1.2743576250246014,1.2710045415598215,1.285473012119703,1.250817188491692,1.2516435541444961
