miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
0,0.49875094555886196,0.5021142747199908,0.8025769878454049,0.8022692275897925,0.8019830509312135,0.7979612825428964,0.9978603540840282,0.9991799833815199,0.998894422958811,0.9995385826491482,0.9998760411109581,1.0001180816342317,1.0004638761012705,0.9994682384059431,0.9988972248415784,0.9980521709525487,1.0000464421131114,0.9983929863573352,1.0010203499420625,0.9997181288635656,1.0013654321761838,0.9992611026009374,0.9986713254212148,0.9984534679791233,0.9982658050665364,1.1991831044737091,1.1995740469802634,1.5018649353541014,1.4967810846974015,1.200565384033316,1.1999629234707316,1.1997462843129554,1.1997639535088822,1.4997010631705983,1.5023570255072574,1.2007664779865361,1.1993922537667978,1.19974968399826,1.2000570511339361,1.200452660033914,1.201053456901058,1.1996427675127588,1.2009387562719553,1.2005697532821418,1.1998574208397077,1.5023394671814556,1.7973925890394347,2.0007607068284217,2.1965195397395525,2.5003713014474584,0.9984180073604512,1.0029338264116487
100,0.5796014099402507,0.5796300858622084,0.7908197545053504,0.7696742723607835,0.8008555120774129,0.8108842836815955,0.9376716286262662,0.9955855296282847,0.9833271165044088,1.0003653600996054,0.9820860216503849,0.9998045046486408,0.9827237939994178,0.999662143570697,1.0018646184244977,1.0028054449388468,1.008020950598535,1.0081572256613704,0.9994720170200433,1.0152060314370863,1.2364508557266054,1.0282928058648988,1.074990707076792,1.0684596761768688,1.0937117197313877,1.173207587639365,1.2725191003898149,1.4690860977677878,1.5404344460957975,1.1662250618953363,1.2702727218050018,1.189724885285498,1.2722500933283816,1.4642744565783543,1.54778754102259,1.1897114674516986,1.272887374359887,1.1893420719156682,1.2732492592038,1.178294585057019,1.2716062914614383,1.1769768183142606,1.2725138961517433,1.1771074308363787,1.2708789523625044,1.5159598929767644,1.7604569893931554,1.931118894532836,2.0846080585547435,1.71833197790997,1.013119843884398,1.012079513398799
200,0.6254528408447302,0.6315683979877804,0.7855302312606663,0.7549629186212801,0.8055588603710581,0.8168527453853184,0.8948422318150496,0.9870041219349283,0.9766359112083062,0.9994248163133859,0.9692615591462698,0.9993306601815444,0.9665400469272751,0.9996295766467875,1.003384808894809,1.0142617269931211,1.0245708202230566,1.0202843238605412,0.9975899447875328,1.0379493451194142,1.3036577577629225,1.0567175233773063,1.1136517968784223,1.1117719303964453,1.1408378656112572,1.1650311451156268,1.290752805254494,1.4596605207321782,1.539576750949119,1.1596809304589293,1.2901686664606566,1.188367999240447,1.2935424362702856,1.4357679846883145,1.540208686368258,1.1899278458684568,1.294909828077469,1.19011679891372,1.2935608000334446,1.1748742327904727,1.291698050180828,1.1758246670065498,1.2926004953376566,1.1753620959368378,1.2923292740234742,1.4970970975296995,1.7024307000371273,1.837977428778718,1.9787735284075874,1.524429175928501,1.041736102997761,1.0368202945248313
300,0.6653118287694698,0.6699282824777824,0.7806184083002744,0.7479742098308547,0.8106928376395104,0.8235053848327168,0.8667031281229948,0.9759096440608522,0.9783112149293245,0.9976839679446121,0.9594549703115857,0.9973843102905452,0.9540602164171861,0.9973986873913403,1.0137596675891347,1.0214012151858332,1.0442431528366485,1.0351405122427983,0.9954990406919084,1.0588440915651802,1.322410617932858,1.0839162009851866,1.1385461968108477,1.1398616477466108,1.1682046616705632,1.16528397855661,1.297740792726063,1.4553838562221166,1.5281932449540596,1.1659728964953904,1.2965341860107198,1.1945305347857,1.3023116345187413,1.42187684127512,1.529243803628798,1.1937754515797796,1.3018519169655682,1.194720545160353,1.3025129810181009,1.1806059931980444,1.2994805796660753,1.1805246369357512,1.301026058954468,1.1808231983720803,1.2995223609259305,1.4792994907196308,1.6467921516135149,1.7586983637699332,1.8632106374687585,1.4600386030355057,1.0661708850625204,1.065432379718159
400,0.6973572987374511,0.7096919044144309,0.7784091627262325,0.7496231544008317,0.8188580005703932,0.8277936211857638,0.8515174530548276,0.9693011181398041,0.9822288256806269,0.9945736217125855,0.9500936840047728,0.9943859583617847,0.9439968127841585,0.997466149402589,1.0199352538784265,1.0366335392187431,1.0601718145481394,1.0498210074204983,0.9940533281848134,1.0792659178028146,1.3220775014951374,1.101636270767922,1.1546894032134272,1.1607436385088985,1.1813982968561094,1.1693779315219717,1.300638469544233,1.448350291681627,1.5184758075349425,1.1740102068986804,1.2992087626862443,1.199004453961993,1.3060819036354403,1.406772268018129,1.5049017620748597,1.2006996834219474,1.3062246482033792,1.1996297200650716,1.3061795023994067,1.1881912391851095,1.3028217382933465,1.1871585948830754,1.3025752317478196,1.1869273084575829,1.3043724662129843,1.4625604046772689,1.6025152124051014,1.6878255565117972,1.7854015334322335,1.445280989706655,1.0914109945859432,1.0887903579138298
500,0.7196046234038277,0.7323299757374836,0.780341309772882,0.747782205210383,0.8247863650935668,0.8312089393179557,0.8451463748386457,0.9626997935226768,0.9848529460991815,0.9917066875927224,0.9436161431727929,0.99240527294677,0.9336337792101018,0.99790362483635,1.0291306047093631,1.0474978671233264,1.0715053177248994,1.0656241831251458,0.9913114954049351,1.098585646433007,1.3185093874983123,1.1181931672001333,1.1679969443686204,1.1734667768590097,1.1930853582036425,1.1762253234542268,1.3009328319069424,1.4399968492657234,1.498017496297499,1.185144223528613,1.3001114260515276,1.207239628497596,1.3091291189140677,1.3974566648699311,1.491885233057719,1.2055718299895535,1.3100758576707587,1.2074384861306637,1.3081645780090885,1.194652586487281,1.3044528658082468,1.1959054085325136,1.3056242712205333,1.195390928824636,1.3047877602695126,1.446547572521939,1.565115961254182,1.6304703580854267,1.715342160797137,1.4221221417526666,1.1090037278363054,1.1092094474084393
600,0.7338543183320154,0.751461007309972,0.7819851955716438,0.7544774257543474,0.8277303365526479,0.8399392354443962,0.8384691859599254,0.9583620355129616,0.9897239174396171,0.9896698446252072,0.9400030698777396,0.9886086371550173,0.927811268748093,0.9968940227121018,1.0387218806020797,1.0585848675672898,1.0837324946258031,1.0731497004750448,0.9923475152625899,1.1113721452886265,1.31138905720178,1.128777814648168,1.1755539832027506,1.1829598022940704,1.198163284402157,1.181792306487242,1.3012725604107884,1.4373688475622606,1.4911044027013827,1.1928143094169288,1.3005664455360146,1.2122837643543738,1.3091553314172235,1.38771162514219,1.4748340465500605,1.2138908668878217,1.30954048725438,1.2120779544411548,1.3105335194301635,1.2022030161273916,1.3046327395924644,1.2030599245380167,1.3057299002529161,1.2033829736569717,1.3068324718999569,1.431528247873502,1.529699784177338,1.5921980898351502,1.6446741286672388,1.4138772318525024,1.1331252296619752,1.1332653983192342
700,0.7502576441937001,0.7687637226518219,0.7845382758763507,0.7627856202242089,0.8319782393121626,0.8432672420803812,0.8346729231838529,0.9554129981898178,0.9952735899890298,0.9856089497223416,0.937543968771768,0.9858326779853251,0.9214648678033769,0.9986661828912499,1.0475776620097692,1.0671622624005752,1.0941825399858327,1.0861375279911103,0.9901313749241296,1.1237085028455187,1.3048811119352068,1.1430072506680067,1.1849240143811293,1.1875577976038807,1.2037592122457779,1.1879014245395116,1.2999800487324942,1.4269605356152366,1.4765035725819282,1.2017333474460479,1.3007233629933932,1.2198263059488479,1.3098225583003833,1.3751468534081275,1.4624685133455624,1.2197692502735762,1.30883025994873,1.2191045841131503,1.3096410873269129,1.2099155722504398,1.30661772814683,1.2101788226453098,1.3064851069929797,1.209582274787472,1.3063754235952496,1.4220181238355059,1.4913899343535977,1.5380497370096582,1.603206905910195,1.4017699442808866,1.1452580074530616,1.1508863709232708
800,0.7587274417905306,0.7820140087278923,0.7864466390374022,0.7701917292090191,0.8399376034794023,0.849699284596403,0.8381819898422576,0.9521469904045365,1.0023834926330282,0.9829604757346162,0.9343059221582628,0.9831221687614743,0.9173146924791721,0.9974705130455122,1.0542353769413677,1.0776469835961737,1.1063404121636704,1.0925433668115214,0.9927127196199401,1.1309469603174258,1.3001169163695026,1.147987601128639,1.1916270492233456,1.1966968994569787,1.209006698719047,1.195079939499434,1.2976121748890865,1.4182903012095553,1.4649731150069822,1.207720457924885,1.3003048972997164,1.2250669411449906,1.3091364038567588,1.3684959157499763,1.4445457002733124,1.2246181073419433,1.3100863303548962,1.2241574658249128,1.3094124447766857,1.2158668723928892,1.3051747618475105,1.2162490784358342,1.3048545093847983,1.2159476208782751,1.3047716186315166,1.4086773029516433,1.4612314612744643,1.5088090102852523,1.5376954470405904,1.387933167344061,1.1639911586238731,1.1657731100324942
900,0.7706216596090207,0.7938308838413788,0.78665042705001,0.7729676533090989,0.8403455515927951,0.859471766172896,0.8392647641530169,0.9528940895419025,1.0080956940900738,0.9802001155298959,0.9331940420762642,0.9798446989375573,0.9125606003776838,0.9999853887755343,1.0610043426843283,1.0851551506945096,1.1137335436919027,1.103839173386619,0.9921934078585443,1.1392958759347327,1.2953307491137187,1.1580290447434354,1.194016490279772,1.1998540877573622,1.2152119511608281,1.200343399266454,1.2961928547491015,1.4095860101868807,1.448751412797389,1.2130318682034094,1.300545313753606,1.2306346216947974,1.307613705770189,1.3637166567127623,1.4359672524346263,1.2298304503818036,1.3073213561451327,1.2278954898764844,1.3092160625434508,1.221658091604278,1.3029351579011956,1.2217435781175832,1.3047566872438918,1.220776320460231,1.3027644039543085,1.393114772766697,1.43940630767726,1.477514376379705,1.520875028205479,1.3672669612721817,1.1773527940187856,1.176987398089568
1000,0.7818991430987391,0.7962766093764334,0.7930741851583961,0.7816795062036813,0.8434422642185695,0.8639367874096371,0.8397180682699769,0.9517380250458339,1.0155118489876076,0.977988226789541,0.9318419646782368,0.9769561799506012,0.910202707145159,1.0021897121595325,1.066412431815093,1.0943510851984712,1.1201032184633521,1.107714329015375,0.9929621540353573,1.146387199662237,1.2896458749689408,1.1631613469557482,1.2022313537506704,1.204221725312492,1.217260384196717,1.204457992900036,1.2932831435489096,1.407534316373088,1.4367910948172544,1.2197267097121236,1.2977378562118895,1.234058356011497,1.306292262970569,1.3524437275879746,1.42246596494378,1.234427985464898,1.3070576834521679,1.2321977669602175,1.3065504019300769,1.2263811162038285,1.3015690133009474,1.2257744216653896,1.3022359101621432,1.226395866419035,1.3018981623977846,1.3823960298725166,1.4192987718549772,1.4464256772798103,1.4843730205441399,1.359291666461963,1.1851577672405724,1.1870209270390113
