miliseconds,S,I,Z,R
0,499.9983881585704,-0.0006192460479614923,0.9969663432456572,0.006264073884637009
100,499.642274736182,0.41320062942012903,0.746284663916895,0.22922712457697222
200,499.34720992949093,0.7160541046272586,0.5534830366492435,0.3726270954630683
300,499.1641648665677,0.9371562517279733,0.4170251647615252,0.5042174532687577
400,499.00308018284426,1.1130681421240392,0.3074581911952399,0.6191689790712829
500,498.8877315464703,1.2086558199882669,0.23031992195301254,0.6794588589607912
600,498.7873568439884,1.2994732294727684,0.1790015241247897,0.7416817873997247
700,498.74086520338085,1.3801853259040875,0.1302089154618665,0.7863782265515026
800,498.6918507144335,1.4334839516693116,0.11209528090872387,0.8190345772986959
900,498.6304792836566,1.4803692085029396,0.09649591384560752,0.8345173759197256
1000,498.59949675391647,1.5141249073548328,0.07354550844062459,0.8787522219885693
1100,498.59144702785215,1.5312432717623987,0.05170025436079519,0.9010174121760499
1200,498.5433031402089,1.5331915413196595,0.048482376984052215,0.9006505208258467
1300,498.53346677780144,1.5466728466384554,0.037879535296726136,0.9247292481520337
1400,498.5015673237195,1.576622289612117,0.03600214625840145,0.9426313438901289
1500,498.51876532074056,1.577938977324795,0.030191542545616186,0.9427134641825707
1600,498.4941287058763,1.575711249139795,0.038974472724433086,0.9741468913346832
1700,498.47918934949655,1.597705977876552,0.03134806236024601,0.9954456954527967
1800,498.47126020245025,1.6194762776922211,0.03642718706676346,0.9847780495794748
1900,498.44597416125447,1.6046682124800968,0.03506755106074505,1.0021794536087612
2000,498.4376382128737,1.6287313441678957,0.03127115489129375,1.0084200232753593
2100,498.40894597414945,1.6307684112274368,0.020744319630918166,1.0383031476202451
2200,498.43175666566947,1.6165417654123615,0.031816519194912955,1.0503879349072522
2300,498.40401953802814,1.6358527142391808,0.029173295665568068,1.066614634506313
2400,498.37826958396585,1.621170612968464,0.03415918163171726,1.0699421486221457
2500,498.3850188577952,1.6478200981302111,0.021398283974730672,1.09017090085241
2600,498.3669322189039,1.6397137536699555,0.032950939940697796,1.078368762222837
2700,498.35961346245074,1.6418116311278057,0.03135101652753189,1.0907773055931247
2800,498.35260829459673,1.6443834480830815,0.028124329951999646,1.1179641475922835
2900,498.3347207605729,1.6703420875807873,0.023185530090691676,1.1219821441754245
3000,498.31354617834216,1.6480017693029896,0.026854602557351125,1.1338308707273568
3100,498.32668846178444,1.6803763831097043,0.021555943163220716,1.143220563294306
3200,498.30097666176005,1.688908535494732,0.03010656860748238,1.1514370752692413
3300,498.3002922704043,1.6911982902792149,0.02742759984136941,1.165492571601486
3400,498.28661975892476,1.685490246297467,0.022925471460735085,1.1779269345666756
3500,498.24170931248767,1.7030259631897064,0.030782943648788974,1.1984798779032362
3600,498.26735086147727,1.67893655176866,0.030476878798496573,1.2104944975871839
3700,498.25216878846,1.6978810145313474,0.023634362081526764,1.2182621694772808
3800,498.2341061136888,1.698489627013947,0.027579126865496566,1.243800520994156
3900,498.1975416781999,1.7179342814181993,0.0247812215086636,1.245432495721121
4000,498.21721388694857,1.7123999165300083,0.03185134857477381,1.2523428024868868
4100,498.19367664810795,1.7084227115274853,0.03587443232296955,1.272804713078651
4200,498.1799382163446,1.7353621083523605,0.024420730506722235,1.2727048939466128
4300,498.16999934556134,1.7204800934261122,0.02636424167269829,1.2836793558984185
4400,498.1490342536346,1.7439626849539858,0.029843002011642344,1.317213342296609
4500,498.13586430849085,1.7488767640468312,0.03708356825363937,1.3268342868612057
4600,498.1164587080021,1.7578844648401744,0.03298085343753682,1.3430506732888208
4700,498.10504594045574,1.7514159902763748,0.03122078212273827,1.3575066218884544
4800,498.1064793916639,1.7409123974715044,0.030216834563155336,1.345734771377658
4900,498.09261613195497,1.7527552401560071,0.03697624459698996,1.3569410331536436
5000,498.0955381596666,1.768169061139877,0.02232223015104068,1.3832601769771753
