miliseconds,S,I,Z,R
0,500.0139868473795,-0.008746466957092284,0.9978617608266466,0.010329372084015683
100,499.6378126728864,0.4247890143417605,0.7438811697880492,0.2066353599133151
200,499.3704985003923,0.7082306207817105,0.5489232556140383,0.37860419679657786
300,499.15534780775624,0.9353465554689862,0.41657577660023254,0.499242564900173
400,498.99091131356397,1.0881060531066884,0.3098326429408397,0.6003572257705414
500,498.89594674203744,1.2193876795808596,0.235176369918091,0.6915553644054593
600,498.79033436805514,1.3131641921919852,0.18103065477673116,0.7324021974887649
700,498.7189856884278,1.3715161665802091,0.13794306044042867,0.7775938431162672
800,498.6841623510363,1.447367020681512,0.10815614200196952,0.8163627666267587
900,498.6390803368492,1.4793353773852749,0.08395101302669652,0.8339346790369998
1000,498.6150047552718,1.5012678850231358,0.08058679844987438,0.8742617509325837
1100,498.5694473649316,1.5111520522204747,0.05121111042014369,0.891206685608353
1200,498.54273544265794,1.5339190986746833,0.047141098432725154,0.9035437383337886
1300,498.53625327103964,1.5651884385877513,0.04566132802111691,0.9127034368744718
1400,498.5142137821649,1.5626680708971437,0.04644502056989806,0.94832001800933
1500,498.50986226231703,1.5928310160884351,0.04264490114064764,0.9542878979330811
1600,498.5020674862287,1.5803907685290401,0.031115255792254083,0.9667866000465996
1700,498.46759023311733,1.6029501178991865,0.03118801916123696,0.9941541864195675
1800,498.48120873683774,1.5896206304631901,0.038385157683237456,0.9839095921569163
1900,498.4484445835489,1.6231588024670365,0.03466576113222325,1.0015755832968145
2000,498.43861207154885,1.619111197370147,0.02577411479723698,1.0295477477157566
2100,498.4349398708739,1.6082857779635795,0.02850806968787064,1.027800869059668
2200,498.39985096485213,1.6267159481200824,0.031084145681307882,1.028974590923301
2300,498.4135876157695,1.6384487551285556,0.028341393967600676,1.04917616220506
2400,498.4040710708729,1.6311677718340858,0.028456253843300774,1.081863694978722
2500,498.3778225153192,1.645450558452372,0.03619837821039579,1.0916907487158884
2600,498.36883149585026,1.628235251003252,0.03433986640861532,1.088995245426696
2700,498.33767871472713,1.6663968082904714,0.0319970299828795,1.0892422859820698
2800,498.32471263753195,1.6526818362829305,0.022208597747941806,1.1091770062929274
2900,498.34162135692543,1.6553944379525878,0.03006551413676484,1.1151977419091075
3000,498.30401308318494,1.6616262904649943,0.02952736130288284,1.1530030938999638
3100,498.2896661900373,1.656200086212534,0.02134481077886179,1.1617510715544068
3200,498.2948704312264,1.659121976866059,0.03537471467925641,1.1508686849076062
3300,498.2846170655773,1.6906796007872265,0.01892467181371718,1.1646559761804847
3400,498.27989118245995,1.6884660316190208,0.02140815892310571,1.1872708253212543
3500,498.2741646097128,1.6849051750254291,0.03213266727723566,1.203845004405764
3600,498.2633659975655,1.702622564087957,0.02282911341796332,1.2076796255287234
3700,498.23421019859114,1.693110955816964,0.0208635272160256,1.224513122217454
3800,498.22160811594375,1.7190373320377423,0.03038880339957261,1.2469064455858505
3900,498.2056326321145,1.7186675030008607,0.023262284088235424,1.2505709623448162
4000,498.1918849431742,1.695053054944025,0.02460193418939506,1.258407174579599
4100,498.1832545312091,1.7229130177186032,0.023347716020855502,1.2672184064929093
4200,498.1665918133762,1.7218261311016334,0.020358594355897368,1.2813354000236186
4300,498.1786393112707,1.736507371892296,0.030922384232214148,1.291610096912368
4400,498.1334305621361,1.7363456740212233,0.03101728194380363,1.302371080833656
4500,498.1413006238145,1.7265542870978314,0.026875136272997296,1.327308872707478
4600,498.1421471320077,1.7440066095817146,0.022438903175699527,1.3174801564352807
4700,498.1231721796113,1.7337751819537472,0.027111997831726905,1.330068609424492
4800,498.1047799516177,1.7579969380577896,0.024218161704510178,1.368937866361531
4900,498.0721076814677,1.7530450135705762,0.023262370831368527,1.3580801002233318
5000,498.0770405703038,1.7578450897154583,0.036111083460513026,1.3696817758896922
