miliseconds,S,I,Z,R
0,499.991706337164,-0.00787188674259025,0.991417439796805,-0.008743763892394524
100,499.644840260928,0.3978994775522565,0.7428705264659756,0.22757922320711824
200,499.34951391921686,0.7132910433313138,0.5484966323485327,0.3857315816440856
300,499.17579585064374,0.9505590793043964,0.4121565325832132,0.5160235852867694
400,498.98658623639085,1.0846861955309226,0.3099519039222402,0.6075783570468649
500,498.89809042373446,1.2266532879291163,0.22712270965183046,0.6837927357234148
600,498.7939927544888,1.3213102599353688,0.18909231321099465,0.7437208114414082
700,498.73753672223773,1.3690180887227796,0.14483968230076086,0.7828156379602385
800,498.69203979256514,1.4352030751212694,0.10299799232748574,0.8016947216106872
900,498.64551080789226,1.484786057043389,0.0892299338301935,0.8560429077614574
1000,498.6118528847365,1.4875130540909827,0.07813297585163646,0.8562392878138138
1100,498.5892306148639,1.5161892629404936,0.0685967382188194,0.89895482860957
1200,498.56557810440444,1.5453980546957617,0.04814879432160115,0.9225078663140974
1300,498.5284362752377,1.545890795032242,0.0461354720247777,0.920799124185307
1400,498.52664286919105,1.5775504904424458,0.04877736257296344,0.939393005465318
1500,498.5169620780797,1.577595221590874,0.0411968039592219,0.943113165607602
1600,498.47087867065613,1.584368943133795,0.0421534477883257,0.9684078842546139
1700,498.4812415633922,1.5988589775116109,0.032585495916016866,0.9747259735496593
1800,498.4745834111567,1.5881291815359404,0.02579142943867073,0.9813613713862644
1900,498.4396691867579,1.6179362411267404,0.024278940135359174,1.0197660786678238
2000,498.42704624627214,1.6302593014884572,0.03634926605208926,1.0127894024681354
2100,498.44416161399823,1.619192452687629,0.019000050913004995,1.0417375307473407
2200,498.3985708867593,1.6100539381351129,0.030157873472382284,1.0308930681878952
2300,498.38504692417126,1.6262805107191913,0.03506667923584582,1.054628207872357
2400,498.4018626155045,1.6340444367019644,0.02425534934099913,1.0632669623834299
2500,498.37686825148705,1.6439676563015353,0.03207763132355951,1.0746512117660474
2600,498.36620157786024,1.651205155468821,0.018893283302771204,1.0944365722405442
2700,498.3729465185601,1.647805158287904,0.02281548577186765,1.1042782374531133
2800,498.3618513853204,1.6598227072275817,0.02876219690448241,1.1049462882913303
2900,498.3189055731575,1.6671047677631265,0.020279500744778797,1.1141808267598858
3000,498.32733206427724,1.6583546351177667,0.024791720423709678,1.1349030749718456
3100,498.30349522773406,1.6820185807403167,0.028700070955228953,1.1531594194943282
3200,498.2819560314314,1.6749742940932386,0.03423458439541773,1.1540046099226855
3300,498.2804950317266,1.67319877390725,0.03430640980465642,1.18536723640159
3400,498.27186593498413,1.6984079218916193,0.02934700818388697,1.1955478329230265
3500,498.24874476727337,1.6745307357618868,0.024321832192812677,1.2068881489246295
3600,498.2479180441162,1.706977044961258,0.02513132584373156,1.20058664587873
3700,498.2543497585557,1.7120455483492538,0.02078839126464501,1.2290158209597377
3800,498.231916709038,1.706071534961278,0.03298806501379619,1.2333968484535043
3900,498.2207780100404,1.7165924503581498,0.023234000587439674,1.2327646404972852
4000,498.1852172510986,1.700083805900854,0.035613605136139356,1.2713445810062218
4100,498.1814723394876,1.708903226782522,0.021240337779688916,1.257826413088524
4200,498.1809151650271,1.705912937643336,0.026613080794917067,1.29080417628884
4300,498.14875269270937,1.7274393970218505,0.03619511812664155,1.282661502992255
4400,498.1523572147233,1.7248356091229855,0.03679722274844229,1.3142338377041396
4500,498.1219305266262,1.7212698579752475,0.03205822269333651,1.317499080630649
4600,498.14631045759586,1.7300013171974415,0.02059519978449205,1.321497483505845
4700,498.12146616778665,1.7342950384223612,0.03426531935025082,1.3379849814397344
4800,498.1078185394412,1.7486210085493414,0.02342926217927215,1.3465991910761514
4900,498.0915607322125,1.7577774225917122,0.0296812349949448,1.3809383486525746
5000,498.0806461880758,1.7729178103226384,0.0268700150511139,1.386322751655162
