milliseconds,S,I,Z,R
0,499.9922642582974,-0.012239413571016955,0.9934210835692655,-0.002464472541968566
100,499.6138583866646,0.4246444716807281,0.734044339587763,0.22854014934210734
200,499.3726076856941,0.7153126125773915,0.5437802493098363,0.3908188703152877
300,499.14532918126696,0.9383965165463167,0.4046652572463266,0.5150356286564111
400,499.0115324720708,1.1117939227437563,0.3180288250275191,0.5968604384483469
500,498.8913519534862,1.2175348966589241,0.2372305958121037,0.6836603181936252
600,498.8136341021746,1.299839575538621,0.1786615463728946,0.7215171664831561
700,498.74625672273123,1.391486738404197,0.1320711443629423,0.792366774657123
800,498.7008681855689,1.4173660245964068,0.10558492466099775,0.8042994801731554
900,498.63230502173843,1.4805119976886676,0.09003848086218996,0.8377009993454576
1000,498.6114666256067,1.5026966023345538,0.07941620795198272,0.8595802208105474
1100,498.5774897319353,1.5372875434777042,0.053378921278202575,0.8957807670512186
1200,498.5703546577321,1.5264972191598833,0.04828620647642729,0.9108029841052869
1300,498.5228330589506,1.5602539786648417,0.037082908787922086,0.9367592866773643
1400,498.53566842597814,1.5663384970384304,0.03790258027598376,0.9400746879955558
1500,498.5191851928872,1.5745782397042887,0.027003845004400714,0.9664262575326386
1600,498.49201753210633,1.583498891219327,0.028053355292526175,0.9648310426046082
1700,498.48626539914204,1.5822527152486714,0.02962954392684324,0.9952390641555664
1800,498.46945114987994,1.588162939390501,0.02917496005817136,1.0063245197827815
1900,498.4412851949074,1.6171082762260647,0.020378159541220034,1.0089244764640406
2000,498.4182028521537,1.6125916190115872,0.02055273247244422,1.0076322568244969
2100,498.4109400331668,1.6246186253877708,0.030146984161829603,1.0352990227848424
2200,498.4047332296687,1.614704535881037,0.02578221044016579,1.044622297560271
2300,498.38703031866606,1.6283645351666036,0.03014246193739523,1.0651515404959335
2400,498.4013289968049,1.624564592016205,0.01915756938797896,1.0604158817450975
2500,498.3744941773633,1.6557237273839431,0.023737792368579723,1.0819966369571374
2600,498.3744517249483,1.6378293293389203,0.03582312730347172,1.0800685629762579
2700,498.33870594408353,1.6346464205910904,0.024525220365879365,1.1141331198679456
2800,498.32718869283264,1.648851735595227,0.03404506160995451,1.1271264765486693
2900,498.35000304752475,1.664203551135913,0.021838269884030603,1.1302751372149906
3000,498.31790571976234,1.672929828956343,0.02287883252934507,1.138683810510634
3100,498.30569504645734,1.677739452622292,0.02311597823904644,1.162673198716685
3200,498.3104520243939,1.6644696538668446,0.018560133385243253,1.1716053087428864
3300,498.2740391777856,1.6827351884699318,0.028829356745899346,1.1673394823897743
3400,498.2835616592355,1.69675178712955,0.02486829609362954,1.1849717858004725
3500,498.26312867807263,1.6814056226773215,0.018672968073591818,1.2069857216604536
3600,498.25274082083945,1.6973374931968015,0.033749240199638514,1.2134253672837692
3700,498.25556492144455,1.7115005926959894,0.033652632449137215,1.2172737597961598
3800,498.2056888922716,1.7148425506413876,0.033307594753544466,1.234189809637281
3900,498.21307369897403,1.6988699361556896,0.020621774282124555,1.2433747162176474
4000,498.2050275865318,1.6979615122572407,0.019110875792855184,1.2627573081549706
4100,498.176542992383,1.730519721952383,0.030312936885523795,1.2646184767652016
4200,498.1724240676525,1.7255977692220823,0.03127367640501632,1.276566887899012
4300,498.15150544738367,1.7143816228349753,0.03685018873230303,1.2995441337035678
4400,498.1437263715689,1.7282179808065508,0.038088730380283986,1.3005280056373558
4500,498.1224847519863,1.7390166171546682,0.035200687723410035,1.3313371535709495
4600,498.12001220590946,1.7464311183930383,0.036648662075441873,1.3381188296999957
4700,498.11976861317726,1.7407553412303245,0.02753780493964002,1.334924033260419
4800,498.10712337900975,1.7562218738054993,0.032103596082094475,1.3641372003699637
4900,498.0754780975053,1.7412303147443466,0.034128812465877324,1.359418769081428
5000,498.0628207558724,1.750789127873969,0.021628257583266947,1.388735437672643
