milliseconds,S,I,Z,R
0,500.011164192979,0.012523798990104496,0.9985408519609857,-0.0010753075683023424
100,499.6291497435934,0.4002026461000579,0.7505846108311421,0.2283613584124584
200,499.3708248702101,0.6953143920827558,0.5530668645808621,0.37775813471732433
300,499.1442570967723,0.9277114892620987,0.4190739604676254,0.5154912512613233
400,498.99060261704375,1.1055767116371107,0.31238663454144516,0.6174901372803422
500,498.90135437830685,1.2219699778958177,0.24063418252171656,0.6687924776756091
600,498.7922160752048,1.3287197654677159,0.17882475489631586,0.7307010562062954
700,498.7397156760003,1.3969521116776047,0.1395949212404232,0.7901130515734912
800,498.66857469872116,1.4169990428896662,0.10495987382061496,0.8144457120508041
900,498.639190893915,1.4611778587410267,0.07977364504206204,0.8516626301417999
1000,498.6244106431092,1.5153342229992226,0.07379385971338281,0.8585521401171464
1100,498.59954750204525,1.5402332272449428,0.061522108604078835,0.892055468727852
1200,498.57674232386097,1.5335528469565956,0.04906820757334295,0.9171699609097407
1300,498.54505711874367,1.5410634010537745,0.05324336206874964,0.9113370991821572
1400,498.5260145482444,1.5594275543490181,0.03895349796152303,0.9343244241038462
1500,498.5202118531247,1.593586199333839,0.03762720806457456,0.9606337777486237
1600,498.50108801207904,1.583101766939765,0.02420965369982049,0.9644245654365885
1700,498.4836390469286,1.593799931001397,0.03933212223460361,0.9828051138871354
1800,498.4650656994135,1.5899596471307993,0.023204594622839733,0.9801890577905652
1900,498.44972821275024,1.6047430613051759,0.023531987456442735,0.9989955375186749
2000,498.41866035088935,1.5975512959792764,0.0379347985777119,1.031858375619035
2100,498.41715623539034,1.612026217604187,0.031540951157745516,1.022633102969263
2200,498.4294713330318,1.6208423740371085,0.02810200515098167,1.0444721454917956
2300,498.4115429219567,1.641852859806716,0.025226443602908946,1.0443371674008592
2400,498.3761701533971,1.6246207327703845,0.018404619598520022,1.0797055822033312
2500,498.38268368162284,1.6529207450207228,0.020998816282164278,1.073992713148946
2600,498.3493275060225,1.6497776399332877,0.022178995689204284,1.0885805375016673
2700,498.3400747147888,1.6337437075989838,0.02811942214509689,1.1114299310005773
2800,498.35553529687627,1.6402684723889218,0.02627349433383997,1.1253616331649583
2900,498.31234227848256,1.6582420935169564,0.018303163181658717,1.1275979933103817
3000,498.3278751470266,1.6544331877984466,0.030377814115206087,1.1430785117183424
3100,498.3125719963854,1.6678240815070489,0.0300619783135846,1.1626604523766781
3200,498.30789251894726,1.6743148041305567,0.02085846951018536,1.1694965302398648
3300,498.2920842571433,1.6721282047801378,0.018649433808291788,1.169265926911615
3400,498.26265159088956,1.6943650914410606,0.019206214616385144,1.1829804565890796
3500,498.2686051933994,1.6993070602729776,0.023258251317366575,1.2053356537923945
3600,498.26023743946564,1.6959917859118752,0.03383135968164923,1.199623601802784
3700,498.21955995134357,1.6876369039042398,0.029257927238189495,1.2156864104743736
3800,498.22471116987805,1.7016396538200182,0.021259978393144308,1.2307441734067817
3900,498.21584464344926,1.7025935110228378,0.021457897919375725,1.252948930531133
4000,498.21373912074523,1.7092509894370098,0.024192392320832666,1.2525143444990705
4100,498.2026691957591,1.7046356433447534,0.03617858751430453,1.2843290593814756
4200,498.1740246592355,1.7077311012270657,0.03480080445026399,1.2877971928008747
4300,498.1594838647821,1.738973201287447,0.021504833938477658,1.2877266932166254
4400,498.14235977929934,1.723602132360466,0.030412679053907203,1.3043847933461117
4500,498.130630391251,1.7370667388815686,0.023711311308834065,1.3142103956247078
4600,498.1234392171501,1.7274624507182785,0.021997609065085605,1.337026760979789
4700,498.12427679311776,1.7322893462317652,0.029556439323050538,1.3445217667140805
4800,498.10985544958146,1.757944545511263,0.02441858335567508,1.341924753610801
4900,498.0741101252267,1.7476697606807,0.02933269379374915,1.3781816928122295
5000,498.08278445438367,1.7585575299300114,0.021653425862484386,1.390749790407738
