milliseconds,Tp,Tm,G,A,S,P,Nn,Na
0,74244.37127781566,-6974.147157370426,0.20787567519239308,1.0253731020582753,-3.0093721323904754,0.02744233940660241,0.5081701982146639,80.25445439135356
100,135830.14649065182,9463.79102035398,7.92139708522588,32.071222151296006,3.7884858375691044,0.14734520767236806,-0.0054573489869082,27.415395815020382
200,136072.92001951148,-7215.890368233543,8.226557698120946,69.92980153226851,-3.57346844072857,0.24672840483117672,0.007784214794235893,27.3213063258655
300,113299.24925342451,7112.429371871616,7.760365343809448,111.39582587050532,-2.8316343753766855,0.2669289195518649,0.03203452135117938,25.314475070962775
400,127322.78101744126,-3153.250711866571,8.505554817229415,108.78785903529828,6.787540026851671,0.28762278765269195,0.0469025506403883,25.637090980960128
500,140278.77778876398,14964.568849302537,8.208020530658555,131.51469602057762,21.854269140728324,0.3057264876384213,0.13515938894531848,24.77881734817739
600,121545.7023890265,30061.22050148597,8.295220725019993,150.79803977697316,44.52633483709597,0.3044195386933822,0.31771909147391636,26.50838056291819
700,95550.92497781728,5467.696818812539,7.4656633420847385,135.69261473111496,66.23739784309272,0.3096072699151951,0.44499868488966626,25.720040689093334
800,121931.81635280384,14822.287514528682,8.293346112180675,154.1118796635135,69.7090910539075,0.3257736130126141,0.5083166650293761,24.76418995662156
900,80755.70388151798,8751.812059823369,7.759298957472177,146.4864444401955,75.04245625884711,0.31943356758638564,0.5198843868177823,25.133583676627186
1000,101849.95899391631,49713.11269845665,7.626469015063532,163.5465733093943,71.04159970217643,0.3228773632808432,0.502855486505904,24.206852729026135
1100,105480.99348794422,24264.52116183604,7.9087492039801,176.1441954340439,74.60487580662817,0.32822555710033324,0.4944232445722014,23.11592920823073
1200,103916.31530691152,39521.93986761219,7.743587989102969,173.51956058599598,75.4780284618731,0.33925365998085116,0.4999675436347194,23.46476115112573
1300,119538.50970294693,27157.937089086023,9.583100667157325,184.1875706660545,77.83790621586903,0.33450650136954896,0.4757195838428291,22.731707407187326
1400,110902.80704457486,34449.67528678526,8.660635324992041,197.87393412456518,85.00520774191212,0.3434123322047597,0.45116918282687735,19.66933198869091
1500,163228.83085269158,48650.87090826552,9.5753295353623,191.1469963951619,87.12131630595962,0.34505188219976785,0.44366713659216367,20.904442036872034
1600,177045.41542943663,41419.977176140106,9.91319412644015,204.8451974466738,85.31815146498309,0.3427986295176734,0.42353408063805903,19.752734238550378
1700,204378.34112181808,61406.67221183003,9.714506156543441,202.45318646716368,93.49287103620964,0.3567811213486211,0.4083185211949193,17.913721186322608
1800,176164.90970067598,63098.426325786386,11.523263623116398,229.35878668546593,96.20382709261807,0.35445456413017246,0.3815314606902592,16.80033355898102
1900,224664.654516008,45369.91975155957,11.380920622309006,223.42525755744214,101.87361589712565,0.3539008352094447,0.35036088591435927,14.903742778268498
2000,248779.80167449577,51344.46102896899,12.987680454906696,252.6945133522494,104.27417176751817,0.3678941024653822,0.3397640851411609,14.218375738752913
2100,277724.0129384153,71241.92450472711,13.674184246923236,249.29219239411816,107.31158092138529,0.36969221587200557,0.31004381324727553,11.519282081461819
2200,290842.04706405575,71153.55763797031,15.27276302150955,286.6117964335456,107.3384252602458,0.38482817922505896,0.2579724876772554,11.313595866575177
2300,396803.55751070473,91516.01659963878,16.647164974548573,305.32279937052226,116.3386711060807,0.3816279217090287,0.2357645936601803,7.616392124264076
2400,476289.9524011997,99582.56731937661,18.76601094703085,325.61153970481575,128.36753530566605,0.3948522667860307,0.2058166343921606,7.72613953559037
2500,663585.895333161,122073.83890878422,21.22379199721343,349.35088394702433,139.86750568337945,0.397778787939839,0.17698789930639713,5.337629872978235
2600,803993.1417980924,139230.87608943504,24.41976549043067,388.47207073128743,140.99376702052152,0.40236633703895947,0.13490078519795934,3.644614616809326
2700,911702.6137032124,150561.09873578732,24.382505543609923,405.8215873166487,145.76945650105617,0.4064816220256828,0.13800962437745218,4.589634828994117
2800,919866.5150662455,185346.53878408513,26.148124133392862,432.45739929811305,148.44993178962494,0.41099706312246187,0.14083919412735013,4.172991988835826
2900,1001314.9057500493,190548.9482934756,25.897616679575513,430.4881425795841,154.81225103760258,0.4110666407763249,0.13461977865212765,4.267486260229956
3000,936071.9061501939,203010.6764543001,26.4467950293223,427.0973991265555,150.09985556399346,0.41300913264015326,0.1289446509767823,4.838479444334748
3100,992140.248416152,254725.8391073976,26.16709043582251,421.72783235499827,156.26259485173784,0.41012690995754814,0.13147207247517087,3.1837727798105253
3200,1000454.1768469452,247848.654655752,26.407172204604755,437.6008479436534,159.4159201708694,0.42057832700903847,0.11438920228305471,4.733081165196669
3300,949336.4325200163,292933.3512691757,26.206290942503088,435.0753617282155,159.06694100391064,0.41549319062729745,0.1198150026334964,3.549751041953985
3400,1014156.42322376,312600.45735266845,26.31708744787122,440.30018393642547,153.44887149958808,0.41142003010901196,0.13607413445816915,4.780772613152938
3500,989619.5484690791,312298.06401316513,24.930334327765493,422.30878717199727,155.93076456094417,0.4102919827829204,0.13151206322658,2.5993819080293603
3600,943545.0703301713,355092.461590217,24.900245204576326,426.8709001559452,153.2685298228156,0.412464828595065,0.12587377594133425,3.5658762319437463
3700,962543.462831495,369773.7775444621,26.491516076036937,442.33752891568196,155.1833170552172,0.4132319991404464,0.13348190894481735,2.859839113855892
3800,987815.4745233831,384278.59173834044,25.15884469151755,445.8298228863991,151.8543032563759,0.4187272128632424,0.13815349276935332,3.1962569959923446
3900,981296.452623204,404742.27943997044,25.888515122481895,446.43622648389334,154.46565318403398,0.41325851397912455,0.1369732061467804,3.88857484740892
4000,976354.9706273482,448383.753940543,25.602494374816846,440.1661841042237,155.93163508772352,0.42169898373851533,0.11357031103999707,3.7382854321043704
4100,1002130.7644081963,476971.5328676899,26.003656573924122,432.67117577631166,151.2660692513134,0.411983584828364,0.13757984078009408,4.149046207594871
4200,936819.9442301736,476728.10741636483,25.2025942551361,426.63642876755904,159.6736038151518,0.4178887930017471,0.13224852834922948,4.625191537481984
4300,981913.7029517712,490307.54816617485,25.006399116517706,441.0328852234966,159.9703289112736,0.42183723264753614,0.1332481396723789,3.798340020155953
4400,1005284.1499685186,549218.0685059663,25.902382426884923,438.8215783367184,151.87471083636132,0.41096039709658083,0.13097485574010628,4.7709195595334615
4500,983189.342880751,565301.3788511201,26.170272535195522,441.68288322654945,155.9864198369338,0.4230670513647399,0.12377793493341843,4.562456651282895
4600,946293.9109911676,553443.254198706,25.797889682004048,431.9251043564966,154.83122264550397,0.413693794784764,0.11917907506269425,3.9163788169099956
4700,978944.0566629978,597069.8962030625,26.191085715047674,436.0461301309486,160.36543019236333,0.41490470917680344,0.1263931727478387,3.8323182106559277
4800,948229.2835104505,634022.6277317716,25.02555875685147,426.05868412453094,154.1894690712172,0.4147199249490268,0.1360004646482045,2.9103354454520094
4900,991124.0317368736,638262.5407441559,25.04867456913932,426.2765253930134,159.18671148868796,0.4103096307879344,0.13982386114984385,4.784875915872595
5000,976238.7697184876,680453.1268353243,26.24746119165462,430.0328593082985,158.6619068528772,0.41197566593205287,0.1251963960145048,4.31426551072027
