milliseconds,Tp,Tm,G,A,S,P,Nn,Na
0,61870.90716803785,-17668.389732892476,0.7761721763251149,-9.140461566105934,-2.195704138574695,0.03656766956613612,0.50791170388671,79.44859238774433
100,129584.07351747528,17963.03017741029,6.645545525546852,35.41849036352616,3.625119960688682,0.13484507588845634,0.004185766785396304,27.585675253805622
200,118842.47548627238,-14693.624262863756,7.378198651119035,67.29342679335144,-3.6316540782774567,0.23750906855853096,0.010490984718859668,25.7074260434813
300,82929.63502426427,9275.682986955047,7.674920483510069,100.88462352414608,1.9697467089621896,0.27724635177005735,0.017159636952720235,25.124106160194163
400,77682.32816326756,1925.512182204453,8.540810668978299,116.14429462972973,7.081832610986458,0.29762009371898995,0.035059517107858124,26.06574236762277
500,122294.17849509009,-2728.842868569136,8.15986987202211,136.47979436575497,21.360228614983,0.30397716917711365,0.15906061901117508,25.157567247015113
600,114041.07173864386,24334.776410401682,8.129777897686411,154.75229848142212,45.55823881902488,0.3171996236400204,0.31231154593900473,24.488059317754143
700,111267.65347184025,22791.558902423953,8.421335571611696,142.81225377543856,66.00640868469314,0.3143381505631888,0.43724730403489226,24.28110008254486
800,80189.3044003908,42844.21498919404,7.618101332081357,143.2807672142543,64.76514099597935,0.32093582418438454,0.49967195108056417,23.738269262036628
900,116946.21975486174,38079.04115162516,8.28906090439953,155.5593116166644,77.10879631417825,0.3200726833371115,0.50392500245333,23.601438901974777
1000,117542.18119537916,8339.971139633839,8.598644308163347,171.21253045413147,77.8777971879988,0.3342942654535163,0.496732772643666,24.66261975735227
1100,89587.70599124828,39052.56056715775,8.178805418056205,168.62871746237383,75.03563286974472,0.3315386090324824,0.49734306008548906,23.682629772196538
1200,128459.82377656677,40490.469869111716,8.392050322285737,161.64624835125713,80.8848776935197,0.33914415550925053,0.499548339508562,22.666750226498916
1300,146673.13776520838,27534.022831104732,7.995585342840754,185.6370621200669,81.53549720619878,0.3379746871059316,0.47739877092490196,20.448876135634038
1400,181470.85092968293,36942.93873538104,9.618825333425788,192.90472422244312,78.69440048365392,0.3343083075272212,0.46486218820152375,21.066028400332726
1500,178967.1981577701,26200.362224711767,10.308931847892417,198.8799119094157,84.9432130455785,0.3419065154435691,0.443935848368692,19.064341107838313
1600,154296.22344026336,34168.95244179051,9.468894621844187,212.18046467294442,91.2675365600638,0.34550116391396163,0.4247148474461526,17.827260369753056
1700,214706.31048094886,44178.739048543066,9.775556910379299,211.9535272869408,89.4651736229534,0.3544641738788598,0.39558023358179223,16.874234446757804
1800,193862.33353979062,48480.757278390214,11.65583976898235,206.26441099944427,89.85581287566026,0.3591415611805405,0.3996941411446082,15.263072562091486
1900,242485.58375252486,82764.88876872243,11.535132950671962,223.77604102549336,97.56978389946943,0.36577026126800505,0.3718212277506368,14.162470615417295
2000,223636.83518368276,68013.49417533925,12.942468627661425,253.692798332906,97.09501191582692,0.36274190932512357,0.3212949206394753,12.987363313450528
2100,318493.9415635229,71172.89650516113,14.864841167573163,270.24729728042627,107.24369763705921,0.37735158905743854,0.3101635369297313,11.875277533697075
2200,317981.5060866166,100444.80419693247,15.496714258366554,288.15386371678653,112.91372041593465,0.38534182384005744,0.2636624369134313,11.516227615474694
