milliseconds,Tp,Tm,G,A,S,P,Nn,Na
0,110551.58537699214,8276.536343757192,0.575480165719287,-7.112632214309523,-1.1870222326419402,0.03146911883750938,0.5023792522939848,79.2590445844459
100,103120.7710256047,10146.276446711356,7.983963669957783,58.74493744092156,-4.681985336457494,0.14581712475985878,0.00842737582446591,26.036368394570857
200,137786.01161720007,-7079.939271234406,7.153916259545471,82.74461368689734,-3.326358074133,0.23381662464180428,0.015091117423460173,26.3553375923295
300,109141.35391098021,3752.7692155209324,7.424809004301178,105.84550408715764,-0.4697192028545363,0.2692134109638388,0.021917368775862443,25.88558141234063
400,101990.01820052309,14555.454963579477,7.553488293945883,121.65717054548105,5.105085154375659,0.2920273725319117,0.062030888265491774,27.242945062383697
500,122902.16790067693,19566.688785925406,8.45380029524686,133.40727528992036,16.56468875621655,0.2967896120189985,0.16393438109645067,26.94803135082469
600,103703.56114160687,23814.851415165474,8.146659189893636,151.27530967207474,40.59451603516628,0.30883597748971026,0.3075676277412467,26.524118069969475
700,143886.13060260192,8514.730059755102,8.43187909532167,139.2026918911643,60.296048544429595,0.31975653514088836,0.4365804659961169,24.64538266900574
800,134454.78546696636,42223.69916518133,8.328763862556357,159.45382087261197,64.00224180570905,0.31432845051141617,0.49571652644863085,24.808501119117512
900,120611.75385348851,18719.86171101268,7.629430863092095,167.6558520659851,71.7149427500352,0.3189777156229442,0.5022033632654379,23.84843856122434
1000,141065.2435091035,34095.07360000577,8.287385031178287,164.81593497438533,75.12580306390893,0.32684562985919197,0.4953953191031452,24.66300532233228
1100,86107.7701443852,30341.927755045792,7.905705783935617,168.58763513268156,80.5992904502217,0.32915787562702326,0.5099410446496877,22.93473832971671
1200,122430.79081840708,31831.232383314902,7.774015140522463,185.56335889505317,83.14940611212405,0.3330922422205564,0.5028247877308901,23.182908694076257
1300,96392.49539286175,25050.865255542867,8.301227569471145,185.62516172346832,80.68435499706064,0.3394766113100866,0.47579159470127624,22.913286702586063
1400,122190.54678115882,56005.733953204326,8.53859141768721,189.21887014505293,79.61008988774823,0.34249183271520894,0.47787183083732476,19.79895025741136
1500,151697.89008476763,40435.41899806922,10.340642787450944,194.15739375289607,81.87358431545425,0.3398921450953025,0.46068480388151267,20.90999933122785
1600,152368.90676247692,64113.278044796214,9.254870056383973,190.91314252123794,84.26660287952856,0.3399688712178479,0.44388355281854824,19.876070998021984
1700,138344.62828381592,48071.72020122131,10.579600811990547,209.35502685016095,87.73904584512336,0.34675085979404974,0.40265973915872905,18.438089403058484
1800,214872.74424061825,67902.79494607648,10.651544093866804,210.72054909597773,94.39171955341929,0.35224912614978005,0.3846255692714685,17.648440616250838
1900,230875.5543690129,61490.70532763363,11.352822626842592,232.99285248616823,101.91510020045773,0.36320359817819664,0.37800470179411355,15.566360171031116
2000,275164.0580165538,56892.71789449896,12.802132292920149,229.5414062643775,104.04780605452821,0.3703697314274765,0.3406047016225954,14.732869153627853
2100,303512.9572236616,74784.7149312647,14.342003355774683,265.2768627175484,104.5763492868868,0.3729557509871155,0.31075286852065964,11.937898793800427
2200,336106.4755998395,66724.8020427072,15.317311551456344,269.11602501333317,108.1274501041532,0.37306566623868637,0.2575756220661986,9.238051082925157
2300,386877.90458754776,83799.25738456778,17.80400539993459,306.91019964272243,113.39404561273481,0.38026916147642437,0.22901805726761557,7.591944272186663
2400,544605.6839901919,91617.16942997169,18.76421128133372,342.65027802494967,125.76824248356,0.38896836191391176,0.21112149888079107,6.811799772058155
2500,677670.6296115008,118439.5055364631,22.576483333561853,374.2377452518879,137.8730970385979,0.4014498674583772,0.16107253466509205,5.038457448857781
2600,825081.5164437939,113543.67604713529,23.9997083059339,381.44764466946185,144.20868980335703,0.413968577242507,0.1455489486330895,4.0080495389752855
2700,889585.6222521404,144226.11013300368,25.133429308529237,413.68504896008164,151.2148109221048,0.4196376713380564,0.13181368135280574,4.7502253295090835
2800,936250.7362584063,190318.57396363094,25.985218135934407,418.7897357513445,156.0474264259415,0.40968754465593765,0.13906596351499845,2.911457023908576
2900,943471.0128206856,188836.885501289,25.683698586632342,423.61843565258965,155.12092453083508,0.4094556734050523,0.1268511395869866,4.885771047558429
3000,957554.464365398,200257.6909946508,26.083884568464285,433.5713130454446,154.1920613829351,0.4095998118328009,0.12147290212492996,2.9895744034660976
3100,968291.915976326,236474.7696457837,24.944468405420782,424.7809925512271,159.55419469168922,0.40927106669164637,0.1309721203311107,4.363836577103273
3200,999523.3350665102,276171.4343652422,26.467383267065312,444.7616158462529,151.9772701100705,0.42105259116202703,0.14064594917493256,3.3912226233600946
3300,960078.8917544074,278539.28984754847,25.144148443039775,437.68723011042545,157.78384363262256,0.4159186933100566,0.13478959884193703,4.560302403330528
3400,994125.1562401708,311406.8468475963,25.221201353156996,437.3696796698328,157.3201531164717,0.42016957782524067,0.14123591329772117,3.8235641470664463
3500,1006123.5141507721,315490.97844383377,25.00224173350992,426.64185535866443,154.11790352015845,0.41541161648732744,0.12616931952682642,5.108767413701706
3600,980482.3562020902,338171.15637865354,25.978622289672764,435.56593730022365,154.67928466953964,0.42206593511295987,0.11529130876002176,3.9867586456058834
3700,967477.6349413099,362815.40454699204,25.955000664980027,443.1361438233406,150.85466782061204,0.4163619437449303,0.11974469720139556,5.119137264750323
3800,941181.5334796688,391504.76853165,25.64353339718149,423.91304429810003,159.2997025831124,0.4131368546791558,0.12799672459819547,4.7687643005618074
3900,951970.5375660337,402572.58805182786,25.227336645159586,437.0196779598009,159.21235806868347,0.41919232743523294,0.12713912439821148,2.5990041756641986
4000,942087.5326411981,450255.9385795757,25.887204180591908,438.08276529208416,152.69945814044544,0.4120042070551384,0.12388363450967668,3.911356709057238
4100,1009497.434446052,462192.61618030217,25.47347699775167,430.6050855558432,158.3741079204357,0.41731049486283434,0.12622955093724936,4.181098848244496
4200,934915.0459169184,490867.9837769301,26.06225008908584,435.3848253719304,150.99017283533874,0.4192237159804735,0.13804132837100802,4.367712653757532
4300,974843.5960325577,517749.95028284,25.528049246410788,446.2363632119565,152.55449945198762,0.42308001325070366,0.13936589032890204,4.157336654383217
4400,975779.4934298174,546922.8887807281,26.10788224674293,441.40603747623607,156.88987247168976,0.412254813359497,0.13330453067027162,3.0875686985186
4500,940210.6969895927,554747.7573276686,24.906789664350924,443.79421217178907,158.80934451380645,0.4209105590883889,0.12982900049488305,4.900447234793716
4600,962107.7565866184,588628.5575863644,26.211769259823956,443.9183176048611,156.1481635305755,0.41475300835500134,0.12509614884759523,3.429377657450344
4700,950288.8809243207,610826.4934164981,25.53208671634985,436.4036574137308,159.08683800145488,0.4091697802478394,0.12038013876211572,4.474176466711154
4800,943180.0864524298,619162.39336523,26.115682472598582,443.09778745598163,158.89006048993562,0.4090725246893132,0.13074690968784003,4.2571285642982435
4900,935333.601700169,645326.6832749511,25.75192962262483,432.96107770876785,156.95925010055646,0.42003619304136697,0.1275168960896572,4.7819514516607375
5000,962355.3123855419,647497.5767030332,26.007103960173794,446.751407180363,155.88503919218124,0.41797625745176736,0.13031371474416978,4.935180220441044
