miliseconds,U,I,V,C
0,99.6083299301224,9.917616962578725,9.998444964359134,29.95895920951041
100,98.98110801697409,9.27325488228998,10.123639401839666,32.02590245886639
200,98.61807262535274,8.62982128666094,10.282574668901127,33.427859029473396
300,97.81791830265423,8.173711325735848,10.324794722039169,34.28367774701145
400,97.39005442098932,7.526110076051075,10.419331359381314,34.839727067230875
500,96.5166974744396,7.12054068287941,10.48752791400466,35.25871005435001
600,95.49387542144193,6.579766480688098,10.540648355078776,35.52680722117844
700,94.888035101633,6.203183090296761,10.595292512377267,35.70069178562618
800,93.65618910979295,5.712349838322288,10.633508135396514,35.79631731256051
900,93.65459733914456,5.40975619281995,10.67307830044973,35.79259395820666
1000,92.73937062452069,4.968785611275546,10.6567157262971,35.92759049867261
1100,92.1460369993469,4.5357938714445725,10.643928219192718,35.86427751612678
1200,91.29890900998365,4.461399039123871,10.69190896306668,35.89472946128471
1300,90.11262706359716,4.012195078950044,10.67154436492269,35.981279289603464
1400,89.30356198054989,3.907855904525444,10.624657029160623,35.96122751424067
1500,88.17885773154723,3.5344914574669097,10.599131139963287,35.943796407232334
1600,87.65202539131059,3.389548963514787,10.570422292644688,35.95094441026553
1700,87.61364905158207,3.0835595866837244,10.532133167394615,35.97754297590146
1800,86.84096634570945,2.983422619917304,10.48158252648846,35.919294957989884
1900,86.05059286111914,2.573968346826682,10.478746477624437,35.96857628445715
2000,85.39255159750874,2.5795636428577007,10.391907432092045,35.95724980766581
2100,84.17816057983113,2.4715459349669935,10.340883711168075,35.93316259891923
2200,83.5330765130391,2.1159591307594314,10.31303131590882,36.0001873171644
2300,82.69388270748415,2.1798798362175247,10.254982379292244,36.00030272367828
2400,82.02852780542763,1.8615869665365512,10.138975741132766,36.013377315337294
2500,81.0802336738684,1.7097833472717077,10.128506189766508,35.94800000105257
2600,80.37434216114119,1.7371930326846259,10.066912722469544,35.98249391003997
2700,80.35519473804024,1.5476807910855692,10.010342042142781,35.97351799080622
2800,79.07483515228833,1.537094851183412,9.884701621102819,36.01928054031792
2900,78.61837235529886,1.4846265743195197,9.831607290780653,35.93178467098308
3000,78.024785028832,1.3019710176814638,9.744589854804122,35.968074962227895
3100,77.02228362847845,1.09046900317846,9.64769045250548,35.990364897072375
3200,76.99459676297039,1.0143481290886167,9.59272661781103,35.951940985232895
3300,75.73973715593797,1.1445208773307038,9.550300280985244,35.983248209395974
3400,75.55858115227863,0.9280212698139594,9.426631979455012,35.939052184705666
3500,74.53210898613555,1.0275129037711976,9.351232993053255,35.92580891117296
3600,74.14889312086206,0.9204560363722288,9.2860081404713,35.93905308518144
3700,73.96453026037439,0.7993715535737297,9.187496631107775,35.96454979664818
3800,72.75446878115477,0.8134248585137871,9.149586814472586,35.9672353863197
3900,72.46244970870944,0.6672914401910626,9.079879696080342,36.00835037393439
4000,71.4347516846291,0.8255587091634817,8.982907152516725,35.9260320910427
4100,71.64493763859548,0.6917107288160801,8.910131464297683,35.943832942220794
4200,70.88350438279718,0.7377038986073972,8.850237142971006,35.99640013930702
4300,70.11667622482611,0.7093163995242304,8.749122509566028,36.02389245609099
4400,69.21173514724647,0.46276752285314837,8.683253138695461,35.92241049812578
4500,68.95024022693367,0.4303793434558234,8.535297409813957,35.940574233396056
4600,68.40929969899923,0.4985291113988309,8.515317138851682,35.97916745237033
4700,67.91195406396821,0.46184807779930254,8.391212323276182,35.9948920166619
4800,66.98485012579239,0.33913699586368207,8.327428533184733,36.00855364173484
4900,66.30205761393883,0.4003325598926077,8.236821196359266,35.92463713007966
5000,66.16683700602674,0.4366045890617764,8.203372722662177,36.00270789983939
