milliseconds,x,y,y0
0,0.0,0.8,0.1
100,0.0002440211257721972,0.745878880697782,0.09233465020244488
200,0.00031766701745445687,0.6953529515814437,0.08526507247957972
300,0.00044129091602237487,0.6481899195310635,0.07874915696838293
400,0.0006859088248132354,0.6041724029578611,0.07275271347691208
500,0.0013134541267330515,0.5630976825560113,0.06725947307443604
600,0.00333338758346555,0.5247792811064534,0.062314832517275875
700,0.008804657067923539,0.4890543232220277,0.05813016034440716
800,0.019147297163715445,0.4557964304748487,0.05510042501225266
900,0.03461049551527714,0.42492217390944936,0.053671968770170934
1000,0.05499245816537944,0.39638770187614153,0.05425405320452395
1100,0.07996531161628742,0.37018167233943916,0.0571950724923022
1200,0.1091618950632116,0.34631785887039174,0.06277957903145329
1300,0.14219444107094517,0.32482854761037067,0.07123021321746846
1400,0.17866229908070821,0.3057583080153411,0.08271074123332196
1500,0.2181555808476545,0.2891586555324944,0.09732950901701734
1600,0.26025132793541633,0.2750834302666196,0.11514253580556205
1700,0.30451713728006646,0.2635846906688707,0.1361562584456578
1800,0.3505134846775296,0.2547091526319629,0.16033053172643202
1900,0.39779031523133884,0.24849512742825317,0.18758128644217462
2000,0.4458933076830378,0.24496985097023904,0.21778309578995803
2100,0.49436612710389954,0.2441473164007043,0.2507720164098814
2200,0.5427489393846779,0.24602652766112862,0.2863481507867744
2300,0.5905806916615577,0.2505898827897931,0.32427826570018536
2400,0.6374073539382459,0.257801848590597,0.36429880068232
2500,0.6827896007252786,0.2676082843507632,0.4061191466939928
2600,0.7262964039231304,0.279936003213033,0.4494250403140575
2700,0.7674955695324415,0.294692451491468,0.493880900917769
2800,0.8059796345083079,0.31176562433744254,0.5391323866246369
2900,0.8413772401889927,0.33102428465408934,0.584810890946626
3000,0.8733344114383409,0.35231853906776606,0.6305380862723857
3100,0.9015057263623235,0.37548063467378445,0.6759281857199421
3200,0.9255880502199445,0.40032585587472663,0.7205903738455788
3300,0.9453234212048843,0.42665360167887983,0.7641338111820143
3400,0.9604805078923313,0.4542487821402071,0.8061722566043648
3500,0.9708470981347979,0.4828833934327207,0.8463261909052314
3600,0.9762701267199735,0.5123181467226715,0.8842252889041842
3700,0.9766435137354194,0.5423042095961902,0.9195140181481625
3800,0.9718903959593442,0.5725852296891236,0.9518550891275738
3900,0.9619824889264009,0.6028994108910659,0.9809311633287243
4000,0.9469385874351633,0.6329815842872315,1.0064488142459351
4100,0.92682002377434,0.6625654404600106,1.0281416869736528
4200,0.9017338462792528,0.6913858018250721,1.0457727046477314
4300,0.8718324220614315,0.7191808776943271,1.0591367287698628
4400,0.8373122566037995,0.7456945482721711,1.0680629080010375
4500,0.7984127280869114,0.7706786488932404,1.0724166322860988
4600,0.7554143673514612,0.7938952158962551,1.072101170479539
4700,0.7086370462875079,0.8151186493116811,1.0670589387023692
4800,0.6584379457861484,0.8341378374440481,1.057272640784084
4900,0.6052087430468612,0.8507581197258859,1.042765811843411
5000,0.5493731390312302,0.8648033129279163,1.0236036513466933
