milliseconds,CtrA,GcrA,DnaA,Fts,Zring,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hfts,Ini,Elong,DNA
0,0.10983257205837041,0.7800228731479163,0.5998922447020154,0.28935775216560866,1.0000004307069377,0.6602935919489735,0.3395866982652364,0.1097366724894524,0.49893656701537137,1.0010400592285595,0.0,0.0,0.0,3.198119618117968e-08,0.04942898797054493,1.0504541846651727
100,0.10979413563133288,0.7801489931115682,0.5998531652320785,0.28854437238033476,0.9998696677381499,0.660835176165042,0.33861876469588503,0.10982202669745737,0.4983967471955305,0.9972942183288936,0.0,0.0,0.0,4.7662164093571577e-07,0.05069843075662073,1.050891756139462
200,0.10917390414613448,0.7808687363436103,0.5991109699557088,0.28770139228958164,0.9998711338988908,0.6612660968798759,0.3371350774844466,0.10891494008229483,0.4933510623359915,0.9952811502581477,0.0,0.0,0.0,4.312574139611023e-06,0.05054217308863781,1.0514040052295064
300,0.10885745241702226,0.780846810091725,0.5991697632905715,0.2875116056618421,0.999872596941084,0.6622671558691391,0.33633155955962724,0.10863202868384558,0.4906734029093323,0.9913795911042089,0.0,0.0,0.0,5.4395283834819045e-06,0.05196162504213705,1.0520354204476543
400,0.10790655526704586,0.7812722641518565,0.5987304337041595,0.28615809721996377,0.9998734432858574,0.6630663408109453,0.3356197898595541,0.10838767420193086,0.48981965981441455,0.9897568769523154,0.0,0.0,0.0,6.936561168231197e-06,0.052044520793521856,1.0529701633724917
500,0.1075489953571181,0.7820775250504106,0.5979463087689191,0.28457989081751356,0.9998747848942156,0.6640707853799869,0.33439380260052,0.10770398520866808,0.48718047601437564,0.9855085913376023,0.0,0.0,0.0,1.0124369251009797e-05,0.05280523026569595,1.0538235272936
600,0.10740296371734412,0.7820991182935202,0.597555105979221,0.2837503591468682,0.9998773482302411,0.6654055109280074,0.33374306179090685,0.10741163917859828,0.48433496048749164,0.9849351042168819,0.0,0.0,0.0,1.1924235814803055e-05,0.05348348763740745,1.0542344884024486
700,0.10686257458046623,0.782814804941011,0.5973387929036539,0.28282875683591746,0.999878566093093,0.6663481979051654,0.33229921064335416,0.10706958608626041,0.4802713682745774,0.9803998686452128,0.0,0.0,0.0,1.1565073017853337e-05,0.05430328146002554,1.054196249566992
800,0.10621628286904687,0.7831132784591245,0.5968885967222293,0.2824840494393293,0.9998818713321095,0.6668280657364115,0.33171477824219353,0.10646556075789403,0.4785438605467945,0.9792801440661488,0.0,0.0,0.0,1.4047886435180256e-05,0.05514293124785406,1.0550006034233397
900,0.1057404674756584,0.7833247802634732,0.596480664183558,0.2806688809647591,0.9998828554514358,0.6683801991080099,0.33062639768928215,0.1061428770125099,0.47684574963296994,0.9764458348554182,0.0,0.0,0.0,1.7395179612345507e-05,0.056200997350971685,1.055451256795286
1000,0.10527641813978884,0.783842751399436,0.5964979819698655,0.2807061356674342,0.9998850368885234,0.6693056382574227,0.32852998726231725,0.10588781801545094,0.4738961523703469,0.974514294849774,0.0,0.0,0.0,1.8396777418318026e-05,0.05737533678714497,1.0573169917491831
1100,0.10513121278182765,0.7838790186027476,0.5961895301093447,0.27969213728248693,0.9998858536998749,0.6697341186858873,0.32770935359283226,0.10498437138519445,0.46986904546499353,0.9735318096535096,0.0,0.0,0.0,1.9660437780452522e-05,0.057538520985137974,1.0580715650429104
1200,0.10458745704915758,0.7845308903188466,0.5957993658484516,0.2776589767810047,0.9998861924735001,0.6711672097952182,0.3271516166453611,0.10508127871147258,0.4683275051037158,0.9693928821210357,0.0,0.0,0.0,2.3275683488234075e-05,0.057609682560911105,1.0583815956880853
1300,0.10423720851109326,0.7848788887397421,0.5950532480741919,0.2774988214044282,0.9998884556525793,0.6722681032369097,0.3258950302068704,0.10452127099478402,0.46595457210377483,0.9678170586996291,0.0,0.0,0.0,2.3084580431511544e-05,0.05907148878843565,1.0586573064493896
1400,0.1039899399977518,0.785220148330418,0.5950235169082666,0.27655674078136994,0.9998901471121429,0.6729939430420032,0.32518319374445037,0.10424138274888974,0.46512693754049794,0.9667266796064921,0.0,0.0,0.0,2.5180530605312258e-05,0.06053005805998343,1.0593171065660596
1500,0.1030770783934644,0.7852866154827464,0.5946895675200373,0.2754198276492802,0.9998908165766788,0.6732523789573789,0.32296301886192624,0.10356102363989615,0.4600373628657596,0.9642854478976526,0.0,0.0,0.0,2.834218096861649e-05,0.060478395675022084,1.060482452407115
1600,0.1029685495912058,0.7857442376963085,0.5941121721996517,0.27427603772881054,0.9998930875735679,0.6744667216252126,0.3225058138186444,0.10303349280151733,0.45769923775196886,0.9612262383089425,0.0,0.0,0.0,2.891041048095817e-05,0.061307834403859826,1.0611950202801144
1700,0.10232683284707893,0.7861904230692129,0.5936444925913544,0.272929102482369,0.999895798690099,0.6747924883983182,0.321167073494332,0.10289903068018448,0.4561595156293141,0.9588978243596838,0.0,0.0,0.0,3.0704157330178626e-05,0.06197711411629884,1.0619217963975922
1800,0.10224016744950667,0.7866737356786934,0.5935104675015086,0.27216521347753525,0.9998962531140723,0.6762799202192674,0.3194130557962948,0.10247923384286382,0.45260824011156303,0.9591154454542746,0.0,0.0,0.0,3.370718428329852e-05,0.06313660341844446,1.063246311648724
1900,0.10157553106385772,0.7870103271255756,0.5933394851117634,0.2712031118132161,0.9998989021909226,0.6771381414059544,0.31860031441224496,0.10183125917630753,0.45257834705748234,0.955261729941517,0.0,0.0,0.0,3.5815650786579e-05,0.06427882870558273,1.064627320858538
2000,0.10149448509824273,0.7873207090879325,0.5928596057381914,0.2709195711250259,0.9998999515154795,0.6781638677671176,0.3172915474030312,0.10149989994597228,0.4483265075725846,0.9550815994869839,0.0,0.0,0.0,3.676926099936031e-05,0.06461101846876235,1.0655696838547961
2100,0.1005539922967544,0.7876967317928228,0.5922016375289568,0.26901720418256353,0.9999012788108945,0.6791065351784702,0.31649747676918605,0.10124526331400965,0.4476501996300907,0.9514770128773943,0.0,0.0,0.0,3.760667436044982e-05,0.06592520290398428,1.065645948149852
2200,0.10029471806671787,0.7882840559745131,0.5922263503472436,0.2681603578194954,0.9999011451173068,0.6796805931196089,0.31517099810930416,0.10082206386065218,0.44442972097354927,0.9506896756087181,0.0,0.0,0.0,4.071446078194317e-05,0.06627119365133183,1.067118736581293
2300,0.100254176013441,0.7889556610611604,0.5916511245273507,0.26793583672861215,0.9999031201641039,0.6801738772948945,0.31546122190906134,0.10061366820688633,0.4416915095902841,0.9481261394056316,0.0,0.0,0.0,4.142386262623213e-05,0.06701348245605634,1.0674799008773914
2400,0.09958679643263524,0.7889237164353453,0.5912707207112475,0.26649017801611685,0.9999054133900751,0.6813179858385666,0.3133104222343427,0.09972679925214824,0.43769295572924743,0.9461212898024153,0.0,0.0,0.0,4.448365176012271e-05,0.0684302071373595,1.0687425665670427
2500,0.09899274353065644,0.7896477222346522,0.5908825111701844,0.2657647066250917,0.9999069229301276,0.6816636137260292,0.3122137751104798,0.09981019158307217,0.4355449593414407,0.9453016673529259,0.0,0.0,0.0,4.558175081554334e-05,0.0700596098967472,1.0690312949367164
2600,0.099059594709381,0.7900903982975508,0.5903665973090367,0.26471429584375994,0.9999076684910148,0.6830551845046088,0.3121917262276022,0.09919882983127404,0.43402545557871225,0.9440961748919282,0.0,0.0,0.0,4.906755884505708e-05,0.07070447719065769,1.0701638701446858
2700,0.0983852581474776,0.790529768591858,0.5901849739949406,0.2631667940983531,0.9999081751804139,0.6840613348562569,0.3100708280739968,0.09862682143640991,0.43240180002442624,0.9437013873737936,0.0,0.0,0.0,4.960721724114117e-05,0.07199594526976212,1.0709393859214011
2800,0.09842301343075803,0.7905311709711687,0.5899828818318376,0.2633794139283832,0.999910413931628,0.6843312592135465,0.3090822682661798,0.09825741048932828,0.4314923098823976,0.9419126895445409,0.0,0.0,0.0,5.120644470775234e-05,0.07252476117706214,1.072439489532547
2900,0.0977097393094561,0.7908291431109487,0.5895913308903196,0.26161865510521676,0.999912054734416,0.6857570397711767,0.3087812113084519,0.09794608458931184,0.4285116782658872,0.9399594517987024,0.0,0.0,0.0,5.380481128614311e-05,0.07382896724931359,1.0730691850798315
3000,0.09740590212770348,0.7917256974600646,0.589054786468656,0.26051840414563965,0.9999119531636445,0.6856723719249349,0.3081647741834419,0.09748567463653565,0.4264851416042675,0.9377943582545557,0.0,0.0,0.0,5.464866832624909e-05,0.07373858917818588,1.0737587405805562
3100,0.09700755294841373,0.7920159853070647,0.5885231762376159,0.2608279434263575,0.9999128476336016,0.6869952578331597,0.3069201681479874,0.09738197685570568,0.42283521615477226,0.9367125814099649,0.0,0.0,0.0,5.615693080679274e-05,0.0756552562588773,1.0754007757811146
3200,0.09680494342095992,0.792125650792902,0.5882819121853765,0.25954661522730327,0.9999140257400556,0.6877069717667628,0.3055391345319071,0.09655605508679853,0.4212135254560992,0.9344769675840899,0.0,0.0,0.0,5.9472230250302856e-05,0.0769148145530001,1.0760586610136516
3300,0.09609953482888363,0.7928092808373132,0.5880254935840213,0.2589230341770191,0.9999169241495066,0.6885802582485581,0.30428248963516596,0.09649160411599454,0.41758378905417176,0.9325097448403743,0.0,0.0,0.0,6.112774519711057e-05,0.07787398705540319,1.0769679699987902
3400,0.09594862020791399,0.7928261891038344,0.5876553392342996,0.25735754163202906,0.9999168505699183,0.689652870051963,0.30311151776320566,0.09608895805484921,0.4161076253866073,0.9324739763995342,0.0,0.0,0.0,6.327840282797386e-05,0.07873175533059025,1.078606832402506
3500,0.09538266420434521,0.7934762353453952,0.5873623572197192,0.2566933787299728,0.9999176097018309,0.6900739428041336,0.3017344826041917,0.09580699143947066,0.41391222519143767,0.931306296071289,0.0,0.0,0.0,6.597275777325658e-05,0.0799556521445117,1.0795488345113446
3600,0.09514574510415562,0.7941351796102026,0.5868359757147339,0.2551611700022889,0.9999198987208494,0.6914125332393236,0.3007909525870445,0.09504518383422304,0.41167187150254875,0.9309006473060091,0.0,0.0,0.0,6.752391010882417e-05,0.08079792298902483,1.0806183972330459
3700,0.09517166271953371,0.7944320294682432,0.5865732173315883,0.254090033439836,0.9999211778290582,0.6921596139122237,0.29976210813265647,0.0948096267988608,0.40877729235512755,0.9275525473545149,0.0,0.0,0.0,6.90075169422098e-05,0.08118714195065328,1.08212865706682
3800,0.09484102772459076,0.7948652449962634,0.5859028230771017,0.2542080542278785,0.9999223634571406,0.6924661007458751,0.2999556009892159,0.09444188575059256,0.40672360472304214,0.9275076557267677,0.0,0.0,0.0,6.979692020481275e-05,0.08329018336742003,1.0826482408963454
3900,0.09449089380619771,0.7951126086800886,0.5860495797108565,0.2530677200295342,0.9999227004819826,0.6932569701749742,0.2976111527957008,0.09419215963402053,0.40423419360619295,0.9273613219874721,0.0,0.0,0.0,7.400470365497414e-05,0.0842072116736723,1.0836322383773866
4000,0.09392755280196406,0.7953250168508214,0.5853273917173524,0.2515932451716351,0.9999236144064205,0.6947317100337449,0.29724995604637294,0.09369869400511341,0.40426748512432675,0.9253367778478352,0.0,0.0,0.0,7.416174232752808e-05,0.0850662721320781,1.085346278166872
4100,0.09341727447037729,0.7960091520473008,0.585163104214299,0.2505870255243748,0.9999236516870107,0.6950727637695003,0.2967990749253128,0.09348485363780212,0.4002265759918074,0.9244202390677564,0.0,0.0,0.0,7.649470162837517e-05,0.08607741102162163,1.0854839658842619
4200,0.09347675478479002,0.7963748815440075,0.58462653578449,0.2496891688225809,0.999925287239138,0.6959256130166416,0.2955141033551565,0.09281322593463666,0.3986065933413941,0.9236958063894122,0.0,0.0,0.0,7.900933001414974e-05,0.08651449370251689,1.0873841193877916
4300,0.09311219459700394,0.7967905125430019,0.5842630166966596,0.24951752287690018,0.9999273913160894,0.6965937981096412,0.2935247467823248,0.09251262929073177,0.39606542458184985,0.9206198524455866,0.0,0.0,0.0,7.964926447138866e-05,0.08802050930965369,1.087940533797944
4400,0.09268203960569381,0.7971395353705176,0.5839371061780309,0.24927107285154307,0.9999271943609651,0.697093807072484,0.2933174460557755,0.0919892840224446,0.39513101653734284,0.9213350523001917,0.0,0.0,0.0,8.173629084303349e-05,0.08953849441933803,1.0892591369152507
4500,0.09207471328199322,0.7974795854750122,0.5835341867442226,0.24801373789152414,0.9999289912362055,0.6983945539941184,0.2923658539017041,0.09215753814188465,0.3928600604579425,0.9201899235210826,0.0,0.0,0.0,8.390336690841626e-05,0.09013544850723489,1.0907300732791676
4600,0.09190119178361789,0.7982076514518,0.58327401284873,0.2462664077037396,0.9999303309375377,0.6989470145308702,0.29054857163652187,0.09163818987200174,0.39140230793476094,0.9184370719908151,0.0,0.0,0.0,8.658935617122512e-05,0.09074902027248953,1.0911920967325122
4700,0.09137616725263063,0.7983032815295004,0.5829079050408432,0.2457096525938494,0.999931590668832,0.6995171895941862,0.28980446135403054,0.09143782877987272,0.38802492083127155,0.9173408414474827,0.0,0.0,0.0,8.659497468733112e-05,0.0923485767594474,1.0919141014830724
4800,0.09124415645648008,0.7988974669715804,0.5825463741288546,0.24560236727856247,0.9999323465753708,0.6998416487649779,0.2889306336007685,0.091066292788937,0.3863747113796458,0.9154050685549,0.0,0.0,0.0,9.004171602528275e-05,0.09287639717762457,1.0929895845371402
