miliseconds,CtrA,GcrA,DnaA,Fts,Zring,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hfts,Ini,Elong,DNA
0,0.10973939401509664,0.7797569804547873,0.6001461129486422,0.2898336076547037,1.000000015571803,0.6603193395985679,0.3397415193958078,0.11025304346927814,0.5006783226325097,1.00095949153017,0.0,0.0,0.0,-1.2068413936889113e-06,0.049362193123451775,1.0500419502451614
100,0.10953786336458181,0.7806422600995482,0.5996937870195157,0.2887530095538585,0.9998705603302543,0.6606331532709915,0.33885181222772753,0.1096740513164418,0.4968059759439863,0.9971954102473616,0.0,0.0,0.0,9.31285568767613e-07,0.050741502193112874,1.0506112646001966
200,0.10902583466139949,0.780555316069926,0.5991508396050174,0.28861858993406186,0.9998698534377772,0.6613167060142477,0.3379141510701687,0.10938251078252015,0.494153559044302,0.9949323678703986,0.0,0.0,0.0,4.312335394461267e-06,0.05188007614410281,1.0516183824661163
300,0.10840904321652733,0.7810840652949479,0.5988965287963957,0.2865411242737521,0.9998712523916703,0.6626547979195296,0.337051532472248,0.10876146973693675,0.4909430508222042,0.9907299901460324,0.0,0.0,0.0,5.430553901343571e-06,0.05181395766049938,1.051766195105737
400,0.10837961018528842,0.7813658924273883,0.5987300032550955,0.28571099058454963,0.9998743177106434,0.6638468421909306,0.33584245578821065,0.10823628310056925,0.4899406501244148,0.9883190571981406,0.0,0.0,0.0,6.567246372130663e-06,0.05282735853600665,1.05194823055655
500,0.10792066840224981,0.782063055612154,0.5979738895453593,0.2850150028446249,0.9998754936490832,0.6651629273911039,0.33390479939119044,0.1075497580919216,0.4858634007429611,0.9873093681752267,0.0,0.0,0.0,8.131856179722833e-06,0.053809047551133776,1.052776331428446
600,0.10738933158308225,0.7822101352806485,0.5976201416805846,0.28385769125274096,0.9998785240482193,0.6658540575453205,0.33306490078690276,0.10735242130627827,0.4836455824245988,0.9844127408642295,0.0,0.0,0.0,9.935362725305621e-06,0.053199765301628274,1.0540406107058498
700,0.10675000070683781,0.7825890725512953,0.5972901357438972,0.2823019196918345,0.9998780382650652,0.6668359605721991,0.3326761537601848,0.10720910726392537,0.48132038083421114,0.9809034312931644,0.0,0.0,0.0,1.2134201631369368e-05,0.05387160514712055,1.0548707148437066
800,0.10638292189094466,0.7831820372107032,0.5973117155827115,0.28264309704733054,0.9998814886481516,0.6675087674499597,0.3307199874286889,0.10665237061276965,0.47956712034070176,0.9798240882165146,0.0,0.0,0.0,1.588043921681657e-05,0.055004038016612807,1.0558142427865396
900,0.10598412112905271,0.7833399067178057,0.5969346512868475,0.2813470110705758,0.9998833244750723,0.6676476014595104,0.32934717016018933,0.10634578875819035,0.4746013260374605,0.9762711987080561,0.0,0.0,0.0,1.5140707205342431e-05,0.05533884172879432,1.0566165034855204
1000,0.10567039715319396,0.7834345201072493,0.5963012051023451,0.27939716225393707,0.9998847478141503,0.6686371821469773,0.3286737995538162,0.10556950913183488,0.47509008185130747,0.9746396654901693,0.0,0.0,0.0,1.743557966907234e-05,0.05616671842151098,1.0568324045551643
1100,0.10477215109757353,0.7840934234205102,0.595784137370728,0.27883581204758917,0.9998851144377898,0.6698968785313958,0.3278044410807121,0.10546659513671326,0.4714837640836089,0.97217206095455,0.0,0.0,0.0,2.001311018384255e-05,0.05769560974839837,1.0569479112848255
1200,0.10440057783476549,0.7846552240987741,0.5958739991086988,0.2776674587272793,0.9998884366772758,0.6704915513589116,0.3269877247974184,0.1046519007886187,0.4691661463353342,0.9695015022252538,0.0,0.0,0.0,2.0615025249330487e-05,0.058094732223939446,1.0583659517664836
1300,0.10388416311281631,0.7848329655944866,0.59534395116891,0.2777616710803053,0.9998879985147626,0.6722598581326672,0.3260661798331152,0.10453430908324703,0.4643533164103547,0.9688279138941834,0.0,0.0,0.0,2.2897256569969986e-05,0.05961390021650973,1.0593704754906608
1400,0.10362826682843156,0.7853857491934589,0.594975888734471,0.2760708057258289,0.9998908944700045,0.6727069809324754,0.3246207401694894,0.10392754594962819,0.4622865438467775,0.9649681217391616,0.0,0.0,0.0,2.4946574267203528e-05,0.05966447024780997,1.0592580832593463
1500,0.10318210057141514,0.7852779783402739,0.5945226283145872,0.27541808659954276,0.9998910670984398,0.6737446211584174,0.3238070945935108,0.10350815354013436,0.45948070548972775,0.9645203597589953,0.0,0.0,0.0,2.668582630011693e-05,0.06077641472782554,1.0600974349638448
1600,0.10304608232783144,0.7861785025832307,0.5940415016902616,0.27424189502295293,0.9998944152232678,0.6748984614661173,0.3219003405353142,0.1029788945361735,0.45971423156178626,0.9623433114534856,0.0,0.0,0.0,2.8922927086222937e-05,0.061724627361249354,1.0614363596843421
1700,0.10226183429630381,0.786365843295391,0.5940764908965268,0.2735509305412679,0.9998938837522974,0.675692280881651,0.3216993932592255,0.10290686716796238,0.45779193387863415,0.9586887628643419,0.0,0.0,0.0,3.075753157873643e-05,0.06274742093273117,1.0619964046635528
1800,0.1020673618279211,0.7867162638314587,0.5933318967689366,0.2726065295358505,0.99989639923506,0.6759193992292959,0.319789209695545,0.10244291428977716,0.4549749714972837,0.9577423885728036,0.0,0.0,0.0,3.4066711418102815e-05,0.06280845063582,1.0633369683835494
1900,0.10149289541011378,0.787403599700619,0.5930825478042797,0.27159345214699615,0.9998973402739729,0.6768429992886568,0.31830218293540996,0.10187625341861915,0.4529152891824979,0.9569460705568203,0.0,0.0,0.0,3.5101929087186866e-05,0.0635701844814492,1.0635642144500843
2000,0.1011060142486709,0.7874887783023757,0.5927388422265705,0.2710623385605775,0.9998991439563251,0.6774186518736296,0.31848941653612844,0.10167679025125614,0.44941873857233505,0.9534536928377285,0.0,0.0,0.0,3.6270144868273434e-05,0.06428058103349697,1.065172711693774
2100,0.10108590606586827,0.7879299467820049,0.5923275971666533,0.26988942478575706,0.9998996504055431,0.6788744248694749,0.31729992327286105,0.10134287597114032,0.44574614676166896,0.9518809804501334,0.0,0.0,0.0,3.764434209067027e-05,0.06532235305717256,1.0656879205508103
2200,0.10049619925024816,0.7879986323452542,0.591993073262791,0.2686146520475887,0.9999026213033456,0.680080926086969,0.31599040822881996,0.10080785405227696,0.44264247288768904,0.9499170316378497,0.0,0.0,0.0,4.0830902298611926e-05,0.06643938295541586,1.066464275102121
2300,0.1003159556598531,0.7886711861343494,0.5913846311480344,0.26708254218466637,0.9999034138873825,0.680851909607796,0.3154114416805802,0.10025668444495377,0.44047211424605104,0.9491190922374055,0.0,0.0,0.0,4.2419709561890806e-05,0.06799410368014858,1.0678417207318247
2400,0.09960477373648237,0.7892178242944946,0.5914488887070904,0.26693083958513913,0.9999054813135939,0.6813723740824299,0.3132371581385653,0.10004028421418253,0.43929185772882656,0.9481864633828592,0.0,0.0,0.0,4.2839976639264985e-05,0.06888842996215166,1.0685945746258605
2500,0.09936481459506621,0.7893721272034541,0.5908347431759439,0.2663758302560575,0.9999056414528733,0.6816513848999234,0.31224321646146774,0.09963683936639858,0.4379181368020483,0.9462829444422403,0.0,0.0,0.0,4.560474910514059e-05,0.06977748794008101,1.0694217242835196
2600,0.09910752914822829,0.789626820777839,0.5906638341448862,0.26463162377411353,0.9999082562973224,0.6826983301115566,0.3114487628068783,0.0989238621895726,0.43359056726890194,0.9452142652765456,0.0,0.0,0.0,4.733118847404292e-05,0.07062940250138297,1.0703280925388616
2700,0.09823397450774152,0.7900927749435211,0.5903810017130517,0.26320825706998086,0.9999094310260455,0.6841384488856944,0.3101882232966277,0.09858100841904315,0.4323855311497531,0.9431795552692774,0.0,0.0,0.0,5.10263779876649e-05,0.07206024124220219,1.0709273846691658
2800,0.09791495333937457,0.7904771537659658,0.5899110928608569,0.26275347349766154,0.9999104225292449,0.6843456617151845,0.30937236117018385,0.09851190229559575,0.4310755720468808,0.940944236742604,0.0,0.0,0.0,5.2351041230666844e-05,0.07183586888229679,1.0727372340605208
2900,0.0978107979234948,0.7911387376844607,0.5892919473440542,0.2616407445844612,0.9999117412861218,0.6858857008896481,0.3083425794218808,0.09787416753968442,0.42928500584997537,0.9389390048709524,0.0,0.0,0.0,5.471139627862415e-05,0.07287670718602028,1.0733480165269726
3000,0.0976733988200096,0.7912998499608049,0.5888565107007842,0.2610366216236481,0.9999112994646839,0.6860108926760146,0.3072116559706938,0.09746900128762223,0.4249546865320066,0.9371989613303643,0.0,0.0,0.0,5.4303604692899186e-05,0.07504530719471555,1.0746322407957296
3100,0.09686583244120982,0.7920120165597222,0.5887636135140982,0.2605094835674261,0.9999131482796557,0.687154792818346,0.3057520899218045,0.09694618915151607,0.42191304831663984,0.9354435305783411,0.0,0.0,0.0,5.6528615110180366e-05,0.07539873398017151,1.074839917785859
3200,0.0967554568876158,0.7921160863403518,0.5881624235815548,0.2588894665820682,0.9999150776284943,0.6878491734418053,0.3046396721399219,0.09704938150823249,0.4216891611924773,0.9339876758393932,0.0,0.0,0.0,5.830103580042963e-05,0.07589720078847173,1.0765637332387012
3300,0.09646638116094357,0.7925462277434567,0.5879369276273991,0.25841161547623304,0.9999155048828716,0.6890353499342615,0.3050990140673119,0.09662077623844062,0.4188962573253174,0.9329866762620854,0.0,0.0,0.0,6.122496376133087e-05,0.07703581703302889,1.077069916926263
3400,0.09582475586203429,0.7931272785681819,0.5875551796774525,0.2574144445333839,0.9999179781389935,0.6896373880965375,0.30297275282769104,0.09601296550453788,0.4150254611166875,0.9317703174501547,0.0,0.0,0.0,6.294979284828455e-05,0.07811503530155518,1.0781411743824387
3500,0.09586983441937198,0.7933593220788435,0.5872841367142827,0.25711729319591275,0.9999184181931878,0.6903717446105789,0.3022852237169561,0.09564350450452361,0.4128431748754745,0.9305113442798382,0.0,0.0,0.0,6.500943750443498e-05,0.07940346033917178,1.0794805079998575
3600,0.0952784686466156,0.7941811533401141,0.5867064825661866,0.2559179091293001,0.9999196624526163,0.6907806168011691,0.30061460667029677,0.09524733752576627,0.4135049884213888,0.9304469855597153,0.0,0.0,0.0,6.82896190748638e-05,0.0802289485488484,1.0810708965072853
3700,0.09483659477131606,0.7943275489337022,0.5865955775508398,0.25468881606917254,0.9999208213829505,0.6921760581875867,0.30071087366472427,0.09495398088392258,0.40850506796426705,0.9273021695871968,0.0,0.0,0.0,6.999983617219184e-05,0.08141395387823466,1.0818783954152535
3800,0.09477281011953441,0.7946015594661455,0.5863027933355673,0.25388268375064843,0.9999216308723009,0.6925271123971731,0.29849780062108794,0.09459703078522971,0.40624635842809326,0.9266606071035796,0.0,0.0,0.0,7.185086311344572e-05,0.08227013607058141,1.083237944848032
3900,0.09417289335374968,0.7951408446123437,0.5857181369031886,0.2533703267608197,0.9999234718172301,0.6931741209263587,0.29834730004981763,0.09401392460109027,0.4070078361599675,0.9251367778008895,0.0,0.0,0.0,7.278437092312159e-05,0.083243486110903,1.0843368541124045
4000,0.09370622471022573,0.7956633658446516,0.5854987801496196,0.2517759625964832,0.9999236251449118,0.694623449356477,0.29756301321967266,0.09389441775746879,0.402252688558961,0.9240977569940425,0.0,0.0,0.0,7.55120293533171e-05,0.08482262548039181,1.08407367643766
4100,0.09358883438709358,0.7956763840611626,0.5851877787748849,0.25066519884246274,0.9999238254080624,0.6943831272790877,0.29632986243166887,0.09323621244170949,0.3997395391035017,0.923628959625418,0.0,0.0,0.0,7.736724472899649e-05,0.08538494108510836,1.0856048763011845
4200,0.09329707198689641,0.79635190823632,0.5847038525885736,0.25049337127356736,0.9999264306985425,0.6963356496765182,0.2952361233466374,0.0930970549465641,0.3978405292902847,0.9223966225612003,0.0,0.0,0.0,7.814979425576602e-05,0.08709524777376348,1.087202501200266
4300,0.09307839762949413,0.7970173038183695,0.584270469054122,0.249986702922368,0.9999272801736095,0.6964768020572818,0.29346760039438896,0.09240015872994249,0.39622413358939695,0.9208899593717612,0.0,0.0,0.0,8.110102192123141e-05,0.088391338040553,1.088086697954259
4400,0.09282871769502021,0.7972007409121109,0.584118726287831,0.24845749518586585,0.9999278304879308,0.6977814589446443,0.29285269862413466,0.0923725538489996,0.3951897897271832,0.9212552930074784,0.0,0.0,0.0,8.188982146076714e-05,0.08839204242844059,1.0897327114358302
4500,0.09198230866185891,0.7975764403262063,0.583693641303098,0.24770648091078273,0.9999278521113317,0.6984705122258904,0.2915564351174044,0.09213910296014426,0.3917390990706331,0.9188920789148849,0.0,0.0,0.0,8.5468434687273e-05,0.09062699094414116,1.0901882528157554
4600,0.09166195505182886,0.7980251492318033,0.5831514246999788,0.24703259628382504,0.9999304402617915,0.6987227198571668,0.2912025329716275,0.09162206790208162,0.3902672041716802,0.9196442417087578,0.0,0.0,0.0,8.518571739756082e-05,0.09142219205216885,1.0910900024829797
4700,0.09138790878615174,0.7984809758119775,0.5827863744941799,0.24591748643957395,0.9999307703506528,0.6996898066362177,0.28973885968405116,0.09126891687510899,0.3872093055751755,0.9165878041352818,0.0,0.0,0.0,8.718967266620817e-05,0.09299882240402496,1.0927473748778027
4800,0.09137930000228646,0.7985422983932957,0.5823554001447501,0.2454299583979217,0.9999328207357042,0.7009642054151085,0.2884855502989135,0.09065404645931274,0.3870160152810254,0.9157968408479656,0.0,0.0,0.0,9.110589293903408e-05,0.09290617191046587,1.093372544782261
