miliseconds,CtrA,GcrA,DnaA,Fts,Zring,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hfts,Ini,Elong,DNA
0,0.11002873800937037,0.7801265389995685,0.6002008334797921,0.2901231575277327,0.9999994615814629,0.6603141143348898,0.3393100029368957,0.10993298643255635,0.5002784496232661,0.9999803660649269,0.0,0.0,0.0,4.2555465249721775e-07,0.04940181399467776,1.0496702822776218
100,0.10964650563858154,0.7804800853629258,0.5995098903172481,0.28880904400715346,0.9998699106215,0.6611692843903245,0.3391096567973216,0.10961904148929222,0.4966492409608829,0.9971888489814034,0.0,0.0,0.0,2.721876578142463e-06,0.05031173422046376,1.0504291061110653
200,0.10914053333083781,0.7804761967206023,0.5993435866575135,0.28849063365059474,0.999870047939267,0.6614568407870594,0.33772520666007966,0.10930827970624313,0.49616630428323794,0.99317251062757,0.0,0.0,0.0,4.734667166446601e-06,0.051671072794585764,1.0507152551931913
300,0.1085653582777696,0.7812962080958296,0.5987975668940426,0.2871323202816736,0.9998724308409004,0.6623976626097153,0.3370663220022741,0.10882407152795284,0.4903360924238904,0.9929535757308248,0.0,0.0,0.0,6.072926070138723e-06,0.05151102049435319,1.0517010567741791
400,0.10833865764273673,0.7816893507826452,0.598712402458771,0.2859890720362029,0.9998738810703183,0.6635317523369012,0.33512513846079295,0.10840027337106693,0.49041051418501247,0.9895816022516155,0.0,0.0,0.0,5.996125845112087e-06,0.05262943378992973,1.0529692083471247
500,0.1074963625444926,0.7818939158308404,0.5982438558372238,0.2855070233551655,0.9998767398315072,0.6640146081684296,0.3349040091162474,0.10808498141252236,0.4861248206180629,0.9868003502737168,0.0,0.0,0.0,9.468569372456807e-06,0.05346115844526804,1.0527739406923318
600,0.10704100574495443,0.7822899900896196,0.5978562155450544,0.28418816116934675,0.9998775828372803,0.6653483944925594,0.3338900469837012,0.10727340768249365,0.4836705906975907,0.9834078364580063,0.0,0.0,0.0,1.096930687850019e-05,0.053993452860497164,1.0532943739244014
700,0.10674638983723597,0.7826575070093466,0.5973568434481479,0.2829598926555663,0.9998790346655042,0.6659455907038597,0.33242358211478173,0.1070314963875521,0.47975514038404715,0.9827068080537785,0.0,0.0,0.0,1.1806832962430801e-05,0.054181468229757807,1.05500006992807
800,0.10644609495750687,0.7827863376634321,0.5969849810890633,0.2821354499829986,0.9998798541672134,0.6674446931119673,0.3303568370305253,0.1066737991361772,0.48001209370629294,0.9779856924538707,0.0,0.0,0.0,1.5717535825600915e-05,0.05530774739895215,1.0552719374428892
900,0.10596054809600833,0.7833243792093817,0.5964869585202115,0.28159661091781407,0.9998832789213685,0.6682435931835242,0.3301223716607575,0.10629749749054794,0.47591967250993195,0.9756792623242027,0.0,0.0,0.0,1.6663505353628938e-05,0.05575247091549753,1.0555079272266228
1000,0.10557739737335717,0.7835883062998045,0.5961809959978759,0.28010965598241616,0.9998832682663056,0.6687533502397986,0.32960285999815503,0.1056980138814084,0.4725749517408288,0.9754201475562907,0.0,0.0,0.0,1.8260360886492143e-05,0.05614202899041912,1.0571704628869127
1100,0.10479197066677587,0.7838292080209468,0.5962158689602087,0.2787655131173431,0.999884676820439,0.6697992470956928,0.3276443152072766,0.10544606022548739,0.47192886632807596,0.9725507877582678,0.0,0.0,0.0,1.8725277414637287e-05,0.05773246554888151,1.0574572156074313
1200,0.10455108892369779,0.7844483147896096,0.595801500795673,0.27758902498318566,0.9998882710391759,0.671216733645384,0.32699854984589827,0.10495810588129152,0.47014616305194495,0.9694059779485373,0.0,0.0,0.0,2.094143302389361e-05,0.057827300919799346,1.0577955814509872
1300,0.10409331428077614,0.7849179477062928,0.5952726511508747,0.27684289366374654,0.9998897323573138,0.6711545631362683,0.3263040827905469,0.10471231293189621,0.4663154676577953,0.9666756115814618,0.0,0.0,0.0,2.2786224739149452e-05,0.05867490591767955,1.0590864390878005
1400,0.10372824318518246,0.785393918898733,0.5950476968055036,0.27638074367862525,0.9998898813006627,0.6731509228819662,0.323909657760954,0.1042919153105875,0.46324983292312094,0.966238295133489,0.0,0.0,0.0,2.6645678214464508e-05,0.06053677055215299,1.0601097242531596
1500,0.10330236273560009,0.785429481609133,0.5944074686271474,0.27500423840532046,0.9998911844770941,0.6728579029826962,0.3231359999249106,0.10380540979728706,0.46021329673630434,0.9642365411763482,0.0,0.0,0.0,2.6814359116469412e-05,0.06054517089406042,1.0608078156013783
1600,0.10276842846842581,0.7860806021548687,0.5942162112850536,0.2744753056120082,0.9998927186495532,0.6746205095889122,0.3215484821874087,0.1033136869347729,0.4590704845254214,0.962319996772085,0.0,0.0,0.0,2.953508371017967e-05,0.06140602037689768,1.0614747208677389
1700,0.10219031140599684,0.7863210163303893,0.5937071140650382,0.2739080765739484,0.9998944609700429,0.6750329590541017,0.32102557942689247,0.10271817585128634,0.4552509553492899,0.9589939156543572,0.0,0.0,0.0,3.0466987788739258e-05,0.061820342148792055,1.0625955292049107
1800,0.10198147997824246,0.7869999247896355,0.5932186385090448,0.2720627124454715,0.99989645104229,0.6758008277076537,0.32071665796437354,0.10214317512834203,0.454428485469859,0.9579639582047985,0.0,0.0,0.0,3.4323718595373266e-05,0.06357831482735957,1.0625371546470597
1900,0.10172485850861841,0.7872892889062179,0.592848957963108,0.2711801577482705,0.9998967788386741,0.6774101309509284,0.3190388054909832,0.1016634675649278,0.45074012316669704,0.9559695721441538,0.0,0.0,0.0,3.536721896644883e-05,0.06399856774429817,1.0637633639877186
2000,0.10105983902701246,0.7876708094433943,0.5928114757356284,0.270208473020383,0.9998987866220075,0.6775357586578552,0.31741540588852346,0.10164548370577789,0.4489781187261767,0.9544972234807093,0.0,0.0,0.0,3.6416034753123046e-05,0.06502461090363805,1.0653736323880854
2100,0.10062747498027068,0.7881092810329429,0.5925034208654644,0.2693727735490599,0.9999001021079256,0.678359715535718,0.31646476201325263,0.10135239270115624,0.44722183606418203,0.9531592166442243,0.0,0.0,0.0,3.721569550931407e-05,0.06639745873304287,1.0652491588611792
2200,0.1006452916309669,0.7883757178474291,0.591958301124035,0.26917256469607437,0.9999016471783257,0.679038488360259,0.3165411979108825,0.10088299426252474,0.4448751356069878,0.9505731070760612,0.0,0.0,0.0,3.9890477781102285e-05,0.06738479206815381,1.067384877975859
2300,0.10029410780462919,0.7887676456777425,0.5913778980670366,0.26815323310440303,0.9999026006954285,0.6803627072179398,0.31530562923415406,0.10021361516713609,0.4431768115727079,0.9482462858244408,0.0,0.0,0.0,4.1131728915088935e-05,0.06716455445310635,1.0675919589188094
2400,0.09965865532697019,0.7889833368458075,0.5912029229724602,0.2663090773699048,0.9999040737783488,0.6816955988615743,0.3133548529608221,0.09991836434886178,0.4382830192649015,0.9470028640473539,0.0,0.0,0.0,4.5543793578059603e-05,0.0680062885241938,1.0687308223909584
2500,0.09901948845762373,0.7896851706737344,0.5906618913652373,0.2660705922544789,0.9999049320769852,0.6821336185484429,0.31274368646788925,0.09950505016416608,0.4356895089588243,0.9457806910494058,0.0,0.0,0.0,4.7111978591996096e-05,0.0695894000092251,1.0688538286299467
2600,0.09865169318001443,0.7898876167347554,0.5905891301347218,0.26494479784923647,0.9999071616645686,0.682818512645369,0.3118048080317882,0.09891998405354155,0.4333181619956486,0.9432761622399654,0.0,0.0,0.0,4.827677547149271e-05,0.07025857087887953,1.0711259628283585
2700,0.09832989812182324,0.7905546358390338,0.5901093783954736,0.2634944806948665,0.9999074711273646,0.6840199712546937,0.3113481372690493,0.09849598110201443,0.43071552410803937,0.9436144172904135,0.0,0.0,0.0,5.077927851526475e-05,0.07141359099749038,1.071484162767155
2800,0.09818482416098497,0.7905367846733323,0.5896821741342066,0.2632200806881172,0.9999090382161042,0.6847513550428821,0.309949443393106,0.09811119554896158,0.4303054531454188,0.9418520980871773,0.0,0.0,0.0,5.0805683432553326e-05,0.0726099098126618,1.0719899585228532
2900,0.09761694375464813,0.7912297021329128,0.5892220037135666,0.26233055818962525,0.9999113969428519,0.6852939879933179,0.30849806179197226,0.09784002845570067,0.42804879529871787,0.9398639459491112,0.0,0.0,0.0,5.398066402953878e-05,0.07324588162913613,1.0735444455278746
3000,0.09758793634966446,0.7913239127099488,0.5889652512017384,0.2612801223549439,0.9999116717490282,0.6863262956725624,0.30782756914985876,0.0977542965196147,0.42677083725902487,0.9387002655248182,0.0,0.0,0.0,5.63386730476355e-05,0.07433202554367965,1.074239693079515
3100,0.09682173696170898,0.791631096045108,0.5889530119695865,0.25988307979735653,0.9999126756833953,0.6865091370144109,0.30571251357385326,0.09704456552922587,0.4230875999876618,0.9363600609611731,0.0,0.0,0.0,5.7828381400735446e-05,0.07520016271652452,1.0755959132206263
3200,0.09676644411812799,0.7925550346580761,0.5885142031021332,0.2586233000337666,0.9999137450923272,0.688011904850308,0.30577321471563323,0.09683951688212904,0.4201701657554599,0.9345602384231066,0.0,0.0,0.0,5.860385583041155e-05,0.07682866342658601,1.0765493947936629
3300,0.0963960354876292,0.7927890833879839,0.5877794908161691,0.2578653774798288,0.9999160364458066,0.6882306931700979,0.30394242309120956,0.09634238329873565,0.41928834595099757,0.9331741414608858,0.0,0.0,0.0,6.22106784023871e-05,0.07781822883191611,1.0776855466424384
3400,0.09623401785192827,0.7932774478817697,0.5875900417305355,0.2576332326469679,0.9999165313316116,0.6892025525857031,0.3033033270632075,0.09595510872904989,0.4161134673781783,0.9319802924749773,0.0,0.0,0.0,6.197420685178453e-05,0.078269589292837,1.079068206374291
3500,0.09535870603272181,0.7935126943622429,0.5871732751205476,0.2569490990079007,0.9999172833390879,0.6897676664940936,0.30243662357252726,0.09578579778153591,0.4151042467986442,0.9298542649370873,0.0,0.0,0.0,6.446950091893618e-05,0.07927405859975663,1.078821755904417
3600,0.09539286032932903,0.793983222669929,0.5869511998159853,0.25514690393290235,0.9999194517307902,0.6912815828037894,0.30089547796658167,0.09506123932017804,0.4127734998296334,0.929651706768068,0.0,0.0,0.0,6.779996318907394e-05,0.08104243812048624,1.0803726140712417
3700,0.09504964698874484,0.7941008516474929,0.586618989991967,0.25489331532183346,0.9999213376059074,0.6922208106863533,0.29994552510680983,0.09458280974343505,0.408520016302443,0.9287037273202915,0.0,0.0,0.0,6.837106413585526e-05,0.08167377807727016,1.082201492447129
3800,0.09443471849150341,0.7948380254942623,0.5860431029601039,0.25369656111565425,0.999922266228422,0.6931365216530823,0.2992396600765425,0.09458345764772055,0.4060406972977837,0.9285193688722561,0.0,0.0,0.0,7.059762648134896e-05,0.08273708143071921,1.0825699938350215
3900,0.09440504392307601,0.795080049631582,0.5857311689432803,0.2526931335475823,0.9999215871988923,0.6939856062229277,0.2976550989530254,0.09415137191406514,0.40661374988729465,0.9259724032108723,0.0,0.0,0.0,7.376038853251848e-05,0.0842579047119333,1.0835552664729433
4000,0.09374318043413683,0.7957017500932017,0.5855965851634423,0.2527436719822026,0.9999238443984071,0.6947901596840422,0.2970076209896666,0.09399592719345554,0.4048343544435301,0.9240105814302008,0.0,0.0,0.0,7.568031597064904e-05,0.08419684990165865,1.0851277806794188
4100,0.09381880383678703,0.7959028308079095,0.5848598649565767,0.25124370301608456,0.9999249299778405,0.694477844704287,0.29657705885853924,0.09314248852380991,0.4012373670330954,0.9238320561470901,0.0,0.0,0.0,7.721623805840663e-05,0.08627915381738151,1.085658824828525
4200,0.09334794862083466,0.7962068920072057,0.584754154855178,0.25045871503807215,0.9999261592445666,0.6959116374967963,0.29529870688943893,0.09276212337164311,0.39888499224347257,0.9222181111087037,0.0,0.0,0.0,7.923506974435979e-05,0.0864493483693451,1.0862571036939825
4300,0.09304097256325701,0.7965181408003728,0.5844065664673653,0.24965308210382886,0.9999276313731345,0.6960093271564425,0.2946783563647582,0.092336490723109,0.3952380349332106,0.9207761213914532,0.0,0.0,0.0,7.924390242229333e-05,0.08846417663313991,1.0886169127838827
4400,0.0923614997485482,0.7969975337631575,0.5838245952519108,0.24791992693086823,0.9999268618682885,0.6977162789204494,0.29296004390418096,0.09244017882397754,0.3952850273396363,0.9209256287718266,0.0,0.0,0.0,8.354994901747749e-05,0.0888485065073179,1.0887121624616658
4500,0.09207018685694104,0.7974609114714726,0.5836427303534256,0.2471481823108679,0.9999298985805154,0.6974995592183594,0.291688766024418,0.0921595200199057,0.39316003507532926,0.9198308593539678,0.0,0.0,0.0,8.488791190077087e-05,0.09005829375742606,1.0894896005153036
4600,0.09210464130387662,0.7981840954579211,0.5830715094222411,0.24672068118063784,0.9999297343789221,0.698582366539885,0.29103937890828746,0.09156563380661142,0.3892844378968505,0.9191409185835352,0.0,0.0,0.0,8.6647172895271e-05,0.0918222345346671,1.0912202381884053
4700,0.0917605586305316,0.798426707084511,0.5829821017775813,0.24561023969432413,0.9999315242549741,0.7000797335659573,0.28976923177074937,0.09133861369367392,0.3887721409592057,0.9182526758725427,0.0,0.0,0.0,8.673054013472393e-05,0.09301089775654604,1.0918039847305243
4800,0.09099018133054972,0.7989418770870569,0.5822798477476859,0.2446374394377866,0.9999317127856872,0.7003954110036613,0.28891524105711036,0.09072585660306541,0.386263168568506,0.9156218689519772,0.0,0.0,0.0,8.919386994808377e-05,0.09401169730926708,1.092912856668458
4900,0.09079023647298745,0.7989738774306492,0.5823192485449853,0.2438580019456489,0.9999316253508208,0.7013386319157898,0.28887311437972435,0.0904863898911823,0.38430761666440527,0.9155858393602403,0.0,0.0,0.0,9.094557127783563e-05,0.0944242333353352,1.0943661431604614
5000,0.09090613310682459,0.7995820457350628,0.5816041058099751,0.24400351734849793,0.9999333696792182,0.701543244237375,0.28675754302354783,0.08981095913412909,0.3820965117275908,0.9143369671247042,0.0,0.0,0.0,9.330176942836352e-05,0.0953085183258837,1.0963014970429357
