milliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.05467490384812052,0.2908171947311028,0.6489767657770191,0.0005065186558395399,0.00023556973172912004,3.162789447148133e-07,1.986527727108951e-13,0.00435539946301383,0.0004333314886225995
200,0.14808502830342443,0.385771866735373,0.43711959327050504,0.0006876685821775562,0.0007935605711696692,7.081497772163917e-06,9.170925183503456e-12,0.02291322716936608,0.004621973835124744
300,0.22996734756541373,0.39436521672731595,0.30507579347305774,0.0007557342106920302,0.0019401337842842687,3.971027136811014e-05,7.995761588695408e-11,0.051490400774119705,0.01636566308790902
400,0.2873815383996339,0.3680821693903934,0.22010944882332192,0.0008479182571980454,0.0041807102785592284,0.00012638104640087436,3.517432870207242e-10,0.08228030910189267,0.03699152432498315
500,0.32113722827207997,0.3305082457974948,0.1637269474729992,0.0010678123012613464,0.007910271225673336,0.000295836739139582,1.0658955811740048e-09,0.10967932740156774,0.06567432969805101
600,0.3360980199941077,0.29193362456495514,0.12520758065592652,0.0014910084906724073,0.013286904169372568,0.0005719338820241995,2.5573311739975157e-09,0.1309303551063219,0.10048057055347975
700,0.3374856836765897,0.2564189237546983,0.09816705546145392,0.0021627773387033304,0.020244070121200376,0.0009714237214151856,5.232623189237437e-09,0.14535358221980552,0.139196478447745
800,0.32968505756005145,0.22519556621758224,0.07869831588773579,0.003098227306440539,0.02855830586401802,0.0015038962963776746,9.544459876550275e-09,0.15345974924961167,0.17980087204817582
900,0.31602901238621506,0.19828135319859486,0.06434652941154932,0.004286551291906222,0.037923390925887875,0.002172818512515039,1.596809509976494e-08,0.1562952422513801,0.22066508602838342
1000,0.2989190472494123,0.17523477123935574,0.05353014892730014,0.005697796058856513,0.048009816396802636,0.002976938900574631,2.498225662652744e-08,0.15504145316016812,0.2605900030598327
1100,0.2800274259341136,0.15549337575612482,0.04520654220855736,0.007290212269580912,0.05850460673618711,0.003911663292288069,3.7055017830420155e-08,0.1508038271874421,0.2987623095352604
1200,0.26048792718205244,0.1385151545088817,0.03867394907594994,0.009016817033315526,0.06913371397369904,0.004970223930211159,5.263417244871271e-08,0.14452139962737814,0.3346807620089076
1300,0.24104930573989847,0.12382864403051386,0.033451278507737534,0.010830498010525906,0.07967151800509063,0.006144592063935672,7.214127598525834e-08,0.1369445031826719,0.368079588292915
1400,0.22219058623357243,0.111042907691793,0.029203113505795016,0.012687531213923,0.08994195818129495,0.007426149667184757,9.596844735144699e-08,0.1286464923811488,0.3988611651314062
1500,0.20420422032885663,0.0998410629065345,0.025692155802094174,0.01454965913889664,0.09981475327760614,0.008806156753248216,1.2447717725396122e-07,0.12004980679703858,0.42704206049311294
1600,0.18725496350493795,0.08996873822886076,0.022748269727804353,0.016385035205184265,0.10919929251653505,0.010276060311684505,1.5799849118742459e-07,0.11145517665225271,0.4527123058288144
1700,0.17142143663060463,0.08122213328767129,0.020247765804336033,0.018168377280868172,0.11803782274506035,0.011827688484879525,1.9683396599577384e-07,0.1030688372782441,0.47600574162893483
1800,0.15672484599905762,0.07343733196592474,0.018099608446891173,0.019880586187374438,0.12629878113605833,0.013453359823773688,2.412572871983517e-07,0.095025855136502,0.4970793900216958
1900,0.14314897077207128,0.0664815786974959,0.016235903771060652,0.021508071934483248,0.1339708302632446,0.015145936028508873,2.915160774782155e-07,0.08740889709375414,0.5160995198978688
