milliseconds,N_Tumour,T_H,T_C
0,0.010224137927383421,0.6126671578696397,4.479755768813606
100,0.010918079497092096,0.6470828913594318,4.543738628004956
200,0.011341707937104727,0.7009015207348867,4.62449077250776
300,0.011260410554571176,0.8030262992244974,4.555196921412031
400,0.011216883459568708,0.8537571609906374,4.637933003708071
500,0.011815542033568846,0.9518502186128892,4.997617183507559
600,0.011044802610603997,1.0287104130102218,5.15434160650932
700,0.01002455340407287,1.0957977292210548,5.161733141813533
800,0.009006465509328257,1.1488240672540906,5.456994959206265
900,0.007175557962539646,1.153104858672134,5.714835403636923
1000,0.005416991082505465,1.1893432182020218,6.049878649905759
1100,0.004166678734137185,1.1728533908625354,6.48974762962766
1200,0.002896221110135214,1.183798797935012,6.740246921981993
1300,0.0017784472390497826,1.1438790817928894,7.165311985275481
1400,0.001104329847852106,1.0842071566723452,7.233554601568226
1500,0.0005261732667938456,1.0524001994966798,7.6238712628738705
1600,0.0006536960686302036,1.0070468056789545,7.811616335503337
1700,0.00024277711618402346,0.9696929749383435,8.106117090932887
1800,0.0002632308252240114,0.9132240665771113,8.216500147378042
1900,-0.00017468105258033507,0.881182858776649,8.231967002967831
2000,0.00031880435450502614,0.8640930902695075,8.253502837212395
2100,6.083961289700648e-05,0.809501633073831,8.445260309152655
2200,0.0001453118795817449,0.8004389774473782,8.424251056643994
2300,-0.00019985036135633966,0.7416785019914053,8.334647843542605
2400,-0.0002530402510862547,0.7123852946164861,8.505293357622868
2500,-0.00010282414616597974,0.6977625046692403,8.426736973865907
2600,-0.00017036327085637466,0.6671165589505577,8.327444364103345
2700,0.000141122621682339,0.676910516282203,8.34462438641395
2800,-0.00022604680056183764,0.6534922503075848,8.13938564956026
2900,-0.0002875192827784412,0.6554039144042093,8.159911664015473
3000,-0.0003428631042109679,0.6410339778936812,8.09140980196789
3100,0.00029144128455885714,0.6259585893976544,7.879704591672724
3200,-5.3260696296659784e-05,0.6073996795823342,7.765001534069148
3300,0.00027063887389456865,0.611278793434941,7.594632893150857
3400,-1.9129873309012904e-05,0.5644181850568746,7.48701612873111
3500,-0.00032504049067002964,0.5870488552401028,7.402477106013861
3600,-0.0003939227840454704,0.5803574026058932,7.459372289909632
3700,4.993025223891054e-05,0.5768336713487241,7.161635731112958
3800,0.00018970488372958472,0.54114541231416,7.17188580661934
3900,-1.82495639980125e-05,0.5572275122888121,6.95270228507402
4000,0.0004055312388628988,0.5278141431306325,6.973360123551493
4100,0.00019662707256695372,0.5360863823532069,6.679213697312961
4200,0.0003525425110052031,0.5175411355705004,6.713580043300357
4300,2.830648874500103e-07,0.51508013647662,6.447857354043507
4400,0.0003424994770739964,0.5348361568208444,6.477898174897859
4500,-6.41504396740845e-05,0.5383026595639914,6.263334842898301
4600,-0.00010963386708204707,0.5377846598703467,6.268068866960251
4700,0.00013891211463574725,0.5355073321479861,6.068373192921727
4800,-0.00027932833886796165,0.5074993515416387,5.968734074733267
4900,0.00024961292251680326,0.5319014795116918,5.877962559689437
5000,0.0003523411931026275,0.5184863966250716,5.837995549930094
