miliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
1000,0.9839985709089383,0.015805937575948423,1.5982910941848025e-07,-1.2007028505622546e-11,3.5668986810504064e-06,0.9999936878942849,0.9688198973387735,0.030911183131434067,0.9999009064440155,9.251060164737433e-05
1100,0.9859570641747317,0.013822457430358167,9.40503996104256e-07,2.8268125120123517e-11,6.910647180374773e-06,0.9999927578050583,0.9639181945236311,0.03346472538305793,0.9998844658262512,0.00010574648545939783
1200,0.9820974686095246,0.0192699678795298,1.247627531924992e-06,-1.443347700475233e-12,8.33425903950405e-06,0.999992332466108,0.9632046354311209,0.03613913484078057,0.9998768677187366,0.00010893982255336763
1300,0.9795773008579822,0.02342397467346217,7.298593699915465e-07,-1.9389596577515825e-12,7.608696832406049e-06,0.9999904115775372,0.9581224924722356,0.042203383622080856,0.9998736925341799,0.00012392761291402945
1400,0.9756167258941695,0.028232958492538967,1.3940904462377166e-06,3.967089377384911e-11,7.861376755510753e-06,0.9999903691380182,0.9576576072638935,0.041704454702474435,0.9998632803368892,0.00013063141708890975
1500,0.9719803134377878,0.03202483834867192,1.3152241948422421e-06,6.35840294241531e-12,9.78265772655657e-06,0.9999878851132405,0.9534937517297988,0.047134309627805106,0.9998454062446397,0.0001384400565969809
1600,0.9713231954782583,0.03466056465948775,1.3907902733483748e-06,-6.552497969030689e-12,1.1270435376412806e-05,0.9999873442299757,0.9516302275423123,0.04871396040368258,0.9998393989851678,0.0001440176611326511
1700,0.9659930024062462,0.0358620187722562,2.734442947882159e-06,2.3472978516925572e-12,1.2251868794172492e-05,0.9999865976131364,0.9499718342665578,0.04979119528158827,0.9998316389308968,0.00015259433913392383
1800,0.9623377965082195,0.04263380318223228,2.738333993502121e-06,3.454328931833531e-11,1.4548886339518597e-05,0.9999850601378968,0.9462924923271241,0.05249878244418588,0.9998256383519204,0.00015985224658459136
1900,0.9588584219131189,0.04770251736554534,2.6758456411667348e-06,-2.0219818329169546e-12,1.700259279723232e-05,0.9999815198140707,0.9435006550026165,0.0573660544321701,0.9998072530327019,0.00017244084471942247
2000,0.9478082838322313,0.04629308511846772,3.734357206769272e-06,3.704189535385642e-11,1.7536172537795984e-05,0.9999803840624524,0.9397989281492322,0.05820844086004822,0.9997947414077527,0.00018268746423740477
2100,0.9465769060737171,0.05673141445190564,4.130922629372926e-06,5.868377638301658e-11,2.091048111735469e-05,0.9999798690405366,0.9382448437193133,0.06079729923892898,0.9997865763933478,0.0001975747183232132
2200,0.9407644191929532,0.05514409431407186,5.046881926612785e-06,4.626547129386788e-11,2.220572077061271e-05,0.9999759516278479,0.9365498126949369,0.06427924320226186,0.999776765704218,0.00019828163863020852
2300,0.9364446323527503,0.06529214956768861,4.63467074456498e-06,3.378430619435699e-11,2.464330327583516e-05,0.9999742485380654,0.935163288384529,0.066680121272738,0.9997593542868775,0.00020752903164587431
2400,0.9313214428004939,0.06560369841936177,5.258081873760387e-06,8.898210439734635e-11,2.7161497890351682e-05,0.9999746704320057,0.9328709454057635,0.06802579000379291,0.9997487460526204,0.00021893775851108697
2500,0.9306866371355147,0.07630949253012956,6.693424959999284e-06,5.3202160572001055e-11,2.7980391666886992e-05,0.9999706608048221,0.9313689646404499,0.06923689116727667,0.9997379454604003,0.0002268252256974512
2600,0.920380410684244,0.0811765222290674,6.594998751478969e-06,9.597703099843351e-11,2.9573792256414908e-05,0.9999704796541199,0.9274185181349821,0.07185406918862877,0.9997430120338373,0.0002325938516690353
2700,0.9185170310990087,0.08305114241069272,7.4521664523934166e-06,1.1347293533243814e-10,3.331028909948133e-05,0.9999662249429139,0.9253315725141694,0.07524704047825982,0.9997226734619461,0.00024097019403629448
2800,0.9132466841445892,0.09019700060612278,9.49538606471176e-06,1.0241466909360191e-10,3.4433239977599194e-05,0.9999651471566785,0.9223830759982365,0.0763678618619488,0.9997214783592331,0.00025194554774310305
2900,0.9068429630092036,0.09632283083036053,9.601680506237396e-06,1.4799100709616816e-10,3.7457422087115575e-05,0.9999620301310723,0.922630643097474,0.07917072619012176,0.9997083672761262,0.000258376207498824
3000,0.899381366959933,0.10216231095713865,1.1307606699852775e-05,2.1444984002649158e-10,4.066520490614564e-05,0.9999607422862924,0.9183226125653398,0.0801946702132298,0.9996838441100924,0.00026447520241312046
3100,0.8965018681451552,0.1045245116837399,1.177391316528374e-05,2.0131121629629543e-10,4.406031200235091e-05,0.9999557987437059,0.9183456843386099,0.08397044800415439,0.9996742845527231,0.0002747089931483727
3200,0.8870044663608012,0.11362519527582994,1.349257041758114e-05,2.6944134981465836e-10,4.597883301820749e-05,0.9999547673217608,0.9140580716732062,0.0852560060777159,0.9996719074497499,0.0002791057553823827
3300,0.8813364403969073,0.1216682143731441,1.511074993449589e-05,3.222188381670183e-10,4.9221800648800746e-05,0.9999521562809224,0.9122757981619491,0.0873913394562572,0.9996500836351905,0.0002891266992462964
3400,0.8730919347667174,0.1250875088223121,1.6262194955246284e-05,3.55170613791624e-10,5.236035284996733e-05,0.9999491151065691,0.9099836420918187,0.08963085840704244,0.9996393685906149,0.00030535942054707384
3500,0.8714346519867149,0.13293366475462526,1.7757749502723475e-05,4.6429007410441163e-10,5.4659673610775056e-05,0.999944023881214,0.9085219912613215,0.09181736297867343,0.9996291730588602,0.00031236197269249885
3600,0.8656667409659456,0.13427184193990727,1.89728163346148e-05,5.130907245472755e-10,5.693763279170457e-05,0.9999411685694877,0.9069457811002539,0.09061151172192282,0.9996290985508339,0.0003185459362314261
3700,0.8593128813123622,0.14652279802554447,1.9580183160086404e-05,5.761513015093276e-10,6.0901302171846835e-05,0.9999390384211319,0.907299008148762,0.09317091279522297,0.9996148794029049,0.00032563512936817715
3800,0.8495894885517712,0.14886148319486833,2.1345725762811377e-05,6.841718650941481e-10,6.370214240321094e-05,0.999934816576487,0.9026084460979856,0.09574947112599175,0.9995952833874285,0.00033263088087674887
3900,0.8466714803515516,0.1560110630732817,2.3469613486360056e-05,8.277946088295806e-10,6.935719489991014e-05,0.999932407788922,0.9037338694503634,0.09636952783036326,0.9995872806493261,0.0003443818576284014
4000,0.8375426349004614,0.16273408321002852,2.491818212855504e-05,8.754993437928713e-10,7.30532182314912e-05,0.9999275717376394,0.9009260797037658,0.10058569529954631,0.9995673505830157,0.00034879236023539463
4100,0.8328653206689333,0.1725406789432878,2.749196417782487e-05,1.0584660442659453e-09,7.467924193032708e-05,0.9999260253913872,0.8982365691462963,0.100794307417441,0.9995642154920807,0.0003682272876786577
4200,0.8222126170968161,0.179513359388545,2.9902717180427302e-05,1.2361319023007139e-09,7.936219421263301e-05,0.9999205570464871,0.8963226336523261,0.10246811897735733,0.9995517768808305,0.0003726531463210863
4300,0.8180759929620435,0.18130915522299865,3.184400758168703e-05,1.3549690119125616e-09,8.167158753393265e-05,0.9999165137171248,0.8959122253884026,0.10327963600785092,0.9995382748958742,0.00038685908240382197
4400,0.8064654909541483,0.1878289075333601,3.345792911269308e-05,1.5417010754822036e-09,8.764915399338415e-05,0.9999143184627763,0.8942360606296993,0.10724108015052572,0.9995241566664991,0.00039290144088301616
4500,0.8065368682918708,0.19687937406409228,3.591632845574621e-05,1.8034623465377287e-09,8.823651716970876e-05,0.9999104648059254,0.894192611681234,0.10600547839797762,0.9995081229776352,0.00039543980564271604
4600,0.7982794198304756,0.2033344968995998,3.896435857084296e-05,1.99625632739131e-09,9.50098975524669e-05,0.9999069461274414,0.8896251231126289,0.10763640236340302,0.9994957163595537,0.0004079783986585159
4700,0.7923516864129578,0.21065923645931922,4.156888386209862e-05,2.310229272667164e-09,9.823852441794981e-05,0.9999031002982376,0.8899159618998114,0.11174401862084779,0.9994873614573934,0.000422830246707473
4800,0.7831831372381404,0.21455212109241098,4.4700818820564563e-05,2.5764533997493473e-09,0.0001036021599209959,0.9998965877657349,0.8876563238462454,0.11011743636963554,0.9994657699592882,0.00043111854459828533
4900,0.7724987251033595,0.22228720195278848,4.8038467861647316e-05,2.882046506287617e-09,0.00010748880277769065,0.9998925714592588,0.8862950002240936,0.11213565156728056,0.9994521398434797,0.0004444775923045936
5000,0.7682000074828383,0.2353793297083696,5.138433050631883e-05,3.217512278070708e-09,0.00010990907281918789,0.9998891487571138,0.8859617989257866,0.11515714128819603,0.9994353595311926,0.0004464719935538969
