miliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
0,1.0011427023430368,0.0021311759756608762,2.792591974204592e-07,3.131940615233378e-11,-1.1146322473456634e-06,1.0000007110418252,1.0008451186710545,0.0010128235614616787,1.0000035247515595,6.476599991242704e-07
100,1.003177637621625,-0.002393423727310086,-3.970448713464747e-07,3.123561614092209e-11,-1.2870233836903934e-06,0.9999983829804624,0.9971965686990003,0.0030717242296564927,0.999982411466171,1.560078445175817e-05
200,1.0005289269033188,-0.002574296006605396,-6.832626810728297e-07,-3.535056433038371e-11,-8.656100519665937e-07,1.0000003839869476,0.9929934675326273,0.008028253978873526,0.9999790021414265,1.4512539225341291e-05
300,1.0006317102049325,0.004156416025271609,-2.1659899103568516e-09,-8.688246617408811e-12,5.985814167174123e-07,0.9999987810662829,0.9892595327376154,0.009392542122178502,0.9999756320519314,2.9330685836645978e-05
400,0.9966579805831428,0.0034763144314464557,3.797686851137453e-07,-3.297604541025004e-11,-2.477848179919903e-07,0.9999993551936346,0.9873346515189115,0.012472850946055995,0.9999665568326874,3.629538376144629e-05
500,0.9963359331350969,0.004028706698216226,3.254732844528765e-07,-3.8724508405010855e-11,-2.2393595388862329e-07,0.9999994249693867,0.9827372164910547,0.016454662849209593,0.9999552982003385,4.856823124432059e-05
600,0.9929823342394776,0.004919983857632657,5.816790810998149e-07,-1.7089271895239045e-11,1.9055595638524438e-07,0.9999978418136626,0.9790461807407304,0.020783676398978452,0.9999411430824671,5.7244322924067873e-05
700,0.9963643292147357,0.005096484186727987,3.645024444908028e-07,-5.3501225723417575e-12,2.2647179478473477e-06,0.9999980014311647,0.9761783329777497,0.021468806753673228,0.9999267834233284,6.810488175057177e-05
800,0.98816232473669,0.007948624276008846,5.9479868804443176e-08,2.253202307231734e-11,2.858908272971348e-06,0.9999965578287361,0.9723597614968164,0.02486115336544338,0.999915937665021,7.194011784434812e-05
900,0.992218995701918,0.012110924049380207,5.38574489028064e-08,-2.3831302094054755e-11,4.842835020869419e-06,0.9999964973133282,0.9714390838495486,0.03032425978789921,0.9999177845465494,8.654525323264355e-05
