milliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
0,0.997624684315157,-0.001671733845452824,6.718581926864894e-07,-2.6885444890834966e-11,-1.4195948782095771e-06,0.9999985457546738,1.0012672035862256,0.0011543615890102095,0.9999974965131829,2.297646631594217e-06
100,0.9962995786660687,-0.0009859009686362828,-9.46108823093941e-08,-2.365439819960972e-11,-6.349132778026888e-07,1.0000006814617155,0.9968459037080164,0.0036272594723693375,0.9999971080421489,9.666723240993138e-06
200,0.9969272290802341,-0.0007262955370376443,-5.2291811542561136e-08,-3.079359226238199e-11,-7.872088213253191e-07,0.9999985641215138,0.9943068825488672,0.006169965823825858,0.9999792868054725,2.5933044737122637e-05
300,1.001738843344282,0.004780410460140653,-6.356243401978095e-07,-1.0752735722583238e-11,2.1220008083958102e-07,1.0000004091445978,0.9911811581871036,0.009435621855217688,0.9999686171167594,3.150626822134415e-05
400,0.9950978491529301,0.0007344877215904977,2.796618978209626e-08,-1.5337582464397793e-11,1.7030881725050143e-06,1.000000906086,0.9873753760500953,0.013036805759178864,0.9999611326193731,3.6778412406090356e-05
500,0.995319320971006,0.006869492405453268,-3.5635815359269613e-07,-1.2717463227748795e-11,1.5851698000295367e-06,0.9999992414959629,0.9835050679295912,0.01515253111183588,0.9999504994215689,5.339054675040016e-05
600,0.9940552836607779,0.006719018176305561,7.677219371627706e-07,-1.9401192962899524e-11,1.2221910520523213e-06,0.9999983862087378,0.9798139166658724,0.02155841218638805,0.9999459564414289,5.844248590961392e-05
700,0.9914786763429947,0.003674806463999969,1.8388145009907927e-07,-2.5726329322606043e-11,4.017522116091651e-06,0.9999967184217553,0.9785064360269755,0.022933458308970645,0.9999255871647018,6.218709860014775e-05
800,0.9929032932034342,0.011914932946333303,9.956948898249727e-08,3.206885452819166e-12,3.026162204281266e-06,0.9999963914574038,0.9739792790073503,0.024645136350396477,0.9999258405220737,7.86952185226689e-05
900,0.9913496812973207,0.011936715835864363,3.293729195672838e-07,-2.8092709595112594e-11,5.446606926103253e-06,0.9999971517004258,0.9699177471549831,0.029788627923337627,0.9999096904319772,8.003892558847297e-05
1000,0.9872946518491909,0.01594374892927963,1.9574056866498622e-07,6.745944714407226e-13,3.2104824400533604e-06,0.9999965810101732,0.9695707667732943,0.030763951863250004,0.999907402084912,0.00010021020914443052
1100,0.9835744946952378,0.017653038546489003,9.951204452392182e-07,-3.37178938772622e-11,5.209775351518228e-06,0.9999956821664602,0.9657682444310451,0.03374967502177125,0.9998818675060049,0.00010991428654767333
1200,0.9784322693841693,0.016663724341689622,5.660314072358336e-07,3.800724030684723e-11,7.421557587598091e-06,0.999992909870715,0.9619190628875586,0.036595359581424895,0.9998870601455481,0.00010854427629553309
1300,0.9768322671000707,0.01944943213398329,1.2539342921439277e-06,-3.0380957605846965e-11,6.7434019976533504e-06,0.9999934183440395,0.9586312832908479,0.0396599660207392,0.9998650537349137,0.00012678726135434746
1400,0.9779044746729233,0.028534540576982344,1.6134216271723512e-06,-8.66158151745031e-12,7.680915761258804e-06,0.9999904371746737,0.9575984886434766,0.042407617484121224,0.9998540980772117,0.00013326534482655363
1500,0.971041151198288,0.031097936935051,2.056617233089821e-06,-3.5254737449192556e-11,1.1051602438492241e-05,0.9999903183910972,0.9530327036819153,0.045255524738332095,0.9998518289906266,0.00014049833085845418
1600,0.9663088023729877,0.03152462453340636,1.527082091660011e-06,-2.1617789282230995e-12,1.2203811706989607e-05,0.9999864474502456,0.951612354698267,0.04728931560394291,0.9998405114770732,0.0001483753541569263
1700,0.9631936240895129,0.03617239529417886,1.912026301925542e-06,1.5030581631428506e-11,1.4517729256319554e-05,0.9999854745939087,0.9472946417152555,0.05180724249762675,0.9998303896119549,0.0001569725171495617
1800,0.959153886475653,0.03850570998402074,1.9623755670198316e-06,-5.196767598072337e-13,1.5279368098569204e-05,0.9999848542354277,0.9462978776349973,0.05246815395354069,0.9998231782000057,0.00016043838924142815
1900,0.9572382822446409,0.044483521324366546,2.5012530562358123e-06,4.0747857001717865e-11,1.558032583321323e-05,0.9999830535965645,0.9446655717719401,0.055454504012144364,0.9998016959440672,0.00017999839020868406
2000,0.9546753611336875,0.05165673935255765,3.7035058281556323e-06,2.4756598670339928e-11,1.8503189083769403e-05,0.9999803550452625,0.9410418735119126,0.05829299906655852,0.9997986613366624,0.00017962545047888072
2100,0.9459559569418766,0.05320213614946415,3.5039483203529226e-06,5.1842364414543276e-11,2.1880782800819853e-05,0.9999805685156655,0.9377011994486891,0.06099865009529107,0.9997912229351833,0.00018852208252945101
2200,0.9405595782136805,0.05934992094571711,4.042578133146052e-06,5.768555026654432e-11,2.262660371732794e-05,0.9999764034568567,0.9370336487657812,0.06402358822994067,0.9997784322212163,0.0002064319550448476
2300,0.9353388632312599,0.06253529425121489,5.073583895936568e-06,1.715999357037384e-11,2.4444940279067645e-05,0.9999757318370572,0.9348491212699388,0.06646675025405176,0.9997640325080832,0.00020446611287955915
2400,0.9290748425975659,0.06998874838994448,5.252296888771279e-06,6.098125705203438e-11,2.8229651337172735e-05,0.9999750584126901,0.9327577866325357,0.06729069084304817,0.999763873014891,0.00021959843071070616
2500,0.9303742643137334,0.06924633531883861,6.8587353549484975e-06,3.0902888286896174e-11,2.818876146157906e-05,0.9999715264297112,0.9297564507190437,0.06992157441951868,0.9997498335360009,0.00022911734950055004
2600,0.9191105370423502,0.07684233411686511,7.775289257033659e-06,1.119118607569122e-10,3.022712078533539e-05,0.9999698215562595,0.9280206053157821,0.07155476680012136,0.9997347074605338,0.00022719072616903785
2700,0.919718210327059,0.08650351309982224,7.315848170296286e-06,1.1009653186397922e-10,3.1831721573818567e-05,0.9999656128104861,0.9250635697136909,0.07366857336199184,0.9997200073244975,0.00023873549320685197
2800,0.9123316389132621,0.0926207047480225,9.081819174231583e-06,1.3476155919348136e-10,3.521713442790643e-05,0.9999641213549713,0.9238961725781643,0.07565716613076705,0.9997114009590883,0.0002566250206717816
2900,0.9070567298503117,0.09550293819223445,1.0285373987469532e-05,1.8360521304051592e-10,3.7105925689971966e-05,0.9999628799410828,0.9217016862454985,0.07917667084772023,0.9997066936270406,0.00025859291568628285
3000,0.9001597073749035,0.103274948949528,1.141284117599811e-05,1.9881455079263043e-10,4.0948598735339447e-05,0.9999590897299745,0.920177166703147,0.08168773407334848,0.9996906523239272,0.0002709503007002398
3100,0.8968829387244142,0.10618353318000062,1.2174645981307514e-05,2.3969840542050997e-10,4.395755125326623e-05,0.999956238742593,0.9177521639959554,0.08258462518148667,0.999682332908107,0.00027142493801984494
3200,0.8865826965707997,0.1088979388998797,1.2855587334430941e-05,2.6816225877086676e-10,4.5864717822059144e-05,0.9999527388318616,0.9141441199140938,0.08541105855824477,0.9996648155590852,0.0002794539661610641
3300,0.881719761499848,0.12080626777459909,1.4348967561475356e-05,3.4950466732299425e-10,4.8916022859300184e-05,0.999951936553001,0.9124684882320968,0.08561014004721537,0.9996656043084372,0.0002926125201742717
3400,0.8780390617651994,0.12210081911984356,1.5517777410624954e-05,3.9355120317413217e-10,5.1199575330734885e-05,0.9999481001806908,0.9113813253912486,0.08740361495570323,0.999652024708131,0.0002977023124940329
3500,0.8720167850936947,0.12844620566332937,1.67002875407998e-05,4.191631209048181e-10,5.414479989928551e-05,0.9999452701525546,0.90868492617243,0.09197978890734866,0.9996339401305366,0.0003058457359369329
3600,0.8615707213213171,0.13888220001477417,1.8067189810055536e-05,5.216111337300617e-10,5.811180618175376e-05,0.9999406217185678,0.9063145002661475,0.09194670882656805,0.9996260743972633,0.00031561531431640916
3700,0.8594138203363756,0.14709127491870483,2.0467280980118732e-05,5.952744220284034e-10,6.123918020293042e-05,0.9999396369304309,0.905681835905679,0.09566024507236727,0.9996041131664963,0.0003237939981688571
3800,0.8533449956622126,0.15271212900424008,2.1603292911922463e-05,6.621324723215991e-10,6.4457678080279e-05,0.9999350819283408,0.9039475238981439,0.095685773177795,0.9995958809480319,0.000340044620658451
3900,0.8446175561399126,0.15548156841076827,2.321698203513283e-05,7.597046950188138e-10,6.74996866934892e-05,0.9999308585870077,0.9038026998505082,0.09916341435908228,0.9995802592398806,0.00034294109174415983
4000,0.8339550554047636,0.16448316595429074,2.5938850378826256e-05,9.12996433530714e-10,7.038729068204319e-05,0.9999299469781252,0.9002075591477755,0.09983429785431136,0.9995755234015954,0.0003515712461374221
4100,0.8294955671417336,0.1699843311115077,2.6831814897182374e-05,1.0280956475316468e-09,7.632508378924285e-05,0.9999236342413399,0.8995523176738592,0.10244497604724885,0.9995621324461712,0.00036117166463491734
4200,0.8254571718487891,0.17478518406715685,3.0051954737271887e-05,1.1919140738806506e-09,7.909878427659245e-05,0.9999231854444413,0.8982239120206637,0.10357624414524237,0.9995448042061488,0.00037136859272956423
4300,0.8149388814255014,0.18515741730289476,3.1067202737139786e-05,1.3666558715638326e-09,8.093414351530215e-05,0.9999181299209945,0.8974567918661719,0.10414314664999984,0.9995334626927646,0.00037874919118415044
4400,0.8092305656400482,0.19000743426462988,3.3510691436373336e-05,1.5425451431418037e-09,8.438706973625173e-05,0.9999125200404992,0.895118552295214,0.10617111664607268,0.9995207944665232,0.00039253575634214046
4500,0.8022675334665638,0.19671681246852038,3.6311585330681485e-05,1.7929514502580755e-09,8.817890041720981e-05,0.9999117953062465,0.8936032744730846,0.1085933055495008,0.9995021984471588,0.00039486790739149714
4600,0.7966236080606922,0.20433014871040048,3.9595609806312105e-05,1.9966729321771434e-09,9.329648659847516e-05,0.9999052274722363,0.8912236721105113,0.11029731212578775,0.999487798191683,0.00041021642931851496
4700,0.7915546434712334,0.2137156992546047,4.1693747313616245e-05,2.3093497400742876e-09,9.783293108735116e-05,0.9999023154700758,0.8883522933299296,0.11002667163355148,0.9994793100700035,0.00041796832702575674
4800,0.7810438371867727,0.21783997112381803,4.4456086211436186e-05,2.5471401265332913e-09,0.00010335428418766467,0.9998974110057629,0.8885612280202214,0.11017758897406728,0.9994710523962133,0.0004267812896763202
4900,0.7785215740927252,0.22651316348871178,4.719132591298148e-05,2.8492746861023858e-09,0.00010507616010870428,0.9998950796409829,0.8882706021886292,0.11169071033407109,0.9994470502733367,0.0004459002349929306
5000,0.7669165978687195,0.23318901260081468,5.087233385584218e-05,3.278857444929028e-09,0.00010958949581724288,0.9998883161085211,0.8854028701543804,0.1158041480824711,0.9994339249417209,0.00045336951884407633
