milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
0,1.655021213797878e-06,0.0,0.0,0.0,-1.0010034622346044e-15,0.0,0.059999924384710114,-2.109357800423731e-08,-6.21726149562789e-10,-5.821520262071253e-18,-4.302103654158189e-25,4.350891535732003e-16,8.738254615245028e-16,-6.053933626619185e-18,-2.3386679572071908e-15
100,1.487772758671067e-06,0.0,0.0,0.0,1.3435239818217862e-15,0.0,0.059999938411819484,1.8967026265484067e-07,1.7858373254750803e-10,-6.768678581266464e-18,3.866162911874469e-26,-9.611398913472276e-16,5.740803620328162e-17,-9.131939001762513e-16,4.0437365713736516e-16
200,3.7467014080059056e-06,0.0,0.0,0.0,-4.929024847641536e-17,0.0,0.05999972797323455,1.9158889870098854e-07,-9.012915626012293e-10,2.9489746278166234e-18,-2.8273843830890526e-26,-2.1862278563379566e-15,-1.5503382097148556e-15,1.3048549125675429e-15,-3.6842957154862106e-16
300,7.083302261980575e-06,0.0,0.0,0.0,8.163296590755366e-16,0.0,0.059999682561885107,3.40373438231395e-07,2.5570159405676484e-10,-5.437998482558291e-18,-2.563544536855612e-25,1.005575279003817e-15,3.133985182225102e-16,-9.38301827647533e-16,-1.0329841906571558e-15
400,1.0354936389422127e-05,0.0,0.0,0.0,1.1544668790148594e-15,0.0,0.059999554395033475,4.3613433192612366e-07,4.005555816868486e-10,-4.498058932219839e-18,-3.3146818911550965e-25,3.3326705999327804e-17,-1.8605336290640225e-16,-1.196626785907836e-15,5.52100325109011e-16
500,1.0831368069112024e-05,0.0,0.0,0.0,-1.1619271777957558e-15,0.0,0.05999945643733873,6.219724594455504e-07,6.682110854761296e-10,3.604121670866515e-18,4.501534494174325e-25,-1.5689462703117033e-15,1.3289385858901464e-15,7.921650469240636e-16,-1.1333116553784134e-15
600,1.6064033313308405e-05,0.0,0.0,0.0,-1.2171741328364984e-16,0.0,0.05999922488517172,6.700618209938988e-07,5.105363029322439e-09,2.6999245616462305e-18,7.111227319324272e-27,2.491392267096262e-15,1.3355314356683336e-15,-1.1496098102958284e-15,-9.12866225088293e-16
700,1.6539704377075603e-05,0.0,0.0,0.0,5.909833413941351e-16,0.0,0.05999916947791026,8.979925958977015e-07,4.028646109280846e-09,-7.70697187664933e-18,-5.9638493057472e-26,2.740637025903005e-15,-1.163209864994756e-15,-1.107990189191424e-15,1.757179005109351e-15
800,1.9448538389144648e-05,0.0,0.0,0.0,-3.5831989230011827e-16,0.0,0.059999056596511106,9.378230553396828e-07,3.94974101297625e-09,5.719423018160678e-18,3.0762035039079866e-25,1.6071441733605654e-15,2.9026137915082115e-15,-6.027652172834763e-16,-9.560858024099183e-16
900,2.2886458509231187e-05,0.0,0.0,0.0,-9.273009367374099e-16,0.0,0.05999889050009849,1.157771562631026e-06,7.802431997280501e-09,-1.963931929953675e-18,3.507373183860834e-25,2.6771280150357545e-15,1.5948805980524417e-15,-6.777165151672235e-16,2.9635971781041613e-15
1000,2.412852394454369e-05,0.0,0.0,0.0,-9.488745449687327e-16,0.0,0.059998719638060215,1.1589075818277243e-06,9.436554863699818e-09,2.0719457542346748e-18,-3.822578940357709e-25,3.1544016130456104e-15,2.5763769614201555e-15,1.3680801844662404e-15,2.6171837104627282e-15
1100,2.772259990800798e-05,0.0,0.0,0.0,-4.38056939767815e-16,0.0,0.05999870079778663,1.307564935264566e-06,7.855808039876666e-09,-1.8766087146031776e-18,2.551750194405119e-25,5.81609167413231e-16,1.6226024194083444e-15,1.0560010983459314e-15,4.295904379354789e-16
1200,3.166113794494616e-05,0.0,0.0,0.0,1.4178562250502769e-15,0.0,0.05999848869536372,1.3638670366433347e-06,9.585064264848288e-09,3.802270264934201e-18,-7.279202793642117e-26,2.517528480980106e-15,2.542386715514361e-15,-6.218559058518063e-16,1.8051139556686132e-15
1300,3.402425233967997e-05,0.0,0.0,0.0,7.449477308485153e-16,0.0,0.05999841672921298,1.6443395810417468e-06,1.5468252084069897e-08,-4.8325756196816274e-18,-3.065057256128609e-25,1.8525687875521945e-15,4.524838760402632e-15,-1.947988439031995e-16,3.208079632134088e-15
1400,3.476354440307725e-05,0.0,0.0,0.0,1.6478710120673034e-15,0.0,0.059998243422003376,1.645307887908279e-06,1.2075037530175225e-08,-1.5167805230501873e-18,1.6627651416103047e-25,3.4708349500254655e-15,4.315869551738317e-15,2.2584508942636663e-15,5.866808508193154e-15
1500,3.853444670182773e-05,0.0,0.0,0.0,2.1656942711700802e-16,0.0,0.05999825521893451,1.8474792780557698e-06,1.4683315040357665e-08,4.4219788755340906e-18,-2.7516667574869205e-25,5.845822230102856e-15,4.32767981709752e-15,-2.382094703942402e-16,2.9173535408130365e-15
1600,4.0612281560245405e-05,0.0,0.0,0.0,1.7317171112756082e-15,0.0,0.05999800193548918,1.8849740764064207e-06,2.1972333516200543e-08,1.842182662231511e-19,2.2103676580119955e-25,7.377503603307617e-15,6.591815526712091e-15,1.1311342068415038e-15,5.707289675422757e-15
1700,4.2615322468500264e-05,0.0,0.0,0.0,1.680342719855317e-15,0.0,0.059997914084581695,2.016729449439515e-06,2.1350408893750348e-08,-5.087943819652083e-19,1.1742581419483232e-25,8.114463922752636e-15,8.347616303043705e-15,1.1525096208407726e-15,7.98765520754633e-15
1800,4.616856519423124e-05,0.0,0.0,0.0,3.779287576816196e-15,0.0,0.05999787054676968,2.237858406559264e-06,2.608798297436498e-08,2.857505575577161e-18,3.595945493291161e-26,1.0290039855759597e-14,7.765974928342065e-15,3.162393157242587e-15,6.281985380202603e-15
1900,4.7394277417554254e-05,0.0,0.0,0.0,3.767566175266128e-15,0.0,0.05999777682105282,2.220610868339836e-06,2.971489731990206e-08,1.2074969009175803e-17,5.142722502114278e-25,1.0962766599590924e-14,8.756879585530905e-15,3.164883936065238e-15,9.134403771492511e-15
2000,4.944729635452822e-05,0.0,0.0,0.0,3.3667560743318772e-15,0.0,0.05999765227290801,2.3951281672091595e-06,2.952575993479683e-08,3.70141188161209e-18,-3.063802035404402e-26,1.2300864044145493e-14,1.0050445484781864e-14,2.872050915039567e-15,1.0869955710783342e-14
2100,5.3489394780228035e-05,0.0,0.0,0.0,3.80224560885947e-15,0.0,0.059997450674711475,2.532590962722071e-06,3.176254311935349e-08,1.9939198068368236e-17,3.5226337982805624e-25,1.3286853832535764e-14,1.0360307704897808e-14,3.485793012683755e-15,1.477363867177504e-14
2200,5.439474645943169e-05,0.0,0.0,0.0,4.327868325397214e-15,0.0,0.059997386596489934,2.600088951100338e-06,3.475200677568413e-08,1.838326850733177e-17,8.79550383427498e-26,1.3216314685934481e-14,1.4784872415424412e-14,4.856385228046101e-15,1.4802384189749738e-14
2300,5.629554464687584e-05,0.0,0.0,0.0,5.878714526058801e-15,0.0,0.05999725363307824,2.839345136600089e-06,3.782383046355445e-08,2.2207024898074106e-17,1.607070452998603e-25,1.8882167364548457e-14,1.566264153240111e-14,5.421149527091625e-15,1.6950936410529095e-14
2400,5.903936150775027e-05,0.0,0.0,0.0,7.366234785636132e-15,0.0,0.05999708734641643,2.8256439883143835e-06,4.094483938121909e-08,2.975214547356833e-17,5.936967033513768e-25,1.7567253747434664e-14,2.0541145367784437e-14,6.037931359723751e-15,1.8365361964385183e-14
2500,6.14492263454456e-05,0.0,0.0,0.0,7.161286898042763e-15,0.0,0.05999706168133548,3.0460074556021767e-06,4.774503539406992e-08,3.2896237448439326e-17,2.905327591624029e-25,1.9712321253894956e-14,2.1465212426153367e-14,9.066174869289674e-15,2.0331364199426297e-14
2600,6.568397804005231e-05,0.0,0.0,0.0,9.35029280403527e-15,0.0,0.059996927957450145,3.057848644491546e-06,4.890578856402709e-08,2.7484945130340543e-17,-3.1296720222647406e-26,2.5834900881911672e-14,2.27374695261895e-14,9.867772596834956e-15,2.347204997514621e-14
2700,6.677748508047797e-05,0.0,0.0,0.0,1.1606904562563619e-14,0.0,0.059996677903609096,3.1877650881490306e-06,5.507855965118581e-08,3.267450533252754e-17,2.387484220777997e-25,2.858738732906462e-14,2.4612572195411723e-14,9.398322356887837e-15,2.6157665662189726e-14
2800,6.935522904203545e-05,0.0,0.0,0.0,1.1983588989807855e-14,0.0,0.059996561203410737,3.402276738591946e-06,5.958388102413471e-08,3.7856602711684404e-17,6.480167081803078e-25,3.001454660419065e-14,2.924243805676129e-14,1.254441817202226e-14,2.870884519049468e-14
2900,7.174396885888207e-05,0.0,0.0,0.0,1.4070599163252595e-14,0.0,0.05999645860869221,3.529535712787203e-06,6.294706364702645e-08,5.252838809189471e-17,8.097566369430678e-25,3.24187880196368e-14,3.407482061570099e-14,1.4687748983883767e-14,3.1921896738576517e-14
3000,7.3664669829858e-05,0.0,0.0,0.0,1.6269974892171803e-14,0.0,0.05999636532644148,3.562047696086123e-06,6.620030199187774e-08,6.010441617216415e-17,1.346669928460319e-24,3.67728904679022e-14,3.5962957917905375e-14,1.470964232397309e-14,3.353614291694226e-14
