milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
3100,7.827261369044462e-05,0.0,0.0,0.0,1.78024098069144e-14,0.0,0.05999632250120465,3.7617654394424094e-06,7.002667640715648e-08,7.528026448653266e-17,1.6127379339816346e-24,3.9126343434236174e-14,3.9553793128133425e-14,1.655991768660373e-14,3.7059515969422244e-14
3200,8.001597456004861e-05,0.0,0.0,0.0,1.8914183432016998e-14,0.0,0.05999623442172653,3.813853539750504e-06,7.47100712061479e-08,7.985835454602526e-17,1.7824740751643378e-24,4.165682844542237e-14,4.314996489325053e-14,2.0320867189328483e-14,4.0801073348307134e-14
3300,8.285657063463349e-05,0.0,0.0,0.0,2.328550132007278e-14,0.0,0.05999596528599523,3.879097246837456e-06,7.860591223265009e-08,9.080640283398858e-17,1.6726693436617443e-24,4.6678135965888093e-14,4.584721759059206e-14,2.2795389291894992e-14,4.574877378054287e-14
3400,8.651101084736653e-05,0.0,0.0,0.0,2.4894428194053986e-14,0.0,0.059995970312299925,3.998168588574492e-06,8.598849069296242e-08,9.960386496088417e-17,1.7913064806019685e-24,5.0763122255712786e-14,5.01409839886815e-14,2.4081723881356212e-14,5.215683516014987e-14
3500,8.651790257708264e-05,0.0,0.0,0.0,2.7097737919727994e-14,0.0,0.05999585402124439,4.206555897565294e-06,8.9723087159637e-08,1.0809132459633172e-16,3.033187707070684e-24,5.795936385607288e-14,5.492855857982865e-14,2.7505669678647212e-14,5.766156933053862e-14
3600,8.82473009122543e-05,0.0,0.0,0.0,3.166239387957636e-14,0.0,0.05999570068185055,4.213997704301827e-06,9.497101747114174e-08,1.2680568005022576e-16,2.9554701160595173e-24,6.312841285266704e-14,5.880352603991183e-14,3.036059475447408e-14,5.959869642932811e-14
3700,9.213712095596004e-05,0.0,0.0,0.0,3.3010573370577634e-14,0.0,0.05999551564017938,4.353577604151216e-06,1.0497409025571397e-07,1.4141810023434901e-16,4.395149779761299e-24,6.79823818536557e-14,6.572852788327465e-14,3.4121372797747634e-14,6.727472067584301e-14
3800,9.478603864336235e-05,0.0,0.0,0.0,3.7983829435898035e-14,0.0,0.059995358791310634,4.614117387980541e-06,1.057153018927911e-07,1.6176382655770571e-16,5.243810174543211e-24,7.027353862042779e-14,7.249767267711873e-14,3.8823537598439954e-14,7.246217494607406e-14
3900,9.755542410737979e-05,0.0,0.0,0.0,4.1245720448725876e-14,0.0,0.059995275837935784,4.5767894956021215e-06,1.1230430981955143e-07,1.8329747007916306e-16,5.902005297971954e-24,7.467439405019219e-14,7.63083047921236e-14,4.209585990019854e-14,7.58568263857842e-14
4000,9.882584226242342e-05,0.0,0.0,0.0,4.558072799249219e-14,0.0,0.05999525925405575,4.857728568602075e-06,1.2068084976371484e-07,2.0988938373522235e-16,7.012852891600363e-24,8.0473789795094e-14,8.075368753404752e-14,4.6191428067905764e-14,8.498606404518292e-14
4100,0.00010196048060456173,0.0,0.0,0.0,5.017009239697407e-14,0.0,0.05999504484770848,4.903977853753378e-06,1.2579428872466502e-07,2.406829561015208e-16,8.733764238382407e-24,9.125324745968001e-14,8.770099458396121e-14,5.0306928094082606e-14,8.868588102250373e-14
4200,0.00010405815139674123,0.0,0.0,0.0,5.3189980934753493e-14,0.0,0.05999498007271568,5.0974762748955764e-06,1.3196609866954759e-07,2.6420074204205786e-16,1.0290066748243846e-23,9.628435564879022e-14,9.73305267297664e-14,5.322941763626984e-14,9.58961699439173e-14
4300,0.00010684193440981531,0.0,0.0,0.0,5.892056919416758e-14,0.0,0.05999486353670982,5.169243236033064e-06,1.3736970780755689e-07,2.9326219208285997e-16,1.2600411114353385e-23,1.0444673227254172e-13,1.0292023900511829e-13,5.846790172695805e-14,1.0132224881316552e-13
4400,0.0001097741075556413,0.0,0.0,0.0,6.413573422473264e-14,0.0,0.05999478613522021,5.185353131490963e-06,1.440040855858268e-07,3.3422674595855056e-16,1.501235874224171e-23,1.0863569295672253e-13,1.1009212849885404e-13,6.517320048192529e-14,1.1117210832716962e-13
4500,0.0001110347309424167,0.0,0.0,0.0,7.09920491947901e-14,0.0,0.05999468620773291,5.337893653241952e-06,1.5097641442628247e-07,3.6121251456157877e-16,1.747911412694456e-23,1.147743697233912e-13,1.1745571935546805e-13,7.222677531288501e-14,1.1901138459408614e-13
4600,0.00011370766206895275,0.0,0.0,0.0,7.66089761012671e-14,0.0,0.059994563048154044,5.571652234501653e-06,1.6041803544853626e-07,3.9703153191488016e-16,2.0717967603894504e-23,1.2287291917984524e-13,1.2369971201254826e-13,7.758126458258364e-14,1.2589832465449073e-13
4700,0.00011810041596121188,0.0,0.0,0.0,8.393062621489288e-14,0.0,0.05999434624282658,5.558774281914379e-06,1.6502336659075438e-07,4.382557449612374e-16,2.471247718042326e-23,1.310430902968529e-13,1.305270704677842e-13,8.435839213272498e-14,1.3351865188634919e-13
4800,0.00011897489543937878,0.0,0.0,0.0,9.164999082358973e-14,0.0,0.05999419012835176,5.640687989590095e-06,1.7302226599838943e-07,4.786610123953358e-16,2.819828058898582e-23,1.4135024975818997e-13,1.4306177936488696e-13,9.16175662291145e-14,1.3952272158837185e-13
4900,0.00012271152299348062,0.0,0.0,0.0,9.681283665492818e-14,0.0,0.059994119702708494,5.760924677689699e-06,1.794388901818357e-07,5.317717451412314e-16,3.2972027211842767e-23,1.48692943470664e-13,1.4787152648690565e-13,9.642843202806619e-14,1.477097770634437e-13
5000,0.0001265715975689725,0.0,0.0,0.0,1.0510274850347257e-13,0.0,0.059994035019180984,5.9154671325782145e-06,1.8844083972161115e-07,5.801605696737907e-16,3.834768258658179e-23,1.583664327665275e-13,1.6017237085384808e-13,1.0441379773658312e-13,1.5936643730383384e-13
