milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
0,1.3329567706921338e-06,0.0,0.0,0.0,-1.8605996531760952e-16,0.0,0.059999997922366335,-7.892511565621047e-08,1.901616576484507e-09,-7.109979257554409e-18,1.4148017835357854e-25,-8.102577746639082e-16,1.5067732300427778e-15,3.396378295436881e-16,-1.67743168855908e-15
100,1.9225489749354765e-06,0.0,0.0,0.0,1.2092066115075785e-15,0.0,0.05999979958006173,1.6826398701969104e-07,-1.8107367228705299e-09,-5.746139345472265e-18,4.330931624214197e-25,2.1706893994644197e-15,-3.465958085682619e-16,5.035453096446747e-16,-1.1081764380325983e-15
200,5.128398125134424e-06,0.0,0.0,0.0,-1.0879178356686627e-15,0.0,0.05999971124598327,1.8932885279137577e-07,-1.2707763873533375e-09,5.586848373302744e-18,-2.577474335931769e-25,-9.874225700133039e-16,1.5675437983107326e-15,-7.886630104043193e-16,8.870431266310433e-16
300,9.018607655207287e-06,0.0,0.0,0.0,1.2716601305005889e-15,0.0,0.0599996545098423,2.7124310600085744e-07,2.950224791841156e-09,7.637443056771324e-18,-3.4236978953920436e-25,-1.784959487635649e-16,8.80840221586525e-18,5.173753553885812e-16,7.825397066655117e-17
400,1.0480004053847134e-05,0.0,0.0,0.0,5.738662076843316e-16,0.0,0.05999951870492687,5.347464481162255e-07,8.022634690465604e-10,-6.97424258209424e-18,4.287120900552281e-25,2.1705918996968598e-15,6.795530241791882e-16,1.0680201688340893e-15,-1.780780976421866e-15
500,1.4349034325359852e-05,0.0,0.0,0.0,-1.9008811207154207e-16,0.0,0.05999932268958374,5.430932172224817e-07,2.4442625335921856e-09,-5.569609980158208e-18,-3.949277349205307e-25,2.5158894641661737e-15,1.661936664074417e-15,-1.0456706796101644e-15,2.2654708180305277e-16
600,1.654265614120962e-05,0.0,0.0,0.0,-1.047556848005744e-15,0.0,0.059999213244710664,7.707574439615057e-07,4.168263518097727e-09,-1.3106641209281826e-18,5.7681737510690334e-27,1.3096042899374197e-15,1.912189709665731e-15,1.5309509714472911e-15,2.339371836382891e-15
700,1.6188819428969338e-05,0.0,0.0,0.0,-9.488571639453763e-16,0.0,0.05999912364411341,9.06536747393307e-07,2.700229908176751e-09,1.8489329105731284e-18,-2.572514970614376e-26,1.9543480620014658e-16,2.7888840328894955e-15,-3.6465846885356634e-17,2.5013645072601773e-15
800,2.0554279374519795e-05,0.0,0.0,0.0,-9.786365638595835e-17,0.0,0.059999004542274935,1.0317881129192767e-06,4.441161725078731e-09,-3.3779142241423397e-18,-4.2260371643634265e-25,3.953017485882785e-16,1.4182822301180777e-15,7.062679994438528e-16,-2.5223062913858228e-16
900,2.1321852190367492e-05,0.0,0.0,0.0,5.495230962827129e-16,0.0,0.05999898450364381,1.1129504593438322e-06,4.518448819619091e-09,4.302970729067087e-18,7.082521328022177e-26,1.6553148619531336e-15,-3.3966720907416263e-16,7.081273455049833e-16,1.1263982553082944e-15
