miliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
2500,6.368160797491103e-05,0.0,0.0,0.0,7.864976954493144e-15,0.0,0.05999697335139533,3.0766587539785927e-06,4.521052387318848e-08,2.6317792903373194e-17,-1.7302404866653072e-25,2.106945080909995e-14,2.1922000195252426e-14,6.440642824762774e-15,2.0366846253937474e-14
2600,6.500360389760072e-05,0.0,0.0,0.0,9.106546159747773e-15,0.0,0.05999679544295917,3.071926219965532e-06,5.1905067684928317e-08,3.6845106789745827e-17,1.5348909381702735e-25,2.2430551534756205e-14,2.2085478986447313e-14,1.0381456680743147e-14,2.496891687771957e-14
2700,6.785623733636636e-05,0.0,0.0,0.0,9.187048792829006e-15,0.0,0.05999669568313815,3.2231441621411415e-06,5.4335737725344855e-08,3.349855756087799e-17,6.510377090787799e-25,2.7138354318282866e-14,2.7824986645331494e-14,1.1221645516703897e-14,2.8515552230765323e-14
2800,7.08466497215022e-05,0.0,0.0,0.0,1.0732247196247649e-14,0.0,0.05999672779371315,3.273692440850104e-06,5.839618231309916e-08,4.445386438156518e-17,4.225341527166163e-25,3.069383003302144e-14,3.065990543678875e-14,1.2003943198309764e-14,2.977536906257839e-14
2900,7.087690161714675e-05,0.0,0.0,0.0,1.2628746447600792e-14,0.0,0.05999650376513236,3.5161989313152694e-06,6.132016990570368e-08,4.494263348815504e-17,3.180020128980338e-25,3.1873119291442e-14,3.244063952299947e-14,1.4910229639556246e-14,3.244976861074196e-14
3000,7.517122503473797e-05,0.0,0.0,0.0,1.5614150553422304e-14,0.0,0.05999648610938271,3.5148165121822226e-06,6.942334548446496e-08,5.1462355452887514e-17,9.08579076145289e-25,3.542701821901834e-14,3.5184620860422576e-14,1.5507204875126436e-14,3.6124665485965525e-14
3100,7.690727703734802e-05,0.0,0.0,0.0,1.7559162526266237e-14,0.0,0.05999625262674325,3.6356466518610923e-06,7.131587907933712e-08,6.383524636280299e-17,7.976788685523929e-25,4.152120442409036e-14,3.82595509813723e-14,1.600848012754539e-14,3.9627571862655106e-14
3200,7.897768080269055e-05,0.0,0.0,0.0,2.07993111872568e-14,0.0,0.059996182090790905,3.878523793328402e-06,7.691907525707455e-08,8.212106669095411e-17,1.4497482850241766e-24,4.109543485078381e-14,4.2236366190379686e-14,2.0931026615417924e-14,4.125347053021608e-14
3300,8.066141701798879e-05,0.0,0.0,0.0,2.1260625537119175e-14,0.0,0.0599959864804619,3.9639290922362455e-06,8.282751413416344e-08,8.360401715380586e-17,1.2814359510407576e-24,4.687583832895257e-14,4.7269615620566326e-14,2.1429864577223004e-14,4.8155903867549325e-14
3400,8.481751281382061e-05,0.0,0.0,0.0,2.3051364982776188e-14,0.0,0.0599959303530122,4.120226717908011e-06,8.577322245954409e-08,1.02796817365443e-16,2.5986477932085505e-24,4.917636566351715e-14,5.07189297175837e-14,2.592550165842209e-14,5.132165980265722e-14
3500,8.765570088468396e-05,0.0,0.0,0.0,2.77848686909349e-14,0.0,0.05999575421148194,4.199734692459016e-06,9.411022077179285e-08,1.0813735149226322e-16,3.150874116471158e-24,5.538387173379134e-14,5.516568458086781e-14,2.6429740978184282e-14,5.53054783234426e-14
3600,8.956718225045662e-05,0.0,0.0,0.0,3.091860345937465e-14,0.0,0.05999564189755539,4.281481169378148e-06,9.878860793411912e-08,1.3621940819992776e-16,3.357590357347436e-24,6.14220061546503e-14,6.14243795425939e-14,2.9724139137776076e-14,5.866589355566069e-14
3700,9.085710980814068e-05,0.0,0.0,0.0,3.345294967117676e-14,0.0,0.059995532387531005,4.344480088895796e-06,9.954769084144428e-08,1.540167110349899e-16,4.522245868298986e-24,6.441416993024672e-14,6.458364906326399e-14,3.2985859209737264e-14,6.654009790710849e-14
3800,9.323811054145971e-05,0.0,0.0,0.0,3.77318829858683e-14,0.0,0.05999545320241335,4.623132673619901e-06,1.0796453180384174e-07,1.6654099383956432e-16,5.081461779734409e-24,7.340449977859423e-14,6.961365798966545e-14,3.869598466834093e-14,6.891821432556835e-14
3900,9.63075198620126e-05,0.0,0.0,0.0,4.219573454193439e-14,0.0,0.059995332459333695,4.649742271279983e-06,1.1311619600839366e-07,1.838397602770648e-16,5.789563696808746e-24,7.706699477407287e-14,7.914725501686033e-14,4.217203777162076e-14,7.58158575118218e-14
4000,0.00010141120813678638,0.0,0.0,0.0,4.456736569621121e-14,0.0,0.05999521803265157,4.694313466556174e-06,1.1894890727395648e-07,2.071371590139808e-16,6.851375605414025e-24,8.17275368505979e-14,8.19092189539676e-14,4.452937786890009e-14,8.471302817818436e-14
4100,0.00010161496828708836,0.0,0.0,0.0,4.852936436237897e-14,0.0,0.05999512698791447,4.916354390437711e-06,1.2634946895800323e-07,2.3412685346739294e-16,8.629214568577228e-24,8.800506150952686e-14,8.81139787237192e-14,5.0346372456075134e-14,9.009487068115248e-14
4200,0.00010427694457704138,0.0,0.0,0.0,5.5027157116685895e-14,0.0,0.05999495974084707,5.003480454425752e-06,1.2947500738885087e-07,2.613256770425719e-16,1.0805208642115273e-23,9.397965974225264e-14,9.406926335265142e-14,5.523106076058379e-14,9.740318849580458e-14
4300,0.00010673248610578691,0.0,0.0,0.0,5.827118603169799e-14,0.0,0.05999480425464805,5.180390886013956e-06,1.3887072316808535e-07,2.9150799146796453e-16,1.2438552923193055e-23,1.0458570172396525e-13,1.0138619855142387e-13,6.004818645300252e-14,1.030514133154635e-13
4400,0.00011064762835517583,0.0,0.0,0.0,6.406950681675848e-14,0.0,0.05999478154457658,5.17227106333218e-06,1.4422528518245504e-07,3.27021489342806e-16,1.5010448639902314e-23,1.1026357609922358e-13,1.1146637213015099e-13,6.416059615425307e-14,1.0949841904997649e-13
4500,0.0001120692694832964,0.0,0.0,0.0,7.107880189440472e-14,0.0,0.05999454332881169,5.340493451803793e-06,1.5222495076586938e-07,3.6657501306743385e-16,1.783341149421369e-23,1.183273660937945e-13,1.1457436089222439e-13,7.060774928415847e-14,1.1886376788699053e-13
4600,0.00011586308936951057,0.0,0.0,0.0,7.839458399654031e-14,0.0,0.05999444010704543,5.468370688762272e-06,1.553114498585679e-07,4.0353971369925834e-16,2.1331879518762632e-23,1.2626459154004274e-13,1.2339143932160192e-13,7.731200352278947e-14,1.2590118872673884e-13
4700,0.0001169071463694597,0.0,0.0,0.0,8.369397318038155e-14,0.0,0.05999440064389215,5.537873528195511e-06,1.653853586053038e-07,4.397051050886037e-16,2.4307340377691538e-23,1.3330867517386076e-13,1.339113217537728e-13,8.377830773027176e-14,1.3351052325046944e-13
4800,0.0001202526814967227,0.0,0.0,0.0,8.945443006064543e-14,0.0,0.05999430913581354,5.751592453871279e-06,1.7479407473250996e-07,4.855194283293039e-16,2.859402614083933e-23,1.4270204648947124e-13,1.4220921778085286e-13,9.189122549703305e-14,1.3940805557342257e-13
4900,0.0001221495409463562,0.0,0.0,0.0,9.652956544141663e-14,0.0,0.059994159958645384,5.901578387246868e-06,1.7898105987400992e-07,5.359114886713848e-16,3.328312958092316e-23,1.4950123258041e-13,1.4895760763996096e-13,9.791655154048458e-14,1.5033028530722603e-13
5000,0.00012387407503073382,0.0,0.0,0.0,1.0658161215778803e-13,0.0,0.05999394548189242,5.896745678168942e-06,1.8565410242177884e-07,5.936856022743805e-16,3.852161556520958e-23,1.6138607892049937e-13,1.5975014892635663e-13,1.0529147598473342e-13,1.5892302375508565e-13
