miliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
0,-8.492127109758227e-07,0.0,0.0,0.0,-3.3191860725995286e-16,0.0,0.05999992826867105,6.818976074377575e-08,-1.4360728744928831e-09,-6.678552779059983e-18,3.689701084394141e-25,-2.3172793029425732e-15,-1.6738262257191159e-15,-2.8226857531645876e-16,2.083965333100496e-15
100,3.7499873457288323e-06,0.0,0.0,0.0,1.241743406190304e-15,0.0,0.05999982062489504,1.521811040703713e-07,-8.518593414354222e-10,3.309628309871315e-18,1.2098101088706027e-25,-1.718451253327693e-15,-4.3591692657624487e-16,-1.4898646308765941e-15,-2.3261305542609274e-15
200,6.6558784180594705e-06,0.0,0.0,0.0,-8.659489500450297e-16,0.0,0.0599998174956064,2.0438165452407607e-07,-9.947741694327839e-10,2.485843393926353e-18,2.7105902896980655e-25,6.420200922034587e-16,-1.6737581327176822e-15,1.0435298613906654e-15,-8.117707091779212e-16
300,6.2627280787971365e-06,0.0,0.0,0.0,1.0366568819636577e-15,0.0,0.059999618970262715,4.4549256163544144e-07,9.229063898664485e-10,-2.0240446153813656e-18,-1.648087863161209e-25,-1.1245653710698302e-15,1.730706711606353e-15,-1.2530251090822777e-15,4.409431430067698e-16
400,1.089721699114404e-05,0.0,0.0,0.0,9.556459494927721e-16,0.0,0.059999575923287744,4.664129285071943e-07,3.986105580222428e-09,-5.682478500439596e-19,4.4174468592032303e-26,5.582811640977465e-16,1.638717270662441e-15,3.7911377545084714e-16,1.2228157146336366e-15
500,1.143865219267898e-05,0.0,0.0,0.0,5.397119602031576e-16,0.0,0.05999946153826663,6.596132496103345e-07,2.917961527041514e-10,6.9178452364365715e-18,9.816081257325285e-26,2.452888119368151e-15,1.6037911857456307e-16,1.0766864289768525e-15,-1.0085628591675268e-15
600,1.4628915079848252e-05,0.0,0.0,0.0,-1.5867509655215046e-17,0.0,0.05999931294433135,7.151894637982917e-07,1.796419326623754e-09,-1.3772231812825335e-19,-3.1682938951659344e-26,1.7090312225331732e-15,-1.594085015244731e-15,-6.497610254206856e-16,-4.215833272933593e-16
700,1.7756814595651306e-05,0.0,0.0,0.0,5.697902324961212e-16,0.0,0.059999235877899404,9.233109157436535e-07,2.958685870135572e-09,4.871451945691365e-18,5.0091802697758024e-27,-5.085253389463957e-16,-1.3135222888427494e-15,6.476135105277194e-16,1.6494540889499298e-15
800,1.8969232655025983e-05,0.0,0.0,0.0,1.0251630622860378e-15,0.0,0.059999089406503725,9.07368314673818e-07,7.124411540269424e-09,-5.359922532342579e-18,-4.24053708594819e-25,2.8897959844651125e-15,-1.499102574636893e-15,-1.2793913981844497e-15,2.3103181736648178e-15
900,2.2160665081711422e-05,0.0,0.0,0.0,1.2631199458605255e-15,0.0,0.05999892313818451,1.1135502729329088e-06,3.3212496139555686e-09,-4.681117577680706e-18,-1.906887721907147e-25,3.1189135585207038e-15,-1.4414720073386773e-16,-6.883867536078402e-16,3.033520887341874e-15
1000,2.478531370665032e-05,0.0,0.0,0.0,-1.4827501670724688e-16,0.0,0.059998843725090026,1.2496156696592327e-06,7.105974442411322e-09,1.9065450553483907e-18,-9.929011993901722e-26,-3.610878221740274e-16,2.9142637681478038e-15,-8.161994381938846e-16,3.13324123177003e-15
1100,2.828787776505026e-05,0.0,0.0,0.0,4.397374602165248e-16,0.0,0.05999870772927171,1.3175168371303902e-06,8.292016944461467e-09,-4.122213395795808e-18,3.22202104456438e-25,2.1938564956303337e-15,4.2084687261253296e-15,-4.097558673641088e-17,2.1402873083171526e-17
1200,3.1210763770268216e-05,0.0,0.0,0.0,8.452319858477363e-17,0.0,0.05999850891157072,1.35660494566519e-06,1.1296481536276392e-08,-1.1542992841293715e-18,1.2206936465160636e-25,2.99610126279234e-15,1.343385527163169e-15,4.576862214652137e-16,3.4043601600656706e-15
1300,3.25708474047772e-05,0.0,0.0,0.0,2.82167722902961e-16,0.0,0.05999836980370409,1.479092142775501e-06,1.3442793229108435e-08,-4.179920334348786e-18,3.5756520831803328e-25,3.3616639316832402e-15,1.8673339048377506e-15,-2.8564503376243336e-16,3.2375840419529878e-15
1400,3.561870774245088e-05,0.0,0.0,0.0,8.589928373472304e-16,0.0,0.05999831064528439,1.7092847096436891e-06,1.7081430940011788e-08,7.144373652132353e-18,-1.6643029061739702e-25,6.07700091998932e-15,4.032752138504047e-15,9.744588459346448e-16,2.9005957452668324e-15
1500,3.79149467709462e-05,0.0,0.0,0.0,1.18823557484771e-15,0.0,0.05999819033565362,1.8524038862159605e-06,1.4388144521710238e-08,1.8656423666402432e-18,-3.8665268025088158e-25,6.1717406198136705e-15,3.2214459872668528e-15,1.766376204153046e-15,5.299471594110439e-15
1600,4.016908055229387e-05,0.0,0.0,0.0,1.83935293466956e-15,0.0,0.059998072220714786,1.9015126417545284e-06,1.9298259513587183e-08,5.615148867734057e-19,2.543955716277029e-25,8.185739638675685e-15,5.732565957577293e-15,7.663361153030569e-16,3.68242387595494e-15
1700,4.23207939435178e-05,0.0,0.0,0.0,1.9778284861833544e-15,0.0,0.05999789834381946,1.951926870087284e-06,2.122365426534194e-08,7.774941667383361e-18,-2.0871455398028006e-26,5.191081020354278e-15,5.8701310935377725e-15,3.4062697510343395e-15,9.014268176759816e-15
1800,4.358085806647328e-05,0.0,0.0,0.0,1.68250103848145e-15,0.0,0.0599977884038889,2.2194903404487612e-06,2.4456856241485916e-08,2.5694344952968002e-18,1.0359023875956e-25,8.6100148868553e-15,8.211261208723155e-15,1.5708723209455821e-15,8.039664574232226e-15
1900,4.843113924722834e-05,0.0,0.0,0.0,1.8359373257813503e-15,0.0,0.05999776960395117,2.2161595134971165e-06,2.6726203895706408e-08,8.415251112526062e-18,4.0768513845313467e-25,7.91172219559108e-15,1.1213329498932792e-14,2.934737952717047e-15,9.273732701732725e-15
2000,5.027126907665081e-05,0.0,0.0,0.0,3.2491666667632727e-15,0.0,0.05999765176855744,2.413095143135698e-06,3.1112602688241634e-08,1.1797393774186567e-17,-9.060182471476024e-26,1.2859421004211544e-14,1.0070675505733665e-14,4.9581564791772685e-15,1.1464070788958672e-14
2100,5.434967016143505e-05,0.0,0.0,0.0,2.890559620518536e-15,0.0,0.059997418561457856,2.4869415988342425e-06,3.104762584755102e-08,8.338921764214199e-18,-1.058306202284298e-25,1.324249735236635e-14,1.404326237647029e-14,3.758216100374923e-15,1.3401603409232404e-14
2200,5.672473433642203e-05,0.0,0.0,0.0,5.479036805715787e-15,0.0,0.059997443569853905,2.604447794843202e-06,3.716061578690478e-08,1.9845725728464797e-17,5.021237201823301e-25,1.6417076711838168e-14,1.2763862689781652e-14,4.313516262713914e-15,1.3545228434649338e-14
2300,5.905189896070065e-05,0.0,0.0,0.0,5.350062648029602e-15,0.0,0.0599971638281011,2.6963215269240243e-06,4.040763942191683e-08,1.883144550403289e-17,5.927919270861292e-26,1.6133051399695654e-14,1.799613877665838e-14,6.646696620164385e-15,1.8542680342436358e-14
2400,6.0448361169297724e-05,0.0,0.0,0.0,5.493841627092447e-15,0.0,0.05999707229510273,2.819510851286415e-06,4.3329614530778546e-08,1.7037970563212304e-17,2.0134911472682928e-25,2.039705082870749e-14,1.849960371397372e-14,5.339487687047064e-15,1.658433724033608e-14
