miliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA,b_TrCP
0,199.99999998791196,2.4417510313911764e-26,2.789403378661316e-25,1.164742961320002e-28,2.5066291758826993,1.394768714660617e-26,59.209565891463,0.3155054792459901,2.295766776643943,3.435730955524198,0.078876369811799,0.0028697084708513916,0.002869708470851268,4.782847451424751,0.0028697084708513496,0.0001
100,199.99999998792194,1.91737806181184e-26,2.7871005047148474e-25,1.5852903480303763e-28,2.506629175882716,1.8967632756269696e-26,59.20956589146302,0.31550547924598904,2.2957667766438696,3.435730955524286,0.07887636981179849,0.002869708470851174,0.0028697084708512806,4.782847451424718,0.00286970847085129,0.0001
200,199.99999998792933,1.5885448814815196e-26,2.7875474635650226e-25,1.8713525489320219e-28,2.5066291758827313,2.2264923441615218e-26,59.20956589146304,0.3155054792459884,2.295766776643801,3.435730955524361,0.07887636981179684,0.00286970847085118,0.0028697084708511353,4.7828474514247326,0.0028697084708511574,0.0001
300,199.99999998793544,1.2376102625293234e-26,2.784694341033289e-25,2.1663737912511466e-28,2.5066291758827384,2.5740860344199028e-26,59.209565891463065,0.3155054792459872,2.2957667766436893,3.4357309555243876,0.07887636981179579,0.0028697084708510638,0.002869708470851033,4.7828474514247095,0.002869708470851045,0.0001
400,199.99999998795508,9.763078472544567e-27,2.784020080394458e-25,2.3786852658330716e-28,2.506629175882753,2.8730511420662196e-26,59.20956589146308,0.315505479245987,2.2957667766436223,3.4357309555245084,0.07887636981179384,0.0028697084708508916,0.002869708470850837,4.782847451424681,0.002869708470850867,0.0001
500,199.9999999879557,9.376494504877081e-27,2.7822450995551755e-25,2.40368440182618e-28,2.5066291758827615,2.866847022039373e-26,59.209565891463086,0.315505479245986,2.2957667766434864,3.4357309555245696,0.07887636981179327,0.002869708470850768,0.0028697084708508604,4.782847451424679,0.0028697084708507532,0.0001
600,199.9999999879686,9.178944543424413e-27,2.780827111701812e-25,2.448706214782641e-28,2.5066291758827655,2.8917879511116434e-26,59.20956589146311,0.31550547924598543,2.295766776643395,3.435730955524634,0.07887636981179234,0.002869708470850691,0.0028697084708506353,4.782847451424638,0.0028697084708506344,0.0001
700,199.99999998797693,8.799772713299153e-27,2.779364644685033e-25,2.4732986929565487e-28,2.5066291758827752,2.909082099449875e-26,59.209565891463114,0.31550547924598504,2.295766776643312,3.4357309555247104,0.07887636981179055,0.002869708470850558,0.0028697084708505273,4.782847451424619,0.002869708470850529,0.0001
800,199.99999998798936,8.564792300442606e-27,2.7773313879696374e-25,2.4666157649031373e-28,2.5066291758827814,2.941966774083479e-26,59.209565891463136,0.31550547924598443,2.2957667766432666,3.4357309555247015,0.07887636981178991,0.0028697084708504137,0.0028697084708504926,4.782847451424585,0.002869708470850389,0.0001
900,199.9999999879912,8.110900050042775e-27,2.773168978441889e-25,2.483664893090823e-28,2.5066291758827894,2.965947539951041e-26,59.20956589146316,0.31550547924598416,2.2957667766432426,3.4357309555248245,0.07887636981178871,0.002869708470850365,0.0028697084708503564,4.782847451424598,0.0028697084708503764,0.0001
