miliseconds,HMP,Fru16P2,ATP
0,-0.007964507616590927,0.9412595591329749,4.038044599215767
100,4.033483442506137,0.729337321792708,0.09149725376444653
200,4.954850200213191,1.0772696043026901,0.1381648783562513
300,5.56144100246093,1.680924829512046,0.26524062489514844
400,6.251441061493068,2.0529718808072044,0.4256026676352057
500,6.890040361713101,2.6356467095328986,0.594440184090492
600,7.5245143999951765,3.008218852106261,0.8001052049140964
700,7.902673961089507,3.3901223952693336,0.9283610116900584
800,8.364201719306497,3.813888341957584,1.1462139933684046
900,8.60042504054929,4.128231205224321,1.3114680418587712
1000,8.928526875585368,4.351724112057905,1.4761233181816669
1100,9.302274768910811,4.554842853506938,1.6148011680233572
1200,9.461987352020099,4.776727336820499,1.7070900981039256
1300,9.66365047060592,4.927107693904368,1.84715615644208
1400,9.75476653795611,5.182820394536686,1.9382232324279907
1500,9.953726923348754,5.33589976395443,2.067384180768054
1600,10.098847303859,5.467558507217099,2.113049829887011
1700,10.115569465808965,5.630013494506638,2.214735149865429
1800,10.18413280072926,5.768490783558491,2.2775701741928978
1900,10.285263921870413,5.736604733127459,2.351003897639333
2000,10.498272950599056,5.817979064455843,2.4149212801207343
2100,10.5635425099319,6.026660580819286,2.4528508866586005
2200,10.508794833605982,6.024316389722875,2.462959322046166
2300,10.665177925214765,6.11583022272743,2.4740938927746026
2400,10.618546611398004,6.186953064065834,2.544993838360977
2500,10.710240746907997,6.14886072944085,2.5889915086445874
2600,10.749808840602768,6.345073978955965,2.6070364396506998
2700,10.678332767562761,6.405091744907107,2.5837713143491436
2800,10.86268984734255,6.302487003270484,2.641697238790541
2900,10.785227119829452,6.423354890612524,2.631456634583071
3000,10.885327997195848,6.432929857909455,2.7085708868989578
3100,10.73118554583662,6.505978809930653,2.675406586986024
3200,10.910068053831854,6.595499823950366,2.7046045536669254
3300,10.954222376928405,6.6164427024101595,2.7417990796599687
3400,10.872752167916092,6.680112356561582,2.724852972983819
3500,10.782302628543288,6.667392840107189,2.7503009744631433
3600,10.919020717810845,6.688642909346149,2.7410443960365423
3700,11.014208248386922,6.6293662819022385,2.761461567592801
3800,10.896200355412308,6.7381542570709145,2.797933674518958
3900,10.817590941309204,6.7590000385548255,2.742500321437433
4000,11.02893254294886,6.789449472626689,2.764711853189182
4100,10.924958489092962,6.79501354556843,2.805660946100654
4200,10.893839978022909,6.850442382292131,2.7679454601736206
4300,10.915914772735388,6.801932304514261,2.814524708602534
4400,11.042312432606217,6.827829111755142,2.77473822661089
4500,11.022669447341775,6.849903728881056,2.7836801750279325
4600,11.021881687927587,6.953401802029381,2.8631425262185206
4700,10.887854630146515,6.927583081412216,2.8004375191225357
4800,10.882643558965242,6.9530566615290335,2.8538270553667875
4900,11.005727697415228,6.989266719724112,2.813934993678557
5000,10.943795041317014,6.849182665077863,2.826094506893367
