milliseconds,HMP,Fru16P2,ATP
0,0.01693262787296991,0.9767574292378516,4.028340262162161
100,4.077995712245095,0.7933324656892179,0.13124941038899077
200,4.912247708401038,1.0638036603980734,0.19752976820815987
300,5.47268375920611,1.5966564486069628,0.2573310230034862
400,6.16687897035829,2.061283116386095,0.40593393847128445
500,6.825453086279781,2.56481360569543,0.535687630095312
600,7.4816601006628325,3.09908954040945,0.7587972674144848
700,8.02315090315239,3.524608493215391,0.9872127228495682
800,8.32290889859253,3.8853608935025234,1.113658623382681
900,8.641134338968733,4.142524319129049,1.3040394877490373
1000,9.041682796830468,4.312922683303512,1.465341241219993
1100,9.151600720906048,4.687813111874153,1.6002847575767962
1200,9.379064440348357,4.8849389594698165,1.783500198021881
1300,9.6636077796096,4.995245331039489,1.8284632347538403
1400,9.74177312586705,5.110394094348775,1.9529306817218177
1500,9.979956609807902,5.334799649253904,2.060551671851662
1600,10.1238020054189,5.430691015298705,2.148664923712324
1700,10.147083876032875,5.486741893223123,2.2476711219856598
1800,10.30128184417378,5.675034823955538,2.2909509333262807
1900,10.429466103662484,5.786702394809485,2.344862583601596
2000,10.42624153152895,5.887076077163181,2.355237783553578
2100,10.437988344070618,5.883091978989528,2.422390146949701
2200,10.550387170957809,5.948603349502589,2.4534477617536767
2300,10.630106726086353,6.089673820728647,2.539340813853777
2400,10.62183613305298,6.0797131027319535,2.5274793679562078
2500,10.59886134914242,6.282820852995411,2.5258447342512866
2600,10.752254880540697,6.298162762694234,2.547346768349622
2700,10.629127768988313,6.3482946940863405,2.648815531187611
2800,10.7685929118321,6.459668029043946,2.653805081026659
2900,10.865215828770266,6.367011400881982,2.6420873775335325
3000,10.752116187125415,6.503611947861575,2.6557418297857924
3100,10.730387525202445,6.5178837406758205,2.690619675639766
3200,10.747653706085853,6.5688211740725535,2.7322835002741455
3300,10.915863299738735,6.569146747863026,2.718149969533369
3400,10.828215501124674,6.661987671727543,2.700855511786742
3500,10.9564723253104,6.692969252487339,2.7688082029349474
3600,10.88057406728922,6.732591218453919,2.7598468015320017
3700,10.866233386844888,6.631201818574033,2.7232519154934507
3800,10.998526810072846,6.754713868311687,2.8062842515516904
3900,10.97775086858068,6.804322864708923,2.7712278958475065
4000,10.83620114689757,6.778178043510681,2.754205282213211
4100,10.919640126818294,6.843420371801087,2.791069555061801
4200,10.897764141787698,6.803077982600114,2.811025068190943
4300,10.98917478588966,6.817535686715961,2.8365556009141146
4400,11.023598497686645,6.913241297420432,2.7917366084935957
4500,10.899159765923335,6.903800679037067,2.8476160400981203
4600,10.983707613463718,6.797618375025098,2.8680026410115436
4700,11.054015916661028,6.85844245285224,2.8724913849812905
4800,11.076954572686462,6.854469780373587,2.856149546657584
4900,11.069615785911148,6.927756393129043,2.8408990502911107
5000,11.033787021661198,6.9626587499287185,2.832337937447977
