miliseconds,HMP,Fru16P2,ATP
0,-0.004026843178143197,0.9828784765251393,3.9738238009537366
100,4.142516009124944,0.7092750859350322,0.09619682053045972
200,4.913694922664189,1.1403248612522128,0.15055094997050228
300,5.623124454909555,1.6174059345077072,0.26142016946301305
400,6.3397191684546526,2.0585071270272604,0.4060488367951385
500,6.911346978791521,2.592254485905249,0.6037592417499165
600,7.497781039171114,3.0617992044203644,0.7653353264715272
700,7.935619640098468,3.515674296163409,0.9776625492691302
800,8.409508844618298,3.8508630460958524,1.1831337510448208
900,8.770849393139196,4.1056065683798915,1.2737290179071208
1000,9.054714799240404,4.434755650434119,1.466172274861477
1100,9.340024645621673,4.595945192878174,1.575422389826491
1200,9.460462403440502,4.848540969993563,1.782346822982384
1300,9.673082742115213,5.054350491255512,1.843795751719687
1400,9.885421714443297,5.116663822087941,1.9874220231182516
1500,9.864032698332307,5.291376543606656,2.0926276664478585
1600,10.099058054821933,5.367304418717165,2.161930085870972
1700,10.10034388261565,5.52853008211792,2.1979419826649855
1800,10.237354076488725,5.753786628092158,2.3071837540424402
1900,10.302980663748583,5.84061789858144,2.3287306928031333
2000,10.379522717406555,5.952799929907566,2.398020764500237
2100,10.381088403040454,5.9585387261934235,2.391865308404701
2200,10.587902349187267,5.994036278568015,2.4334426801106575
2300,10.592590619987062,6.143367298624326,2.4728393676918428
2400,10.710228390834558,6.239112583676491,2.572133058719232
2500,10.759247053758891,6.239098135642058,2.522619671636854
2600,10.802038948348052,6.244026434830863,2.547082314371417
2700,10.83199185792195,6.344188953334177,2.5933594203092203
2800,10.863032947182454,6.3618784865517695,2.63371035636717
2900,10.710928120819032,6.367579887643148,2.6917499758485266
3000,10.698017328096123,6.402363491956096,2.659227812435032
3100,10.885880309257262,6.491240421316889,2.667616625082729
3200,10.888443898636485,6.464526775280553,2.6744042184183314
3300,10.869259086139568,6.5524612105012165,2.736301420686218
3400,10.885477931501384,6.678457053707114,2.7601900148107066
3500,10.909885515503575,6.618338675780277,2.705560828718953
3600,10.820038599221412,6.689281287133072,2.7486524097267937
3700,10.993851520448533,6.7046456891615955,2.7370149085249147
3800,10.858365225937192,6.775380299812122,2.7875992974977772
3900,11.03354174624763,6.678553088733327,2.750447900609155
4000,11.012860689405606,6.724106911074711,2.803675710398323
4100,10.982863879547212,6.81303730980869,2.8161613711324014
4200,10.84822912389476,6.788939472210586,2.7648526822557415
4300,10.93633536338274,6.893614582388042,2.779648880314793
4400,10.972371708429822,6.7856740238364335,2.8494181187077503
4500,10.897103009477874,6.880260988001682,2.7922384446872277
4600,10.991144546345868,6.862328502850775,2.849029306329908
4700,10.96786853602415,6.8984732108555535,2.8729611386940457
4800,10.889526397411405,6.979052309801983,2.8651760517577642
4900,11.084848699617329,6.842021365446696,2.8108101256625884
5000,11.089857509870175,6.840890218717107,2.8499381574837384
