miliseconds,HMP,Fru16P2,ATP
0,0.10232327690826719,0.9192556874689776,4.00439045493279
100,3.998886172799029,0.8210702167312113,0.14171698374391475
200,4.784283295928162,1.130128368385244,0.1863674887319112
300,5.555953662890136,1.6317210611032114,0.23490522575307787
400,6.287557032011216,2.132815141021841,0.4420802553923022
500,6.925644964131385,2.6039602845909973,0.5506795024616364
600,7.506747471202416,3.0585872207639837,0.8005380539289011
700,7.827851963682629,3.4081168819442698,0.9529965909346144
800,8.241579021571358,3.8859738107670245,1.127557173374782
900,8.63224184478676,4.110936144013798,1.274783328618794
1000,9.036614061148915,4.453428060589463,1.440406802327371
1100,9.229123870915016,4.673640159027905,1.62088552143671
1200,9.53139494328337,4.868294817420166,1.78445320330937
1300,9.724688983283732,4.936578320971129,1.8550722927129295
1400,9.881027321392047,5.217519192084336,1.9577461736224733
1500,9.879867566421105,5.305356977109416,2.0159335634591082
1600,10.16669703404609,5.402541150184662,2.14855240188257
1700,10.089360375604247,5.5744958330753995,2.2142010168805126
1800,10.295861772559135,5.734880856032839,2.299732083766935
1900,10.251693216716891,5.828889608865106,2.331088667241548
2000,10.513799636857746,5.8739511664381325,2.4184937005961737
2100,10.432624426417405,6.036092345871369,2.453870387317503
2200,10.592131339522904,5.965649616359029,2.441249811770716
2300,10.693104270041493,6.094705839400894,2.530275036298915
2400,10.570801254842047,6.222536352073966,2.520404639874741
2500,10.57681863836498,6.211333990708627,2.5480355029395874
2600,10.620833529113868,6.354562876069563,2.5517695779293637
2700,10.6437311279723,6.27023207611541,2.6087282134117533
2800,10.836440477181675,6.426467257539316,2.5910769327489613
2900,10.74063652065368,6.487499723434478,2.6128176573097583
3000,10.726614951881622,6.41349647859987,2.651669913822314
3100,10.72753026919458,6.467451363840481,2.659265550220049
3200,10.904820867852449,6.562737053344001,2.6969066075316035
3300,10.961358043902493,6.573762564691629,2.6912502976089407
3400,10.794129201002642,6.651178869273126,2.725095069090094
3500,10.960624204229623,6.648636492705728,2.742391436377304
3600,10.933217551795472,6.672948797988577,2.7392179981939266
3700,10.808503587470181,6.676929052181692,2.722984951383421
3800,10.888165922240079,6.796831444157663,2.751333308728541
3900,10.923758634499306,6.6807201231041535,2.7680022339950625
4000,10.965026684556326,6.825214292392776,2.803812681434722
4100,11.02608509557326,6.730597651182871,2.7905304528035924
4200,10.860448272303259,6.731306831538123,2.7804000918742413
4300,10.911656058578465,6.751606542175036,2.767374086123338
4400,10.899621952513415,6.805144875138698,2.8154712346356896
4500,10.892198880861992,6.790558245258905,2.8169343980595416
4600,10.9885972649322,6.9449587557753905,2.86534542046808
4700,11.045469153310604,6.8221993311353915,2.8402725036748953
4800,11.03454095842321,6.83941058976501,2.8252974337799692
4900,10.968437124966494,6.894844694149465,2.819073492849976
5000,10.886053152219556,6.873685647819027,2.8417397889621814
