milliseconds,Hsp70,HSF,S,Hsp70_HSF,Hsp70_S,HSF_3,HSE,HSF_3_HSE,mRNA
0,2.7451236090038518,0.3318050179994469,-0.0005395903801144691,76.46036850139019,-0.008557612137496088,0.053544603158708765,18.983983973914665,1.0160463462694083,1.016031253337277
100,2.727016530075082,0.33212792832758076,0.008293904969992837,76.46126492547185,0.003379788033554426,0.053537297509023016,18.984014729626807,1.016041834995679,1.0160282780736853
200,2.72280278755645,0.33544809442295853,0.014435602463420726,76.45517970111702,0.004338452629246374,0.0534937702826548,18.984037289497945,1.0160271309151774,1.0160296958804569
300,2.7281316412007413,0.33620694900197423,0.01983627454391474,76.45381586818507,0.005879667692106738,0.05349587597991586,18.984000188602813,1.0160242995139284,1.0160286369036733
400,2.7324339689956982,0.34089676189714996,0.023296091215678147,76.45155381094918,0.02217775514645146,0.05350630808555035,18.98400891233653,1.0160230617118309,1.016030148856266
500,2.719335559534232,0.3421822037050883,0.025541718466592152,76.445122960988,0.031653330904954105,0.0535061855893417,18.983980817693936,1.0160004617742242,1.016028639743315
600,2.725875802863715,0.3493300076031163,0.02810253692980164,76.4449074478481,0.042857145684972606,0.05353401166266334,18.984036695574062,1.0160175552697523,1.016030251783544
700,2.722972174396957,0.3500234670532265,0.029828457513218047,76.43804043488755,0.02634212083038224,0.05352753170182822,18.984023563756896,1.0160172612268663,1.0160282051603908
800,2.7106019380590105,0.35441721736540716,0.030483571402464136,76.43551618588138,0.056764769344102156,0.053562594133712664,18.983997000605886,1.0160852069463848,1.016030474594721
900,2.703910306539709,0.3559990239187083,0.032221539224219935,76.43528612444085,0.06380612542224696,0.053625565529467234,18.983995042488047,1.0160028633422893,1.0160312572683412
1000,2.688629198836343,0.360325128576962,0.03300701526955293,76.43029025932944,0.0725677378958494,0.05362328315452669,18.983944562138976,1.0160716806149486,1.0160297974765222
1100,2.6975128519710245,0.36229531521847536,0.03345529141662954,76.42825290752329,0.07968682651855424,0.05366114678569297,18.98394179030086,1.0160334857160738,1.0160312288032112
1200,2.677622687703346,0.36700004073768056,0.033247288432933446,76.42680498057375,0.08909117053044621,0.05365555437319365,18.983923468570325,1.0160659038625734,1.016030339348036
1300,2.670461113450469,0.3678135529995883,0.03416360824219461,76.42138683174765,0.09116409670368159,0.05368733415426457,18.983939978902498,1.0160871247914234,1.0160284538809514
1400,2.6754066921998945,0.37142629841279917,0.03317429537791349,76.42284979098288,0.10988485245491343,0.053688359538537477,18.983903118998846,1.0161128416500809,1.0160314582079062
1500,2.672686757742039,0.37396721729142557,0.03393264690131255,76.41967540228127,0.10728839522400474,0.053696581532424216,18.983961940173145,1.016094666424569,1.0160298274734925
1600,2.6520352570188033,0.3744395856103582,0.03470617059788692,76.41465610770477,0.11017666607343063,0.053776772444000365,18.98393048180759,1.016093228968277,1.0160314926523524
1700,2.641877255906196,0.3756227696721708,0.03451335309947996,76.41349627399092,0.13531008771749384,0.053777630630816864,18.98389950698377,1.0160843314772827,1.0160324027757355
1800,2.639747151655351,0.38041394354661795,0.034811851476274615,76.41285591030626,0.13101238672332527,0.05375450282797802,18.983865762924598,1.0161650470944856,1.016033405271927
1900,2.645369737488683,0.3805639800273691,0.034629704955523394,76.40732133469646,0.16414716412224484,0.053847747020157155,18.983893231313754,1.0161409336909468,1.0160340093164892
2000,2.6219952520575647,0.3853731854341382,0.03496775915443196,76.40593201337727,0.15029517005360035,0.053819053591853044,18.983865194414378,1.0162075091326959,1.0160330146239032
2100,2.622303938608499,0.38511266708883585,0.03472925025869021,76.40412394474772,0.16252287861867853,0.05390410130189304,18.98385076112379,1.0161913286299833,1.0160335867754333
2200,2.6155472709596155,0.3844091411115908,0.03519815181675822,76.40087189573599,0.17378535401065626,0.05387799042618598,18.98378779122372,1.016234356004373,1.0160344263080014
2300,2.59854511633128,0.3867537812598422,0.03502129383128744,76.40150643928868,0.17858190799153265,0.05392162856328946,18.98382085567121,1.0162399691950261,1.0160335578735047
2400,2.589508822083909,0.3913158861104005,0.034513927244057316,76.39694336024579,0.20636885979638628,0.05397681207005274,18.983785960261336,1.0162289825829844,1.0160360147325573
2500,2.579703668258505,0.3887687149235227,0.03448320035222065,76.39512280592112,0.2043215468770166,0.053988977008165656,18.983724461590796,1.0162978973206085,1.0160361784295044
2600,2.5780136270221825,0.3929915795411003,0.03439846101680089,76.39329029878002,0.23228511050415088,0.05397533294925407,18.983725869220297,1.0162925736866475,1.0160391014022272
2700,2.583636428069665,0.3917063647032096,0.0350932079309834,76.39258315954986,0.2405410407809879,0.054054042288614115,18.98370152941669,1.0163351726048326,1.016040172726714
2800,2.5604981673702505,0.3957616497491515,0.03498889396668685,76.39324864681802,0.22563967244430397,0.05404935031678853,18.98365010116452,1.0163926049314616,1.0160384230652508
2900,2.5678806276409674,0.39448440610714985,0.03487555275556268,76.39352005267585,0.2526845865711481,0.05408999377082709,18.983589939203547,1.0164180584968587,1.0160393439801427
3000,2.550365436395131,0.39603076658116804,0.03557663572799035,76.39028865708404,0.26515495282685314,0.05410411676301781,18.983586718734614,1.0165082549680602,1.0160419730032604
3100,2.5492397566648872,0.4017789250669857,0.03500251386644788,76.38536943549748,0.25345254109667187,0.05418070664406153,18.983540887328367,1.0164964216476777,1.0160451750837178
3200,2.540994580976807,0.4023572042352302,0.03480292649060618,76.3843705279839,0.2878975140712476,0.05420013821678366,18.983439515203603,1.0165331578453343,1.0160439927971139
3300,2.51886525464612,0.4005991468302367,0.03512439003625819,76.38756118093849,0.28835098650167507,0.0541783394798172,18.98344311318149,1.016638153475484,1.0160491750651706
3400,2.510235255392588,0.4057617881870637,0.0356722949727394,76.38201931815742,0.302989612720533,0.054263524763407886,18.983352492438883,1.0166544214110302,1.016050853637052
3500,2.5171295810509644,0.4058595894418101,0.035028219747531134,76.38025178231634,0.3156968069930057,0.054291049782946,18.98334188837066,1.0166713808673675,1.0160495811778678
3600,2.5124203616193577,0.4046965892884156,0.035824819600690325,76.3815095747365,0.3078512630958245,0.05431275641999704,18.983288350769083,1.0167567486683873,1.0160549508112362
3700,2.497066422090029,0.4075201965975579,0.03612082532335794,76.38110043379781,0.32838716886127806,0.054332212227412593,18.983250611727552,1.0168035682610517,1.0160574084981446
3800,2.499675887236104,0.41146286823404143,0.03521263798494211,76.37882595583568,0.3350809874178804,0.05437767744915879,18.98322752479394,1.0168517584814072,1.0160577294886342
3900,2.482202928284917,0.4118720527518903,0.03579112740507588,76.37736113189814,0.3403368662210364,0.05439988502545381,18.98315718533919,1.0168923072072136,1.0160619572311658
4000,2.4861810820294727,0.4146812092021768,0.035132556520575994,76.37589140479903,0.3498130861376263,0.054426364598856455,18.983067362762554,1.0169355951837074,1.0160627578701065
4100,2.4762456205824117,0.41117517801815157,0.035200327076292455,76.37107098575474,0.35129236629548,0.054396514741102145,18.982994371421636,1.0170072551674323,1.016069301523609
4200,2.4534571310205706,0.41589966990694566,0.035784512645122765,76.37376068966412,0.37600089807683224,0.05449245665216299,18.982941579341166,1.0170487939589685,1.0160690640221828
4300,2.4619377557264372,0.4139398625180863,0.036338030844010445,76.36746429152733,0.37576384092411236,0.05451409557158344,18.982901640290255,1.0171004872950398,1.0160758816060305
4400,2.4365259594409405,0.4157375361856197,0.03543609672779144,76.36492539480088,0.37492137623230287,0.05448521653237331,18.982866894045127,1.017205834100969,1.0160792892322084
4500,2.435215885649854,0.4176136841813128,0.035581421475732546,76.36659261888657,0.38861013154163365,0.0545470347388741,18.982751662277682,1.0172605662575316,1.016081599179286
4600,2.4216328477622886,0.4174318095738103,0.035653720959963296,76.3618240816202,0.39974254881146815,0.0545743321158095,18.9826907953945,1.0173132338871442,1.0160853625245216
4700,2.4338676694647923,0.41936851619902615,0.036334546329546656,76.36568703261504,0.4260030162556526,0.05462283077280917,18.98267454540848,1.0173696221291864,1.0160891566308363
4800,2.4268643636475975,0.42372038278438195,0.03627066385897871,76.3641305654832,0.4193207765776829,0.05462075049533362,18.982612440868458,1.0174576447593822,1.016094478720721
4900,2.4176938006803375,0.421455821890064,0.036667591662844244,76.36176273293071,0.44316108243920427,0.054632063435576424,18.98250394082522,1.0175221930818503,1.0161012736886788
5000,2.4049211194748197,0.42638606568375387,0.03623502082790254,76.36067727337083,0.43098408794257087,0.05467740781201814,18.982480939184004,1.0175893158289446,1.0161030967345983
