miliseconds,H,D,M,C,N,R
0,-54.919921833731635,0.012913803686657224,224.6691658154481,9.615621288012425,99.78697568371138,0.39325843822768414
100,7.676882990773921,0.25131857293371707,769.8745870022196,3.5313457524142593,100.67975253691368,0.026210002837468244
200,23.33124013082492,0.44096104443909345,1156.5407054476332,9.679544035979333,100.55756952050457,-0.035999315296368975
300,-46.887678501351196,0.7233978691624205,1342.00029459441,1.9330657214119493,99.2378912730998,0.10488976928838108
400,39.27305658160779,0.8840085556914771,866.380080183958,10.558219555401468,99.42541588958142,0.6607665460935177
500,40.752134103513505,1.0386536332370644,1818.5056459438115,1.3878085326275587,99.22982411192964,0.4717812856707532
600,13.140939802123565,1.230432837396932,1677.4855907212918,2.5864464680305392,97.31875913785831,1.3959473459137675
700,-20.419077483711433,1.2911796832008495,1195.1169588094194,-1.32826557951672,98.53027496201,0.6352622774591259
800,32.239425282479345,1.4072510456022955,1585.0282937713205,0.4225864312525647,98.5305619610051,-0.09529097886949245
900,-41.578028046833126,1.4992284660926027,612.2126176054153,1.1920493315816536,96.73892493003099,0.11840787979093337
1000,66.07351028960102,1.6230751568687884,2227.687785955426,-2.1180177056469622,96.52349246219755,2.3918918649493404
1100,-35.39003668772188,1.6290126573544934,-655.8713268695459,9.035885953496866,96.53847715871935,2.5653342873242364
1200,76.83359825044427,1.7400208619275017,1595.491007469258,4.815895240140098,95.4515993735274,2.469975083365279
1300,80.34863277415451,1.7551941522839745,2270.975296506236,9.484035834243056,97.12315527740854,3.191354044671483
1400,-13.361707527365539,1.8142901317726623,-105.77944931326647,5.5490210523306285,96.25960405004037,3.06327986033624
1500,38.78738587460239,1.888627630976233,493.6538926684598,3.065092283828898,96.23536876046622,1.8539606966333544
1600,64.3897111968263,1.9006025196011114,183.4860857199028,4.295928310842361,94.555139758912,3.082804648943818
1700,13.34285549583607,1.9242289840700602,1182.186860050964,4.037272617533086,95.21957513358835,4.209696912715315
1800,10.360775879959107,1.996806349506158,2238.7403967247383,9.228131122260352,94.36213001784097,2.782863668437025
1900,10.655932268111819,1.9779115397982339,833.8132787137538,13.72849509891735,94.60809196241297,3.3243676896004613
2000,62.79855763989141,2.050733827868497,2177.6013796581597,7.402847960269533,94.67976725744376,3.555067707714287
2100,33.7216217102512,2.11802728019493,1883.4753712881582,10.406038390236846,93.11187877361382,4.448061951049689
2200,35.47753549674584,2.121901182043571,2275.279622581163,14.668221193659054,93.41336091656751,5.2214457481949
2300,82.08662783068974,2.2103986911949773,2484.239343956824,16.87383315575362,91.65627801073464,4.63355067696274
2400,113.42777637560735,2.274079310459569,3272.8503955409724,6.732656778427664,91.60430015131494,6.254569878022554
2500,150.1348825349878,2.332697566152814,1678.1044759110769,18.073651168843117,92.32381183327104,6.550755186042922
2600,104.12757600646654,2.3681187060171944,2652.698814988047,16.815253727626956,90.14602220506781,7.279331793395336
2700,149.19956803450717,2.39593622032274,2429.120093579565,15.742919270721286,91.51156570880589,7.726088661532909
2800,109.99818220208323,2.5046689487503535,5408.200792897462,22.897086960993477,89.80229991643137,8.536448680685755
2900,129.3207280299916,2.6138203291142834,4552.155292616401,14.179273195668973,89.46553387952426,8.534261895288214
3000,151.36800799712125,2.7216869708220854,5482.305947166423,21.10835801370797,88.31850882636151,9.755140201741465
3100,295.411246777064,2.7939606706467432,4914.069740742731,23.770846388996347,87.28598188345009,10.118505138339422
3200,254.7792162812263,2.939466638656437,6179.491427393159,35.43764847181666,85.72038633332343,9.825059542089477
3300,336.98685761145515,3.075005697048625,9362.597092369439,42.68226394916776,84.61889773466457,12.700003931608947
3400,357.5047134478336,3.2299950638172343,9508.815905562846,42.317674237754176,83.80000230812108,12.84547634475481
3500,499.99151367173835,3.3161991096910164,12345.391433000868,58.38404307565577,82.13504177919317,13.890202600033605
3600,558.1607099724565,3.461760747061014,15402.38537513577,63.05804687086574,81.1306189490629,15.090370147157339
3700,672.184646887978,3.561461508142673,17357.08866543333,79.9705208463708,77.96078473821794,17.124651670197675
3800,866.5608374221715,3.7082308368846135,22175.188258187405,93.61347643832084,76.11209682686878,21.23134672811863
3900,1091.8752767412655,3.740941599222889,25084.194054774456,124.61836475662153,73.16420326285754,23.219711143191912
4000,1258.4801161143996,3.7452097339596073,33295.84924656448,154.913772615409,68.56652603387961,27.82381775653093
4100,1612.9502301737016,3.6673879486118413,39104.636778410684,181.1609423059709,63.760483291647,30.653474779494644
4200,1933.28821704692,3.494284546312591,48736.4906951058,223.46896183132895,59.89266783815572,35.93178147540343
4300,2303.8248439534805,3.1600973051131978,56722.15119685971,275.0577917174002,55.18775009252784,41.99056796436084
4400,2774.0117625045905,2.9186513744468705,66433.1943477345,308.51804021437755,49.133633517768,47.960213405565455
4500,3048.5045446126182,2.519786148944184,76008.97311714457,344.7856985690127,43.578893463908585,53.5715045044612
4600,3466.1251608810844,2.195255719673713,84528.37044612787,382.0286387147284,37.96531943147977,60.87195565643592
4700,3669.074148225548,1.820951608708685,92388.12061106318,400.63638050145477,32.419240480317846,64.52413485856846
4800,3835.195687677953,1.5270266202944496,97932.27719763435,408.42330317439564,27.84177283676683,69.82699900678242
4900,3935.752401533234,1.275442318653889,99129.52479698154,404.84856041706183,24.861236864239665,73.70967030354487
5000,3922.0187706333754,1.094279251595397,101993.55021218274,403.55003230806653,20.88940063912338,77.32112835226596
