miliseconds,H,D,M,C,N,R
0,22.35071198658999,-0.02989050537772646,883.7496428401007,3.917548765032812,99.65767324113345,-0.6691006027038737
100,-6.134558057211487,0.26015361902471024,21.82582868855758,1.0148319845960847,99.61662141383648,-0.7118234402618058
200,-18.333976601649002,0.46172013661371003,-966.3556641841244,9.97286166323444,99.69730543054581,0.500302855662014
300,-55.46037897906865,0.7066089944544289,-100.6576199198692,-2.156344344171792,98.33240790382713,0.5538310257942529
400,-48.654592056261485,0.912881937299205,-1014.449997943293,-1.6606218171122373,98.98660891189547,0.5852939865899559
500,-11.92194637378312,1.020875813543991,1997.4764536965642,10.211073587346124,97.78932020055339,-0.6038423441895201
600,62.307635957482574,1.204922438260562,1399.2438073139338,0.6182356061845744,97.97831299572243,0.7067203731641825
700,-30.555953976247558,1.351643045059279,1553.2133330010975,0.6104630376734757,98.31948499254916,0.6600022152093752
800,-48.21703432131052,1.3827740207256658,-833.6066995215474,5.431401103101555,98.49992881029372,0.8434295953299275
900,66.87984536540897,1.54968421318918,1640.682807045901,10.150958350913477,97.89603486183456,1.8524549531169403
1000,57.344308704247865,1.5623339569247021,983.5163931439191,5.577769654124911,96.70064178455642,1.5577988393497282
1100,21.464286889865456,1.6101563334569762,2046.9325341845806,7.358433270643337,96.86315668893603,2.366750035601921
1200,-35.16436046939785,1.754479627436584,167.289882202895,7.090352315156839,95.56450846522807,2.194167775778452
1300,8.702370279990907,1.787419723463301,1773.8086543910363,-0.8032062960367492,95.25010912769736,1.6522519259484163
1400,6.40948114970222,1.807916738490195,2262.404014152835,10.996879090011397,95.77772805824677,3.2488189677516788
1500,41.47643370737398,1.8165756209892023,1195.4969273241131,2.398313346246654,94.59299061118163,1.8763755960525912
1600,90.5068431309088,1.9304020055965356,34.951809941058855,3.9199085645791074,95.63600803744525,3.639391650205187
1700,94.07622578972263,1.904835593909547,1029.0494809281802,11.162460924679927,95.41259692538232,3.646436839806453
1800,58.23498866946743,1.92983309737023,2012.360138665856,0.608678312502116,94.36332239425144,4.400809331012663
1900,58.058446966740064,2.040640516781393,1061.3701762443902,4.523231530179946,93.87363854724684,2.919681690635139
2000,72.40612350402182,1.9950446893376148,2940.4647261162118,9.595610895882766,93.57046195433531,3.3998488836666554
2100,122.20502470507161,2.087964775565831,1693.6306224344696,2.5201703941837357,94.01706451254856,4.443087534540208
2200,71.71539746009739,2.158574030070114,3083.4407374977645,7.150914375798997,91.96189468120448,5.545450031751365
2300,56.973172369743594,2.2107259843344718,2953.4170955143645,5.042243306415934,91.78821345809958,6.335548013781793
2400,35.72769322708118,2.279364327721986,1944.118849927041,11.46512536518984,92.62847905101836,5.176927763462127
2500,144.95865173973988,2.2716746170526427,2458.52310160488,8.445646841634652,90.80710369593953,5.191706933526048
2600,81.47536680764702,2.3779599871453616,2184.068653275006,11.667100816247617,90.1209461814267,6.1525620645940915
2700,105.78111504282845,2.47704356272495,4072.1499690183446,10.412355315543852,91.35786625316152,6.706910158039854
2800,146.12628113319846,2.525249785957497,5692.890050343163,21.84815891583208,88.80354224762185,7.875252426358505
2900,119.827658100127,2.604443123666646,5227.800572230076,17.204201466240523,89.92583266717149,7.706559584999878
3000,201.75397058101174,2.672830738362131,6155.0710556812965,26.2188597573201,88.4533463602083,9.851471731744684
3100,241.42626310192773,2.8103351798043215,5772.249261619838,22.122081885655824,87.22324708275582,9.172746667021354
3200,221.39750777499006,2.878359454595993,6488.6858445909675,27.84908034169628,85.44082302040137,11.538458024314165
3300,351.2625857727815,3.030744846476528,8857.579570327409,40.82197217516552,85.55356169151449,10.622851924688705
3400,415.09908351246406,3.21955274001801,10840.875766676525,46.83515516038625,82.94951878183944,13.928833156156756
3500,494.8289149259329,3.3522521356063275,12843.176235364053,48.87636939439411,81.68110375805423,14.388971710671298
3600,572.6178679247876,3.4364018591204073,14643.207188020397,59.17074733397911,81.53530937139699,16.114070930987737
3700,684.3985717040871,3.594481647915966,17573.099548575818,82.9037174833881,79.32145280740671,18.577161584404486
3800,824.5610717173628,3.6947699921470036,21075.569825595885,91.13653169345851,75.71089081711281,19.916402252185552
3900,1073.3209593209442,3.7466693618017315,26771.7520361658,114.47095030251714,72.12651684572471,24.09326317038616
4000,1360.3654675563246,3.7399105964892074,31456.301950109424,144.4974563528883,68.35976587103863,28.29449046041315
4100,1551.2923658784262,3.6395545977278516,38093.37353579025,183.47345360989164,64.07690073887173,32.54617045108559
4200,2004.1180415069623,3.503304740085657,47051.76809001866,232.79050945901812,60.48400470453106,36.98208558702943
4300,2330.184790237617,3.2348483929853082,56469.5744543673,268.9808764797495,54.08578190497708,42.13729085327355
4400,2777.187036250069,2.922615297406386,65933.66363983534,311.03699013834324,49.21751866997021,48.510430656980326
4500,3077.6698237530645,2.5457090638191775,76476.13516419393,355.82007091491545,43.90515078682354,53.28948535989944
4600,3444.811390386768,2.2126173400258518,84850.27745818377,382.22503101042514,37.67008583121323,59.90193459787022
4700,3641.105890375894,1.8995955111806022,91264.87495389166,396.43883930099173,33.35486282231803,64.76224229017329
4800,3838.4568614493173,1.5884135734389109,96843.05559332982,410.16554685153375,28.80471372535163,69.20772956612468
4900,3929.652986723293,1.312367451930448,100884.66792552856,412.2773906582429,24.840721853019218,74.66286769587917
5000,4023.5021536635386,1.140616595240435,102368.15510537592,394.9426836451925,21.45647305181555,75.99367754455912
