milliseconds,H,D,M,C,N,R
0,24.63416053781847,-0.022131854009792316,-1131.5295400983034,-0.06721071093037967,99.39249789667994,-0.5900634548044706
100,32.3020126875335,0.24802943754077827,-45.740824145679085,-2.486529705464701,100.08244957263634,0.003863279676148041
200,15.171539408853679,0.5078282092667066,-390.4545403619216,1.9345083539608128,98.41867096196484,0.14597548863049642
300,-47.19015882169573,0.6795078172432558,-613.8625320571548,1.285090933274816,99.92262453595023,0.23161840215692128
400,-44.9493339039337,0.9138558680626929,1262.970437259765,8.978710879596493,99.01184394112248,0.04234245477217502
500,28.691406749332828,1.0745802254730181,1538.7660887471143,-0.3790528879761359,98.69137803500242,0.4828023121333985
600,-36.3172574512626,1.1705501235917444,957.6531591553701,-0.9033510718239555,97.3262701702552,0.7797594395208428
700,-38.168121864663576,1.3206662340266953,772.9200171460207,-2.1164259005112918,98.44336624389224,0.6385030157400975
800,58.894094033942594,1.4379401305656543,1212.2022084549,8.786098479368281,96.9151723210368,1.414059110230193
900,-47.570585894788906,1.49942007445147,1952.7803544752157,6.146151485752007,97.32366577663254,1.0547257628718822
1000,66.13317310153957,1.5781903106776634,-122.76447206180171,0.3204808201009479,97.24265009044744,1.3407155496305614
1100,15.215504621106152,1.6306533708713888,2246.4892815792,1.5588725882046752,96.48669031468542,0.6749445915671183
1200,64.4012218603589,1.6929314861423261,429.6217514956068,1.9713213542500254,95.55368296802091,2.6761587559274638
1300,49.9253657160437,1.7160754737478752,2468.6506380809155,8.800323234568365,97.01458256197553,1.2472659858119908
1400,85.1337777132315,1.798033860529773,1603.9199763985657,10.63757503963049,96.38665778241473,2.4105786611317237
1500,56.40579124125648,1.8916183990674116,1242.1266863719889,0.12257086471203493,95.93362829385968,2.7773572996258804
1600,49.55383140989423,1.8755057019012908,1668.7724074430516,6.585977624554615,95.87396664858333,2.603675026256596
1700,72.12204985380114,1.9547829890918598,864.217504499813,6.278234417289278,93.95780427752642,2.199718482317367
1800,89.99027473699805,1.948247275438059,288.362958599859,9.783273411018907,94.562314558165,2.528697125480581
1900,-9.232248594959898,2.0454968935463045,174.62521027136086,4.9385539249049675,93.37034828876423,3.7631823525781374
2000,111.42858083568947,2.0588275722597427,968.975188333091,2.158765788722481,94.2044112898921,3.516021719146484
2100,51.14143318541498,2.0733539057892454,3036.804663100725,10.091652643709295,93.46590569864414,4.320487002029032
2200,32.36865788653855,2.1299477419399384,1204.5929675321813,7.2037596066698075,91.92117783335468,5.350449845055626
2300,99.50495769851611,2.1673183865677617,1911.5934459127902,8.884205784149712,91.39411925992599,5.4458772775891955
2400,125.85986075301591,2.19776472447917,2505.3493456597785,18.059480892482828,92.12584241481956,6.319151854228975
2500,82.29416978986345,2.3090853073757818,2927.4250299105074,6.265740516352839,90.57776704396248,7.178409980457788
2600,67.02509628591486,2.311009895751315,4498.695945245544,14.561815090167597,89.94093863400722,7.399210190469741
2700,167.51588182572766,2.3951254504016326,3131.907401245493,20.207957057674015,90.31630388586338,6.715749134798095
2800,112.6087207917441,2.5050437898206126,5219.892507590405,19.269642912531147,88.75378640376286,8.268544643620643
2900,151.92618374161194,2.5723657385646006,4359.723682505328,17.125202734618213,89.9560009169068,8.2216043375961
3000,239.04672899447854,2.7412178850328446,6828.107051377687,25.159134415447973,87.25944315301749,8.55779114914104
3100,265.47636542895526,2.794699611835398,7697.117803565693,30.6169548168998,86.96493984013871,10.698431808027479
3200,334.3500148086159,2.8850339033682437,8424.556321276159,30.880309506122398,85.57349706362791,10.064100923882892
3300,265.8925500952055,3.013323967135666,8319.325933334767,30.433056176232057,85.48379391723005,12.212226103767279
3400,392.5845135339825,3.201254913867117,10743.433685698821,45.94105790537392,83.99353171919078,12.38407846894432
3500,459.3830499682497,3.296193827534993,12002.702551936896,58.24721786354119,81.87534349126358,13.807822859468702
3600,508.60195773506854,3.486719143145889,15325.224886090704,69.93014133399112,80.17763259249291,15.326602449279434
3700,641.6297795305348,3.586321498436579,17286.264027786867,83.25390557398559,79.02328834016006,18.03859131591816
3800,873.0678204908269,3.663872198848992,21481.47749606687,101.4042591312381,75.68613740831483,20.361824610449265
3900,1096.048755378034,3.768567311172366,26679.229575415684,122.84864138916365,72.81752480139222,23.597735524461378
4000,1310.6037171707028,3.7174088591849332,33286.79813775762,153.57132851091473,69.02982222237634,28.210148363095897
4100,1610.8364748589984,3.6606456826017175,38032.30969090246,191.966355768756,64.65395194669247,32.47217719328297
4200,1988.7356981378393,3.4726211569361825,49000.94950343339,220.53596856739279,59.56619986745829,35.75250481559247
4300,2345.680096299489,3.186381601864294,57531.77194802089,270.44910561016786,55.008299851938865,42.785574373507814
4400,2770.3427270526745,2.843916602029966,66746.40013543576,318.65212863600345,49.219572031061205,47.521245898946525
4500,3069.733346173998,2.533064303969234,76723.34010033234,356.73553994233816,42.3029018680234,54.07841881047779
4600,3444.8255989346303,2.2304342309279104,83607.18066646237,384.65292322620326,38.093073462452104,59.769915302760516
4700,3648.862961150038,1.9038269302793789,90231.34404408265,402.8492360070198,31.843978775306702,65.55649109078588
4800,3905.971905199744,1.5618031199929037,95762.22155474049,416.8892279039831,28.724764814651998,69.17520108738879
4900,3927.9156881883023,1.3014360465630115,101094.3048440903,403.9856163881467,24.87474894421169,74.63895028925054
5000,3980.0672114981567,1.0942611385776564,101631.04388274293,394.8764513523749,20.805563664872082,77.50962775840813
