miliseconds,H,D,M,C,N,R
0,49.75371109207164,0.012386227545350844,1682.2329152627303,5.975316975897265,99.47630402545116,0.459230103797777
100,-61.47400634966525,0.23208371783471554,632.8965666523796,5.259094618152099,100.49459184015393,0.0627328162420446
200,-6.393641337681097,0.46511231874327535,1061.6339795851645,-0.9127119906493562,99.16132124851656,-1.0027901090421323
300,21.98581568645567,0.717546743054567,-1010.145985354586,10.4694983056322,99.59361233420124,1.2104355399210036
400,30.42304721680962,0.8809813797603919,-127.3720753193058,-1.0325295301053368,99.44751851226077,0.6148936162715708
500,23.279376078814877,1.0154010150114805,1551.3716393965224,-1.963705736029767,98.07599468649904,0.6062140010173499
600,-56.05069469849655,1.1470771994869395,-415.3622195795475,5.54976460768933,98.15051019158594,1.3283828270778493
700,49.68749778072015,1.2818604556308975,1740.3902132153826,5.631659802467646,97.16714182466545,1.4591736410577356
800,-46.60747569646868,1.4019508936447322,188.31722776935806,-0.4238500025614096,97.20859720072554,1.1453178100348669
900,-40.902423129399864,1.5066197938180363,-328.8642506823269,-1.7284797141460402,96.73582501460488,0.8378627110958559
1000,23.071421103917046,1.6279024990138706,1114.077805118373,4.191976926828847,96.43731780424307,0.3909155650538074
1100,70.7109049757118,1.6648316367411613,-322.5315439321399,6.365753285182688,96.82212123946627,2.2103605586046036
1200,42.29893361577314,1.7152326790847003,1568.5650971304735,0.6230568463162243,96.77366484773559,1.4850383952486546
1300,7.421734453678479,1.7290696156501655,-530.1849289654855,3.5394707567423715,96.6828639309657,1.376781065019768
1400,58.67695140880925,1.8457313919231453,1255.6133888787872,1.350404493536855,95.68374501024957,1.6982827712757935
1500,76.5079443650331,1.8027989354075091,1831.6577915199675,7.121968952421743,94.95074754646367,1.6997279171283965
1600,32.2122756019927,1.8533900652095896,1305.9033672106898,4.3092752748111405,96.09200494017632,3.1857107459796077
1700,58.874809566512106,1.935389910688235,1872.577483597244,2.390473633394918,94.93274235900245,4.092575150689852
1800,101.85664100165968,1.9555320564087635,2802.6950500951343,3.9248978737864015,94.81190439004337,4.6360531069538595
1900,70.28333793663984,1.9603230693765024,127.85286961848124,6.682036566313398,94.97997029981697,3.711518138002712
2000,78.43570909271855,2.0491340376612053,1379.7160644730563,8.030068803983905,93.1396673430592,4.698563167122371
2100,28.025267607245695,2.037333734729316,2629.6930481496647,5.358511698889495,93.85670063816016,4.062143627391987
2200,123.08497183920318,2.090930490981528,2367.5531813526286,15.716941506958122,92.218863272044,4.822785369327028
2300,115.20398753995538,2.1833592004814766,1794.6960797519428,16.55231598034057,93.31885793172562,4.940918997197841
2400,30.99871853008719,2.2164456800298167,3821.4156626389095,11.856945879988132,91.17376240020394,5.270867817510371
2500,152.64603017121593,2.3358185508400475,3549.5061429482776,9.994370268017516,92.07376852794484,7.011454589899717
2600,116.25661749463733,2.391936969925012,3496.562445139398,16.295181321018752,90.2997047943747,6.857207836270951
2700,157.81085615626958,2.432095046458763,3656.929081275744,20.843505965084216,90.6631437223459,6.119601771522965
2800,115.30748354727,2.552193218182508,5431.7388135439705,23.551064800712453,89.81781267745852,8.004663734788032
2900,117.29878755577886,2.579753832927822,4454.235790155226,15.142061128729082,89.99672313678217,8.542387252514363
3000,236.5062951030134,2.6793118002087493,5487.503255696649,26.645411849010646,88.93061694355843,9.147543999901918
3100,293.6751972989976,2.813499864799688,5769.691193771125,26.593696136956968,87.08303841328978,9.947654832398706
3200,295.3209732523636,2.948092048083519,8400.959072684276,31.871458571161213,86.67116646754143,11.72556662281779
3300,370.6299969523178,3.0516304652820163,9659.143935128552,40.021364673408115,85.2452258669241,10.668347090215214
3400,388.40567818431,3.1847831911754843,9697.630011022577,38.40859793199477,85.0088384256257,12.419101672250582
3500,521.3842680980612,3.299359153428269,11723.558309005963,47.70425089759495,83.282120371566,14.902658559680065
3600,590.4102488326664,3.437953665262,14029.05501994134,64.83596164688089,80.72333066274093,15.924317279059697
3700,667.4338303591555,3.622270342408367,16635.33638275199,81.39843378395308,78.37555728698027,17.0813427890549
3800,804.4178675409864,3.680741762950552,19689.49530770682,100.53084620476083,74.9224061241277,19.53334009141822
3900,1025.1965883562373,3.7390148227503075,24452.713453875236,124.49397273355757,73.41123593852768,23.357382137038442
4000,1319.7614696465055,3.741082134659769,33285.05477105764,147.61341898374147,69.21223785090552,28.24246723565311
4100,1578.4675117904735,3.600933656473715,40616.89374589826,183.6611742101609,64.85857298125704,31.498762000032887
4200,1918.0740093755796,3.419400962291121,47325.03243240747,223.18765797892033,59.64820132629666,36.250419556897114
4300,2287.4135292414485,3.2033980081246836,56550.89814755935,276.12129685909883,54.89794333070033,41.79044775403777
4400,2722.4511114566976,2.9241191072065473,66770.95271264439,307.60968437356564,48.12110727783245,48.3058370563481
4500,3093.601848381414,2.5834260282428905,77580.91030609088,352.09713566407635,42.25782531975346,55.229116224314865
4600,3400.1898189721783,2.2228787880095395,83538.29734401476,378.4040354153118,37.36036417251338,59.09165234676799
4700,3652.819672840106,1.883202171059031,90296.28931645982,406.5419554256964,33.60328353443237,66.16661149675913
4800,3903.2687517443806,1.5496006315182698,95795.02274613542,412.50188171058153,27.4960417286734,69.23085517330709
4900,3937.24146207442,1.3209052331048985,99643.28221439158,403.88561920731166,25.119758148737123,73.12253718790714
5000,4023.536403555628,1.0713456175798044,101149.25554623186,406.5697399549945,21.39252569136602,77.12126237259676
