milliseconds,C,B,z
0,0.7307480758049156,300.56690024168,96.52260999926303
100,0.7309986738511185,300.2350890536714,96.52071966890975
200,0.7311348189435242,299.37612859521556,96.55757135095054
300,0.7313764146942447,299.0963587932804,96.53956522795919
400,0.731568016543532,298.87616349730087,96.56282150582054
500,0.7318190324014479,298.47418179138975,96.55614143690244
600,0.7320990514331063,298.44575727053495,96.58654711553696
700,0.7322296370686354,297.80416976384606,96.60834006804116
800,0.7325240414600507,297.6087641670769,96.60475863655397
900,0.7326828629725771,297.25286965262706,96.63653865095823
1000,0.7329521434181445,296.97876106608675,96.67308197127116
1100,0.7331918852617189,296.64653169316097,96.6483677833327
1200,0.7335247642512387,296.85599794382296,96.66114418487015
1300,0.7337672165692618,296.1515840338764,96.68749555424267
1400,0.7339632466919033,295.7134812633141,96.7022880069214
1500,0.7342243976814656,295.1920342382677,96.70803550612229
1600,0.7345024966331178,295.3606503648616,96.7467492940995
1700,0.734779842222184,295.3143110285226,96.7367896482953
1800,0.7350181450367715,294.4020778892624,96.74755338134905
1900,0.7353571417294053,294.8109433893296,96.80112493412955
2000,0.7355951741286133,294.5273668107197,96.77883937895952
2100,0.7358878479938183,294.00942971398985,96.78754807189054
2200,0.7362435581192939,293.5125267644682,96.79675989265333
2300,0.736568323175908,293.5471467352071,96.83185450934535
2400,0.7368455859682468,292.8249515698405,96.82409400475929
2500,0.7371150736969316,292.22764124487634,96.8438215188212
2600,0.7374561354632966,292.1760966390131,96.85806574234878
2700,0.7378241708099493,291.70513257602425,96.90388880229183
2800,0.738173836252521,291.8399188705462,96.88175868104916
2900,0.7384443995905273,290.98464167335845,96.92837754073506
3000,0.7388254894897469,291.02429480803477,96.9204045249519
3100,0.7390710378216284,290.9947451368166,96.94352268643054
3200,0.7395107067609745,290.988335495185,96.95324858464971
3300,0.7398143709448154,290.16225859674483,96.949763037458
3400,0.7402005232057558,290.136444259539,96.98849806253781
3500,0.740473326005022,289.61690344686554,96.99151744190773
3600,0.7408351733924564,289.3292351423588,97.0129969647518
3700,0.7412638140580663,289.47238832940667,97.00430154413895
3800,0.7416465412976072,288.44902603857474,97.03218015996663
3900,0.7420326500684933,288.9343891371661,97.07191117936918
4000,0.742337020273561,288.0054028557133,97.07935334557146
4100,0.7427013573289298,288.27529924688076,97.07984618244132
4200,0.7431579742259938,287.98963740684883,97.10250411336436
4300,0.7434410297926024,287.85800036246167,97.1061704186977
4400,0.7438533265661329,286.77805536081746,97.10318382355068
4500,0.7441826662024427,287.11831562139724,97.13043799509576
4600,0.7446954995365345,286.3028919518904,97.14412532452964
4700,0.745026846926629,286.12881446013046,97.12976545376944
4800,0.7454237861486326,286.4537390264956,97.14636914974395
4900,0.7458581241834572,285.819387285362,97.1540613611858
5000,0.7462067960809279,285.5719548469889,97.16965379655288
