milliseconds,C,B,z
0,5.485663981597812,342.2633761652584,92.32538778282424
100,5.465388118353166,348.0938046291044,92.05541387164031
200,5.4570658477707275,348.3352594221912,92.23285191352699
300,5.234599208389852,348.13653611452736,91.88451406977116
400,5.3051961939047585,351.9191110640017,92.00437585032189
500,5.11620401658151,346.87375115040516,92.03807056410089
600,5.08793290166598,348.6169907546046,91.83680491018274
700,5.093377234710093,350.26777464428415,91.56122407309736
800,5.177881877548088,352.7424641283183,91.884217982737
900,4.961034916218627,359.3487070046322,91.43935422749442
1000,4.776711831482565,356.54056465489424,91.44643020100506
1100,4.991678177678845,360.4424325013301,91.59102952702077
1200,4.631009846430896,355.922470307975,91.20468440378617
1300,4.591529306036204,362.2392472074681,91.25180626731185
1400,4.625942220920143,360.7841777381707,91.10757860864491
1500,4.616684992461799,365.30875534205927,91.13757700609067
1600,4.563167493342888,361.27407329255965,91.04709904542861
1700,4.430915073509095,366.1740743028057,90.93616532843595
1800,4.426294281780029,368.70607086554287,91.26747871887035
1900,4.252088635667548,365.38858669266864,90.8334223775016
2000,4.173021356442459,368.90222019066437,91.05461917810833
2100,4.400350258213854,366.27736838283994,90.78056565829922
2200,4.314299580550698,373.7344550051734,90.95012853929904
2300,4.3047824877633944,372.7899221872755,91.01402504433644
2400,4.019930603326428,375.2142212935004,90.89368715999251
2500,4.0337073615354,371.1996094682563,90.63267385009087
2600,3.933114574403324,370.98359784189324,90.81582279749976
2700,3.810488944064632,372.8977344528801,90.8159689801826
2800,3.8154939056825823,375.06526519581706,90.60418071006819
2900,3.9127760796492685,373.3161121983626,90.66434968469214
3000,3.6919185294551635,376.3578644319715,90.41146958668853
3100,3.6496131647279486,377.8313017852047,90.34075184690883
3200,3.7127276487833565,377.9199613621121,90.50262896776049
3300,3.844123439778075,376.6220741676228,90.61455529252238
3400,3.682794421268112,380.0122208671692,90.36630606852388
3500,3.4609545634323036,382.7818061687715,90.11644189282501
3600,3.4112905498962185,378.7445230935781,90.15193130375417
3700,3.4649494287475004,385.12510291442413,90.31634196108952
3800,3.4830305501031904,380.6851746106019,90.02877325821898
3900,3.5824850332724627,381.9330025221566,90.17093451453233
4000,3.501945355367588,385.88815165393765,90.1554651403778
4100,3.277694116194084,381.41960694034066,90.1237041236956
4200,3.369429263401914,386.73325800532467,90.1196543198029
4300,3.3868790002326654,388.38459317853767,89.92397552756753
4400,3.2611603804550264,386.8760396226636,90.26050714102306
4500,3.189469577505286,390.4538764288209,89.92895603243859
4600,3.083276665237493,391.06621150111414,90.16744157044496
4700,3.1111941182178002,389.1563087150045,90.1912553251134
4800,3.100952544381861,390.4662268386738,89.81933001432097
4900,3.0766566886168096,385.0222991068857,89.91283238803139
5000,3.1595603168674424,392.19300381060555,90.14532753053625
