milliseconds,C,B,z
0,1.7992384534059978,396.4485642205589,89.97163080280194
100,1.8127047283584226,396.6049318917211,89.98266707738614
200,1.8296302759172705,396.6860980838438,89.99741690282505
300,1.7661482198156881,396.55729258717327,90.01376258191999
400,1.7795978941378912,396.207264685468,90.02666355086387
500,1.767337842224783,396.271275942474,90.04779051994112
600,1.7561307265663755,396.15917841879536,90.0517015135147
700,1.7186875319151529,395.8432064374513,90.07189173875327
800,1.7319206020747198,396.0521012748288,90.08704089183526
900,1.7115536334572692,395.63071013436024,90.0992098489054
1000,1.7015112845004767,395.8234027871866,90.12024906668304
1100,1.6317699693979952,395.74807371970087,90.14199624971495
1200,1.6350853172459325,395.31355747249995,90.15488431193107
1300,1.651281062506148,395.30237704502275,90.16762614972531
1400,1.6573817404448472,395.3312440430188,90.18454489853558
1500,1.6283597537497847,395.10458335591534,90.20105327552054
1600,1.621595797904859,394.7139526883199,90.22510932761763
1700,1.6146392962281941,394.9334493071799,90.2425717447852
1800,1.5894552990840525,394.46795787002117,90.26662751272801
1900,1.587136969519506,394.63078309811215,90.28193081087088
2000,1.5408531664606904,394.00982026886913,90.29821704721677
2100,1.5477319382410768,394.1764579884314,90.32173886339707
2200,1.514354169949321,393.8020177385236,90.33611798100637
2300,1.5290429916812829,393.71509986644077,90.36048894811476
2400,1.4950861989154591,393.3512642522432,90.3763957939416
2500,1.5157494130522968,393.48421933431325,90.39946471548616
2600,1.4708709828539421,393.1052976101784,90.41925289557915
2700,1.431782567940266,393.05158777853785,90.44050652000806
2800,1.4369644370792543,392.5497088207451,90.4597311422683
2900,1.4139734255066183,392.42612110266646,90.47791315340288
3000,1.457436098350394,392.1859693232566,90.50126432676242
3100,1.4427865134903242,391.95671122584145,90.52837406839146
3200,1.4067449102042644,391.91912062709997,90.54365140079402
3300,1.3724260258922105,391.5520806202679,90.56514238682192
3400,1.4056396802685491,391.3350665007021,90.5923090157811
3500,1.3513298746127955,391.08546039279764,90.61561041775305
3600,1.3615584068619142,391.2363411395486,90.63992705518574
3700,1.384766909319102,390.6313568348164,90.66199388938615
3800,1.3788208730406224,390.47754183985074,90.68892073823248
3900,1.3140425219792096,390.45303273716445,90.70973094250704
4000,1.355547143740184,389.8849435839594,90.72590547376547
4100,1.3302142150162108,389.5669201717927,90.75432767104546
4200,1.2996459119365342,389.5754838621525,90.77509175593758
4300,1.3034097409869596,389.3456387954678,90.80353303262335
4400,1.2790264751885119,389.0563208867224,90.82697300905433
4500,1.2953670114287499,388.9226764914373,90.84994557166672
4600,1.2792376889475396,388.33031531945863,90.8773640399123
4700,1.2778372048303837,388.32803442839867,90.90274747423861
4800,1.264602792211919,388.1275113260598,90.93048831485784
4900,1.2450763324791312,387.9083453174356,90.94644794336041
5000,1.2596540749699026,387.43095053613786,90.9782490707749
