milliseconds,x,y,S
0,-0.0008321503976867754,0.8958630092601406,-0.02470862390625836
100,0.006589208359006968,0.8349418184142122,0.10102678063966661
200,0.007751747638910672,0.767652494621298,0.12506759860868527
300,-0.009617814045260454,0.7164873543432313,0.18050703211775596
400,-0.012195755083179008,0.6652427011339975,0.25375632643471274
500,0.0013009058057030327,0.6426848531791375,0.27335218676218564
600,-0.005741660727775082,0.5854262845106873,0.3101670268432287
700,-0.002180024914642569,0.5488365077929087,0.3706753091171443
800,0.018993319512470547,0.5083514760221022,0.3985946247060814
900,0.018016186749512362,0.48834189508058584,0.4287332707523504
1000,-0.008467515131129363,0.4388079852569615,0.4862838571155426
1100,0.02339705951577699,0.41483791709728246,0.5077247901282244
1200,0.008030325433620878,0.4024032395624505,0.5554084288760492
1300,0.04141924082405139,0.35689074521951575,0.5417406640620378
1400,0.02269081548698859,0.3445672295284511,0.5868641058172164
1500,0.03150742371455036,0.32788921452885966,0.6476655601144176
1600,0.04799144483092227,0.3204063836034007,0.64907963384402
1700,0.061906661851547286,0.29289478955760845,0.6894532799801043
1800,0.07340515589560292,0.2850334410776488,0.7357675404016152
1900,0.097827199249297,0.2761519582510484,0.7967888731639833
2000,0.13743488835354048,0.2684292295497785,0.822276239477542
2100,0.16222736241914104,0.24949557549890305,0.8221811340612165
2200,0.17185728834650396,0.25479530200674116,0.8625298638343122
2300,0.20465685085038665,0.2549669976544141,0.8872414880021694
2400,0.24138765794058867,0.26793527942726225,0.9064746935271737
2500,0.25717650484129406,0.27659310803806936,0.9599277242425552
2600,0.2835996006958286,0.28207309277564035,0.9548322761080265
2700,0.3175342373971713,0.28948631706163414,0.9672179811312136
2800,0.3490827032756,0.2885961638018828,1.0087075685284703
2900,0.38970657821287713,0.2981101999686967,0.988326899530658
3000,0.41169971384283227,0.34131959742465057,0.9815377346434419
3100,0.42108974793393,0.348309617849238,0.9894099546792947
3200,0.45562028715191877,0.3813893034872831,1.005643612732311
3300,0.46228688245597765,0.37216653989800264,1.0078226412317728
3400,0.5075095488424797,0.4177707076219647,0.979561168276431
3500,0.5064040848119439,0.42096917513424453,0.970512300488085
3600,0.5116204667581763,0.45696258532468537,0.9376919196315691
3700,0.4999235968576383,0.4534032834339101,0.9195771220632046
3800,0.5072809754459734,0.5014394992407869,0.860664281822938
3900,0.5081561516807926,0.4872918288991107,0.851031861689075
4000,0.5013082432329824,0.504622689496209,0.8308016833589879
4100,0.4898593738419454,0.529903103151749,0.803671096633808
4200,0.48052621995527633,0.5303479098981443,0.7808045187338386
4300,0.4696709685155653,0.549891932452975,0.7753198696704205
4400,0.4454335554734734,0.5625935606926136,0.7495364712303565
4500,0.4272808797012188,0.5751112689411982,0.7389227091852189
4600,0.4247258921142399,0.5804353383439929,0.7204627918867359
4700,0.4070698989859132,0.5774652125333415,0.65780182157058
4800,0.4094389468224093,0.5847186085029137,0.6477438855218224
4900,0.3657893631446384,0.5589948455202302,0.6495922855538436
5000,0.3512839491678519,0.57536392482714,0.6343705164811136
