milliseconds,x,y,S
0,-0.01412375451390776,0.8864273794450145,-0.020226404675106228
100,-0.01525566274415701,0.8338839904794693,0.0852958702141527
200,0.016314698081546425,0.793158929094367,0.17127379375235707
300,0.0024763487912759915,0.734730213642405,0.19574308837276289
400,0.003300902048736084,0.6922990412033526,0.250821602585797
500,0.014873530082135631,0.6463269179181297,0.29205377151122175
600,0.01827870223596922,0.581633465221872,0.3217508202727888
700,-0.015568603097490356,0.5395548835434136,0.38460739536566485
800,0.017040030864534327,0.4993743646700207,0.42007669671599
900,0.009985466080127035,0.4899505223868466,0.42019410043199096
1000,0.02788561065833633,0.46367600889888827,0.4823500073875916
1100,0.0029145821423653805,0.4200392330607433,0.48944466610396115
1200,0.028669797321162142,0.38263739106210626,0.5511569307635459
1300,0.03464801200669292,0.3660686818361414,0.5931701040808257
1400,0.02607191960703225,0.3324858908961855,0.5927810308116117
1500,0.06070489531996634,0.31291552826949254,0.624560460313504
1600,0.04588023793113926,0.3094275879455794,0.6536646565679382
1700,0.08366718901783926,0.2847145993750866,0.7042970303298798
1800,0.10400576811677141,0.28695101346341495,0.7534024551700186
1900,0.1059529240909566,0.2777317535410783,0.744838004440034
2000,0.11921290976645434,0.26928647196372735,0.7849028037593818
2100,0.13908391239196255,0.27168047874021417,0.8445643263115855
2200,0.152103649696198,0.25945651931487357,0.882714060902253
2300,0.19470794867253982,0.24717728763765523,0.9112211203781015
2400,0.2469657997601967,0.2586878192866137,0.9355679284415972
2500,0.2585492660172991,0.2808916968562461,0.9377503781297252
2600,0.2990885527560367,0.2796532603462067,0.9848563837524082
2700,0.32521746019654885,0.273802865358557,0.9963841839269804
2800,0.36420519239950805,0.30567609550445385,0.9939663887230865
2900,0.39178145019590305,0.3182764200112361,0.989771134593794
3000,0.41255447587737126,0.31692843660048725,0.9985813530477363
3100,0.42880983094270547,0.3475051347878072,0.990091762278653
3200,0.46763640788090527,0.36721842191093357,0.9731004210275397
3300,0.4908456708912096,0.38779584332943395,0.9660690399851614
3400,0.4765745759748095,0.4088672333582459,0.9656292615945977
3500,0.49060883166623453,0.4139974334285787,0.9696761016595028
3600,0.5126602589849814,0.43925760594642077,0.9338176076772731
3700,0.5050114152481958,0.46937133205444653,0.8949897038623724
3800,0.5165338858214102,0.49998663686066563,0.8657001908250356
3900,0.4938041154770631,0.5080114274748737,0.83224176150434
4000,0.49327163870043084,0.527173681542068,0.8149607314171771
4100,0.5158357270042504,0.5271587037771014,0.8285716183661068
4200,0.4848708280107252,0.5441024425401351,0.7777007792714812
4300,0.4791330284746375,0.558758259164302,0.7451188670063277
4400,0.4624485550790031,0.5587495436871724,0.7139440462394563
4500,0.4416786903111573,0.5712638735853572,0.6880238939343859
4600,0.43267159571066127,0.5688015556302755,0.6934215963374387
4700,0.42119567970811705,0.5650543570281611,0.702156115613502
4800,0.3890694599330052,0.5665353943157242,0.6505210711254064
4900,0.37755230951849034,0.5543917784552451,0.6642946371376292
5000,0.37033451208495144,0.5526583436780047,0.6267439173139674
