milliseconds,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P
0,19992.52320279586,299.79484142985723,-0.26548939656433546,2.0864648802893407e-08,-1.326330291287578,-0.5772473912572688,198.48203074225697,2.4688403647255632,200.7873709328106,-0.5784144427615712,39.30899225608052,2501.505619445938,0.9580084753663245,-0.022605044687118284,0.000836051199934751,-6.495200698623957e-07,3.419119604988666e-07,-4.20396302388845e-07,-4.429167453811244e-07,-6.981124619407453e-11,1400.0000000029695,-6.119272242109802e-11,-2.931441878752732e-09,-3.893207539892482,4000.0,6493.262091866772,3.8602092612637975,-1.9336359361867926e-09,-7.35648475910537e-10,2.076664388045432e-09
100,19699.578515379588,1.648326513054034,269.5497579622057,6.661323606284342e-05,31.001561245051303,4.151597598038916,198.98869208773831,2.2943901891914087,199.19795585567337,0.9862257651850002,8.380241971379284,2500.8478655864474,1.8466109150785008,0.01730132358940791,-0.0005238656177194628,-5.166837434045075e-06,1.4337740951111998e-06,-4.988846084185005e-07,-1.4662118672127768e-07,-1.117175633755888e-10,1400.000000002812,6.808675037558408e-11,2.9120157579864544e-09,5.270883906825036,4000.0,6491.676993614022,-6.041514568783176,-2.483129585779418e-09,-6.878425297188902e-10,-2.6727560462678276e-08
200,19693.70166222372,1.2623128104891213,244.7027088276728,6.491918576652747e-05,55.294583279472704,6.6795164006278345,200.82312376336574,3.021659599915098,199.52450369703115,-0.44272243486631546,-36.65423649406956,2498.490076965164,-0.01797962024663161,-0.002885043897244937,-0.00033045561037598517,-7.61472010143235e-06,1.4396910674166183e-06,9.66846950691159e-07,-5.627481865725634e-08,-1.1882433678885525e-10,1399.9999999980012,-6.843086441749815e-11,-1.8903480103275614e-10,24.934185028515124,4000.0,6492.991662697401,0.06326042625523545,-1.997929198574911e-09,7.997842120183229e-10,4.1467056258406275e-08
300,19684.98292425572,-0.8589470731685679,226.67210081799507,6.322223707081506e-05,75.33894056366672,9.733893986281036,195.7064515885577,5.2698185829603235,200.37827906120407,-0.8771727757683285,-31.72039579784998,2498.5335843711264,1.7624495037292256,0.02162582748494169,-0.0005386376419896114,8.086051460406308e-06,-5.345399470368954e-06,-7.755608893293181e-07,-1.4066467179896858e-06,-9.415095467317773e-11,1400.0000000007572,-4.044318603781206e-11,-1.251182540568434e-09,-6.337597535083594,4000.0,6492.258548816345,12.061524776435661,-1.4420365825648914e-09,-6.582282359189747e-10,3.86651492613172e-09
400,19676.3919412211,-1.7970994119477957,211.4943540285196,6.277645343738678e-05,90.21410530139858,16.737000830273526,195.54309202612347,5.055281360308273,198.38299284021144,0.6413231761602656,52.55895148634737,2501.7474651983775,-1.9540837636229915,-0.0005657868553675102,-0.0005599525098548089,-2.877782009199944e-06,5.750235753833806e-07,4.965233691847041e-06,1.0360205112094682e-06,1.1146397442898795e-10,1400.0000000019663,8.832746177432539e-12,-6.732467930023548e-10,-19.069926415080847,4000.0,6508.535538737576,2.327255050341601,-8.058186775032872e-10,7.120755274409633e-10,-3.133483520849498e-08
500,19669.96271401035,2.0887952392657385,198.62332778749828,6.139393159323902e-05,101.70295937116252,18.017522007560075,194.78354048826552,6.16627935543981,198.46280841310548,-0.4925356055797484,-25.49846212808644,2497.9954411527165,0.47815004385135534,0.03357984412270235,-0.0006242519771537522,-2.2097520778135947e-06,-3.306828878458032e-06,-4.410438111100885e-06,1.1044256822810542e-06,1.216476334416742e-10,1399.9999999982476,-5.929527135907821e-11,-5.621622938934017e-10,-19.471668675274916,4000.0,6491.051687943366,-9.32653599450431,2.215537928017493e-09,6.375711967128882e-11,-1.498938161365459e-08
600,19655.60212513914,0.45094248066497195,188.48180032974926,6.07823505237735e-05,111.07410810024233,24.305134220732704,189.36315242855167,11.980144221962146,199.0077638646985,0.8006774630882291,70.41548673262918,2501.831220339906,-1.6113946310746174,-0.010236532949564383,0.00043538598965083025,-1.9958084432655468e-06,7.301732321360074e-07,3.7068524677493426e-06,-1.1147009612712459e-07,1.3203765582831242e-10,1400.000000002616,6.423520276231781e-11,1.2153688522793653e-10,3.632008482360995,4000.0,6489.676273163763,-10.294429726417976,1.1341792613013304e-10,4.0278302106801806e-10,-2.8880902374136164e-08
700,19642.28497446877,-0.030146148986745586,180.76358742034355,6.033355868126416e-05,117.79546789027604,28.641282051899754,185.5942504115388,18.918872614100405,199.42545341841603,0.9542027881306858,80.9327441698874,2498.8737665326303,-1.1815131733937,-0.028092071578190485,-0.0003334292638241369,-6.611489812502277e-07,1.3604619905397126e-06,-1.391931525487514e-06,-9.379678362631049e-07,-2.1210188890388187e-11,1400.000000001223,-7.66286464766589e-12,-9.408014739911972e-10,9.04993951630747,4000.0,6503.976107909923,-6.442605709662401,3.653732016819851e-10,-2.036546765728075e-10,3.8604188358561117e-08
800,19630.846551778985,-1.496352275984925,175.50487511560397,5.9978727249650055e-05,125.24269453566039,37.59569569611939,177.885884217634,23.35221519506375,198.80669672263406,1.6133528726578403,93.98779497786616,2500.9504875194666,2.105023234148058,-0.0033986436667820226,0.0008735799024415661,-8.480008381698684e-06,1.5185933913969027e-06,-5.0259837584722755e-06,-2.4322738516418673e-07,5.06643612144947e-11,1400.0000000028163,2.970467076576213e-11,-7.593535373824697e-10,-3.7626670217562097,4000.0,6508.312117200839,-1.2109365470597275,5.402906098215448e-10,2.152888613413961e-10,2.149377432392294e-08
900,19631.31144016077,-0.04273941438605434,170.6783440581891,5.9474221411020425e-05,126.9353022379362,39.66256233552007,168.44861456201843,31.85556476601169,196.08880635824178,1.973355717976536,89.2384041058454,2501.3831694359883,-0.29987263078578763,0.03900218823255876,0.00018198788044494367,-3.3291209039294075e-06,-6.944901745333173e-06,-1.6996056230165597e-06,-2.035516879634461e-07,2.832093087320781e-11,1399.9999999982563,-3.660632126935185e-11,-2.6995593536123142e-09,-23.84736184000929,4000.0,6486.215079827295,9.583748501917485,-2.4219018489076715e-09,-4.310308433066301e-10,5.9547511878379315e-09
