miliseconds,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P
1000,19618.08426863128,1.1227049083929037,168.44170254311794,5.8678797416918314e-05,131.2636550542162,49.14261062409978,166.87229289278886,34.05723520261639,197.11899401629017,3.341116264267986,122.99088478021866,2498.721861431587,0.20324154177954745,-0.05072499588158103,5.4582177926959794e-05,-2.638753685520139e-06,9.278487518171352e-07,-3.5139284430812227e-06,-9.095156860337415e-07,-6.905360975188522e-13,1399.9999999980373,-2.815045433454919e-11,2.210577096711152e-09,-3.810961762931041,4000.0,6489.909518904827,12.590390630372323,2.096398534833267e-09,-7.914846688515646e-10,-1.0526256851527635e-08
1100,19607.750604592897,1.645047265930606,165.7695719252609,5.882302812481544e-05,133.59715655768375,48.65042601260813,160.22557957605667,39.77836256146152,194.04917000335072,5.223817817544565,107.2826763509758,2499.0644660771163,0.052046078842358956,-0.008437561197008493,0.0009531794991324557,2.2350009717434845e-06,-2.3407525397605394e-06,1.885791779344482e-06,-1.0975583933832503e-06,-5.385549702475435e-11,1400.0000000016478,-5.92168864271983e-11,-2.697032880416685e-09,10.58886857497035,4000.0,6499.4030980203925,-3.8488608833177906,3.4641539671503905e-10,-6.477776760675304e-10,4.5322399246436155e-08
1200,19586.20532260233,1.133016279320441,164.4306649750194,5.830779608456435e-05,135.6233359006484,51.93039135118648,148.26594107552222,49.6868353304721,193.64555297778398,4.867166955276026,105.74577795212441,2500.437235454145,1.7611025907363087,-0.04768787701558761,-0.000238798875152095,4.537362601456928e-06,1.272399237750323e-06,3.2421187601732218e-06,-8.597956062647138e-07,1.0123239338838063e-10,1400.0000000023967,-2.8095278125576324e-11,2.690344252881848e-09,6.664573209114323,4000.0,6487.7727140795805,11.80966089889045,-1.897671963091632e-09,4.155747448002702e-10,-2.9307708995966962e-08
1300,19585.04746520111,-0.8999245151505035,159.49613323918382,5.896336938621583e-05,140.25947464039183,60.04999353398075,145.03891597199302,59.19543775858421,191.97893192916973,7.414784558556853,94.86693778785629,2499.244950297901,-0.5700104848002289,0.027525325104614282,0.0007458737463683744,-1.0048787682184864e-07,3.4452047075133196e-06,-3.3807108513219155e-06,-1.063188894522655e-06,6.928873550608334e-11,1399.9999999976226,-5.2134664300046225e-11,-8.934852152779488e-10,26.0439211144083,4000.0,6485.187951997758,5.355085038912076,-4.557839246500448e-10,1.691892549692765e-10,-1.5883542684368407e-08
1400,19571.58582230608,-0.6276507952101059,159.25489699618245,5.816331329263247e-05,139.15390066404876,62.69043760021898,137.29995211955898,63.33165289917454,193.0951750672036,8.26442588524309,211.24697927029467,2499.431303321902,2.670963366573824,-0.04770098425777221,0.00020031359444327158,3.849665771880203e-06,6.406799433222522e-06,4.949379813378788e-06,4.689956061315268e-07,-2.1764237551349577e-11,1400.000000001258,2.2115586815015288e-11,-1.5784043626791983e-09,-12.047018835382834,4000.0,6472.8038374297,26.57732711988411,-1.637010890653666e-09,2.1753052258864856e-10,-3.533995535159206e-08
1500,19546.52164542282,-0.032720900281555686,158.7991894718995,5.817274809937678e-05,140.37289474920803,71.2229447036092,131.68480771745337,67.97977491514906,191.434226657135,9.44620429896947,213.16924373232922,2500.1043742733236,-0.21587617914044044,-0.00023543864066077468,0.00022568816772345913,-7.337204864690188e-06,-1.7678829770237021e-06,-1.200677200139509e-07,-1.577695165874704e-06,7.795353066825712e-11,1400.000000001697,-2.4870048686550327e-11,1.3384929570276364e-09,24.847850809221896,4000.0,6468.493701549606,24.608492796178073,1.5398000123608653e-09,1.6574178428418926e-10,2.4379076570129973e-08
1600,19536.669161286707,-1.4375663777577,156.7692917438147,5.827063167095605e-05,142.96978514095517,72.33775973437857,121.52780609711037,77.9022093553479,189.07232742255115,9.135790864263626,178.8005960615754,2496.2887483645636,0.5365956757794157,0.011686263738149447,-0.00012164625577379871,6.418870861995318e-06,1.5237919081187284e-06,-4.947512760964445e-06,-1.6284556673123374e-06,-3.711573237557168e-11,1399.9999999973177,-6.168163368449552e-11,2.912250256637927e-09,6.920368933945301,4000.0,6464.134133055102,24.270839340440535,1.9259212186653598e-09,8.126209469015243e-10,-1.7498884629607633e-08
1700,19533.61276462052,0.09132787192536293,158.2659352467071,5.7850372293888545e-05,141.66936165035418,72.86961457928086,117.77336745699061,83.71223553425895,189.3869465368981,12.019412875493796,289.84492585397334,2497.309217559418,4.04511973380461,0.02030972613698743,-0.0007841769936544716,-9.161604153087947e-06,6.749514513238723e-06,-2.860591099403463e-06,3.2738948454641095e-07,4.077374003942575e-11,1400.0000000024004,4.036654054265187e-11,-6.029773549386994e-10,39.09029480547473,4000.0,6454.823926094417,45.25299279285347,1.443445933345145e-09,6.385114459128858e-10,-3.5986665287934126e-08
1800,19524.080338349926,-0.37654837190114604,156.2575872518666,5.855309078133283e-05,142.68942525040538,77.30665588433979,106.06076396669265,91.18302848406155,186.13026457185168,13.05057123405502,270.0268167511618,2497.571373001205,4.95518383341398,-0.014675118505445282,-0.000812396854409112,-7.835053125934807e-06,6.9627413318301655e-06,3.7784485773586164e-06,1.5850556062578292e-06,-7.488421682172273e-11,1399.9999999977824,3.4195970207374343e-11,5.362222546838151e-11,46.9315765828908,4000.0,6455.002779182243,45.4708004822714,1.6299523240130235e-09,2.538298420519157e-10,-4.1413306913529494e-08
1900,19510.973883077455,1.0869034795903678,154.4508485524174,5.842968355217078e-05,143.7318915318826,80.96551378389067,101.478331115973,99.80120027909943,185.8989193200055,14.446559029532123,344.5723308463842,2493.892565499366,3.3504393198809836,0.04950687362596694,0.000649219687162836,-1.8156068693697499e-06,-6.644535677853536e-06,1.345862286495646e-06,1.508941455839598e-06,-8.840343714562705e-11,1399.9999999996305,6.111576659525325e-11,-3.069737122561825e-10,27.583307030550742,4000.0,6445.9020395873395,52.538210681861635,-1.4509411665743682e-09,3.322655634608594e-10,3.625110174833191e-08
2000,19498.265673630944,-1.9129494193581669,154.5490601188977,5.7793190870556645e-05,145.7769584708551,91.51234790479525,96.28451992575556,102.44190647365296,183.86722789478665,15.044782312833846,453.1320618329692,2495.2722063104834,3.616286529008666,-0.0451281631632745,-0.00037107441925683237,3.6276273600698736e-07,4.8990465302898945e-06,-2.466894200237773e-06,-6.568811691484998e-07,-7.420116855170964e-11,1399.999999997184,-5.207653841083534e-11,-1.7531331528345768e-09,73.54567251578011,4000.0,6439.637484905607,72.61929884062194,-2.047731138794604e-09,-6.211154293442213e-10,-2.470062938959004e-08
2100,19478.066766064436,0.15457446875968778,154.35479735203958,5.7876115018452254e-05,145.14580386516815,90.78885701546987,92.15796887971418,109.368356751955,182.29019409461654,16.15272491427907,511.85059142367527,2492.876277556634,7.896602548465667,0.024107287484244216,-0.0008195851995102308,1.5897168904866588e-06,-3.935080993013489e-06,-4.232368248616017e-06,1.589178161028833e-06,1.2186548906248012e-10,1399.9999999996417,4.0376766281038013e-11,-2.241397985778481e-09,46.137980743390955,4000.0,6434.787712527742,77.4786621485921,-1.9758161394253656e-09,-1.674927227411172e-10,1.3687070411842384e-08
2200,19469.068995152757,1.3816561911390666,154.9245295701384,5.8077644145192596e-05,144.26947042758616,96.52013370972188,82.68704089319816,115.18898616290925,180.5482926682226,17.99910663718428,577.6644486812444,2493.2340366070703,8.213308520500707,0.02802795309188632,-0.00041278778258472767,2.921597428949275e-07,6.799799594876406e-06,2.9736404493039517e-06,7.196371342895573e-07,1.124272645359345e-10,1399.9999999981483,6.013696629748409e-11,9.702062600201859e-10,84.15453398161222,4000.0,6405.61030099449,74.8754753901244,2.1142553009153492e-09,-2.770102333527941e-10,1.3909882671031682e-08
2300,19455.72827879183,-1.768076858083495,153.72599708250453,5.817713311829474e-05,143.6729398392482,102.13883947941882,76.91181491038031,119.15546503535258,179.35153054429603,19.672651323359613,616.4795862110983,2491.256003690889,9.335605578134293,0.0020602126715109238,-0.0006764619540945436,-3.3419760447582324e-06,6.452651068704598e-06,-3.837754577355059e-06,-5.43065844975661e-07,1.4990443556947558e-11,1400.0000000021664,6.240469042872942e-11,1.998076997078979e-09,84.6762485170462,4000.0,6406.017190728949,99.1767048110438,3.4655021563772987e-10,2.9644571656433377e-10,1.656471982418255e-08
2400,19456.373872652595,-0.6828403277805797,155.59783546478167,5.7791730043613035e-05,144.97911628175368,102.13924000002524,73.38805530103501,123.6930087188055,178.352403590156,22.269702492333778,729.0592433135159,2491.0398439293426,11.611107390750849,-0.027712429960053974,-0.0008400386428245023,-7.381202874171998e-06,1.7528617448701704e-06,6.308669865396706e-08,1.49474330627633e-06,-6.106908795893486e-11,1400.0000000012817,-5.482774111924187e-11,1.8660284350724513e-09,115.59647783779423,4000.0,6385.482746240563,120.31674422055116,1.7402306636268658e-09,2.208294243535007e-10,2.663886773279356e-08
2500,19438.812026897143,0.7076846639437908,155.48178846099847,5.805079028271712e-05,145.51214371893536,112.47559269374953,68.38086187189441,130.7764341885361,176.79900480918124,24.413317390882824,769.4758274684607,2487.3848510209095,12.172701515999858,0.020968101367839175,0.00010856083530246177,-7.725517939140325e-06,-2.9729626555209586e-06,3.1894611232023136e-06,7.885580353812483e-07,-1.1278725687850898e-10,1400.0000000026826,4.600786676418621e-11,-2.4677312354607672e-09,121.77489188501497,4000.0,6382.2402097701115,112.97789027422114,-1.3421671747135249e-09,6.3371388746865e-10,-2.9141664096391588e-08
2600,19424.665443518123,1.1714358857500868,154.4825227627838,5.7711162431323576e-05,145.96597686535736,111.16709967857231,63.48309106422064,136.0856000526426,175.11125003761302,24.613244259340785,836.4747301244718,2485.092385520477,14.140184084558065,0.05359396570528479,-0.00038905041055869755,2.0111961423156753e-06,4.946306105243764e-06,-3.533131901083756e-06,1.6660292101932312e-06,7.509443547092637e-11,1399.9999999981721,6.135155552783214e-11,8.31035358540484e-10,150.32808541438916,4000.0,6351.364503012942,132.6768719891592,2.2162447949830678e-09,2.038471372041914e-10,1.4531855225701298e-08
2700,19411.427449776387,-1.567423963492505,154.7231842287202,5.8152240136672566e-05,144.78254352352897,116.42728244772562,61.21376555608845,135.47168400376788,171.34875554615013,27.364057204792964,922.589362981641,2484.8781234200765,17.600672398599027,0.08516435411623381,-0.0001900882059087449,-8.890030189629643e-06,2.3004073615873622e-06,1.984944774859829e-06,7.388006069748387e-07,7.640850830187369e-11,1400.0000000012021,-2.66215548471089e-11,2.852535180517634e-09,148.60279729087324,4000.0,6334.867206769634,158.7020156198552,1.0451170627737952e-09,4.593801026383678e-11,3.817198725525972e-08
2800,19407.77076367473,-0.15112825940197128,155.48900808465325,5.7982881870991794e-05,144.37587301771333,121.65670778851596,60.393073376574925,139.59473911544706,170.85870087402301,28.575097410181787,1097.1248911048474,2481.041548454912,16.707729194606692,0.05827027086051838,0.00034525199828550675,7.135412245829521e-07,3.2139642638984577e-06,2.5647066458101943e-06,-4.819667478500909e-07,-1.0136016146409432e-10,1400.0000000008345,-2.731788758099258e-11,1.609271690885938e-09,223.2620906667247,4000.0,6320.993486792986,167.43475265054158,9.241881268397254e-10,3.2649196239503247e-10,3.977172176258869e-08
2900,19390.461955915456,0.45379834406604547,154.59413226550043,5.766673732048184e-05,146.95826889429978,132.11556149590018,53.120183986911414,147.8442710179256,168.57177235227587,32.41910258160766,1086.0662189265663,2479.6424138569296,22.11440779431743,0.09966031871917051,0.0004455848242922377,4.397689504325754e-06,2.4298619945756785e-06,-2.479169137302058e-06,-7.382309282641512e-07,-4.9451066114543185e-11,1399.999999998141,7.122466598385093e-11,-1.2871957022699668e-09,247.73128295500103,4000.0,6303.12134306911,190.50913775762743,2.5194137711907932e-09,1.4330857295094503e-10,-2.8599537858239848e-08
3000,19383.686720367095,1.737710517562064,154.1293998755477,5.794350484512277e-05,144.46626262633495,136.09816006007668,53.31546863528502,150.34782145237062,166.10851706221112,33.69435670367641,1186.5265595540245,2474.943411813089,21.783733877469523,0.0635164977351572,0.0006201323656757597,8.17038671445351e-06,-5.60791836590869e-06,-4.848363249456015e-06,-7.162232505466745e-07,1.2124458376083494e-10,1399.9999999987779,2.0232144529934966e-11,9.34408214670096e-10,291.2628844378898,4000.0,6291.229969532414,207.30159736692812,8.952647892203576e-12,-3.933091292001891e-11,4.8447400337374055e-08
3100,19375.156690341824,1.9394998519062905,153.39529875168094,5.7875627535900486e-05,144.7795407816015,140.01418241547606,45.46873625576211,152.21835336740116,165.20947607786113,35.11758275977457,1357.9837461037898,2472.038742300577,28.221394506685513,0.09619812065784272,0.0008580529829401828,-4.237746159936938e-06,1.3006052170140883e-06,4.834552883483751e-06,-7.596758579214087e-07,-6.143814472428517e-11,1399.9999999987012,3.475141607106026e-11,-9.771904340449834e-10,303.5194414930037,4000.0,6273.449442706936,239.86876042005125,-7.458391090759641e-10,7.829198475009621e-10,3.677508658384307e-08
3200,19356.297771717072,-0.10353188547401193,153.06230995770954,5.8019190814309314e-05,144.90347489464332,143.33678308964082,48.39027626910978,156.35619528945293,161.38998127153718,36.38074521232138,1535.591506452056,2469.076554553707,30.955882834632295,0.14275735546344961,0.00045459468261190386,9.190838783276359e-07,6.43893128745284e-06,7.968577463958872e-07,1.4348662893375829e-06,-1.3894421275535276e-10,1399.9999999968168,8.815067935431914e-11,-9.49920073890045e-10,359.6082485610118,4000.0,6241.127814306993,262.1735045737809,1.3818526678816697e-09,-3.9223213178857994e-10,-1.101547991561314e-08
3300,19347.97313896267,2.092502372565964,155.70038414277403,5.7682091706546194e-05,146.49516728020063,152.13032954965968,45.851118989774236,158.76412838923738,158.7913057841964,40.92490627660684,1663.2036223289306,2466.4226183893243,34.61092712838103,0.2567507941781765,0.000557032571429371,8.602856212296257e-06,2.071355356963884e-06,5.386692643163394e-06,1.6459234118192595e-06,-1.1127071227440005e-10,1400.0000000015364,9.1292431140483e-12,1.6525037791520548e-09,374.46830219907145,4000.0,6222.910657750522,275.6708079677661,-1.043081726303678e-09,9.015032720037637e-10,2.8718891703085838e-09
3400,19344.980322259395,-0.8979699471735834,154.7210525019542,5.783089507594694e-05,147.0843647964985,155.43093803865736,38.24817993603296,162.6678514701414,158.3095684333625,41.27897704586578,1721.5921900187097,2462.760282048428,37.7031722497822,0.2812251047387749,0.0016402099021224782,-5.700629656342394e-06,-3.984910584733046e-06,2.41307868808498e-06,4.460899355222798e-07,-4.41435856367536e-11,1399.9999999996655,4.4314558605931726e-11,2.9294756242435412e-09,423.4861320556027,4000.0,6188.904896064546,291.7288808223134,-1.2437757372741351e-09,5.038470160133606e-10,4.646803241707359e-08
3500,19339.458931361565,-1.0859041096339175,155.60345449212784,5.810430829888856e-05,147.4270584830584,159.84370585340358,36.89982759061607,160.99342656236482,156.45048748245893,43.91717851881576,1815.5409718465921,2457.362258164399,42.32910563593569,0.31317122755926313,0.0023232192058224373,1.0944135263792331e-05,-2.186302130724724e-06,-5.051312884252322e-07,4.80342479221119e-07,4.070313170460125e-11,1399.9999999974618,1.458229482455994e-11,4.1218682691768086e-10,497.60644719225087,4000.0,6162.715179935937,337.7033135446633,-1.0975805985601383e-09,1.2906641550903622e-09,-1.1466774203455276e-08
3600,19330.04967883216,-0.3539854832971302,153.87788683872483,5.8086648885783104e-05,146.71670714623852,168.25510014748406,37.771377227808514,163.88862183216224,151.80950466413216,46.39946223507241,2041.939048722043,2454.957097878457,44.052874549187536,0.4416889264505686,0.00288570853815595,9.109445367342481e-06,4.727432378160002e-06,2.835337587039536e-09,-3.8962997427481247e-07,-4.035792726407841e-11,1399.9999999996471,6.468884166119617e-11,-1.1819488253233028e-09,541.0953461847882,4000.0,6150.831389252526,349.30679613662403,8.356288772772893e-10,1.259442155052876e-09,4.4910668513685365e-08
3700,19305.93300860237,-0.8448054921939642,152.528100131867,5.790466091912881e-05,145.92468546955806,175.67042498988133,33.35565361465573,168.57910381939973,151.79549135512707,49.97327199455498,2217.3097760333985,2449.5912398611226,47.51262826339685,0.5158819132792332,0.003428789669895194,2.2671298156977237e-05,4.23616391557636e-06,8.604846059228711e-06,1.3010874692232075e-06,4.6647226398343173e-11,1399.999999998837,6.492749483766398e-11,1.3581491792883463e-11,592.6783686794247,4000.0,6117.114995273302,394.32068710590283,1.2297350386781893e-09,2.3149046129901864e-09,9.929177928680565e-08
3800,19294.38062153307,1.924486294315917,152.7345211989941,5.800368520981314e-05,145.84352753783313,176.32763146261811,31.81361193388389,168.31451770937872,148.2267541241256,52.863063081617476,2359.928850349256,2444.9956565330513,55.756272270263324,0.6316503569954277,0.004905341955027356,1.7730202464671403e-05,1.4945340279138464e-05,1.3587006110145217e-05,1.3454610382312713e-06,-1.0598739342987497e-10,1399.9999999961656,1.7754214436047718e-10,2.3337393103172464e-09,668.4726874065715,4000.0,6085.191574638507,411.7544302311121,4.710324107390377e-09,2.9512630039853303e-09,1.0350942517755028e-07
3900,19289.00803919968,-2.0071756526152558,152.6931053696128,5.838783936894685e-05,144.76808249432844,187.3229794931016,32.35296258043156,166.48814256403196,145.90671928727693,55.38313396102068,2397.644429351089,2439.632153508843,60.39334701616797,0.7361361086752718,0.006242252435274573,3.873733148594174e-05,2.3335808193963416e-05,1.6145194502653088e-05,2.5812385473158765e-06,-1.241938396609313e-10,1399.9999999934391,3.2140310284555725e-10,3.782365300606505e-09,770.5745453115035,4000.0,6068.424508309301,438.51503949527387,6.367552321906146e-09,3.6932163756362676e-09,1.598229734932919e-07
4000,19277.931828997436,0.9183113960112962,152.44930820209126,5.800228901216659e-05,146.11393663595032,188.6306748624859,32.14032444720844,171.19703263211125,143.65033549620122,56.2261854039696,2692.706207286399,2435.0726146823304,65.7197107346674,0.9206508902432183,0.007955131186272234,4.0131359010546415e-05,3.087015698600793e-05,1.6343288089403877e-05,6.676810689406512e-06,-4.69117138202873e-11,1399.9999999926554,3.0403306313468015e-10,9.1822546285814e-09,849.6908469449526,4000.0,6024.664538449678,482.0125015489696,1.1042489690926406e-08,5.149951664103149e-09,2.047050679161938e-07
4100,19277.18025861514,-0.8310435689371506,154.1763220466238,5.785367075920709e-05,146.1774368227683,194.30158598455378,29.25533721445822,169.44458499489897,140.83482836681998,60.70406110113379,2760.001740809655,2430.445102358384,71.26260759431612,1.0169045080135628,0.01158428545354142,7.039968013831472e-05,3.8501744086895556e-05,2.8696804806179187e-05,6.932391284916967e-06,-4.369160795784872e-11,1399.9999999895447,5.585784757060746e-10,1.487867861766785e-08,902.139611975861,4000.0,6004.816524714689,502.22697714435066,1.0732467290185767e-08,6.532557854059981e-09,2.677606896058805e-07
4200,19268.905477248758,-0.8158796161154563,154.74490538149666,5.77339866853963e-05,146.83881011598288,202.75250738511346,24.063479981399887,170.18216638125946,137.27160634920708,60.81118838038187,2911.054270919047,2421.7106020394526,77.84632458252854,1.3115464982732703,0.013739500603691302,9.124543114905068e-05,4.6663207827258993e-05,3.972074666849588e-05,1.0992273723091118e-05,1.9766690334265288e-10,1399.9999999821307,6.582522264923717e-10,2.046166809728898e-08,1015.9352485494617,4000.0,5976.452832592612,544.5649078178571,1.9288766658708323e-08,9.62719331221327e-09,3.9381893913404495e-07
4300,19245.34066522495,0.4495003297521588,154.55260856961584,5.8144319497898364e-05,144.98273983136218,211.56849343097196,22.944863223922166,173.26154305529536,135.22910636074076,64.32097299714574,3181.6162230459317,2417.051618688478,84.25826596104628,1.4931473544648786,0.01744398721399258,0.00012455399047658488,7.29917986787176e-05,6.13201105033753e-05,1.6553679776417382e-05,2.4510501362952837e-10,1399.9999999731408,9.297086774937369e-10,2.6822562317665222e-08,1121.2916684657714,4000.0,5925.6043389560455,574.027894371629,2.6780695796565714e-08,1.222061632993104e-08,5.186358576374263e-07
4400,19237.882891135232,0.39157343471752126,152.48095053719257,5.827767350456578e-05,147.27008355601575,214.7382235080673,22.464201809617403,172.3241839158195,131.80974962633974,67.72514496184851,3285.8327285607493,2409.6658887917633,89.10632470640756,1.708335100475171,0.02396453720312636,0.00019075922316118035,0.00010268520938228505,8.199160732869232e-05,2.218900412197593e-05,2.4541146038756945e-10,1399.999999959631,1.2682983219251051e-09,3.917991706591658e-08,1194.0149458192734,4000.0,5904.002843428857,602.8529815211705,3.652922301692818e-08,1.5699411105998572e-08,7.676612544437578e-07
4500,19225.383896899937,-0.3383447523325161,152.29824596898723,5.764190344763871e-05,146.43206510180596,224.96992549119287,23.620564722412,178.60291342524383,128.72942375815714,68.94184702463974,3504.549700186922,2402.585882936695,96.6882386367438,2.0855867809303876,0.0300544059287646,0.0002598297173024108,0.00015146416508557113,0.00012022770011015172,3.4602511951812206e-05,5.549367662335753e-10,1399.9999999433485,1.8194380686402815e-09,5.8714743296672834e-08,1289.7824121060478,4000.0,5852.728312743305,642.3451130239143,5.361743079685557e-08,2.189484217746686e-08,1.002361127582159e-06
