miliseconds,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P
0,19999.101458579367,301.2739276602875,-0.4182948230307967,-3.6414380937270003e-07,-1.5327498847413468,-1.816737390812588,198.67530311455084,2.3436925411206566,199.80032363043787,0.1276907608835036,-40.8747427852252,2501.8330729212835,-1.0673751821013258,-0.013281351471340182,0.0007928247274459583,3.8005148918073416e-06,-6.037988444069642e-06,2.8346513133457818e-06,2.4424169497506333e-07,-9.415501619483243e-11,1399.9999999990182,6.429360264045794e-11,2.350974419063579e-10,15.107532363263587,4000.0,6490.840662243331,9.736842413967606,1.9347977691497871e-10,4.523860995845343e-13,3.146539232964635e-08
100,19700.379036896436,-0.9258170535062467,269.1229097192225,6.681077889247338e-05,29.799570027102074,2.451456070821574,197.13027311230553,2.9379774202346227,198.92611342166907,-0.7594202532966812,32.44419370127546,2500.6107691085017,-0.18806339990345278,-0.04262413340672904,0.0006637029702460225,1.0013582362410991e-05,-4.8374891257790705e-06,4.5061711012829635e-06,4.5895164327076805e-07,7.98012486586802e-11,1400.0000000008981,-2.277041857860888e-12,-2.7023761610008643e-09,11.832004914184017,4000.0,6505.7539265922405,7.684671046732253,1.9495183509900152e-09,-1.2590634716087086e-10,-2.4783136276476426e-08
200,19687.531706641632,0.6245368865005184,244.61651894264529,6.468175718901646e-05,55.067059764518234,4.574642676235556,197.26947328456518,-1.6326476499524616,198.88180039518346,1.3735691527666005,-9.855105879028185,2498.4446025687294,0.37656417660439573,0.013174837624815907,0.00026356852778550274,-8.084536187059441e-06,-2.281729684184388e-06,1.8336494241009287e-06,1.6731533441481925e-06,-6.890476649760556e-11,1400.0000000000719,-5.478337025868117e-11,1.7469593626489927e-09,21.964747977463563,4000.0,6511.447646788419,7.769972623892865,-1.6099169386070737e-09,-6.949150995538044e-10,-3.4138745217977504e-08
300,19680.638830029933,0.9728678596676483,226.22119050953447,6.321628128885927e-05,75.26973497270706,8.635728826868716,200.41043449960202,2.3869257603653184,198.97776749653605,1.0765524075307837,-43.39033968747131,2501.0075204094023,1.910428629935702,0.0028914924570660624,0.0006957445505006438,-5.9710333170117404e-06,1.431406290245866e-06,-3.152118749652879e-07,1.2319926322365443e-06,-2.9834838383064366e-11,1400.0000000015502,6.793942643237569e-12,-1.677747081555214e-09,-1.9621856288313004,4000.0,6493.580322615163,-2.622249946592249,-1.5879480730210652e-09,5.46853102816358e-10,-4.3741190331569904e-09
400,19687.278914297673,0.3751235189586981,210.17916858350162,6.271092465903325e-05,88.31137502367417,19.038952738066367,196.89401468030545,3.8880320954163197,198.82856260934093,0.5587485659039828,46.74589058249322,2500.5243969157777,-0.47232200502411215,0.031105756289562813,1.218191532570265e-05,-8.909826843340065e-06,4.320655136725946e-06,-5.85016061466653e-07,-1.519600248428241e-06,-1.10782537477118e-10,1399.9999999994016,-5.5351051614001545e-11,-1.731896894530482e-09,23.048256300118027,4000.0,6507.690167399422,6.026132535748168,1.276330331735727e-09,6.818549670582258e-10,-2.087737425933979e-08
500,19664.616828994247,0.22667219702197847,199.3766753892053,6.175209921391936e-05,101.42733272401587,20.913769837943434,193.42000079664615,6.107472066067029,199.4711826615068,0.8034694033245359,-39.01032381500799,2500.2830978138113,0.6221307523099084,0.006199522698676262,0.0005204335405509023,6.128056586330515e-06,3.921307109722578e-06,4.702268381632824e-06,-1.4823974096501158e-07,-8.271133842539881e-11,1400.000000000676,5.6174714714883276e-11,-2.1706626373834025e-09,-20.94940847713752,4000.0,6495.284875190137,8.034314028589554,-1.59784213689361e-09,-2.469953882983054e-10,-5.1545447832474785e-09
600,19667.525637851944,1.4760261733268225,189.48485874334276,6.0776199714414394e-05,111.76381410107763,25.166136549935878,185.03788547924893,14.89578587324413,198.94259425386767,1.8193066642627587,-22.263485902942428,2500.9059035551686,-0.6879573247038107,-0.01855448992969997,0.000900133785335333,-6.022225501532424e-07,-6.6628806519113e-06,4.0738105774840315e-06,-5.481377310980383e-07,1.294877377355442e-11,1400.000000000957,-3.025521472621593e-11,1.3230631383508793e-10,-27.283650374942468,4000.0,6494.496543221847,3.256886911753112,-1.86753729940719e-09,2.933422974459789e-10,-1.8090951034472782e-08
700,19647.913335998554,-0.39942590411146156,183.21067361565866,5.98775208161389e-05,117.05302478088029,35.319791136820804,179.78168457707204,17.16972247237004,197.68033890644824,2.6476331183157766,68.16097982768267,2499.5085528349027,-1.7860290760007818,0.03414021558542826,-0.000896430931344986,-2.8381876103065916e-06,4.526046310449508e-06,4.5942551946076226e-06,-3.4975382056074974e-07,-7.555205620155163e-11,1400.0000000014356,-1.1456822239849805e-11,-2.493178505201966e-09,-15.095874544653187,4000.0,6501.938079648586,-0.045586419642951626,8.728432368450303e-10,-2.935071911072241e-10,3.20975127007774e-08
800,19645.544108832437,-1.2298732063676836,177.09501838508626,5.994987066758352e-05,122.2170804220628,34.355750923065635,176.83757166215034,20.735018598398042,196.6154172041173,3.592383234282231,52.90573890254643,2498.715646586185,0.6301427523868158,-0.0046258263816288,-0.0003656354911079199,-7.020304738286269e-06,-3.565444144470222e-08,-6.795823804050598e-07,3.866603790830775e-08,1.202989853030514e-10,1400.0000000018122,-8.330829002968455e-12,2.1482462582258603e-09,3.063872949648225,4000.0,6485.744439757417,2.7488464645297017,-1.1635164704950332e-09,-4.603198916096875e-10,3.144993789610188e-08
900,19633.543588912366,-0.08587552723298571,172.90004088593972,5.971891200994364e-05,128.7834701217598,45.37153040928766,167.68213346081998,28.57083790678471,196.32242748574592,2.466769884956798,81.37947264917017,2501.5126275311113,1.9979505241160658,-0.03353965280975768,-0.00037687722927360283,-1.5939702532207646e-06,4.7383640489832115e-06,-3.20565873084663e-06,1.4605024220751987e-06,-2.4796585310877765e-11,1400.0000000025725,5.600174417270545e-11,-1.3026490115097005e-09,-15.080568591442336,4000.0,6498.643780894183,2.04393512519618,1.5352580399516251e-09,3.8006009662912166e-10,-5.298372566354784e-09
