miliseconds,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161
0,2.001868561370137,-0.0032873606831771234,5.002380135589127,0.0017037779697258498,2.4878767846688965,4.997146879721711,-0.018064481225472762,2.1401964781170665e-05,0.0031569460629969465,0.0017644426223199059,1.9932096684748717,-0.014080034475567499,0.0021546614151161155,2.484495432723125,0.0031413946188740254,2.975356526173898,2.9735442047701666,0.0,0.5,-0.00017235984336984086,0.0040284784160136014,-0.000125469554116285,0.002748116139858764
100,2.005336087795197,-0.004832574746346193,3.304836374158224,0.016642855241249446,1.9235192739934945,3.2971530848991857,1.711906965036129,0.0006630152926399729,0.003052166775337284,-0.00048408544439023835,1.9918581209287618,0.02796770886488901,-0.0014784847497268628,1.9363829669244612,0.5575460601486751,2.6207575716455964,2.601565632679069,0.0,0.5,-0.002988394781209454,0.3677935635249969,0.021747371771492153,0.0032405098027784005
200,2.008737763411713,-0.003886391335107622,2.55167303979801,0.057540581920674086,1.5893030739932374,2.5973054605196655,2.4029720733363176,0.0001496217208006715,0.006200339952451131,0.015021111330632,2.01969665341075,0.12177674847431048,0.001059381927129021,1.5922884876266505,0.8489692754426394,2.283106754917842,2.3381667154919192,0.0,0.5,0.0024747704570038647,0.5695022353937416,0.11156777859208988,0.003549473582830631
300,1.9936464276758512,-0.003073653729199554,2.2100806213902966,0.10362557982522881,1.3518542133768308,2.209118307509788,2.774128998907374,0.002172375050001939,0.00700851224374037,0.03368118826153836,2.0152842741346726,0.2550361398420263,-0.0018526239895811014,1.3506574072214073,1.0316450903704328,2.0894673838467734,2.0700205276000707,0.0,0.5,0.0015838200196399343,0.6543870953411103,0.24177702677928445,0.0241209329951462
400,1.9966331088298088,0.006180014357333196,2.051406091379726,0.1457717252421786,1.2216330117286434,2.0497717376557616,2.9763136002230053,0.003542730833631549,0.013836283126293702,0.07535135160484155,1.9820360853167167,0.4452197227433042,0.004012420037987899,1.2174254786600367,1.149235829247846,1.853736644206705,1.9052344966952157,0.0,0.5,-0.00022024239521581932,0.6905566002659121,0.3648595266368653,0.058486491533982166
500,1.9891904101518048,0.015722198387890796,1.9307892660359376,0.18292199231118728,1.1109097980032219,1.9385175142332487,3.0475367879480837,0.00927680983218886,0.004658654511188545,0.10483148281140095,2.0141288402215785,0.5688770462668357,0.01574586709480201,1.1127074184695385,1.1942908645535615,1.7341661372209218,1.7134113907395803,0.0,0.5,0.0065741856760746405,0.7000237813269782,0.4634521772849412,0.10593739677797145
600,1.9846694026496048,0.022686813616562912,1.8712994270980674,0.23287453165175662,1.0279236607847442,1.865871086965574,3.137837671423516,0.01341285311120892,0.010642422231898983,0.15606652358193054,1.9734026621308964,0.7140809937921876,0.029436111056074295,1.0159308394490598,1.2403349001482002,1.6093176324000216,1.56687244320173,0.0,0.5,0.010846838362179416,0.7211523693122426,0.5167596118208448,0.15488478614675097
700,1.9723503143045293,0.02833831168371839,1.845266797957487,0.2547098917253353,0.947064410650859,1.8382129702506016,3.163319297492452,0.015984958445045654,0.034587860087646395,0.19611086318778045,1.9954757559941039,0.8048282616128154,0.039331650546641866,0.9555072148574074,1.2704693417728676,1.471794718970576,1.44445949773774,0.0,0.5,0.015642171809869043,0.7380255175457465,0.5596272721691672,0.20008190984652602
800,1.955130494917905,0.061385037817315954,1.810857404556661,0.2956309406286119,0.9020222516026086,1.816746651331445,3.173507072160644,0.019490490215616694,0.05114752235082468,0.2522151666146913,1.991254938410931,0.8813303063567992,0.05676928859705711,0.9054620568531419,1.2834077865492823,1.3524175477934044,1.3385957040310965,0.0,0.5,0.017738122173630456,0.742651685442541,0.5631210086352244,0.23292086096978315
900,1.9221171452046724,0.0759686408536231,1.8218468575780988,0.3220871593309636,0.8709484980852115,1.7850132398889431,3.2004257723312826,0.026456290142031803,0.07577457146300477,0.2897940749438205,1.9483565545764376,0.9638171353499209,0.07284161471665644,0.873491372426603,1.303704190488735,1.2553408171807943,1.274824934275849,0.0,0.5,0.02890588626642106,0.7573527940098805,0.5679690749445102,0.2775838161071892
